首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,单位：户、人
地    区,合    计,,,"性别比
（女=100）",户籍人口,"少数民族
人口比重
（%）","非农业户口
人口比重
（%）",城乡人口,,家庭户,,,,家庭户类别,,,
,合计,男,女,,,,,城镇人口,乡村人口,户数,人口数,"户规模
（人/户）",,一代户,二代户,三代户,四代以上户
,,,,,,,,,,,,,一人户,,,,
太原市,4201592,2151719,2049873,104.97,3650340,0.57,61.80,3467987,733605,1296291,3670953,2.83,199112,473725,679781,140778,2007
  小店区,804537,410370,394167,104.11,614067,0.56,59.87,725879,78658,231500,609762,2.63,50616,101580,108006,21541,373
  迎泽区,592007,288623,303384,95.13,531316,0.98,80.96,568482,23525,194429,531391,2.73,27761,72380,101235,20596,218
  杏花岭区,643584,325299,318285,102.20,584078,0.74,82.82,612291,31293,215005,606106,2.82,25986,72115,117365,25284,241
  尖草坪区,415705,215952,199753,108.11,360257,0.70,63.05,384840,30865,119630,348645,2.91,13777,38493,65539,15374,224
  万柏林区,749255,393481,355774,110.60,556571,0.57,69.22,722682,26573,247395,651094,2.63,50759,102689,122892,21616,198
  晋源区,221431,113394,108037,104.96,201684,0.32,38.15,139983,81448,59315,190957,3.22,5407,17049,33046,9023,197
  清徐县,343861,177070,166791,106.16,311403,0.11,17.47,94519,249342,94680,319693,3.38,8985,26741,52464,15133,342
  阳曲县,120228,63457,56771,111.78,144580,0.08,22.44,35849,84379,39068,114476,2.93,5435,14747,19639,4565,117
  娄烦县,105841,55810,50031,111.55,123871,0.10,19.47,37301,68540,31230,101786,3.26,3626,9433,18555,3191,51
  古交市,205143,108263,96880,111.75,222513,0.25,63.26,146161,58982,64039,197043,3.08,6760,18498,41040,4455,46
大同市,3318054,1689841,1628213,103.79,3200040,0.26,46.02,1822112,1495942,1086073,3198011,2.94,134739,355642,648186,81439,806
  城区,723013,360634,362379,99.52,670824,0.83,91.55,723013,,250629,685315,2.73,26704,86184,149758,14603,84
  矿区,500155,257013,243142,105.70,495377,0.16,90.37,500155,,169227,487205,2.88,16156,50046,105707,13389,85
  南郊区,405864,207718,198146,104.83,294627,0.20,27.87,113901,291963,128398,380429,2.96,13972,43675,77874,6804,45
  新荣区,108482,56303,52179,107.90,107657,0.17,12.41,25245,83237,36333,106524,2.93,5865,12604,20699,2987,43
  阳高县,272488,138206,134282,102.92,288611,0.00,15.03,85730,186758,88012,266144,3.02,12217,29464,51019,7431,98
  天镇县,206009,103102,102907,100.19,219971,0.08,16.44,63952,142057,68158,203734,2.99,11840,24156,38393,5547,62
  广灵县,182613,94333,88280,106.86,181944,0.06,12.10,33067,149546,56225,179113,3.19,7720,17017,33063,6077,68
  灵丘县,234004,122459,111545,109.78,242089,,18.95,49492,184512,75712,226448,2.99,12270,25169,44781,5711,51
  浑源县,343486,173495,169991,102.06,360070,0.05,14.61,105870,237616,101065,329965,3.26,12518,28559,61323,11023,160
  左云县,156163,78998,77165,102.38,150271,0.01,28.25,63534,92629,55608,155212,2.79,9950,20162,33101,2326,19
  大同县,185777,97580,88197,110.64,188599,0.28,26.65,58153,127624,56706,177922,3.14,5527,18606,32468,5541,91
阳泉市,1368502,710304,658198,107.92,1312234,0.25,48.81,821209,547293,428541,1304442,3.04,44238,126301,239942,61190,1108
  城区,193106,97079,96027,101.10,206045,0.83,87.58,193106,,66626,183616,2.76,7071,24012,35474,7073,67
  矿区,242994,124792,118202,105.58,253133,0.18,90.65,242994,,78871,236130,2.99,6124,21453,46208,11129,81
  郊区,286055,153486,132569,115.78,230018,0.21,45.94,187571,98484,87674,265710,3.03,8242,25899,48356,13202,217
  平定县,335265,172940,162325,106.54,319633,0.06,23.69,104003,231262,101226,321754,3.18,11575,27306,56850,16718,352
  盂县,311082,162007,149075,108.67,303405,0.18,21.71,93535,217547,94144,297232,3.16,11226,27631,53054,13068,391
长治市,3334565,1710681,1623884,105.35,3336682,0.71,29.09,1395030,1939535,923466,3149726,3.41,90674,228940,485041,202855,6630
  城区,483628,239887,243741,98.42,448176,4.31,88.05,483628,,139805,427268,3.06,15451,41898,75289,22221,397
  郊区,281213,144199,137014,105.24,287746,0.18,43.41,169497,111716,76092,269711,3.54,5542,15931,40926,18734,501
  长治县,340963,171172,169791,100.81,335382,0.19,13.49,89025,251938,91303,327760,3.59,7099,20266,41980,27850,1207
  襄垣县,270216,141621,128595,110.13,265900,0.09,31.82,102623,167593,74233,259528,3.50,6816,18352,38368,16988,525
  屯留县,263844,136501,127343,107.19,266537,0.04,15.22,74535,189309,70331,252949,3.60,5538,15282,37210,17243,596
  平顺县,150955,77759,73196,106.23,155720,0.03,10.19,31200,119755,45474,145634,3.20,6515,12724,24300,8202,248
  黎城县,158541,82177,76364,107.61,163295,0.02,19.05,50803,107738,48043,153727,3.20,5462,13422,25960,8446,215
  壶关县,291609,146375,145234,100.79,292612,0.17,9.36,58971,232638,77295,283362,3.67,7120,16185,39969,20314,827
  长子县,353266,181124,172142,105.22,355668,0.14,12.13,76214,277052,87667,324985,3.71,6740,17855,42433,26254,1125
  武乡县,182549,97012,85537,113.42,208888,0.02,13.55,46215,136334,55549,176625,3.18,7264,16540,31373,7505,131
  沁县,172205,89893,82312,109.21,175830,0.03,22.54,53233,118972,49355,165663,3.36,6145,12378,29269,7554,154
  沁源县,158702,86129,72573,118.68,156899,0.09,15.62,53009,105693,45874,145686,3.18,5787,13306,26018,6413,137
  潞城市,226874,116832,110042,106.17,224029,0.07,20.34,106077,120797,62445,216828,3.47,5195,14801,31946,15131,567
晋城市,2279146,1153981,1125165,102.56,2169173,0.27,24.44,1163315,1115831,662706,2113115,3.19,74062,195947,329392,132986,4381
  城区,476945,240291,236654,101.54,351279,0.75,59.70,476945,,139871,417282,2.98,16778,41593,81568,16525,185
  沁水县,213016,112630,100386,112.20,206961,0.09,22.14,70350,142666,66935,192407,2.87,9572,25092,32802,8778,263
  阳城县,388789,194815,193974,100.43,384858,0.21,18.24,147978,240811,116294,361417,3.11,12349,36673,56009,22880,732
  陵川县,231360,118089,113271,104.25,255837,0.31,11.35,73709,157651,68424,225360,3.29,7637,19611,32005,16170,638
  泽州县,484174,248125,236049,105.12,493333,0.08,10.44,180873,303301,136056,457518,3.36,15767,37603,66268,31193,992
  高平市,484862,240031,244831,98.04,476905,0.10,15.99,213460,271402,135126,459131,3.40,11959,35375,60740,37440,1571
朔州市,1714857,895412,819445,109.27,1594336,0.09,26.99,793560,921297,485730,1595254,3.28,49003,136723,292711,54875,1421
  朔城区,505294,261976,243318,107.67,430124,0.13,37.82,288052,217242,143869,460330,3.20,16012,40848,90285,12450,286
  平鲁区,203793,107223,96570,111.03,228020,0.09,15.12,93514,110279,53194,191449,3.60,4640,12588,34514,5965,127
  山阴县,238885,124647,114238,109.11,239918,0.08,25.76,103523,135362,69156,225740,3.26,7242,20064,40096,8690,306
  应县,327973,170234,157739,107.92,300479,0.02,11.02,91041,236932,92102,311961,3.39,9269,24579,52769,14362,392
  右玉县,112063,60185,51878,116.01,113288,0.19,17.37,51199,60864,34235,103925,3.04,4299,11825,19481,2885,44
  怀仁县,326849,171147,155702,109.92,282507,0.07,37.89,166231,160618,93174,301849,3.24,7541,26819,55566,10523,266
晋中市,3249425,1694946,1554479,109.04,3172151,0.18,27.98,1433792,1815633,1002346,3021876,3.01,113617,327346,551116,121196,2688
  榆次区,635651,320345,315306,101.60,567052,0.49,49.51,444002,191649,194449,570171,2.93,19984,65559,103024,25366,500
  榆社县,134648,71372,63276,112.79,141778,0.04,18.74,39853,94795,42231,130586,3.09,5482,12328,26448,3409,46
  左权县,161314,86727,74587,116.28,163763,0.05,19.35,58612,102702,48307,146872,3.04,5728,15071,26673,6454,109
  和顺县,144178,76430,67748,112.82,142976,0.04,20.51,55990,88188,44496,137560,3.09,4824,13127,25102,6125,142
  昔阳县,227896,120535,107361,112.27,238918,0.04,15.53,59753,168143,78404,216763,2.76,11598,30118,41239,6926,121
  寿阳县,211014,115739,95275,121.48,210310,0.11,22.58,62432,148582,69811,193996,2.78,10817,27880,34004,7720,207
  太谷县,298783,153413,145370,105.53,280047,0.18,27.31,115996,182787,87805,266422,3.03,7937,28804,45381,13300,320
  祁县,265310,138336,126974,108.95,262957,0.06,22.81,81115,184195,81233,254141,3.13,8096,25039,43902,11977,315
  平遥县,502712,261291,241421,108.23,507150,0.11,17.05,172055,330657,144866,478367,3.30,15209,38372,84081,21860,553
  灵石县,261402,141438,119964,117.90,257997,0.17,30.38,111715,149687,79074,234621,2.97,9687,27640,44814,6466,154
  介休市,406517,209320,197197,106.15,399203,0.11,29.30,232269,174248,131670,392377,2.98,14255,43408,76448,11593,221
运城市,5134779,2615684,2519095,103.83,5037695,0.17,15.79,1928843,3205936,1336278,4910098,3.67,102490,288346,645382,379526,23024
  盐湖区,680036,337444,342592,98.50,663544,0.19,31.77,432554,247482,189187,619049,3.27,21052,55725,93240,38217,2005
  临猗县,572508,290798,281710,103.23,552323,0.05,7.97,183386,389122,143813,546036,3.80,9200,27193,64247,49403,2970
  万荣县,439364,223480,215884,103.52,429420,0.01,7.91,87103,352261,110566,430553,3.89,6850,19200,52732,36254,2380
  闻喜县,404150,207043,197107,105.04,395520,0.08,12.95,155955,248195,102652,396114,3.86,7224,20208,45118,35128,2198
  稷山县,347425,176586,170839,103.36,349978,0.06,8.38,100240,247185,82856,333416,4.02,4701,14943,37081,29042,1790
  新绛县,332473,169663,162810,104.21,323901,0.33,13.04,110041,222432,79338,311506,3.93,4604,14656,33660,29036,1986
  绛县,281643,142723,138920,102.74,283718,0.41,20.39,124584,157059,74984,270549,3.61,6609,17251,34954,21532,1247
  垣曲县,231018,119918,111100,107.94,227125,0.46,25.71,91920,139098,67872,224264,3.30,7427,17242,39045,11297,288
  夏县,352821,182761,170060,107.47,355302,0.09,7.89,78735,274086,81594,340441,4.17,3728,9773,37027,32461,2333
  平陆县,258241,132147,126094,104.80,249034,0.56,12.34,57908,200333,70616,249721,3.54,5519,14611,39126,16100,779
  芮城县,394849,200637,194212,103.31,380160,0.08,8.00,151565,243284,106780,380550,3.56,7757,23827,55202,26320,1431
  永济市,444724,225614,219110,102.97,434096,0.08,20.61,179028,265696,118869,426508,3.59,8425,26406,56607,33357,2499
  河津市,395527,206870,188657,109.65,393574,0.18,22.75,175824,219703,107151,381391,3.56,9394,27311,57343,21379,1118
忻州市,3067503,1581660,1485843,106.45,3069742,0.10,21.78,1161317,1906186,921407,2902007,3.15,107756,280825,520873,116869,2840
  忻府区,544683,270071,274612,98.35,528802,0.18,36.51,279875,264808,162405,493255,3.04,18360,50167,90788,21035,415
  定襄县,217468,109439,108029,101.31,215745,0.11,16.62,64662,152806,65371,212665,3.25,7243,19058,33585,12392,336
  五台县,299391,153426,145965,105.11,313912,0.12,14.67,76046,223345,87665,284033,3.24,10216,25400,49597,12333,335
  代县,214091,111142,102949,107.96,207727,0.14,19.21,75518,138573,62698,201013,3.21,7621,18538,33753,10142,265
  繁峙县,266800,138247,128553,107.54,272812,0.03,10.35,95246,171554,76977,260629,3.39,8194,19976,46240,10510,251
  宁武县,161164,86206,74958,115.01,160844,0.06,25.56,65673,95491,49242,153107,3.11,7095,15827,28620,4706,89
  静乐县,156846,83179,73667,112.91,160792,0.04,15.12,45234,111612,43101,151151,3.51,4853,10921,25657,6338,185
  神池县,106538,56992,49546,115.03,104499,0.02,15.79,30747,75791,32013,103239,3.22,3581,9186,18828,3898,101
  五寨县,107632,54886,52746,104.06,115356,0.01,17.55,39650,67982,33540,101864,3.04,3450,11182,18925,3359,74
  岢岚县,84395,44797,39598,113.13,83804,0.03,14.95,33042,51353,24861,82447,3.32,2494,6659,14817,3280,105
  河曲县,145136,77090,68046,113.29,144899,0.14,21.84,58614,86522,47457,136204,2.87,5480,17976,26244,3149,88
  保德县,160035,85298,74737,114.13,164293,0.12,14.15,50524,109511,46673,150273,3.22,4825,14350,29538,2706,79
  偏关县,112111,57902,54209,106.81,109215,0.05,17.87,43924,68187,36274,110284,3.04,4427,12172,21561,2467,74
  原平市,491213,252985,238228,106.19,487042,0.11,27.03,202562,288651,153130,461843,3.02,19917,49413,82720,20554,443
临汾市,4316610,2200819,2115791,104.02,4366211,0.17,23.77,1760260,2556350,1148571,4072262,3.55,92274,269924,611602,254741,12304
  尧都区,944050,471813,472237,99.91,838252,0.20,43.74,571237,372813,244180,812798,3.33,23523,65023,128932,48207,2018
  曲沃县,237033,120616,116417,103.61,233559,0.29,13.35,71794,165239,59032,228908,3.88,2824,9807,27500,20400,1325
  翼城县,311471,156710,154761,101.26,319468,0.72,17.10,89856,221615,81815,305514,3.73,5861,16264,38594,25422,1535
  襄汾县,442614,222169,220445,100.78,494633,0.07,9.52,136327,306287,117929,425499,3.61,9367,29123,52467,34077,2262
  洪洞县,733420,371532,361888,102.66,760967,0.03,9.37,240740,492680,190388,721995,3.79,13831,36663,101170,50192,2363
  古县,91798,48771,43027,113.35,91899,0.08,20.93,29327,62471,24872,84971,3.42,2364,6334,13995,4390,153
  安泽县,82012,43936,38076,115.39,83605,0.25,19.96,26145,55867,25157,75361,3.00,3109,8471,13434,3176,76
  浮山县,127831,66119,61712,107.14,133833,0.09,24.44,37450,90381,39850,124357,3.12,5420,12635,19601,7287,327
  吉县,106407,54736,51671,105.93,110272,0.20,14.61,27111,79296,30362,103425,3.41,2175,7588,18658,3986,130
  乡宁县,233167,123313,109854,112.25,242017,0.02,16.34,62659,170508,58912,217739,3.70,3770,12956,34905,10616,435
  大宁县,64501,33365,31136,107.16,68405,0.01,28.32,23522,40979,18008,63778,3.54,1620,4515,11070,2335,88
  隰县,103617,54000,49617,108.83,113135,0.02,21.03,37223,66394,29403,102704,3.49,2034,6509,18589,4183,122
  永和县,63649,32968,30681,107.45,66882,0.00,12.59,21007,42642,17727,63491,3.58,1073,3839,11349,2457,82
  蒲县,107339,59257,48082,123.24,108878,0.03,22.26,40851,66488,27341,95192,3.48,2282,7158,16454,3626,103
  汾西县,144791,74857,69934,107.04,148754,0.04,13.10,51138,93653,37635,143006,3.80,2328,7567,23764,6116,188
  侯马市,240005,121413,118592,102.38,242305,0.41,49.15,137020,102985,69786,230147,3.30,5619,18884,35705,14539,658
  霍州市,282905,145244,137661,105.51,309347,0.08,31.27,156853,126052,76174,273377,3.59,5074,16588,45415,13732,439
吕梁市,3727068,1933713,1793355,107.83,3820128,0.03,20.82,1413114,2313954,1038798,3546387,3.41,103034,280158,632989,121822,3829
  离石区,320142,162118,158024,102.59,273950,0.02,47.11,250080,70062,90748,286236,3.15,9541,27486,58590,4590,82
  文水县,421199,214566,206633,103.84,440666,0.01,12.56,109819,311380,110756,405810,3.66,8865,24779,60501,24567,909
  交城县,230521,118050,112471,104.96,221330,0.05,25.20,103223,127298,65104,222170,3.41,6105,16282,39170,9399,253
  兴县,279373,146216,133157,109.81,308286,0.02,10.21,79723,199650,77057,269793,3.50,9081,21593,46924,8239,301
  临县,579077,300447,278630,107.83,629621,0.00,6.55,119358,459719,158218,569449,3.60,15191,38239,99022,20310,647
  柳林县,320676,172883,147793,116.98,330604,0.02,13.89,97422,223254,87442,296173,3.39,10137,25735,54727,6789,191
  石楼县,111815,58414,53401,109.39,120170,0.05,11.54,38859,72956,31214,110336,3.53,2122,7686,20907,2557,64
  岚县,174182,90118,84064,107.20,187655,0.02,9.55,43168,131014,46323,171285,3.70,3526,10595,27862,7642,224
  方山县,143809,76778,67031,114.54,147913,0.03,17.48,36113,107696,41213,139280,3.38,5059,11471,25439,4201,102
  中阳县,141374,75444,65930,114.43,147850,0.02,31.77,79157,62217,39100,134319,3.44,3443,10502,24859,3618,121
  交口县,119918,63123,56795,111.14,121767,0.02,13.17,38717,81201,32683,115196,3.52,3097,8371,19878,4239,195
  孝义市,468770,243456,225314,108.05,467091,0.08,42.57,268253,200517,139021,434942,3.13,16012,43765,84576,10432,248
  汾阳市,416212,212100,204112,103.91,423225,0.07,21.23,149222,266990,119919,391398,3.26,10855,33654,70534,15239,492
,,,,,,,,,,,,,,,,,
内蒙古自治区,24706291,12838243,11868048,108.17,24408230,20.46,37.97,13720174,10986117,8205498,23071690,2.81,956608,3065851,4312379,807610,19658
呼和浩特市,2866615,1462776,1403839,104.20,2236913,12.84,42.68,1790682,1075933,952872,2573825,2.70,117267,368835,527900,55300,837
  新城区,567255,287064,280191,102.45,355494,15.51,59.27,429999,137256,192500,510292,2.65,24546,70616,113061,8742,81
  回民区,394555,195547,199008,98.26,236091,16.23,58.64,337403,57152,132298,345172,2.61,17617,51471,75015,5771,41
  玉泉区,383365,197369,185996,106.11,194579,11.48,42.79,295869,87496,132375,356585,2.69,16122,46393,81204,4732,46
  赛罕区,635599,323741,311858,103.81,372816,16.57,53.35,433839,201760,198301,526053,2.65,24506,77770,108822,11594,115
  土默特左旗,312532,162482,150050,108.29,357156,12.01,15.19,88477,224055,103816,290568,2.80,11750,42905,51300,9424,187
  托克托县,200840,104839,96001,109.21,204945,4.93,18.83,72484,128356,65747,191984,2.92,7039,23862,36018,5724,143
  和林格尔县,169856,86236,83620,103.13,200747,8.98,17.97,51106,118750,53063,155418,2.93,6426,19988,27287,5644,144
  清水河县,93887,48981,44906,109.07,134966,0.88,17.43,34503,59384,33487,90499,2.70,4185,16023,16225,1220,19
  武川县,108726,56517,52209,108.25,180119,2.83,18.63,47002,61724,41285,107254,2.60,5076,19807,18968,2449,61
包头市,2650364,1368885,1281479,106.82,2191816,5.69,51.93,2106757,543607,939459,2482932,2.64,115371,370578,517459,50846,576
  东河区,512045,259157,252888,102.48,431167,6.37,68.17,400926,111119,187204,493980,2.64,22171,69887,107704,9540,73
  昆都仑区,726838,376043,350795,107.20,490773,6.01,62.43,718256,8582,256018,677693,2.65,30263,97274,144863,13771,110
  青山区,600284,307959,292325,105.35,393740,5.94,64.24,597324,2960,209475,541968,2.59,25996,85646,113754,10004,71
  石拐区,35803,18990,16813,112.95,63612,4.28,66.28,27667,8136,15039,34655,2.30,3380,8060,6397,580,2
  白云鄂博矿区,26050,13496,12554,107.50,19168,8.17,69.07,26050,,9605,24798,2.58,1116,3862,5224,517,2
  九原区,195831,102662,93169,110.19,112242,3.18,24.51,130150,65681,69806,184666,2.65,7347,27642,39847,2292,25
  土默特右旗,276453,145791,130662,111.58,354352,4.19,17.30,108200,168253,97275,253795,2.61,13489,44950,47414,4818,93
  固阳县,175574,91795,83779,109.57,211775,1.46,13.33,54019,121555,58908,172704,2.93,6714,19411,33003,6343,151
  达尔罕茂明安联合旗,101486,52992,48494,109.28,114987,14.65,26.61,44165,57321,36129,98673,2.73,4895,13846,19253,2981,49
乌海市,532902,282386,250516,112.72,453968,6.79,71.56,502704,30198,187773,495700,2.64,24765,74646,102597,10395,135
  海勃湾区,296177,155757,140420,110.92,225560,6.59,74.48,276329,19848,103673,278286,2.68,13253,39295,58015,6269,94
  海南区,103355,56876,46479,122.37,96686,7.43,53.95,93005,10350,35072,92209,2.63,4500,15097,18121,1827,27
