首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,单位：人
地    区,15岁及以上人口,,,未婚,,,有配偶,,,离婚,,,丧偶,,,15-64岁妇女,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,"平均活产
子女数","平均存活
子女数"
  加格达奇,11996,5919,6077,2195,1156,1039,8538,4262,4276,500,250,250,763,251,512,1.05,1.04
  松岭区,2537,1368,1169,346,231,115,1920,1032,888,84,54,30,187,51,136,1.30,1.28
  新林区,4028,2040,1988,701,397,304,2878,1463,1415,162,94,68,287,86,201,1.16,1.15
  呼中区,3447,1765,1682,552,339,213,2497,1271,1226,151,84,67,247,71,176,1.21,1.21
  呼玛县,4013,2061,1952,579,364,215,3114,1573,1541,101,56,45,219,68,151,1.28,1.27
  塔河县,7303,3709,3594,1153,690,463,5314,2679,2635,364,204,160,472,136,336,1.18,1.17
  漠河县,6729,3445,3284,987,611,376,4983,2511,2472,340,187,153,419,136,283,1.10,1.10
,,,,,,,,,,,,,,,,,
上海市,2052771,1044505,1008266,439304,246813,192491,1484064,757811,726253,41070,19445,21625,88333,20436,67897,0.93,0.92
市辖区,1989493,1012586,976907,431364,241744,189620,1434324,732577,701747,40209,18950,21259,83596,19315,64281,0.92,0.92
  黄浦区,38682,18889,19793,9178,5008,4170,25948,12811,13137,1158,579,579,2398,491,1907,0.85,0.85
  卢湾区,22774,10918,11856,5502,2888,2614,15058,7372,7686,699,339,360,1515,319,1196,0.78,0.78
  徐汇区,97869,48255,49614,24657,13329,11328,65878,32810,33068,2285,1033,1252,5049,1083,3966,0.77,0.77
  长宁区,61703,29250,32453,16020,7828,8192,40630,19967,20663,1757,738,1019,3296,717,2579,0.73,0.73
  静安区,22333,10614,11719,5537,2795,2742,14585,7197,7388,738,309,429,1473,313,1160,0.76,0.76
  普陀区,118392,59508,58884,26708,14701,12007,82749,42038,40711,3054,1396,1658,5881,1373,4508,0.81,0.81
  闸北区,76581,38506,38075,17413,9921,7492,52711,26605,26106,2200,1059,1141,4257,921,3336,0.82,0.82
  虹口区,78090,38058,40032,17541,9316,8225,53495,26607,26888,2459,1154,1305,4595,981,3614,0.80,0.80
  杨浦区,121192,60588,60604,30360,17092,13268,80244,40240,40004,3730,1786,1944,6858,1470,5388,0.78,0.77
  闵行区,214110,109582,104528,46537,25852,20685,157395,80614,76781,3520,1543,1977,6658,1573,5085,0.93,0.92
  宝山区,170922,90069,80853,32181,19410,12771,129389,67635,61754,3171,1559,1612,6181,1465,4716,0.95,0.94
  嘉定区,132462,70603,61859,25888,15710,10178,100663,52997,47666,1711,870,841,4200,1026,3174,1.04,1.04
  浦东新区,445145,227138,218007,92244,52140,40104,326890,166984,159906,8031,3816,4215,17980,4198,13782,0.94,0.94
  金山区,64982,32748,32234,10373,5816,4557,50216,25527,24689,1245,624,621,3148,781,2367,1.06,1.05
  松江区,138595,71206,67389,36909,19985,16924,96209,49501,46708,1723,824,899,3754,896,2858,0.95,0.94
  青浦区,90886,47529,43357,16746,9777,6969,70122,36345,33777,1200,607,593,2818,800,2018,1.11,1.11
  奉贤区,94775,49125,45650,17570,10176,7394,72142,37327,34815,1528,714,814,3535,908,2627,1.12,1.11
县,63278,31919,31359,7940,5069,2871,49740,25234,24506,861,495,366,4737,1121,3616,1.15,1.14
  崇明县,63278,31919,31359,7940,5069,2871,49740,25234,24506,861,495,366,4737,1121,3616,1.15,1.14
,,,,,,,,,,,,,,,,,
江苏省,6569375,3241556,3327819,1253715,703478,550237,4856390,2388092,2468298,73878,41815,32063,385392,108171,277221,1.17,1.15
南京市,664780,337741,327039,175823,97572,78251,447430,226723,220707,11593,5822,5771,29934,7624,22310,0.91,0.90
  玄武区,48453,24556,23897,16147,8933,7214,29733,14833,14900,900,390,510,1673,400,1273,0.70,0.70
  白下区,43955,21618,22337,10845,5866,4979,30027,14814,15213,1172,532,640,1911,406,1505,0.78,0.77
  秦淮区,30389,15128,15261,6462,3522,2940,21512,10835,10677,969,444,525,1446,327,1119,0.85,0.85
  建邺区,34800,18014,16786,7202,3891,3311,25648,13488,12160,754,356,398,1196,279,917,0.88,0.88
  鼓楼区,60020,29221,30799,17559,8870,8689,38878,19293,19585,1365,556,809,2218,502,1716,0.72,0.71
  下关区,38392,20679,17713,9441,5643,3798,26252,14097,12155,1154,573,581,1545,366,1179,0.85,0.85
  浦口区,62674,32188,30486,18760,10478,8282,40412,20584,19828,785,430,355,2717,696,2021,0.93,0.92
  栖霞区,57168,28811,28357,21813,11095,10718,32509,16823,15686,916,440,476,1930,453,1477,0.70,0.70
  雨花台区,33344,17901,15443,8026,4730,3296,23536,12588,10948,605,297,308,1177,286,891,0.90,0.89
  江宁区,105844,54158,51686,34665,19534,15131,65790,32961,32829,969,545,424,4420,1118,3302,0.89,0.88
  六合区,78945,39631,39314,13955,8112,5843,58977,29500,29477,1135,634,501,4878,1385,3493,1.19,1.17
  溧水县,34678,17589,17089,5553,3398,2155,26452,13221,13231,434,305,129,2239,665,1574,1.26,1.24
  高淳县,36118,18247,17871,5395,3500,1895,27704,13686,14018,435,320,115,2584,741,1843,1.24,1.22
无锡市,564905,289894,275011,104504,60384,44120,426412,218705,207707,8234,4405,3829,25755,6400,19355,1.05,1.04
  崇安区,20628,10458,10170,3939,2141,1798,15324,7877,7447,474,222,252,891,218,673,0.91,0.91
  南长区,33449,16615,16834,6112,3341,2771,24845,12496,12349,843,403,440,1649,375,1274,0.91,0.91
  北塘区,29689,15023,14666,5147,2892,2255,22376,11425,10951,736,349,387,1430,357,1073,0.97,0.96
  锡山区,61536,32011,29525,11453,6672,4781,46932,24343,22589,662,376,286,2489,620,1869,1.07,1.06
  惠山区,60970,32357,28613,11242,6912,4330,46577,24398,22179,788,439,349,2363,608,1755,1.12,1.11
  滨湖区,109063,56622,52441,27748,15526,12222,75916,39403,36513,1452,746,706,3947,947,3000,0.91,0.91
  江阴市,141283,72100,69183,23120,13538,9582,109563,55905,53658,1797,976,821,6803,1681,5122,1.15,1.13
  宜兴市,108287,54708,53579,15743,9362,6381,84879,42858,42021,1482,894,588,6183,1594,4589,1.11,1.10
徐州市,678181,329779,348402,144945,80912,64033,484927,232474,252453,6759,4113,2646,41550,12280,29270,1.45,1.44
  鼓楼区,40822,20078,20744,7666,4151,3515,30495,15121,15374,648,286,362,2013,520,1493,1.08,1.08
  云龙区,27705,13486,14219,5846,3039,2807,20098,9914,10184,425,196,229,1336,337,999,0.99,0.98
  九里区,10720,5612,5108,2865,1609,1256,7316,3844,3472,90,49,41,449,110,339,1.16,1.15
  贾汪区,36276,18106,18170,7588,4394,3194,26174,12865,13309,304,211,93,2210,636,1574,1.46,1.44
  泉山区,43771,21814,21957,9675,5437,4238,31378,15555,15823,847,344,503,1871,478,1393,0.90,0.89
  丰县,76502,37117,39385,15870,9037,6833,54992,26154,28838,585,406,179,5055,1520,3535,1.62,1.60
  沛县,86628,41337,45291,20731,11591,9140,60045,27862,32183,681,416,265,5171,1468,3703,1.54,1.53
  铜山县,87217,41760,45457,18336,10267,8069,62396,29267,33129,716,509,207,5769,1717,4052,1.52,1.51
  睢宁县,81906,38739,43167,15709,9181,6528,59162,27060,32102,686,485,201,6349,2013,4336,1.63,1.62
  新沂市,73660,36211,37449,15010,8370,6640,53228,25968,27260,808,512,296,4614,1361,3253,1.51,1.50
  邳州市,112974,55519,57455,25649,13836,11813,79643,38864,40779,969,699,270,6713,2120,4593,1.52,1.50
常州市,394123,198514,195609,67524,39089,28435,301076,151242,149834,5936,3201,2735,19587,4982,14605,1.09,1.08
  天宁区,44308,22013,22295,8514,4560,3954,32960,16618,16342,1033,458,575,1801,377,1424,0.93,0.92
  钟楼区,42138,21448,20690,8452,4816,3636,31024,15798,15226,943,414,529,1719,420,1299,0.92,0.92
  戚墅堰区,9315,4868,4447,1925,1190,735,6770,3484,3286,203,100,103,417,94,323,1.00,1.00
  新北区,51481,26644,24837,10100,5958,4142,38250,19699,18551,588,334,254,2543,653,1890,1.09,1.08
  武进区,135350,69585,65765,22529,13297,9232,105221,53816,51405,1598,927,671,6002,1545,4457,1.14,1.13
  溧阳市,63611,30731,32880,9367,5434,3933,49307,23692,25615,907,561,346,4030,1044,2986,1.21,1.20
  金坛市,47920,23225,24695,6637,3834,2803,37544,18135,19409,664,407,257,3075,849,2226,1.12,1.11
苏州市,912714,462783,449931,208069,112361,95708,658867,336550,322317,9969,4841,5128,35809,9031,26778,0.95,0.94
  沧浪区,34597,17087,17510,7824,4192,3632,24605,12250,12355,730,313,417,1438,332,1106,0.84,0.84
  平江区,84064,42623,41441,25675,13519,12156,54491,27930,26561,1130,502,628,2768,672,2096,0.76,0.76
  金阊区,25269,12594,12675,5279,2788,2491,18397,9316,9081,533,255,278,1060,235,825,0.92,0.92
  虎丘区,49972,25311,24661,15374,8058,7316,32592,16641,15951,425,213,212,1581,399,1182,0.82,0.81
  吴中区,100765,51045,49720,26401,13983,12418,70274,35873,34401,808,406,402,3282,783,2499,0.92,0.91
  相城区,60469,31036,29433,11513,6430,5083,46387,23829,22558,455,251,204,2114,526,1588,1.07,1.06
  常熟市,134977,67704,67273,24849,13565,11284,101775,51767,50008,1303,656,647,7050,1716,5334,1.01,1.00
  张家港市,108043,54200,53843,17421,9570,7851,84533,42806,41727,1143,578,565,4946,1246,3700,1.05,1.04
  昆山市,141287,74062,67225,40026,22410,17616,96318,50104,46214,1329,593,736,3614,955,2659,0.88,0.87
  吴江市,110990,55465,55525,24556,12544,12012,80297,40926,39371,1257,666,591,4880,1329,3551,0.98,0.98
  太仓巿,62281,31656,30625,9151,5302,3849,49198,25108,24090,856,408,448,3076,838,2238,1.09,1.08
南通市,638671,295926,342745,87331,48239,39092,493843,230514,263329,5811,3281,2530,51686,13892,37794,1.05,1.04
  崇川区,74704,36953,37751,17723,9199,8524,52894,26562,26332,969,421,548,3118,771,2347,0.83,0.82
  港闸区,24197,12224,11973,4678,2612,2066,17859,9159,8700,239,119,120,1421,334,1087,0.94,0.94
  通州区,102335,46489,55846,13051,7217,5834,79591,36532,43059,763,423,340,8930,2317,6613,1.07,1.06
  海安县,78770,35941,42829,9127,5203,3924,62260,28408,33852,596,335,261,6787,1995,4792,1.09,1.07
  如东县,87833,41493,46340,9498,5332,4166,69920,33471,36449,864,528,336,7551,2162,5389,1.05,1.04
  启东市,82731,37093,45638,9181,5148,4033,65498,29617,35881,864,523,341,7188,1805,5383,1.06,1.05
  如皋市,112038,52563,59475,14708,8463,6245,86219,40596,45623,932,610,322,10179,2894,7285,1.16,1.14
  海门市,76063,33170,42893,9365,5065,4300,59602,26169,33433,584,322,262,6512,1614,4898,1.08,1.07
连云港市,338517,164964,173553,71981,39665,32316,244593,117304,127289,3278,2020,1258,18665,5975,12690,1.52,1.50
  连云区,19051,9694,9357,3340,1924,1416,14568,7382,7186,296,162,134,847,226,621,1.19,1.18
  新浦区,43981,21944,22037,10546,5521,5025,31208,15711,15497,637,288,349,1590,424,1166,1.09,1.08
  海州区,19210,9565,9645,4076,2253,1823,13972,6942,7030,230,120,110,932,250,682,1.42,1.41
  赣榆县,74938,35478,39460,17179,9658,7521,52588,23879,28709,499,334,165,4672,1607,3065,1.62,1.60
  东海县,74960,35784,39176,16456,8699,7757,53330,25183,28147,624,404,220,4550,1498,3052,1.61,1.59
  灌云县,61184,30379,30805,12299,6972,5327,44796,21873,22923,588,415,173,3501,1119,2382,1.67,1.65
  灌南县,45193,22120,23073,8085,4638,3447,34131,16334,17797,404,297,107,2573,851,1722,1.60,1.58
淮安市,384973,186271,198702,74394,41225,33169,281840,134965,146875,3570,2379,1191,25169,7702,17467,1.31,1.30
  清河区,42445,21657,20788,13922,7591,6331,26525,13387,13138,517,257,260,1481,422,1059,0.86,0.85
  楚州区,78715,38062,40653,14707,8597,6110,57314,27090,30224,584,437,147,6110,1938,4172,1.35,1.33
  淮阴区,62421,29908,32513,12513,6720,5793,45226,21503,23723,552,419,133,4130,1266,2864,1.42,1.41
  清浦区,25872,12625,13247,4517,2457,2060,19525,9574,9951,388,194,194,1442,400,1042,1.15,1.14
  涟水县,67758,31686,36072,13780,7435,6345,48712,22419,26293,579,434,145,4687,1398,3289,1.55,1.53
  洪泽县,28041,13562,14479,3712,2127,1585,22168,10701,11467,229,150,79,1932,584,1348,1.23,1.22
  盱眙县,52673,25815,26858,8257,4611,3646,40488,19751,20737,492,348,144,3436,1105,2331,1.40,1.38
  金湖县,27048,12956,14092,2986,1687,1299,21882,10540,11342,229,140,89,1951,589,1362,1.19,1.17
盐城市,576343,281855,294488,80741,47450,33291,450240,218723,231517,4458,2989,1469,40904,12693,28211,1.32,1.29
  亭湖区,73928,37096,36832,13771,7966,5805,55787,27625,28162,662,377,285,3708,1128,2580,1.09,1.07
  盐都区,56061,27761,28300,8916,5412,3504,42499,20722,21777,294,197,97,4352,1430,2922,1.31,1.29
  响水县,38103,18670,19433,6190,3536,2654,29309,14210,15099,316,223,93,2288,701,1587,1.59,1.57
  滨海县,69882,34443,35439,12062,6857,5205,52706,25729,26977,561,403,158,4553,1454,3099,1.56,1.54
  阜宁县,67074,32836,34238,10329,6099,4230,51180,24731,26449,556,403,153,5009,1603,3406,1.44,1.41
  射阳县,68854,33680,35174,8094,4711,3383,55466,27124,28342,587,408,179,4707,1437,3270,1.32,1.29
  建湖县,56391,27368,29023,7321,4437,2884,44392,21279,23113,369,248,121,4309,1404,2905,1.35,1.33
  东台市,85731,40447,45284,8238,4994,3244,69255,32777,36478,617,427,190,7621,2249,5372,1.18,1.16
  大丰市,60319,29554,30765,5820,3438,2382,49646,24526,25120,496,303,193,4357,1287,3070,1.15,1.13
扬州市,387827,187413,200414,60933,34555,26378,295925,143022,152903,3546,2033,1513,27423,7803,19620,1.11,1.09
  广陵区,30293,15178,15115,5833,3341,2492,22514,11244,11270,459,230,229,1487,363,1124,0.92,0.92
  邗江区,50869,25341,25528,11093,6142,4951,36295,18140,18155,378,226,152,3103,833,2270,1.00,0.99
  维扬区,41122,20264,20858,9441,4966,4475,29385,14628,14757,416,182,234,1880,488,1392,0.90,0.89
  宝应县,63131,29603,33528,7721,4552,3169,49479,23055,26424,412,268,144,5519,1728,3791,1.25,1.23
  仪征市,49650,24803,24847,8136,4794,3342,37668,18777,18891,553,324,229,3293,908,2385,1.15,1.13
  高邮市,64627,30748,33879,8002,4435,3567,51067,24478,26589,480,302,178,5078,1533,3545,1.16,1.14
  江都市,88135,41476,46659,10707,6325,4382,69517,32700,36817,848,501,347,7063,1950,5113,1.15,1.13
镇江市,265206,133386,131820,45205,26024,19181,200941,101252,99689,3672,2038,1634,15388,4072,11316,1.06,1.05
  京口区,51208,26781,24427,10854,6416,4438,37135,19339,17796,908,423,485,2311,603,1708,0.92,0.91
  润州区,24813,12570,12243,4671,2681,1990,18460,9326,9134,539,260,279,1143,303,840,0.96,0.95
  丹徒区,26186,12981,13205,3947,2211,1736,20062,10024,10038,364,224,140,1813,522,1291,1.11,1.09
  丹阳市,83900,41924,41976,12787,7449,5338,65086,32611,32475,959,560,399,5068,1304,3764,1.12,1.11
  扬中市,28826,14389,14437,4173,2449,1724,22543,11321,11222,276,148,128,1834,471,1363,1.06,1.05
  句容市,50273,24741,25532,8773,4818,3955,37655,18631,19024,626,423,203,3219,869,2350,1.12,1.10
泰州市,395971,193645,202326,52848,32643,20205,308369,150078,158291,3447,2095,1352,31307,8829,22478,1.19,1.17
  海陵区,50533,24602,25931,8667,4606,4061,38309,18943,19366,612,270,342,2945,783,2162,0.99,0.98
  高港区,24406,11965,12441,3134,2051,1083,18952,9256,9696,205,128,77,2115,530,1585,1.21,1.19
  兴化市,104709,52438,52271,14195,9343,4852,81479,40040,41439,740,509,231,8295,2546,5749,1.29,1.27
  靖江市,60744,30563,30181,7310,4550,2760,48466,24535,23931,619,337,282,4349,1141,3208,1.16,1.15
  泰兴市,91864,43676,48188,12140,7508,4632,70782,33426,37356,738,499,239,8204,2243,5961,1.22,1.21
  姜堰市,63715,30401,33314,7402,4585,2817,50381,23878,26503,533,352,181,5399,1586,3813,1.16,1.15
宿迁市,367164,179385,187779,79417,43359,36058,261927,126540,135387,3605,2598,1007,22215,6888,15327,1.47,1.46
  宿城区,63196,30984,32212,13745,7516,6229,44981,21890,23091,717,470,247,3753,1108,2645,1.39,1.38
  宿豫区,52873,25980,26893,12647,7014,5633,36344,17625,18719,463,363,100,3419,978,2441,1.43,1.41
  沭阳县,119775,57821,61954,26679,14297,12382,85316,40601,44715,1035,779,256,6745,2144,4601,1.52,1.50
  泗阳县,60407,29559,30848,12174,6822,5352,43426,20966,22460,554,423,131,4253,1348,2905,1.56,1.55
  泗洪县,70913,35041,35872,14172,7710,6462,51860,25458,26402,836,563,273,4045,1310,2735,1.43,1.41
,,,,,,,,,,,,,,,,,
浙江省,4670702,2372829,2297873,901314,529979,371335,3473628,1749718,1723910,61086,34610,26476,234674,58522,176152,1.27,1.25
杭州市,752845,381437,371408,171590,95811,75779,536568,272281,264287,11097,5640,5457,33590,7705,25885,1.06,1.04
  上城区,30803,15184,15619,6211,3302,2909,21959,11091,10868,966,434,532,1667,357,1310,0.85,0.85
  下城区,46050,23049,23001,11253,6014,5239,32109,16274,15835,962,393,569,1726,368,1358,0.82,0.82
  江干区,86106,44584,41522,32674,17257,15417,50657,26493,24164,976,445,531,1799,389,1410,0.75,0.74
  拱墅区,51475,26501,24974,13985,7690,6295,34991,18007,16984,985,490,495,1514,314,1200,0.83,0.83
  西湖区,69231,35355,33876,23553,12857,10696,42570,21576,20994,1024,428,596,2084,494,1590,0.76,0.75
  滨江区,26404,13669,12735,9608,5251,4357,16026,8213,7813,206,92,114,564,113,451,0.83,0.82
  萧山区,132632,66775,65857,22978,13039,9939,102070,51761,50309,1221,632,589,6363,1343,5020,1.21,1.20
  余杭区,103203,52394,50809,16913,9679,7234,80243,40873,39370,1303,697,606,4744,1145,3599,1.12,1.11
  桐庐县,34609,17456,17153,5776,3594,2182,26065,13044,13021,621,336,285,2147,482,1665,1.34,1.33
  淳安县,28348,13662,14686,3869,2248,1621,21573,10456,11117,426,272,154,2480,686,1794,1.44,1.42
  建德市,36937,18614,18323,5673,3600,2073,27960,13976,13984,652,401,251,2652,637,2015,1.36,1.34
  富阳市,58471,29704,28767,9825,5927,3898,44642,22516,22126,878,492,386,3126,769,2357,1.34,1.33
  临安市,48576,24490,24086,9272,5353,3919,35703,18001,17702,877,528,349,2724,608,2116,1.21,1.19
宁波市,695378,352319,343059,129196,74083,55113,525771,265681,260090,9905,5368,4537,30506,7187,23319,1.18,1.17
  海曙区,31749,15568,16181,7032,3793,3239,22534,11196,11338,806,301,505,1377,278,1099,0.89,0.88
  江东区,34423,16854,17569,7683,4002,3681,24730,12312,12418,789,309,480,1221,231,990,0.90,0.89
  江北区,34956,17876,17080,8194,4551,3643,25003,12783,12220,499,263,236,1260,279,981,1.04,1.03
  北仑区,57766,29834,27932,13684,7605,6079,41452,21376,20076,757,413,344,1873,440,1433,1.04,1.03
  镇海区,36387,18958,17429,6059,3689,2370,28416,14636,13780,640,361,279,1272,272,1000,1.18,1.17
  鄞州区,135366,69025,66341,28299,15656,12643,101093,51433,49660,1359,770,589,4615,1166,3449,1.13,1.12
  象山县,43183,21565,21618,6392,3957,2435,33534,16622,16912,634,375,259,2623,611,2012,1.39,1.38
  宁海县,52194,26255,25939,8872,5431,3441,39700,19676,20024,764,434,330,2858,714,2144,1.42,1.40
  余姚市,95169,47975,47194,15589,9119,6470,73118,36873,36245,1242,727,515,5220,1256,3964,1.23,1.22
  慈溪市,131276,66732,64544,21018,12407,8611,103048,52138,50910,1531,865,666,5679,1322,4357,1.26,1.25
  奉化市,42909,21677,21232,6374,3873,2501,33143,16636,16507,884,550,334,2508,618,1890,1.26,1.25
温州市,749115,388461,360654,167028,101067,65961,542355,274304,268051,8086,4743,3343,31646,8347,23299,1.45,1.44
  鹿城区,111311,57983,53328,29058,17292,11766,77306,39309,37997,1537,661,876,3410,721,2689,1.13,1.13
  龙湾区,61056,32638,28418,13990,8717,5273,45223,23376,21847,395,230,165,1448,315,1133,1.41,1.40
  瓯海区,84197,45334,38863,24989,15039,9950,56811,29480,27331,459,277,182,1938,538,1400,1.23,1.22
  洞头县,7188,3479,3709,907,628,279,5482,2687,2795,90,56,34,709,108,601,1.72,1.69
  永嘉县,63103,32677,30426,12957,7959,4998,46284,23333,22951,602,404,198,3260,981,2279,1.64,1.62
  平阳县,63985,32598,31387,12954,7750,5204,46690,23332,23358,929,580,349,3412,936,2476,1.52,1.51
  苍南县,94398,48173,46225,19280,11625,7655,69314,34535,34779,1077,671,406,4727,1342,3385,1.63,1.61
  文成县,16634,8614,8020,2832,1852,980,12026,6031,5995,320,225,95,1456,506,950,1.86,1.83
  泰顺县,18468,9805,8663,3214,2073,1141,13344,6850,6494,437,348,89,1473,534,939,1.74,1.72
  瑞安市,117962,60773,57189,22549,13812,8737,89200,45021,44179,1187,709,478,5026,1231,3795,1.50,1.49
  乐清市,110813,56387,54426,24298,14320,9978,80675,40350,40325,1053,582,471,4787,1135,3652,1.50,1.49
嘉兴市,399180,199813,199367,71441,39446,31995,302237,152203,150034,5501,2940,2561,20001,5224,14777,1.15,1.13
  南湖区,55105,27574,27531,12493,6822,5671,38928,19594,19334,1134,549,585,2550,609,1941,1.00,0.99
  秀洲区,51513,26267,25246,8903,5259,3644,39859,20116,19743,549,310,239,2202,582,1620,1.23,1.21
  嘉善县,52006,26590,25416,9256,5507,3749,39656,20103,19553,740,409,331,2354,571,1783,1.17,1.15
  海盐县,37224,18486,18738,5319,2968,2351,29293,14687,14606,502,265,237,2110,566,1544,1.18,1.16
  海宁市,69693,34731,34962,10990,6058,4932,54075,27266,26809,863,471,392,3765,936,2829,1.19,1.17
  平湖市,61301,30060,31241,13269,6509,6760,44155,22255,21900,783,416,367,3094,880,2214,1.03,1.01
  桐乡市,72338,36105,36233,11211,6323,4888,56271,28182,28089,930,520,410,3926,1080,2846,1.25,1.23
湖州市,249885,125986,123899,41643,23940,17703,189872,95924,93948,3962,2375,1587,14408,3747,10661,1.20,1.19
  吴兴区,64956,32160,32796,14098,7338,6760,46597,23452,23145,1076,549,527,3185,821,2364,1.01,1.00
  南浔区,47888,24274,23614,6231,3774,2457,37688,19194,18494,666,429,237,3303,877,2426,1.23,1.22
  德清县,42264,21431,20833,6275,3823,2452,32958,16639,16319,642,357,285,2389,612,1777,1.25,1.23
  长兴县,54198,27603,26595,8491,5115,3376,41640,21016,20624,889,601,288,3178,871,2307,1.31,1.29
  安吉县,40579,20518,20061,6548,3890,2658,30989,15623,15366,689,439,250,2353,566,1787,1.30,1.28
