首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,
地    区,各年龄组人口占总人口比重（%）,,,,有65岁及以上老年人口的户数（户）,,,,人口自然变动（‰）,,,迁入人口（人）,,
,0-14岁,15-64岁,65岁及以上,"15-49岁
育龄妇女",合计,有一个老人,有二个老人,"有三个
及以上老人",出生率,死亡率,自然增长率,"本县（市）/
本市市区","本省其他县
（市）、市区",外省
  滨海县,18.89,71.24,9.87,25.92,69954,46204,23517,233,15.69,6.40,9.29,32215,8961,9395
  阜宁县,15.74,72.31,11.95,25.78,73838,49181,24364,293,13.32,8.71,4.61,39276,5558,4347
  射阳县,13.99,74.66,11.36,26.67,72356,45408,26612,336,10.12,7.07,3.05,66332,14998,5728
  建湖县,14.04,73.43,12.53,26.46,65920,42799,22823,298,8.63,6.91,1.72,61560,9514,4544
  东台市,10.66,72.33,17.01,25.22,119939,74731,44511,697,7.20,9.63,-2.43,38456,12187,13585
  大丰市,11.00,75.47,13.54,26.10,67463,40644,26433,386,7.25,7.95,-0.70,45503,17975,16143
扬州市,11.82,75.74,12.44,28.31,410255,274550,133720,1985,6.43,7.46,-1.03,308496,293142,140596
  广陵区,11.24,77.80,10.96,28.79,26738,16710,9936,92,8.06,5.80,2.26,38975,53259,16631
  邗江区,10.57,79.01,10.42,29.61,45636,31743,13670,223,6.20,7.13,-0.93,30248,85198,25950
  维扬区,11.15,79.87,8.97,31.53,30664,19428,11112,124,5.91,4.67,1.24,34121,96316,32099
  宝应县,14.26,71.95,13.78,26.91,77298,52450,24518,330,7.71,9.16,-1.45,61558,8222,8513
  仪征市,11.01,77.91,11.08,28.48,47066,32333,14549,184,5.95,6.89,-0.94,39582,14753,21755
  高邮市,11.58,74.29,14.43,27.65,76888,50435,26049,404,5.87,8.40,-2.53,53219,11134,10780
  江都市,11.85,73.91,14.24,27.33,105965,71451,33886,628,5.96,7.86,-1.90,50793,24260,24868
镇江市,10.30,79.35,10.35,28.59,237765,159097,77698,970,7.21,6.18,1.03,270991,281841,285898
  京口区,9.70,80.90,9.40,28.79,40361,25211,14969,181,6.72,5.47,1.25,78272,91154,48481
  润州区,10.21,79.80,9.98,28.35,21574,13989,7483,102,6.80,5.34,1.46,35875,59460,19613
  丹徒区,10.07,78.48,11.45,27.51,25708,17317,8277,114,7.32,7.43,-0.11,11034,22326,13858
  丹阳市,10.90,78.87,10.23,28.74,73533,50216,23066,251,7.13,6.22,0.91,73518,51922,133176
  扬中市,10.19,78.87,10.94,28.45,26913,18140,8639,134,8.49,7.12,1.37,17823,27493,32832
  句容市,10.18,79.03,10.79,28.88,49676,34224,15264,188,7.24,6.08,1.16,54469,29486,37938
泰州市,12.11,73.66,14.23,26.63,483150,317854,162435,2861,7.62,7.82,-0.20,340074,163417,150074
  海陵区,11.43,77.32,11.25,30.08,48875,31828,16784,263,7.28,5.78,1.50,73612,71311,29226
  高港区,12.12,73.67,14.21,26.42,30514,21226,9075,213,8.13,9.71,-1.58,11842,16614,16516
  兴化市,12.55,72.66,14.79,24.99,133758,84532,48619,607,9.26,7.34,1.92,80386,22774,22831
  靖江市,10.70,76.75,12.55,26.71,62853,41045,21375,433,6.29,7.04,-0.75,72276,20997,46315
  泰兴市,13.07,72.15,14.77,26.78,118960,81550,36618,792,7.61,8.48,-0.87,61548,13908,20623
  姜堰市,11.81,71.70,16.49,26.42,88190,57673,29964,553,6.15,9.31,-3.16,40410,17813,14563
宿迁市,18.98,70.81,10.21,28.27,344886,214863,127836,2187,16.75,6.68,10.07,279687,79352,36918
  宿城区,18.65,71.36,9.99,28.73,57489,36712,20434,343,16.85,7.23,9.62,57864,30933,9679
  宿豫区,16.66,72.40,10.94,29.11,51038,33003,17735,300,16.41,6.88,9.53,28996,23298,4951
  沭阳县,19.07,71.10,9.82,28.41,106749,64108,41973,668,16.52,6.46,10.06,109986,10354,10642
  泗阳县,20.55,68.83,10.61,26.52,63893,40861,22615,417,18.20,6.95,11.25,28457,7624,4307
  泗洪县,19.30,70.53,10.17,28.61,65717,40179,25079,459,15.98,6.17,9.81,54384,7143,7339
,,,,,,,,,,,,,,
浙江省,13.21,77.45,9.34,29.38,3829609,2657453,1161901,10255,8.17,5.46,2.71,4626831,3450055,11823977
杭州市,11.39,79.59,9.02,30.24,587764,400908,185027,1829,7.16,4.83,2.33,569398,1102968,1742743
  上城区,9.13,77.00,13.88,27.71,34092,20779,13204,109,6.12,5.73,0.39,19319,66406,46262
  下城区,9.29,80.35,10.35,30.82,38421,22716,15580,125,5.85,3.98,1.87,26197,115924,110736
  江干区,8.28,86.84,4.88,35.59,35284,23039,12096,149,5.66,2.23,3.43,30880,257128,354250
  拱墅区,9.20,82.56,8.24,32.14,32558,20641,11819,98,5.50,3.48,2.02,10118,178713,120973
  西湖区,10.17,81.87,7.96,32.92,46338,28093,18044,201,7.74,3.83,3.91,53855,168692,143031
  滨江区,10.23,85.33,4.44,35.03,10546,7210,3298,38,7.85,1.92,5.93,3101,86382,105782
  萧山区,13.11,77.67,9.22,29.02,105732,73720,31678,334,7.24,5.11,2.13,113811,59848,304424
  余杭区,11.82,79.69,8.49,29.99,79382,60571,18544,267,9.00,4.76,4.24,56907,95849,269296
  桐庐县,13.32,75.99,10.70,27.18,33295,23677,9549,69,7.81,6.67,1.14,36025,15443,54335
  淳安县,14.46,71.69,13.85,24.52,35425,24502,10860,63,7.81,9.33,-1.52,38640,4165,8195
  建德市,13.18,73.45,13.38,25.65,43636,30446,13079,111,7.72,8.05,-0.33,38452,9743,21812
  富阳市,13.94,76.79,9.28,28.44,50730,35746,14819,165,7.81,5.35,2.46,85466,21271,114007
  临安市,11.49,78.71,9.80,28.53,42325,29768,12457,100,5.88,6.33,-0.45,56627,23404,89640
宁波市,11.69,79.70,8.61,30.37,484255,326167,157035,1053,6.31,4.63,1.68,556234,606323,1983448
  海曙区,10.09,80.06,9.85,30.49,25743,15265,10385,93,5.70,3.54,2.16,34868,81645,56892
  江东区,11.50,80.27,8.23,32.47,21243,12816,8364,63,7.65,3.07,4.58,27895,77085,68853
  江北区,11.22,81.26,7.51,31.37,20069,13726,6308,35,7.82,3.46,4.36,18328,69642,93908
  北仑区,10.61,82.26,7.13,31.51,31833,21110,10634,89,7.01,3.62,3.39,43801,44394,238508
  镇海区,12.21,80.91,6.88,30.75,21000,13890,7078,32,6.10,3.16,2.94,20682,39198,178707
  鄞州区,11.50,81.75,6.76,32.36,67898,46503,21280,115,7.25,3.97,3.28,71622,216005,417358
  象山县,13.43,75.53,11.04,27.82,41612,28787,12740,85,7.03,6.75,0.28,56679,7988,75095
  宁海县,14.92,75.58,9.50,28.83,46143,31883,14158,102,8.27,5.85,2.42,88286,13948,114486
  余姚市,11.07,78.86,10.06,28.88,76802,53421,23183,198,5.31,5.61,-0.30,67748,19062,216207
  慈溪市,11.03,80.36,8.61,30.67,93031,61608,31242,181,4.54,4.73,-0.19,65726,28362,466222
  奉化市,12.00,77.46,10.53,27.58,38881,27158,11663,60,5.29,5.72,-0.43,60599,8994,57212
温州市,14.31,78.07,7.62,30.89,523061,362281,159117,1663,11.42,4.88,6.54,911515,513833,2724543
  鹿城区,10.92,83.07,6.01,33.25,56082,36206,19718,158,8.27,3.24,5.03,189168,168541,509843
  龙湾区,13.24,82.79,3.96,33.70,22744,16385,6272,87,10.44,2.27,8.17,26820,50573,407957
  瓯海区,10.71,85.01,4.29,34.59,31440,21456,9856,128,9.06,2.66,6.40,46279,143153,491961
  洞头县,15.89,71.76,12.34,26.32,8319,6037,2255,27,10.44,9.95,0.49,5440,2110,9422
  永嘉县,16.58,73.62,9.80,27.95,57505,38625,18740,140,12.90,5.94,6.96,89406,17694,195366
  平阳县,15.06,74.72,10.21,28.74,58749,40936,17612,201,11.93,6.60,5.33,89353,19073,87857
  苍南县,16.29,75.17,8.55,29.91,77018,54586,22170,262,14.50,6.06,8.44,168634,20839,115044
  文成县,17.23,66.01,16.76,22.92,27572,20051,7442,79,15.06,11.74,3.32,24566,2969,4583
  泰顺县,19.37,66.78,13.84,23.87,25677,19424,6197,56,15.40,10.06,5.34,30223,2565,6656
  瑞安市,14.60,78.01,7.38,30.86,79309,55212,23802,295,11.10,4.84,6.26,151956,46340,449008
  乐清市,15.54,76.90,7.56,30.91,78646,53363,25053,230,12.01,4.69,7.32,89670,39976,446846
嘉兴市,11.93,78.08,9.99,29.72,341715,240259,99979,1477,7.74,5.46,2.28,265455,179622,1123498
  南湖区,10.91,78.73,10.36,29.87,46026,29692,16140,194,7.57,4.98,2.59,59610,60035,126192
  秀洲区,13.06,78.91,8.03,30.93,36602,26465,10008,129,9.20,4.54,4.66,15766,41752,220977
  嘉善县,11.55,78.83,9.62,30.19,40533,27137,13231,165,6.54,5.14,1.40,36513,14611,196849
  海盐县,12.13,77.13,10.73,28.05,34795,23875,10772,148,7.11,6.09,1.02,20707,6675,77743
  海宁市,11.97,77.53,10.51,28.62,65201,46866,18054,281,8.26,5.56,2.70,49951,21350,162000
  平湖市,10.45,79.58,9.97,31.38,51476,36613,14647,216,6.29,5.39,0.90,37746,14947,188306
  桐乡市,13.21,76.28,10.51,29.00,67082,49611,17127,344,8.65,6.30,2.35,45162,20252,151431
湖州市,11.67,77.44,10.89,28.63,242535,173923,67665,947,6.76,6.15,0.61,208485,88094,454031
  吴兴区,10.43,79.82,9.75,31.17,55659,38543,16893,223,5.90,4.92,0.98,85133,41925,153527
  南浔区,10.79,75.87,13.34,26.77,56441,42090,14085,266,6.25,8.16,-1.91,14412,13195,93157
  德清县,11.86,77.18,10.96,28.08,42278,31351,10744,183,6.94,6.02,0.92,31186,13836,84570
  长兴县,13.21,76.09,10.70,27.92,52140,36447,15509,184,7.19,5.78,1.41,45302,9374,62792
  安吉县,12.39,77.52,10.10,28.21,36017,25492,10434,91,7.98,6.48,1.50,32452,9764,59985
绍兴市,12.78,77.28,9.94,29.06,376043,270403,104949,691,5.93,6.26,-0.33,489775,192841,906522
  越城区,12.33,79.11,8.56,31.65,56956,39498,17324,134,6.01,4.22,1.79,107740,85223,188743
  绍兴县,12.94,79.09,7.97,30.97,64896,48507,16267,122,5.39,4.67,0.72,45699,53679,364382
  新昌县,13.72,74.38,11.90,25.62,34791,24777,9979,35,7.20,8.51,-1.31,70196,5688,16016
  诸暨市,12.97,76.93,10.10,29.29,90121,65049,24873,199,6.55,6.82,-0.27,135331,28772,198933
  上虞巿,12.40,76.21,11.40,28.01,68335,48787,19405,143,5.16,6.95,-1.79,55987,13318,99937
  嵊州市,12.73,75.60,11.66,25.53,60944,43785,17101,58,5.74,8.33,-2.59,74822,6161,38511
金华市,14.23,76.67,9.10,29.39,369908,260937,108412,559,8.67,5.48,3.19,442556,255081,1224222
  婺城区,13.28,78.28,8.44,29.64,48279,33489,14716,74,7.32,3.75,3.57,88874,86223,113139
  金东区,13.05,76.54,10.41,27.18,25289,18269,6986,34,7.94,6.22,1.72,12306,25204,49804
  武义县,13.85,75.69,10.46,27.68,27372,18684,8645,43,8.61,6.72,1.89,42637,6655,69788
  浦江县,15.43,75.69,8.88,28.49,29166,20557,8569,40,8.62,6.13,2.49,45040,5558,99422
  磐安县,16.84,70.72,12.44,26.43,16347,11229,5100,18,9.55,7.96,1.59,14245,3246,5802
  兰溪市,14.60,72.85,12.55,25.73,55123,41257,13777,89,7.59,7.93,-0.34,38862,6620,20806
  义乌市,12.87,81.02,6.12,33.41,57163,40529,16548,86,8.64,3.53,5.11,81174,76233,509607
  东阳市,14.73,74.06,11.21,28.64,67895,47169,20610,116,9.74,6.80,2.94,54852,25945,137288
  永康市,16.05,75.95,7.99,29.02,43274,29754,13461,59,9.95,5.35,4.60,64566,19397,218566
衢州市,16.16,71.87,11.97,24.96,195245,143013,51868,364,8.81,7.30,1.51,220076,107284,79831
  柯城区,14.54,75.14,10.33,28.08,34583,23738,10759,86,6.82,4.26,2.56,52791,63657,19808
  衢江区,15.15,72.66,12.19,23.01,33141,24982,8089,70,9.17,7.94,1.23,18114,18590,17852
  常山县,17.94,69.48,12.58,23.68,23712,17624,6061,27,11.00,7.88,3.12,16752,5027,6360
  开化县,18.47,68.65,12.87,23.78,24535,17865,6640,30,10.56,9.15,1.41,23962,2211,3092
  龙游县,14.39,73.65,11.96,24.87,33124,24448,8623,53,7.52,7.72,-0.20,36463,12861,17715
  江山市,17.73,69.58,12.68,24.63,46150,34356,11696,98,9.48,8.28,1.20,71994,4938,15004
舟山市,10.19,79.31,10.50,26.51,87063,58038,28755,270,6.29,6.27,0.02,142113,68079,213925
  定海区,11.11,79.04,9.85,28.00,33586,22145,11333,108,6.95,5.55,1.40,69896,39428,88349
  普陀区,9.77,79.86,10.37,27.04,28831,18875,9867,89,6.56,5.98,0.58,50964,19539,77937
  岱山县,8.91,79.29,11.80,22.67,17956,12422,5477,57,4.69,7.94,-3.25,16247,5751,39774
  嵊泗县,10.11,78.22,11.66,25.02,6690,4596,2078,16,5.24,7.72,-2.48,5006,3361,7865
台州市,15.46,74.71,9.83,28.24,434240,289963,143306,971,9.19,5.90,3.29,460294,204172,1221331
  椒江区,14.60,77.21,8.19,30.24,39197,25555,13556,86,8.95,4.24,4.71,50699,71754,140256
  黄岩区,14.16,74.91,10.93,28.28,50943,33892,16900,151,8.45,6.52,1.93,57954,20959,119467
  路桥区,14.16,78.19,7.65,30.20,34762,23405,11273,84,8.59,4.09,4.50,28653,38137,199403
  玉环县,14.27,78.68,7.05,30.65,31972,21056,10821,95,10.53,3.95,6.58,26379,8564,227006
  三门县,17.38,71.58,11.04,25.73,27241,18389,8808,44,10.63,6.82,3.81,29343,6622,22061
  天台县,18.89,68.12,12.99,24.11,37963,27196,10719,48,8.85,9.43,-0.58,46822,4379,9060
  仙居县,21.25,66.01,12.75,23.29,32645,22065,10537,43,9.13,7.82,1.31,60645,2970,11026
  温岭市,13.34,76.93,9.72,29.36,97892,64547,33102,243,8.71,5.90,2.81,68181,27133,398235
  临海市,17.29,71.94,10.77,26.83,81625,53858,27590,177,9.69,6.55,3.14,91618,23654,94817
丽水市,16.93,71.38,11.69,26.07,187780,131561,55788,431,9.31,7.22,2.09,360930,131758,149883
  莲都区,14.33,76.75,8.92,29.52,29753,19913,9770,70,8.09,4.48,3.61,84451,81542,58131
  青田县,19.75,67.21,13.04,23.42,33214,23205,9929,80,10.73,7.63,3.10,58923,9752,42011
  缙云县,17.81,69.21,12.98,24.93,34684,23302,11324,58,9.48,7.96,1.52,42498,8041,22194
  遂昌县,15.51,71.29,13.20,24.69,19458,14086,5314,58,8.33,8.36,-0.03,23790,3467,3030
  松阳县,16.44,71.13,12.43,25.29,17733,12721,4982,30,8.11,8.85,-0.74,21366,4019,5712
  云和县,15.43,73.87,10.70,27.42,9130,6557,2545,28,7.94,5.81,2.13,19342,12977,5751
  庆元县,18.62,70.84,10.55,26.45,11698,8654,3019,25,10.64,7.79,2.85,32476,2371,3571
  景宁畲族自治县,17.32,69.44,13.24,25.12,10830,7773,3029,28,10.93,9.79,1.14,24532,3620,2205
  龙泉市,17.58,70.66,11.76,26.30,21280,15350,5876,54,10.22,7.73,2.49,53552,5969,7278
,,,,,,,,,,,,,,
安徽省,17.77,72.00,10.23,28.62,4430924,2934620,1474844,21460,12.67,5.93,6.74,3427379,2955766,717463
合肥市,14.05,77.49,8.46,30.65,348330,226914,119964,1452,9.51,3.99,5.52,471186,1279465,196251
  瑶海区,14.34,78.72,6.94,31.97,43260,28244,14909,107,8.98,3.18,5.80,79098,299036,40746
  庐阳区,12.28,79.79,7.93,31.85,34374,21161,13114,99,7.33,3.21,4.12,55259,151170,19514
  蜀山区,10.66,84.04,5.31,34.31,38074,23115,14799,160,7.69,2.03,5.66,82495,362387,54889
  包河区,12.05,81.34,6.60,30.25,38651,24576,13929,146,7.62,2.36,5.26,62867,298733,51740
  长丰县,16.48,72.65,10.87,28.93,54067,36689,17097,281,11.90,5.86,6.04,32724,43347,9027
  肥东县,18.40,68.77,12.84,26.69,78987,50988,27579,420,11.72,6.47,5.25,85820,33950,7799
  肥西县,14.69,75.68,9.63,29.79,60917,42141,18537,239,11.48,5.31,6.17,72923,90842,12536
芜湖市,12.57,76.67,10.76,28.99,179798,122982,56343,473,7.81,6.21,1.60,182580,244064,83753
  镜湖区,9.68,78.06,12.26,28.59,47404,30362,16901,141,5.29,5.67,-0.38,70805,50061,16853
  弋江区,10.17,82.40,7.43,33.54,17171,11790,5331,50,6.87,3.56,3.31,34595,79574,13494
  鸠江区,9.54,82.94,7.53,30.00,17709,11930,5723,56,6.92,4.12,2.80,19650,80925,32952
  三山区,14.64,73.54,11.82,27.39,12939,9022,3884,33,11.20,8.27,2.93,4046,4723,3609
  芜湖县,14.96,73.32,11.71,28.11,25934,18053,7803,78,8.66,7.57,1.09,21158,10658,7252
  繁昌县,13.24,76.23,10.52,29.00,20391,14343,6017,31,7.50,7.07,0.43,14947,10967,4653
  南陵县,17.71,69.30,12.99,26.45,38250,27482,10684,84,10.92,8.33,2.59,17379,7156,4940
蚌埠市,18.49,70.89,10.61,28.46,240896,152535,86824,1537,14.80,5.88,8.92,171729,134262,25416
  龙子湖区,13.32,75.14,11.54,28.05,20353,12953,7332,68,9.15,4.62,4.53,30697,22634,4232
  蚌山区,12.31,78.92,8.77,31.86,21163,13464,7626,73,7.79,2.99,4.80,38179,71130,10610
  禹会区,14.93,74.27,10.80,28.23,19437,12244,7122,71,9.68,4.31,5.37,25808,23530,2513
  淮上区,17.80,72.06,10.14,28.43,10614,6767,3789,58,13.79,6.38,7.41,3167,3120,751
  怀远县,23.16,66.18,10.66,26.98,79980,51955,27405,620,19.87,6.19,13.68,38131,6378,3860
  五河县,18.81,69.88,11.31,28.19,48983,29458,19184,341,14.74,7.10,7.64,18402,1997,1714
  固镇县,17.24,72.26,10.50,29.77,40366,25694,14366,306,14.75,6.81,7.94,17345,5473,1736
淮南市,15.62,75.11,9.27,28.91,158585,105129,52814,642,11.84,4.80,7.04,182900,161911,23944
  大通区,15.51,74.48,10.01,28.26,13517,9262,4203,52,11.60,5.24,6.36,8998,8936,1608
  田家庵区,13.30,78.38,8.32,30.08,35529,22331,13104,94,8.36,3.38,4.98,77448,70087,11621
  谢家集区,12.80,76.55,10.65,28.57,24987,16658,8257,72,8.90,4.74,4.16,23222,12931,1850
  八公山区,11.65,78.13,10.22,28.80,13307,8837,4445,25,7.03,4.16,2.87,21134,12048,933
  潘集区,16.55,75.03,8.41,29.32,24376,16464,7779,133,14.81,5.31,9.50,13199,25490,2463
  凤台县,19.56,70.93,9.50,27.99,46869,31577,15026,266,15.95,5.84,10.11,38899,32419,5469
马鞍山市,12.78,76.59,10.63,29.13,105127,69235,35522,370,7.19,5.08,2.11,123446,122830,34007
  金家庄区,11.74,78.82,9.44,29.63,9011,6255,2730,26,6.15,3.80,2.35,18944,21090,3629
  花山区,12.30,77.34,10.36,29.52,22405,13633,8681,91,6.17,3.38,2.79,38225,42379,7561
  雨山区,11.09,78.60,10.31,29.76,21351,12937,8345,69,5.75,4.44,1.31,38244,48661,10545
  当涂县,14.06,74.77,11.17,28.53,52360,36410,15766,184,8.60,6.48,2.12,28033,10700,12272
淮北市,16.93,73.89,9.18,30.96,133515,81043,51426,1046,11.44,4.34,7.10,105276,88757,17221
  杜集区,14.85,75.84,9.31,29.97,20685,12543,8008,134,10.00,4.32,5.68,8972,8363,1568
  相山区,15.42,77.15,7.43,32.95,24190,14290,9755,145,8.31,2.58,5.73,55419,67888,11722
  烈山区,15.32,75.28,9.40,29.89,20679,12798,7747,134,9.86,4.08,5.78,7546,8171,1112
  濉溪县,18.82,71.29,9.89,30.69,67961,41412,25916,633,13.88,5.26,8.62,33339,4335,2819
铜陵市,13.69,76.16,10.15,29.09,54301,36515,17669,117,7.01,5.56,1.45,31827,73369,11847
  铜官山区,13.10,77.12,9.78,30.50,20380,13071,7264,45,5.24,4.42,0.82,9581,25714,3557
  狮子山区,12.53,78.80,8.67,29.24,7437,5084,2345,8,7.13,4.33,2.80,5951,24513,2632
  郊区,14.19,74.29,11.52,27.51,6075,4144,1903,28,7.10,6.25,0.85,1185,12602,1826
  铜陵县,14.76,74.38,10.86,27.85,20409,14216,6157,36,8.97,7.25,1.72,15110,10540,3832
安庆市,16.53,73.12,10.34,28.95,424530,310466,112965,1099,9.75,5.64,4.11,316937,170652,32329
  迎江区,12.15,76.78,11.07,29.77,20387,13645,6682,60,5.29,4.16,1.13,27399,31264,4610
  大观区,13.25,75.86,10.89,29.38,22087,14668,7356,63,5.91,4.18,1.73,24864,33784,3296
  宜秀区,14.16,77.91,7.93,32.82,15487,11333,4128,26,7.35,3.95,3.40,13191,67163,5169
  怀宁县,16.85,72.11,11.04,28.36,49766,36336,13248,182,10.13,5.55,4.58,20054,8264,2575
  枞阳县,17.59,72.79,9.62,29.14,62417,45370,16922,125,9.39,5.30,4.09,35932,4916,2732
  潜山县,15.96,73.71,10.34,29.03,41024,30762,10154,108,9.38,6.23,3.15,38226,4020,1989
  太湖县,14.83,75.14,10.04,29.52,41016,31340,9578,98,9.67,6.21,3.46,28355,2927,1497
  宿松县,23.00,65.22,11.79,24.79,51103,36071,14878,154,15.32,6.38,8.94,43393,7037,4354
  望江县,16.78,72.87,10.35,28.97,40873,29121,11637,115,10.45,5.36,5.09,24438,2578,1893
  岳西县,16.62,73.76,9.62,28.76,25359,20217,5086,56,11.47,7.26,4.21,16642,1551,1180
  桐城市,14.81,74.79,10.40,30.39,55011,41603,13296,112,8.22,5.90,2.32,44443,7148,3034
黄山市,13.39,75.71,10.90,27.43,113524,81615,31658,251,8.93,6.25,2.68,100084,71359,27063
  屯溪区,12.16,79.08,8.77,31.70,13919,9129,4748,42,7.20,3.57,3.63,23176,39509,9968
  黄山区,12.06,76.25,11.69,27.40,13479,9939,3514,26,7.81,7.08,0.73,17147,8245,2584
  徽州区,12.99,77.31,9.70,27.51,7106,5089,1996,21,8.91,6.45,2.46,6293,6699,1838
  歙县,13.88,74.25,11.86,25.75,37367,27014,10273,80,9.47,7.42,2.05,29142,7780,5650
  休宁县,13.25,75.78,10.97,26.97,20980,15261,5672,47,9.55,5.85,3.70,6421,4179,3186
  黟县,12.67,75.41,11.92,26.65,7523,5527,1978,18,7.70,6.24,1.46,4531,1559,830
  祁门县,15.93,73.39,10.68,27.01,13150,9656,3477,17,10.63,6.67,3.96,13374,3388,3007
滁州市,17.20,72.05,10.75,28.36,304154,195738,106875,1541,10.77,6.06,4.71,243716,111201,45234
  琅琊区,13.51,78.01,8.48,32.09,19076,12071,6945,60,7.30,3.18,4.12,35720,46332,6741
  南谯区,13.75,76.11,10.14,28.76,18596,12186,6349,61,9.34,5.65,3.69,15111,21999,4853
  来安县,15.39,74.07,10.55,28.74,33469,21874,11463,132,10.29,6.11,4.18,20131,3776,6025
  全椒县,15.87,71.63,12.50,27.46,34127,22229,11721,177,9.14,6.01,3.13,34091,5372,3612
  定远县,19.72,69.05,11.23,27.55,62185,39367,22449,369,13.26,6.92,6.34,35343,5352,4073
  凤阳县,19.67,70.08,10.25,27.87,47608,30181,17163,264,12.71,6.09,6.62,20074,16969,3965
  天长市,15.69,73.68,10.63,28.89,46044,30794,14997,253,8.10,6.54,1.56,52484,5485,11019
  明光市,18.47,70.24,11.29,27.49,43049,27036,15788,225,12.10,6.11,5.99,30762,5916,4946
阜阳市,23.08,66.89,10.03,27.84,548310,343965,201277,3068,17.78,6.95,10.83,271617,130500,35595
  颍州区,19.43,72.23,8.34,30.68,41354,25899,15256,199,14.78,4.68,10.10,54202,61625,7754
  颍东区,20.08,69.78,10.14,28.26,37582,23672,13668,242,15.06,6.30,8.76,15159,14532,2624
  颍泉区,22.03,67.90,10.07,28.37,40376,25339,14851,186,16.37,7.28,9.09,12152,25889,4014
  临泉县,25.05,64.88,10.06,27.38,109694,66416,42577,701,16.72,7.16,9.56,39531,1964,2610
  太和县,23.33,66.52,10.16,27.33,99030,61375,37037,618,18.54,6.57,11.97,46438,4492,4964
  阜南县,25.81,64.37,9.82,28.00,83595,53226,30033,336,20.23,7.26,12.97,41848,3538,5512
  颍上县,22.49,66.91,10.60,27.12,93074,60836,31698,540,19.03,7.97,11.06,28538,15147,4377
  界首市,20.95,68.27,10.77,27.09,43605,27202,16157,246,18.68,7.58,11.10,33749,3313,3740
宿州市,19.75,69.69,10.56,28.55,395186,240849,150607,3730,16.11,5.87,10.24,240887,55943,25399
  埇桥区,18.61,71.27,10.12,29.70,116894,72509,43480,905,15.28,5.40,9.88,135624,47186,12717
  砀山县,18.70,70.68,10.62,27.50,58046,33301,24042,703,13.12,5.34,7.78,15279,916,3725
  萧县,20.24,68.36,11.40,27.71,88294,51761,35506,1027,15.26,6.26,9.00,36842,3741,3529
  灵璧县,21.80,67.80,10.40,28.35,72886,46397,25892,597,19.87,6.40,13.47,28155,2457,2433
  泗县,19.94,69.66,10.40,28.61,59066,36881,21687,498,17.47,6.16,11.31,24987,1643,2995
巢湖市,16.38,71.86,11.77,28.08,332625,226807,104561,1257,10.83,6.86,3.97,202597,73319,40624
  居巢区,14.85,72.47,12.68,27.82,66936,42855,23740,341,9.50,6.09,3.41,84268,29466,10143
  庐江县,17.88,71.48,10.63,28.28,79715,58605,20916,194,12.44,7.69,4.75,46576,22318,8945
  无为县,16.22,72.10,11.67,28.89,101762,69490,31903,369,10.62,6.69,3.93,40169,8391,9722
  含山县,16.10,72.51,11.39,27.86,31364,21155,10077,132,10.87,6.11,4.76,9801,4266,2213
  和县,16.38,70.70,12.92,26.53,52848,34702,17925,221,10.28,7.34,2.94,21783,8878,9601
六安市,17.70,71.65,10.65,28.13,439372,301929,135672,1771,13.10,6.66,6.44,264590,115276,25127
  金安区,16.24,73.93,9.83,29.18,55281,37353,17727,201,9.72,6.26,3.46,59653,47700,2963
  裕安区,17.90,72.40,9.70,28.30,59869,41187,18453,229,12.13,6.36,5.77,66165,45871,3465
  寿县,17.14,70.91,11.95,28.16,87989,59571,27966,452,15.23,6.54,8.69,26478,5633,2596
  霍邱县,19.37,70.91,9.73,28.03,98284,64687,33152,445,16.67,6.06,10.61,29099,3942,8636
  舒城县,16.63,70.96,12.41,28.08,69786,49788,19798,200,9.96,7.72,2.24,41369,6318,3038
  金寨县,19.51,69.75,10.73,26.38,41913,30057,11726,130,13.86,6.83,7.03,16186,2550,3260
  霍山县,14.99,74.18,10.83,28.32,26250,19286,6850,114,8.03,8.66,-0.63,25640,3262,1169
亳州市,23.39,67.10,9.51,27.85,332073,210128,119650,2295,18.46,6.19,12.27,171886,24450,15301
  谯城区,20.15,70.82,9.03,29.15,91183,57203,33404,576,15.30,5.27,10.03,88294,5258,7608
  涡阳县,23.73,66.93,9.34,27.67,81374,51077,29700,597,20.18,6.81,13.37,22996,5129,1926
  蒙城县,24.17,66.28,9.55,27.79,73761,47958,25332,471,18.96,6.30,12.66,33664,9876,3241
  利辛县,26.23,63.53,10.24,26.51,85755,53890,31214,651,20.05,6.55,13.50,26932,4187,2526
池州市,16.32,73.65,10.03,28.42,107761,79751,27776,234,9.62,5.97,3.65,97057,39557,16407
  贵池区,16.49,73.91,9.59,29.28,43336,31518,11722,96,9.08,5.24,3.84,55406,27274,8830
  东至县,16.19,74.05,9.77,28.37,35108,25998,9022,88,9.86,5.99,3.87,27126,4845,3617
