首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
地    区,0岁,,1-4岁,1-4岁,5-9岁,1-4岁,10-14岁,1-4岁,15-19岁,1-4岁,20-24岁,1-4岁,25-29岁,1-4岁,30-34岁,1-4岁,35-39岁,1-4岁,40-44岁,1-4岁,45-49岁,1-4岁,50-54岁,1-4岁,55-59岁,1-4岁,60-64岁,1-4岁,65-69岁,1-4岁,70-74岁,1-4岁,75-79岁,1-4岁,80-84岁,1-4岁,85岁及以上,1-4岁
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
  房县,2611,2320,10179,9031,8811,8260,7087,6521,14278,13798,14166,15011,12679,12927,13572,12330,16632,15532,18938,17999,17244,15493,14361,12064,16170,13567,12847,10521,8926,7349,5719,4539,5191,4330,3044,2886,1932,2126
  丹江口市,3180,2685,11655,10285,11352,10147,9620,8576,16995,15739,18536,19564,15362,15823,17804,17050,22408,20993,23516,22298,20232,18710,13584,12399,15210,14122,10854,9533,7921,7297,4198,3932,3252,3170,1731,2033,774,1215
宜昌市,14865,13717,59528,56008,70879,66367,81936,78049,129247,124712,166102,161616,131689,133750,152237,146612,189835,175443,229953,208030,216037,196107,154532,142240,158549,149527,113477,103927,72505,70010,57727,56990,47645,51322,23294,27824,10352,17046
  西陵区,1615,1515,7772,7213,10100,9248,10466,9795,19476,18532,33314,26391,17911,18567,22322,24842,25507,24355,23506,21509,19696,18915,14811,14868,15704,17060,14920,14977,9202,9089,6709,6712,4608,4327,2176,2097,928,1319
  伍家岗区,769,662,3501,3197,4306,3919,4587,4267,5095,4651,7346,8092,8241,9534,10380,10924,11824,10806,11641,10596,10602,9922,7846,7257,8068,7756,5973,5279,2960,2768,2133,2391,1588,1951,965,1135,455,807
  点军区,374,333,1529,1495,1701,1681,1937,1822,3038,2871,3494,3579,3286,3403,3850,3562,4395,4153,5800,5711,5819,5411,4449,3952,4609,4082,3239,2723,1655,1657,1471,1494,1243,1371,704,931,326,546
  猇亭区,217,155,784,710,976,917,1224,1196,2167,1641,4746,2808,2682,2129,2573,2271,3181,2848,3558,3090,2861,2560,1870,1720,2054,2021,1419,1334,992,950,664,661,525,661,251,348,158,308
  夷陵区,1948,1768,7608,7219,9624,8841,10608,10399,18577,18028,19588,20697,15523,16282,20253,19248,24499,22397,30427,26284,29162,24877,20847,17848,20628,18766,13283,12174,8262,7905,6988,6645,6504,6540,3074,3614,1243,2008
  远安县,755,713,2800,2714,3333,2978,4104,3824,5021,5156,5467,5583,5966,5626,7071,6260,9491,7988,12217,10153,11533,9538,7487,6652,7561,6874,4810,4312,2989,2858,2608,2534,2139,2211,1052,1246,352,556
  兴山县,717,646,2461,2367,2919,2692,3307,3144,4458,4280,7044,7231,6692,6158,6452,5568,8138,6797,9980,9011,9811,8093,6550,5607,6808,6026,4804,4285,3026,2824,2505,2331,2145,2274,1158,1335,417,569
  秭归县,1534,1328,5563,5050,6478,6224,7454,7202,10677,10686,16158,16294,11238,10915,13321,11996,15855,14073,20819,18351,19599,17666,14398,13305,15703,14529,10354,9281,6641,6605,5723,5460,4563,4660,2388,2806,875,1335
  长阳土家族自治县,1535,1458,5875,5547,7125,6581,8276,8219,12866,12488,14534,14747,13472,13052,13709,12103,17281,15234,21866,19018,21773,18709,14179,11966,15575,13820,11159,9275,7871,7401,6654,6214,4952,5174,2787,3095,1066,1572
  五峰土家族自治县,897,747,3041,2945,3230,3132,3884,3657,4685,4546,7546,7679,6707,6318,5932,5298,7860,6968,10873,9792,10777,9464,7678,6376,7745,6788,5711,4918,3951,3801,3384,3185,2454,2468,1437,1618,637,794
  宜都巿,1274,1299,5557,5185,5788,5416,6810,6560,11846,11387,13482,14015,11162,11897,12857,12325,16519,15705,22609,21667,20972,20519,14333,13300,17136,15134,12041,9802,7125,6793,6737,6770,5331,5837,2522,3400,1197,2289
  当阳市,1816,1744,6720,6334,7822,7371,9323,8726,13935,13366,17051,17829,14721,15367,16722,16078,22283,21270,27389,25503,26729,25121,19658,19262,17243,16997,12189,12145,8429,8125,5484,5425,5527,6313,2236,2800,1178,2062
  枝江市,1414,1349,6317,6032,7477,7367,9956,9238,17406,17080,16332,16671,14088,14502,16795,16137,23002,22849,29268,27345,26703,25312,20426,20127,19715,19674,13575,13422,9402,9234,6667,7168,6066,7535,2544,3399,1520,2881
襄樊市,35415,30288,134838,117606,137371,120208,130438,118696,212529,211776,242644,256763,199541,202388,195803,190389,239592,230564,274808,265267,262217,252392,176511,170999,186767,182211,130057,125069,90672,88717,61611,62599,43562,48701,19748,24914,9354,17282
  襄城区,2075,1882,8778,7921,9869,8615,11013,9915,24313,26706,26905,26627,14354,15200,16150,17115,20652,20388,21866,20786,21039,19534,14030,14392,14400,15186,11434,11850,7524,8028,5572,5848,3595,3753,1680,2036,804,1367
  樊城区,4050,3596,18529,15904,21144,18515,20617,18505,30809,30161,30242,32852,32201,35600,37222,38549,43259,41824,41875,39188,37004,34315,24172,24093,25063,26601,17852,18813,11535,12557,8456,9066,4774,5325,2145,2508,853,1757
  襄阳区,7825,6422,26346,21842,25695,21298,22947,19701,37978,37149,42648,44242,34562,33553,32200,29607,39373,35811,42778,39659,41268,40181,27500,27756,28348,28947,19523,19232,14128,14310,9040,9867,5848,7452,2064,3262,1448,3147
  南漳县,3091,2805,10782,10162,10205,9920,9342,9051,20230,20507,22546,24168,18583,18389,18711,16695,21261,20071,28458,27386,29276,27323,20147,17361,20989,17619,14197,12570,9070,8710,6659,6272,5626,6368,2822,3349,1127,1813
  谷城县,3837,3255,13475,12333,14051,12451,13288,12547,17041,16559,21112,23308,15563,17319,16001,16803,20969,22123,25852,26437,26208,25925,17389,16170,20320,18976,13777,12731,9580,8647,5962,5836,4520,4770,2491,3001,1042,1938
  保康县,1337,1218,4878,4671,5182,4803,4165,4130,8861,8507,9751,10419,8601,8556,8975,8387,10903,9784,15021,13348,13757,11081,9023,7323,10447,8958,7705,6591,5659,5089,3889,3502,3030,2853,1375,1526,541,750
  老河口市,3184,2817,13727,12093,13495,12228,12625,11601,15950,15919,19669,21372,19443,19347,16893,16087,19096,18775,22444,22250,21900,21891,14425,14662,15411,15849,10164,10341,7421,7749,4541,5111,3222,4064,1390,2083,712,1531
  枣阳市,6771,5442,27075,22468,26747,22452,25211,22554,37826,36055,46430,49369,37635,36804,32853,32132,42552,41634,50657,50514,46952,47157,31729,31233,33501,32247,22675,20667,17471,15614,11487,11217,8501,9341,3240,4098,1517,2913
  宜城市,3245,2851,11248,10212,10983,9926,11230,10692,19521,20213,23341,24406,18599,17620,16798,15014,21527,20154,25857,25699,24813,24985,18096,18009,18288,17828,12730,12274,8284,8013,6005,5880,4446,4775,2541,3051,1310,2066
鄂州市,6408,4698,27678,19722,30515,20232,32212,19940,54920,41309,51628,49091,37282,36492,36666,35014,48549,46649,53272,50729,43768,43317,29636,29865,33179,33666,25681,24113,16117,14558,11739,11255,7609,8865,3112,4646,1395,3141
  梁子湖区,1311,905,5172,3738,4847,3201,4340,2688,7994,6330,7918,7739,5092,5290,4174,4081,5529,5618,5944,6021,5432,5592,3380,3436,4434,4476,3376,3220,2192,1945,1494,1608,980,1299,421,701,175,515
  华容区,1630,1201,5736,4251,6034,3961,6334,3833,12276,9182,12560,12115,9845,8735,7547,6704,8989,8208,11517,10809,9971,10125,7472,7236,8451,8523,6324,6035,3969,3571,3079,2840,2152,2554,867,1373,437,887
  鄂城区,3467,2592,16770,11733,19634,13070,21538,13419,34650,25797,31150,29237,22345,22467,24945,24229,34031,32823,35811,33899,28365,27600,18784,19193,20294,20667,15981,14858,9956,9042,7166,6807,4477,5012,1824,2572,783,1739
荆门市,12554,11466,48694,44345,54608,50199,62403,56925,110885,107074,127445,130849,96735,95701,101312,97871,137098,130882,166812,157369,152520,143379,101754,96969,98393,94913,68513,65994,48055,45094,31962,31652,24609,27484,11032,14142,5681,10314
  东宝区,1257,1189,5171,4696,6867,6409,8180,7508,13175,14047,17323,18520,11043,11686,13775,14415,18635,18124,21342,19416,19104,17181,12226,11265,12070,11652,8345,7836,5308,4790,3481,3337,3349,3436,1435,1614,720,1057
  掇刀区,1026,940,4957,4568,6016,5573,6098,5572,12490,12018,10947,12011,10155,11370,12503,12642,15087,14349,14591,13949,12847,11799,7834,7694,7740,7747,5839,5552,4209,3297,2311,2024,1796,1873,739,845,357,605
  京山县,2808,2476,10882,9705,11910,10781,14565,13048,27312,25598,24375,25816,18609,19229,22124,22222,30227,29589,37706,35867,33681,31743,24069,22765,21823,20370,15190,14881,10814,10588,8106,8186,5622,6408,2094,2661,997,1929
  沙洋县,2725,2584,9375,8675,9361,8644,11292,10157,17790,16249,29612,27219,20812,17669,20492,16997,28751,25006,36062,32269,33499,30880,21688,20076,20867,19975,14459,13827,10227,9621,6620,6925,5815,6657,2217,2988,1233,2128
  钟祥市,4738,4277,18309,16701,20454,18792,22268,20640,40118,39162,45188,47283,36116,35747,32418,31595,44398,43814,57111,55868,53389,51776,35937,35169,35893,35169,24680,23898,17497,16798,11444,11180,8027,9110,4547,6034,2374,4595
孝感市,30973,22867,119389,88064,122947,90893,128406,93135,245095,200647,219492,225263,162422,171193,170137,168665,208198,208722,236394,234892,210469,205225,150443,145252,144055,140293,121436,115076,86465,82525,59555,59840,39293,45548,16184,22917,7698,14474
  孝南区,4836,3613,20606,15405,22342,17184,24068,18029,49645,44058,42932,45628,27505,31314,31859,32906,38946,40281,40130,41717,36303,36532,28128,28147,26377,28247,23680,22943,16610,16046,11600,11159,7872,8360,3589,4639,1811,3219
  孝昌县,4998,3432,17760,12369,17920,12066,18662,12016,34619,29253,27943,29708,20250,22355,20747,20983,25509,25615,25674,25833,22951,23032,16152,15487,15498,15065,12133,11753,9538,9067,6376,6742,4482,5342,1826,2827,920,1763
  大悟县,4206,3343,17165,14381,17325,13720,16349,13842,29521,27056,27835,27734,21173,22031,21819,21781,26150,26507,30851,30431,27738,26275,19252,16995,18027,15427,14416,12527,11057,9399,7862,7313,4221,4702,1746,2332,827,1566
  云梦县,3298,2464,11363,8218,12366,8807,14732,9753,28537,20412,25361,24820,17345,16879,19000,17874,22655,22207,27367,26330,23192,22542,16441,16349,16513,16369,14149,13478,9378,8773,6226,6457,4158,5032,1659,2215,748,1332
  应城市,3180,2432,12267,9463,13065,10055,14842,11154,27162,20693,24373,24142,19224,19555,20053,19540,25803,25235,32301,31600,29769,28508,18417,18616,20936,20081,17177,15976,11689,11126,7742,7834,5632,6758,1987,2953,846,1626
  安陆市,3061,2371,11935,9422,13457,11355,13366,11535,26211,23331,20124,21234,16406,17896,20564,21196,26578,26497,31060,31231,27645,26802,19053,17911,18671,17863,14601,13531,9989,9697,7108,7504,5283,6354,1991,3033,926,1798
  汉川市,7394,5212,28293,18806,26472,17706,26387,16806,49400,35844,50924,51997,40519,41163,36095,34385,42557,42380,49011,47750,42871,41534,33000,31747,28033,27241,25280,24868,18204,18417,12641,12831,7645,9000,3386,4918,1620,3170
荆州市,32236,24969,123957,98528,126108,101327,135726,108949,235360,207225,240244,246193,186406,194325,195459,191623,260474,250856,299718,285163,269169,257224,211773,204028,181339,175540,143317,141974,96771,100024,77205,85227,52936,65565,20960,31298,10450,22061
  沙巿区,2044,1946,9011,8079,10766,9738,12193,11172,19920,16942,25655,23154,25017,24123,24884,25058,29178,28501,31989,30736,28836,28412,23494,22143,21704,21549,16839,16230,9551,9587,6950,7004,4771,5311,2039,2823,989,1992
  荆州区,2022,1878,7701,7048,8871,8270,11235,10327,29908,31178,35922,30639,13748,14308,15984,16311,23961,23904,29078,27874,26644,25319,19865,19061,18953,18355,13271,13439,8504,8490,6590,6900,5040,5896,1862,2644,929,1827
  公安县,4044,3665,14729,13796,15286,14395,19757,18768,36924,35037,31557,35043,29266,31467,31379,30781,38870,38560,46523,45375,43911,42463,33879,32215,30522,28988,23931,23426,14522,14818,11943,13634,8022,10191,3428,5240,1548,3225
  监利县,10312,6416,40233,26276,39191,26346,33798,22110,48634,40476,47717,51553,36759,37918,35439,35046,48099,46332,55800,53329,51049,48712,42275,42102,28869,28809,27333,28467,21691,23275,17104,19404,11112,14218,3855,5977,2099,4635
  江陵县,1720,1701,6728,6165,5958,5690,7358,6923,12170,11346,11914,12921,10150,10123,11172,10123,17359,15448,18709,17083,16604,15465,12713,12192,11549,11275,9334,9081,5886,5907,4144,4753,2759,3797,1191,1996,559,1378
  石首市,2598,2393,11607,10450,12553,11132,13181,11474,22017,20259,21925,24471,20410,23091,23162,22565,29304,27957,32455,30251,26667,25104,19989,19089,17232,16484,13777,13377,9003,9792,7158,8348,4463,5628,1859,2945,907,1945
  洪湖市,5929,3717,20316,13765,19609,12367,22755,13460,41419,27951,40455,41293,28632,29105,26418,25027,37557,36438,42748,40378,37216,34701,29696,28636,20757,19761,17867,18119,14810,15435,11925,12857,7541,9429,2790,4087,1370,3110
  松滋市,3567,3253,13632,12949,13874,13389,15449,14715,24368,24036,25099,27119,22424,24190,27021,26712,36146,33716,42416,40137,38242,37048,29862,28590,31753,30319,20965,19835,12804,12720,11391,12327,9228,11095,3936,5586,2049,3949
黄冈市,38873,28753,171475,128151,180152,129827,195803,131844,325775,252833,257152,270619,168806,188844,170108,181476,230622,246462,291457,305065,274052,283397,196009,187681,214041,198426,163622,144904,127432,115232,86682,83459,53278,58574,23076,30172,10236,17699
  黄州区,1297,1086,5978,4955,8093,6086,11097,7885,24944,21855,22738,21977,8804,10034,10570,11887,13970,14960,18033,17681,16018,15890,10480,10673,10876,11174,8821,8306,6075,5595,4615,4146,3001,3005,1281,1473,514,896
  团风县,1885,1486,7389,5916,7102,5565,8889,5821,16435,11556,17249,16011,10261,10078,8582,8497,10925,11199,17854,17532,17390,17459,11586,10792,13030,11505,10552,8918,7902,6511,5158,4716,3497,3944,1454,2135,617,1211
  红安县,3531,2675,13933,10286,16762,12450,18521,13825,34254,29671,22753,23605,15864,17778,18260,19844,23580,24979,29154,30619,28703,27926,21817,19873,20094,17949,16720,14740,12182,11567,7550,7875,3301,4221,1403,1964,625,1294
  罗田县,3529,2509,13274,10104,13706,9806,14781,9690,27966,19941,27364,26643,16868,17334,16596,16299,22097,21435,27553,26190,27319,25123,21031,18584,19463,17002,13246,11210,10058,8976,7509,7211,4212,4461,1778,2131,647,1004
  英山县,1913,1456,8414,7097,8767,7460,9654,7850,13455,12172,12542,13606,8452,9788,9006,10260,11516,13321,18270,19859,18532,18555,14177,12243,15252,12552,10684,8267,8650,7453,6365,6088,3889,4269,1656,2112,639,1055
  浠水县,5401,4158,24050,18344,25232,18307,24832,16620,43050,33411,38627,41683,28405,29903,27841,27780,32061,34119,40453,44087,34325,40628,23438,24779,29999,29003,24188,21164,17497,15723,12565,12045,7547,8799,3376,4572,1753,2884
  蕲春县,5415,4024,23836,18273,25008,17412,26469,18152,39119,31770,27792,31584,17120,21496,16694,19095,25534,28434,32657,35183,31612,33634,19049,18861,25195,23919,19190,17356,14910,12960,10548,9978,7324,7861,3034,3929,1268,2110
  黄梅县,5912,3771,27085,18960,29117,19754,29605,19206,47227,36094,36446,39715,26040,29389,23896,25044,34431,36044,38391,39265,32597,33174,27072,25807,25839,24099,19958,17884,17371,15629,12521,11479,8160,8528,3632,4778,1744,3142
  麻城市,5155,3880,22337,16851,24789,19068,27114,19365,41540,31457,24118,25315,16933,20840,22859,25758,33408,36039,41291,44731,42964,44423,30165,29380,34326,32489,24390,22150,19526,18526,11980,12311,6812,7744,2598,3561,1017,1880
  武穴巿,4835,3708,25179,17365,21576,13919,24841,13430,37785,24906,27523,30480,20059,22204,15804,17012,23100,25932,27801,29918,24592,26585,17194,16689,19967,18734,15873,14909,13261,12292,7871,7610,5535,5742,2864,3517,1412,2223
咸宁市,19190,14737,83864,65204,76541,57885,67169,50265,123068,108337,103160,112272,82485,89383,81016,81698,110678,107998,116977,112129,104454,99959,76894,73125,76611,72694,54703,52477,33394,32733,25122,27259,16782,20149,8473,11570,4203,7925
  咸安区,3707,2774,18171,13587,16771,12067,15388,10615,26587,24336,26563,28457,16740,18206,16909,17316,21354,21389,22712,22298,20589,19577,14286,13806,16081,15196,11021,10736,6451,6457,4606,5191,3187,3799,1489,2111,690,1297
  嘉鱼县,2110,1479,7811,5717,7631,5556,8667,5936,16378,12792,12764,13377,10444,10926,10836,10409,15607,15354,16934,16286,14920,14098,10537,10459,9746,9164,7413,7285,5048,5201,3853,4225,2660,3312,1071,1677,469,1044
  通城县,3519,2798,14987,12380,12374,10464,8682,7302,17684,15570,12624,14383,10567,11901,11699,11948,15463,15110,18441,17702,16273,15350,13479,12657,12598,11974,9579,9452,5843,5645,4734,4869,3027,3458,1720,2240,823,1439
  崇阳县,3655,3033,15068,12713,13598,10735,11016,8808,19735,19652,15386,19605,14309,16900,13567,14169,19574,18822,18898,17644,16122,15485,12304,11722,12411,12248,8359,8369,4729,4488,3282,3626,2388,2890,1404,1911,663,1335
  通山县,3010,2252,13726,10467,12617,9475,10566,8365,16844,15562,16150,16585,14063,14413,12190,12002,17015,16269,16169,15138,14148,13643,10759,10008,10515,9420,7407,6610,4894,4412,3434,3455,2045,2240,1433,1609,828,1341
  赤壁市,3189,2401,14101,10340,13550,9588,12850,9239,25840,20425,19673,19865,16362,17037,15815,15854,21665,21054,23823,23061,22402,21806,15529,14473,15260,14692,10924,10025,6429,6530,5213,5893,3475,4450,1356,2022,730,1469
随州市,13615,10986,51839,43288,48176,42644,46430,42017,89739,85234,97263,101851,78311,79829,70428,70579,87981,88175,109623,110053,106636,105657,75883,71934,71254,66549,51317,46826,38400,35344,27015,25675,20828,22242,8239,10977,3273,6112
  曾都区,3461,2913,13001,11385,12733,11755,12852,12026,27535,26900,29186,29836,22826,23588,21846,21752,27924,27172,33138,32777,30094,30185,19919,19062,19446,18661,13974,13589,9810,9403,5913,6089,4917,5823,1954,2885,687,1565
  随县,4879,3962,18499,15802,16263,14482,15869,14594,27171,26964,36234,38060,28266,27656,23884,22682,31354,30710,40232,40180,42116,41188,29075,26927,28958,26246,19696,17381,14835,13097,10926,9934,8628,8899,3440,4451,1536,2654
  广水市,5275,4111,20339,16101,19180,16407,17709,15397,35033,31370,31843,33955,27219,28585,24698,26145,28703,30293,36253,37096,34426,34284,26889,25945,22850,21642,17647,15856,13755,12844,10176,9652,7283,7520,2845,3641,1050,1893
恩施土家族苗族自治州,23104,21126,89984,82197,102546,93946,104508,97303,123242,124858,103973,115097,91945,97739,101394,100762,140287,132311,170822,161487,145127,137657,91160,84568,114661,107773,89568,81307,70560,66765,51471,48431,33331,32708,18430,19846,7982,10318
  恩施市,3885,3625,16871,16036,20340,18945,23752,22873,27181,31280,28311,31307,21121,22612,25104,25014,33864,31939,39628,37631,33508,31383,20223,18588,25043,23454,19593,18167,15863,14921,10485,10249,6971,6893,4182,4403,1850,2479
  利川市,6417,5719,23227,20450,25844,22907,23003,20612,26816,26019,20321,22915,16804,18385,17896,18286,26966,26002,30389,29400,25749,24938,16027,14799,21025,19636,17759,15654,14352,13752,10430,9412,6402,5968,3434,3451,1345,1583
  建始县,2430,2322,10346,9824,11170,10468,11460,10907,11970,12256,10899,12984,10497,11416,12142,12207,18774,17743,23016,21800,19594,19070,12080,11698,15859,15701,12247,11510,9788,9355,6879,6406,4405,4503,2724,2960,1151,1477
  巴东县,2658,2414,9667,9054,11302,10726,11695,11283,15307,14927,11126,12243,13089,13618,11920,12100,16930,15683,22789,21106,20824,19334,15403,13821,16711,15175,11742,10539,8858,8461,6605,6328,4715,4751,2643,2884,1034,1375
  宣恩县,2351,2173,8450,7427,10458,9654,10468,9605,11437,10842,10170,10274,9396,9404,11200,10295,13329,11675,16571,14880,13336,12436,7236,6871,10858,10428,7977,7177,6515,6162,4885,4670,3204,3041,1703,1860,838,1112
  咸丰县,2287,2035,9699,8636,10607,9368,9795,8861,12434,11739,8206,9485,8273,9355,9251,9588,11656,11714,15082,14765,12472,12079,8058,7370,10381,9500,8303,7301,6419,5965,4935,4368,3240,2901,1443,1580,687,780
  来凤县,1986,1726,7650,6827,7997,7389,8322,7505,11437,11155,8834,9501,7402,7370,7038,6829,9529,9182,11360,11289,9869,9982,6042,6194,7598,7503,5916,5484,4196,3930,3814,3849,2260,2554,956,1305,409,681
  鹤峰县,1090,1112,4074,3943,4828,4489,6013,5657,6660,6640,6106,6388,5363,5579,6843,6443,9239,8373,11987,10616,9775,8435,6091,5227,7186,6376,6031,5475,4569,4219,3438,3149,2134,2097,1345,1403,668,831
