首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,
地    区,全部数据,,,长表数据,,,,,,,,,,,,
,家庭户,"平均每户
住房间数
（间/户）","人均住房
建筑面积
（平方米/人）",家庭户,住房内有无管道自来水,,住房内有无厨房,,住房内有无厕所,,住房内有无洗澡设施,,住房来源,,,
,,,,,有,无,有,无,有,无,有,无,租赁,自建,购买,其他
  宁陵县,153492,5.06,31.35,15369,2997,12372,7586,7783,5517,9852,2964,12405,85,15126,140,18
  柘城县,245310,4.78,33.89,24244,5209,19035,18066,6178,13559,10685,4995,19249,127,23727,372,18
  虞城县,285503,4.55,29.08,28517,5954,22563,12063,16454,6617,21900,5351,23166,120,27967,386,44
  夏邑县,301523,3.79,34.37,30161,5257,24904,28233,1928,27846,2315,9237,20924,234,29034,855,38
  永城市,378734,4.62,34.44,38016,7987,30029,32421,5595,26909,11107,12459,25557,698,33991,3121,206
信阳市,1825919,3.36,33.39,183891,48792,135099,149845,34046,100444,83447,69433,114458,7613,152123,21767,2388
  狮河区,181403,3.02,32.86,18413,9803,8610,16886,1527,12996,5417,10997,7416,1473,9684,6719,537
  平桥区,198222,2.79,32.93,19459,7038,12421,16099,3360,12091,7368,8105,11354,1262,13961,3798,438
  罗山县,157754,3.61,35.05,16255,4367,11888,13723,2532,9570,6685,6309,9946,431,14074,1518,232
  光山县,171030,3.71,34.85,16512,3537,12975,14147,2365,7786,8726,6625,9887,512,14651,1178,171
  新县,88835,2.78,35.72,8811,3892,4919,7955,856,3859,4952,3224,5587,819,6760,1142,90
  商城县,155274,4.38,40.85,15888,3192,12696,13391,2497,5537,10351,5991,9897,302,14725,724,137
  固始县,328592,3.28,35.98,32978,5566,27412,27759,5219,23961,9017,12467,20511,1014,29667,2147,150
  潢川县,185398,3.54,32.77,18347,5209,13138,14205,4142,9691,8656,6768,11579,1194,14905,1955,293
  淮滨县,152684,3.21,26.03,16127,2554,13573,10559,5568,6178,9949,3329,12798,234,14574,1215,104
  息县,206727,3.26,29.08,21101,3634,17467,15121,5980,8775,12326,5618,15483,372,19122,1371,236
周口市,2505505,4.62,30.18,251706,67009,184697,212142,39564,193851,57855,76236,175470,2101,236607,12181,817
  川汇区,130444,4.40,38.50,13014,7376,5638,10967,2047,9839,3175,7653,5361,726,7672,4379,237
  扶沟县,169346,3.97,31.36,16839,4281,12558,13788,3051,12751,4088,5038,11801,249,16018,481,91
  西华县,207536,3.86,26.11,20885,7748,13137,15701,5184,13157,7728,5981,14904,198,19692,916,79
  商水县,261378,5.45,35.51,25975,4045,21930,19976,5999,16412,9563,6712,19263,145,25313,437,80
  沈丘县,275005,4.19,28.53,27567,6222,21345,24620,2947,23982,3585,6605,20962,127,26822,568,50
  郸城县,293894,4.50,31.45,29493,3965,25528,24795,4698,23440,6053,5235,24258,92,28701,645,55
  淮阳县,297172,4.68,25.34,30512,4125,26387,26499,4013,24605,5907,13106,17406,196,29506,749,61
  太康县,320656,5.00,26.97,32218,4055,28163,27677,4541,26049,6169,5483,26735,141,31175,828,74
  鹿邑县,276486,5.48,35.82,27879,5596,22283,24545,3334,21982,5897,8766,19113,27,27449,363,40
  项城市,273588,4.12,27.66,27324,19596,7728,23574,3750,21634,5690,11657,15667,200,24259,2815,50
驻马店市,2056880,3.90,32.03,203797,52097,151700,153149,50648,112668,91129,65868,137929,3456,183977,15074,1290
  驿城区,192007,3.84,35.90,19222,9057,10165,15671,3551,12987,6235,10846,8376,1365,10922,6550,385
  西平县,203031,3.72,38.98,20205,7919,12286,16362,3843,14767,5438,8700,11505,245,18936,923,101
  上蔡县,304479,4.19,30.41,30153,6851,23302,21275,8878,15154,14999,6971,23182,312,29033,676,132
  平舆县,217875,3.67,29.34,21908,3648,18260,14363,7545,8287,13621,5139,16769,94,20785,993,36
  正阳县,188866,4.06,35.24,18600,3036,15564,14935,3665,10314,8286,7514,11086,154,17439,916,91
  确山县,131582,3.11,33.15,13199,2507,10692,9836,3363,7087,6112,4137,9062,265,11688,1102,144
  泌阳县,226512,4.40,32.10,22506,4161,18345,17840,4666,12769,9737,5300,17206,446,20502,1427,131
  汝南县,212598,4.12,29.07,19910,6440,13470,13346,6564,9281,10629,6508,13402,215,18677,943,75
  遂平县,133735,3.78,32.52,13472,3954,9518,10193,3279,8462,5010,5506,7966,112,12611,667,82
  新蔡县,246195,3.68,27.19,24622,4524,20098,19328,5294,13560,11062,5247,19375,248,23384,877,113
省直辖县级行政区划,177533,3.81,42.06,18094,15492,2602,16323,1771,15751,2343,12424,5670,589,14234,3101,170
  济源市,177533,3.81,42.06,18094,15492,2602,16323,1771,15751,2343,12424,5670,589,14234,3101,170
,,,,,,,,,,,,,,,,
湖北省,16695121,3.28,36.96,1611096,986576,624520,1397329,213767,1121233,489863,965379,645717,130415,1047186,392691,40804
武汉市,2932764,2.57,33.74,282433,263030,19403,264513,17920,235755,46678,217600,64833,60230,85485,124500,12218
  江岸区,311234,2.21,30.57,29043,28465,578,27989,1054,27816,1227,25536,3507,8366,2841,16123,1713
  江汉区,234724,1.79,23.04,22151,21457,694,20416,1735,20465,1686,17307,4844,9366,1306,10559,920
  硚口区,259574,1.77,21.47,23680,22934,746,21449,2231,21443,2237,17219,6461,9983,2047,10522,1128
  汉阳区,191148,2.23,28.79,18249,18044,205,17816,433,17653,596,16570,1679,3363,2728,11059,1099
  武昌区,387582,2.16,28.39,35683,34935,748,34174,1509,33866,1817,31424,4259,8091,2404,23639,1549
  青山区,164112,2.09,24.74,15243,14937,306,14732,511,14110,1133,13747,1496,2479,952,11199,613
  洪山区,345453,2.63,37.92,35002,34266,736,33436,1566,32390,2612,28753,6249,11305,5809,15786,2102
  东西湖区,142963,2.57,35.20,14281,13780,501,13725,556,12439,1842,11442,2839,2646,3614,7568,453
  汉南区,36564,2.28,31.28,3385,3269,116,3240,145,2727,658,2618,767,233,1467,1534,151
  蔡甸区,178414,2.92,43.25,17203,16513,690,16374,829,13296,3907,12809,4394,1466,9298,5753,686
  江夏区,184777,3.46,45.97,18693,16484,2209,16251,2442,13287,5406,12240,6453,1836,11205,4690,962
  黄陂区,259892,3.57,42.38,25710,22097,3613,23596,2114,13170,12540,14549,11161,753,20859,3406,692
  新洲区,236327,3.81,42.64,24110,15849,8261,21315,2795,13093,11017,13386,10724,343,20955,2662,150
黄石市,683236,3.45,36.66,65826,39617,26209,55820,10006,45308,20518,40147,25679,5637,38950,19414,1825
  黄石港区,67556,2.48,29.51,6625,6490,135,6362,263,6213,412,5960,665,957,404,4916,348
  西塞山区,77040,2.67,30.81,7341,6896,445,6969,372,6309,1032,5952,1389,1324,1534,4225,258
  下陆区,50614,2.73,34.67,4838,4706,132,4629,209,4187,651,4223,615,730,932,3087,89
  铁山区,19627,2.33,27.72,1908,1820,88,1785,123,1593,315,1644,264,356,343,1098,111
  阳新县,215230,4.12,37.42,21524,10260,11264,18184,3340,14644,6880,10346,11178,450,18529,2210,335
  大冶市,253169,3.61,40.00,23590,9445,14145,17891,5699,12362,11228,12022,11568,1820,17208,3878,684
十堰市,980327,2.99,30.80,93628,54199,39429,85104,8524,58943,34685,43232,50396,8111,54405,29272,1840
  茅箭区,126112,2.60,30.40,11892,11068,824,11267,625,10866,1026,9841,2051,2120,1324,8146,302
  张湾区,122360,2.15,25.71,11935,10319,1616,10878,1057,9571,2364,8396,3539,2640,1875,6988,432
  郧县,143833,3.25,27.75,13689,4303,9386,11224,2465,4712,8977,3343,10346,350,10829,2372,138
  郧西县,124954,3.33,30.93,12639,5238,7401,11389,1250,4000,8639,3763,8876,483,10229,1790,137
  竹山县,118996,2.98,32.34,11030,5240,5790,10242,788,7571,3459,4347,6683,559,8289,1904,278
  竹溪县,88217,3.14,33.98,8296,4443,3853,7487,809,5301,2995,2893,5403,397,6234,1503,162
  房县,114795,3.68,35.98,11117,4022,7095,10319,798,7823,3294,3452,7665,444,8881,1655,137
  丹江口市,141060,2.88,30.29,13030,9566,3464,12298,732,9099,3931,7197,5833,1118,6744,4914,254
宜昌市,1294008,3.38,41.63,122416,78345,44071,116147,6269,102227,20189,78802,43614,8851,78660,31331,3574
  西陵区,162428,2.30,28.32,15470,15140,330,14737,733,14524,946,13731,1739,2558,709,11134,1069
  伍家岗区,74008,2.62,27.84,6583,6382,201,6265,318,6236,347,5598,985,1359,744,4184,296
  点军区,31860,5.49,56.82,3183,2120,1063,3119,64,2810,373,2381,802,65,2703,335,80
  猇亭区,16447,3.48,45.44,1489,1242,247,1439,50,1378,111,1302,187,112,899,437,41
  夷陵区,166957,3.70,47.37,15903,8792,7111,14661,1242,10947,4956,10387,5516,917,11743,2786,457
  远安县,60776,3.66,45.18,5780,3327,2453,5521,259,5118,662,2439,3341,219,4334,972,255
  兴山县,56208,2.87,41.35,5018,2092,2926,4811,207,4884,134,1957,3061,336,3735,818,129
  秭归县,118509,3.05,44.76,11205,6327,4878,10626,579,7539,3666,4852,6353,594,8988,1353,270
  长阳土家族自治县,119306,3.72,46.00,11796,4206,7590,11013,783,8464,3332,5960,5836,574,9928,957,337
  五峰土家族自治县,61992,4.66,46.35,6051,2267,3784,5854,197,5879,172,1937,4114,295,5145,527,84
  宜都巿,123488,3.33,47.72,11267,9379,1888,11048,219,10726,541,9607,1660,887,8715,1539,126
  当阳市,148834,3.38,36.84,14419,7198,7221,13224,1195,11484,2935,8891,5528,577,10340,3245,257
  枝江市,153195,3.66,41.39,14252,9873,4379,13829,423,12238,2014,9760,4492,358,10677,3044,173
襄樊市,1572191,3.36,35.75,153656,90988,62668,132307,21349,108086,45570,90685,62971,10632,99924,39251,3849
  襄城区,133977,3.58,39.69,13119,9308,3811,11886,1233,11119,2000,9511,3608,1325,5527,5692,575
  樊城区,264405,2.67,33.71,25525,23315,2210,23587,1938,21799,3726,19031,6494,4957,6520,13431,617
  襄阳区,239431,3.69,34.59,23537,11252,12285,17582,5955,14316,9221,13258,10279,625,19361,2959,592
  南漳县,149607,3.46,35.75,13939,5384,8555,12404,1535,9343,4596,6277,7662,357,11181,2047,354
  谷城县,146051,3.57,42.65,14391,8124,6267,13496,895,9622,4769,9362,5029,623,11075,2435,258
  保康县,76451,4.01,39.55,7671,4474,3197,7113,558,3923,3748,3367,4304,465,6066,929,211
  老河口市,128958,3.24,31.65,12751,8591,4160,10796,1955,7973,4778,7399,5352,544,8826,2948,433
  枣阳市,290041,3.34,33.82,28568,14686,13882,23412,5156,19352,9216,14313,14255,1201,21053,5791,523
  宜城市,143270,3.33,36.90,14155,5854,8301,12031,2124,10639,3516,8167,5988,535,10315,3019,286
鄂州市,294451,3.39,41.24,28355,25283,3072,24713,3642,16511,11844,18029,10326,1251,18565,8151,388
  梁子湖区,37287,3.81,37.85,4057,2313,1744,2798,1259,1682,2375,1752,2305,48,3705,269,35
  华容区,64496,3.57,47.52,6438,5602,836,5001,1437,2124,4314,2735,3703,71,5753,591,23
  鄂城区,192668,3.25,39.82,17860,17368,492,16914,946,12705,5155,13542,4318,1132,9107,7291,330
荆门市,818037,3.25,35.92,80088,44231,35857,72012,8076,63520,16568,46668,33420,4258,52851,20300,2679
  东宝区,117376,2.84,38.33,11247,7423,3824,10360,887,9289,1958,7612,3635,1223,5089,4574,361
  掇刀区,84449,3.03,39.55,8356,6093,2263,7688,668,7179,1177,6250,2106,787,2748,4437,384
  京山县,189816,3.28,37.68,18491,10186,8305,16799,1692,13737,4754,10440,8051,618,12221,5072,580
  沙洋县,165108,2.96,30.97,15934,6085,9849,14441,1493,13258,2676,8106,7828,775,11934,2630,595
  钟祥市,261288,3.65,35.89,26060,14444,11616,22724,3336,20057,6003,14260,11800,855,20859,3587,759
孝感市,1348768,3.10,33.93,119547,56876,62671,91842,27705,65642,53905,58497,61050,4519,90751,22078,2199
  孝南区,285284,2.83,37.56,23872,12011,11861,18877,4995,15219,8653,14741,9131,1485,15079,6565,743
  孝昌县,150000,3.38,32.26,13913,5125,8788,10043,3870,3734,10179,4826,9087,378,12534,852,149
  大悟县,162663,2.95,28.82,14620,6066,8554,11024,3596,4610,10010,4238,10382,939,11504,1872,305
  云梦县,138717,3.17,35.20,13485,5689,7796,11032,2453,9808,3677,7084,6401,226,10765,2417,77
  应城市,179556,2.92,31.80,14780,8876,5904,11128,3652,8971,5809,7771,7009,623,10204,3539,414
  安陆市,163755,3.36,38.02,14895,5750,9145,13503,1392,11595,3300,7590,7305,375,11094,3277,149
  汉川市,268793,3.27,33.26,23982,13359,10623,16235,7747,11705,12277,12247,11735,493,19571,3556,362
荆州市,1618921,3.06,34.94,158279,99665,58614,126891,31388,114671,43608,100937,57342,7316,115555,31677,3731
  沙巿区,198450,2.51,31.24,19401,17252,2149,17198,2203,16129,3272,15137,4264,3148,4945,10492,816
  荆州区,159170,3.36,40.24,15711,11842,3869,13483,2228,12663,3048,10997,4714,1110,9129,4868,604
  公安县,247197,3.21,33.52,24588,14860,9728,22040,2548,19854,4734,16920,7668,773,19385,3972,458
  监利县,324131,3.08,36.26,29988,13548,16440,17487,12501,14854,15134,13578,16410,510,25931,2853,694
  江陵县,93885,3.27,36.45,9552,5455,4097,7339,2213,6451,3101,5463,4089,213,8208,863,268
  石首市,163300,2.97,33.50,16628,11507,5121,13604,3024,12406,4222,10739,5889,471,13210,2679,268
  洪湖市,218859,2.86,32.07,21279,14834,6445,15315,5964,13064,8215,12792,8487,644,16822,3401,412
  松滋市,213929,3.33,37.72,21132,10367,10765,20425,707,19250,1882,15311,5821,447,17925,2549,211
黄冈市,1769281,4.04,42.34,173740,74582,99158,148840,24900,83578,90162,88119,85621,4636,149663,17562,1879
  黄州区,103324,2.99,43.04,10052,9217,835,9068,984,7566,2486,7570,2482,1023,5221,3515,293
  团风县,99777,4.12,37.99,8707,4612,4095,7656,1051,3915,4792,4240,4467,243,7919,421,124
  红安县,174951,3.27,34.48,14505,5597,8908,12702,1803,6224,8281,4961,9544,1006,11619,1621,259
  罗田县,153807,4.66,42.41,13795,5123,8672,12086,1709,6225,7570,6649,7146,438,11786,1404,167
  英山县,110795,4.34,43.29,10720,4317,6403,9949,771,5580,5140,5375,5345,131,8862,1588,139
  浠水县,254052,3.69,41.53,24840,7627,17213,22428,2412,11227,13613,13209,11631,283,22158,2213,186
  蕲春县,218287,5.20,43.43,23808,10145,13663,21692,2116,11800,12008,12988,10820,185,21913,1567,143
  黄梅县,217043,3.98,39.90,22872,12797,10075,17274,5598,11607,11265,12710,10162,228,21078,1447,119
  麻城市,266641,4.25,51.19,27754,5942,21812,23560,4194,11362,16392,11468,16286,573,25616,1330,235
  武穴巿,170604,3.46,42.82,16687,9205,7482,12425,4262,8072,8615,8949,7738,526,13491,2456,214
咸宁市,693808,3.92,37.53,66219,38741,27478,57207,9012,52505,13714,42003,24216,3811,46096,14706,1606
  咸安区,144437,3.68,38.75,14685,9697,4988,11770,2915,10226,4459,8526,6159,1288,8371,4469,557
  嘉鱼县,93375,3.14,32.54,8058,6220,1838,6900,1158,6089,1969,5137,2921,357,5248,2226,227
  通城县,106427,4.93,47.56,10200,3138,7062,9042,1158,8639,1561,6291,3909,437,8677,954,132
  崇阳县,111035,4.70,41.23,11038,4072,6966,10712,326,10694,344,8876,2162,534,9293,1075,136
  通山县,95806,4.27,34.14,9547,6432,3115,8104,1443,7081,2466,4577,4970,474,7403,1474,196
  赤壁市,142728,3.08,30.89,12691,9182,3509,10679,2012,9776,2915,8596,4095,721,7104,4508,358
随州市,622578,3.19,34.16,61305,25232,36073,51462,9843,30193,31112,29361,31944,2475,46878,11049,903
  曾都区,184662,2.89,35.94,18491,10496,7995,16866,1625,12906,5585,11902,6589,1213,10607,6443,228
  随县,222920,3.42,34.19,22210,6675,15535,18024,4186,9772,12438,9700,12510,388,19598,1919,305
  广水市,214996,3.21,32.69,20604,8061,12543,16572,4032,7515,13089,7759,12845,874,16673,2687,370
恩施土家族苗族自治州,1044013,4.10,46.81,104885,32523,72362,90208,14677,79712,25173,52027,52858,6153,88272,8159,2301
  恩施市,229713,3.72,44.76,21303,8768,12535,19402,1901,18970,2333,10205,11098,2012,15667,2965,659
  利川市,204195,5.06,50.79,24447,6293,18154,18748,5699,13884,10563,6957,17490,766,22516,874,291
  建始县,130263,4.22,49.33,12937,3442,9495,10996,1941,10610,2327,5763,7174,489,11371,914,163
  巴东县,146342,4.13,48.33,14357,4522,9835,12222,2135,8823,5534,5117,9240,965,11885,1092,415
  宣恩县,96388,3.28,43.54,8272,2096,6176,7882,390,7897,375,7829,443,388,7077,616,191
  咸丰县,95639,3.65,42.34,9789,2859,6930,9157,632,9086,703,8904,885,632,8267,702,188
  来凤县,76554,4.06,41.48,7163,2521,4642,6163,1000,5578,1585,3100,4063,412,6213,377,161
  鹤峰县,64919,3.99,51.08,6617,2022,4595,5638,979,4864,1753,4152,2465,489,5276,619,233
省直辖县级行政区划,1022738,3.22,37.16,100719,63264,37455,80263,20456,64582,36137,59272,41447,2535,81131,15241,1812
  仙桃市,352595,3.08,39.98,34706,27094,7612,28513,6193,22189,12517,19986,14720,1083,28112,5021,490
  潜江市,274692,3.17,33.40,26230,21283,4947,21012,5218,18605,7625,17871,8359,785,17211,7596,638
  天门市,373331,3.40,37.35,37616,13837,23779,28778,8838,22803,14813,20503,17113,510,34456,2115,535
  神农架林区,22120,3.16,37.35,2167,1050,1117,1960,207,985,1182,912,1255,157,1352,509,149
,,,,,,,,,,,,,,,,
湖南省,18625710,3.63,34.69,1815728,833886,981842,1414350,401378,1241419,574309,1104325,711403,109454,1351780,313379,41115
长沙市,2072002,3.58,42.47,208456,118655,89801,198579,9877,195589,12867,180262,28194,25120,115911,60144,7281
  芙蓉区,157645,2.38,31.15,15873,14841,1032,15116,757,15205,668,14253,1620,4962,1495,8205,1211
  天心区,143462,2.45,31.12,14417,13873,544,13833,584,13582,835,13361,1056,2811,1425,9003,1178
  岳麓区,204700,3.03,40.10,20529,15184,5345,19758,771,19639,890,18198,2331,3885,7327,8529,788
  开福区,180003,2.66,33.38,17436,15318,2118,16678,758,16260,1176,15965,1471,3418,3324,9485,1209
  雨花区,231114,2.45,31.58,23559,22515,1044,22977,582,22979,580,22181,1378,5021,2273,14873,1392
  长沙县,263288,4.28,51.96,28438,9130,19308,27581,857,27611,827,25337,3101,2494,21735,3701,508
  望城县,149781,3.86,50.08,15007,5783,9224,14482,525,14252,755,12973,2034,657,13285,847,218
  宁乡县,375999,4.54,48.71,36820,10694,26126,35498,1322,34757,2063,29872,6948,920,33357,2206,337
  浏阳市,366010,4.43,45.19,36377,11317,25060,32656,3721,31304,5073,28122,8255,952,31690,3295,440
株洲市,1064120,4.61,44.71,107112,57041,50071,98192,8920,89805,17307,84791,22321,8204,73444,23933,1531
  荷塘区,93843,2.91,32.98,9849,8605,1244,9385,464,9421,428,8820,1029,2317,2236,5114,182
  芦淞区,78824,2.72,32.34,7740,7113,627,7529,211,7443,297,7217,523,1568,1258,4825,89
  石峰区,90150,3.66,39.45,9025,8054,971,8665,360,8454,571,8113,912,1246,2576,4906,297
  天元区,63167,4.02,48.54,6416,4880,1536,6208,208,6212,204,5796,620,797,1821,3688,110
  株洲县,111570,4.46,44.00,10840,3217,7623,10472,368,10194,646,8964,1876,250,9528,956,106
  攸县,183547,5.85,51.72,18004,6410,11594,15303,2701,13027,4977,12616,5388,548,16329,946,181
  茶陵县,147076,5.37,43.70,15221,5989,9232,12193,3028,8686,6535,9255,5966,447,13909,601,264
  炎陵县,50844,4.99,40.72,5239,1942,3297,4401,838,2858,2381,2512,2727,264,4367,529,79
  醴陵市,245099,4.99,48.42,24778,10831,13947,24036,742,23510,1268,21498,3280,767,21420,2368,223
湘潭市,813460,3.68,41.53,78240,35756,42484,73379,4861,70379,7861,60970,17270,4898,52221,19825,1296
  雨湖区,140216,3.03,36.53,14052,12167,1885,13618,434,12977,1075,12832,1220,2157,4002,7479,414
  岳塘区,132515,2.92,33.13,12454,10986,1468,12124,330,11884,570,11648,806,1232,2931,7898,393
  湘潭县,272644,4.03,44.51,26340,4671,21669,24539,1801,23656,2684,19466,6874,670,23924,1474,272
  湘乡市,241243,4.05,44.08,22770,6694,16076,20520,2250,19345,3425,15103,7667,736,19230,2621,183
  韶山市,26842,4.10,50.58,2624,1238,1386,2578,46,2517,107,1921,703,103,2134,353,34
衡阳市,1942855,3.51,33.83,186839,63345,123494,117405,69434,95026,91813,91950,94889,8848,140102,33814,4075
  珠晖区,96287,2.68,30.57,9209,7215,1994,8131,1078,7465,1744,7427,1782,1446,2503,4870,390
  雁峰区,64503,2.62,31.04,6370,5692,678,5989,381,5645,725,5566,804,959,1007,4059,345
  石鼓区,71776,2.45,31.28,6489,5523,966,6059,430,5630,859,5554,935,1006,1184,4055,244
  蒸湘区,85158,2.99,37.73,8268,6714,1554,7612,656,7167,1101,7176,1092,897,2069,4866,436
  南岳区,16381,4.44,45.46,1534,958,576,1417,117,1334,200,1186,348,236,902,376,20
  衡阳县,291280,3.57,36.17,28367,4940,23427,16953,11414,13676,14691,12109,16258,546,25112,2326,383
  衡南县,250456,3.41,29.91,23741,4001,19740,10743,12998,6365,17376,7455,16286,521,21162,1638,420
  衡山县,101099,4.79,45.64,9816,2491,7325,8553,1263,7648,2168,6342,3474,238,8766,654,158
  衡东县,162052,5.49,44.81,15131,4472,10659,10967,4164,9748,5383,8474,6657,312,13196,1148,475
  祁东县,278553,3.60,30.53,27214,8022,19192,13281,13933,8756,18458,9003,18211,762,23903,2108,441
  耒阳市,324065,2.80,28.92,31890,8668,23222,15547,16343,12888,19002,13155,18735,1395,24440,5482,573
  常宁巿,201245,3.57,32.31,18810,4649,14161,12153,6657,8704,10106,8503,10307,530,15858,2232,190
邵阳市,1950605,3.35,29.56,191852,71515,120337,112005,79847,91027,100825,81681,110171,7703,162968,16455,4726
  双清区,92192,2.44,25.31,8856,7623,1233,7274,1582,6710,2146,6287,2569,1243,3479,3663,471
  大祥区,96045,2.60,27.53,9124,7258,1866,7114,2010,6497,2627,6487,2637,785,4144,3846,349
  北塔区,29485,3.02,31.65,2847,1974,873,1973,874,1619,1228,1741,1106,330,1872,565,80
  邵东县,264305,2.87,30.49,25874,9086,16788,13998,11876,11815,14059,10262,15612,1543,21687,1809,835
  新邵县,196864,3.27,28.92,19323,8062,11261,10451,8872,7556,11767,7868,11455,271,17640,1131,281
