首发论坛：经济学家bbs.jjxj.org,,,,,,,,,,,,,,,,,,,单位：人
地    区,"16岁及以上
人口","各种职业人口
总计",,,,,,,,"各种未工作
人口总计",,,,,,,,,
,,,国家机关、党群组织、企业、事业单位负责人,专业技术人员,"办事人员和
有关人员","商业、服务业
人员","农、林、牧、
渔、水利业
生产人员","生产、运输
设备操作人员
及有关人员","不便分类的
其他从业人员",,在校学生,丧失工作能力,毕业后未工作,"因单位原因
失去工作","因本人原因
失去工作",承包土地被征用,离退休,料理家务,其他
  嫩江县,33001,22216,226,1234,736,3074,14725,2220,1,10785,950,1377,353,212,282,16,3180,3617,798
  逊克县,7498,4942,91,231,191,396,3681,352,,2556,228,371,106,37,64,5,492,919,334
  孙吴县,6955,4614,75,323,166,572,2939,539,,2341,242,395,90,47,58,2,467,938,102
  北安市,26073,14660,375,1029,574,1670,8751,2247,14,11413,1211,1175,463,548,351,16,3696,3245,708
  五大连池市,22156,14030,339,735,608,1449,9655,1243,1,8126,685,1050,272,91,88,3,2283,2873,781
绥化市,442579,314761,1902,12619,5550,32897,233042,28561,190,127818,21491,26184,3180,1781,2070,102,22455,40703,9852
  北林区,73955,48430,398,3351,1124,7184,32380,3952,41,25525,3935,4131,758,569,568,56,4495,7961,3052
  望奎县,40347,27647,146,694,247,926,23671,1956,7,12700,1592,2881,254,68,290,3,1551,4230,1831
  兰西县,30390,22232,190,671,278,1904,16380,2809,,8158,1397,1943,217,112,92,9,818,3101,469
  青冈县,39657,29157,292,941,414,2232,24319,849,110,10500,2577,2667,231,113,157,2,1246,3308,199
  庆安县,30818,23730,61,835,407,2251,18270,1906,,7088,1327,1766,105,74,83,5,1120,1896,712
  明水县,26300,18875,60,653,535,2366,12905,2355,1,7425,1318,1598,214,126,95,6,1151,2680,237
  绥棱县,25417,19313,143,653,542,1929,13851,2195,,6104,953,1538,110,58,34,2,1741,1362,306
  安达市,33164,22955,127,1035,423,3276,14918,3174,2,10209,1272,1779,357,96,143,,2144,3536,882
  肇东市,77038,55791,155,2434,1054,5710,41434,5001,3,21247,4119,4015,553,407,338,4,4886,6211,714
  海伦市,65493,46631,330,1352,526,5119,34914,4364,26,18862,3001,3866,381,158,270,15,3303,6418,1450
大兴安岭地区,39478,21458,597,2241,2311,4935,4361,6871,142,18020,2231,1449,690,583,554,3,7076,4640,794
  加格达奇,11771,6252,162,732,803,1771,1014,1770,,5519,928,498,233,217,216,1,1901,1320,205
  松岭区,2499,1331,41,110,208,274,94,603,1,1168,100,132,34,83,40,,507,219,53
  新林区,3970,2400,66,183,198,485,440,1027,1,1570,245,102,28,9,19,,995,143,29
  呼中区,3408,1697,28,153,261,363,273,481,138,1711,195,117,44,52,18,,906,335,44
  呼玛县,3963,2252,56,185,175,331,1123,380,2,1711,154,190,55,64,36,2,300,699,211
  塔河县,7215,3865,155,458,306,970,684,1292,,3350,365,235,110,143,106,,1279,969,143
  漠河县,6652,3661,89,420,360,741,733,1318,,2991,244,175,186,15,119,,1188,955,109
,,,,,,,,,,,,,,,,,,,
上海市,2040875,1251461,65970,188155,168631,357374,37847,432735,749,789414,97956,20939,14017,34919,46941,3641,427810,108459,34732
市辖区,1978095,1213396,65048,185123,166422,351813,24297,419954,739,764699,95254,15755,13563,34243,46380,3088,420433,102043,33940
  黄浦区,38407,20201,1167,3040,3385,10054,15,2522,18,18206,1816,294,318,1349,1432,5,11534,1244,214
  卢湾区,22642,10838,919,2140,2083,4552,8,1131,5,11804,1276,115,189,659,698,5,7895,629,338
  徐汇区,97338,51127,4712,13374,9657,16688,53,6579,64,46211,6773,406,753,2239,2766,35,30007,2682,550
  长宁区,61439,32372,4100,8165,5536,11279,58,3224,10,29067,3486,282,433,1089,2585,16,19213,1678,285
  静安区,22190,11227,436,2525,3085,4207,3,970,1,10963,1066,116,176,588,561,1,7610,542,303
  普陀区,117811,64421,7045,13302,10419,22888,188,10544,35,53390,5455,576,826,2564,2634,23,35553,3703,2056
  闸北区,76133,38714,2043,7420,7814,14899,43,6463,32,37419,3996,371,694,1645,3130,10,24094,2305,1174
  虹口区,77657,39306,2748,9433,7137,14729,43,5204,12,38351,3993,433,670,2398,1894,14,25851,2222,876
  杨浦区,120569,56512,4543,13573,10573,17363,97,10327,36,64057,10975,595,969,4252,2714,26,39207,2996,2323
  闵行区,213045,140431,3528,21290,23063,43496,1308,47744,2,72614,8951,637,1270,2307,4840,362,40096,10889,3262
  宝山区,169959,102921,3626,15300,13713,32096,940,37246,,67038,7176,882,1395,2668,3352,60,36461,11090,3954
  嘉定区,131798,94106,4463,8087,8935,21901,2263,48060,397,37692,4337,715,703,1515,2196,119,20172,6522,1413
  浦东新区,442465,277718,18338,46148,32831,76753,8136,95508,4,164747,18868,3289,2932,7985,11481,1613,86572,25475,6532
  金山区,64461,42054,1439,4101,3444,9555,2089,21404,22,22407,3024,1763,404,578,978,215,8029,5725,1691
  松江区,137794,99519,1613,8540,11692,23429,1368,52868,9,38275,6657,1221,757,1214,2485,286,13742,8783,3130
  青浦区,90300,66467,2068,4405,7425,14176,3483,34870,40,23833,2595,2964,514,651,1343,206,5284,9196,1080
  奉贤区,94087,65462,2260,4280,5630,13748,4202,35290,52,28625,4810,1096,560,542,1291,92,9113,6362,4759
县,62780,38065,922,3032,2209,5561,13550,12781,10,24715,2702,5184,454,676,561,553,7377,6416,792
  崇明县,62780,38065,922,3032,2209,5561,13550,12781,10,24715,2702,5184,454,676,561,553,7377,6416,792
,,,,,,,,,,,,,,,,,,,
江苏省,6482159,4486706,120713,358827,224317,983626,1023809,1771788,3626,1995453,452083,299794,43957,37335,50938,10267,496880,496583,107616
南京市,658630,393167,17810,57784,37049,110203,44791,125161,369,265463,91415,20051,4294,6524,9481,1907,85333,36959,9499
  玄武区,48075,24618,2070,6507,3707,7802,126,4404,2,23457,9838,342,297,531,631,90,9813,1205,710
  白下区,43588,25074,842,6281,5222,8904,56,3760,9,18514,3971,346,270,632,495,20,11416,871,493
  秦淮区,30169,17484,1277,3165,2297,6941,80,3710,14,12685,1364,308,338,787,697,83,7172,1425,511
  建邺区,34390,21099,1790,4159,2662,6947,720,4815,6,13291,2417,440,342,742,993,205,5972,1647,533
  鼓楼区,59505,33001,2391,10030,6324,9906,32,4316,2,26504,8588,277,403,1018,1495,47,13256,1003,417
  下关区,38076,23105,594,2781,3041,9840,18,6829,2,14971,2805,347,341,478,1055,7,8004,984,950
  浦口区,62089,39899,1635,4368,1956,11193,7169,13523,55,22190,12133,2903,145,67,181,88,5125,1435,113
  栖霞区,56741,28521,1257,3421,2576,7774,2303,11176,14,28220,14064,1385,415,551,792,296,5946,3400,1371
  雨花台区,33063,19843,875,3640,2065,6255,222,6732,54,13220,3611,711,298,475,658,182,4498,2315,472
  江宁区,104944,60900,2676,6893,3449,16000,6724,25088,70,44044,23412,4641,508,442,1409,419,5007,7174,1032
  六合区,78099,51045,1285,3822,2371,9184,12011,22335,37,27054,5629,4155,568,627,810,323,6520,6987,1435
  溧水县,34275,23855,599,1443,766,6240,5519,9211,77,10420,2021,2009,171,75,108,42,1413,3784,797
  高淳县,35616,24723,519,1274,613,3217,9811,9262,27,10893,1562,2187,198,99,157,105,1191,4729,665
无锡市,559316,375203,14832,41286,27186,82920,19141,189727,111,184113,29854,16709,4178,4867,8081,1023,59000,51442,8959
  崇安区,20470,12537,620,2144,1452,5022,34,3233,32,7933,1020,101,161,399,323,7,5055,740,127
  南长区,33135,18455,688,3589,2582,6180,49,5367,,14680,1362,157,325,1007,766,5,9590,885,583
  北塘区,29418,16861,813,2320,2277,5634,33,5783,1,12557,1261,147,316,679,1051,3,7354,1211,535
  锡山区,61061,45020,1832,3804,2543,8530,1293,27018,,16041,2074,2584,322,196,757,112,2855,6217,924
  惠山区,60409,42032,1416,4460,1985,8415,1743,23953,60,18377,4050,1774,368,232,858,123,3677,6478,817
  滨湖区,108127,67648,1515,9155,6019,15178,935,34828,18,40479,10158,2169,776,1253,1781,301,14449,7272,2320
  江阴市,139669,99683,4859,9007,6162,20188,3640,55827,,39986,5337,5287,982,642,1563,316,9713,14193,1953
  宜兴市,107027,72967,3089,6807,4166,13773,11414,33718,,34060,4592,4490,928,459,982,156,6307,14446,1700
徐州市,667053,455924,5402,28796,13014,88622,192741,126865,484,211129,55408,41529,5845,3611,3049,1061,37026,50496,13104
  鼓楼区,40427,22409,690,3022,1368,8010,1638,7678,3,18018,2734,1059,746,1049,593,283,6757,3762,1035
  云龙区,27468,15234,398,2320,1511,5996,1485,3520,4,12234,2868,696,365,437,319,141,5090,1623,695
  九里区,10574,5530,80,489,257,1289,731,2684,,5044,1609,372,189,76,87,6,851,1543,311
  贾汪区,35815,22299,188,1230,679,2586,9800,7808,8,13516,2334,2433,499,176,255,77,2275,4756,711
  泉山区,43348,21044,890,5240,3670,7295,137,3756,56,22304,5108,349,754,1051,534,46,10353,2693,1416
  丰县,74799,54718,460,2144,665,6979,30502,13926,42,20081,6836,6310,333,120,182,107,1512,3928,753
  沛县,84884,60101,802,3774,1223,8736,28104,17434,28,24783,8727,5749,411,93,143,33,2594,5945,1088
  铜山县,86017,61915,553,3034,912,10799,31291,15207,119,24102,6632,6289,759,146,317,87,1848,6869,1155
  睢宁县,79796,57152,378,2124,891,15899,15872,21878,110,22644,6411,6434,395,107,148,49,1964,6194,942
  新沂市,72678,51784,634,2424,725,6731,28372,12888,10,20894,4479,5352,666,196,253,161,1611,5607,2569
  邳州市,111247,83738,329,2995,1113,14302,44809,20086,104,27509,7670,6486,728,160,218,71,2171,7576,2429
常州市,389440,268447,9378,24497,18454,57720,32094,126236,68,120993,20079,13869,2270,2697,4964,856,33921,34267,8070
  天宁区,43838,25885,1630,4036,3037,7929,55,9195,3,17953,3092,355,346,794,1090,94,9041,2202,939
  钟楼区,41685,24529,1235,4051,3255,7835,46,8068,39,17156,3212,330,297,740,945,118,8465,2269,780
  戚墅堰区,9197,5577,297,566,352,1244,81,3037,,3620,754,131,57,133,135,29,1749,447,185
  新北区,50911,36043,1254,3124,3213,7416,2135,18901,,14868,2840,1914,287,215,742,192,2042,4667,1969
  武进区,133943,98340,2942,7615,4908,19419,9381,54058,17,35603,4934,4744,710,456,1167,272,6940,14096,2284
  溧阳市,62525,44494,1048,3006,2174,8378,12275,17610,3,18031,3473,4088,335,243,313,137,3306,5137,999
  金坛市,47341,33579,972,2099,1515,5499,8121,15367,6,13762,1774,2307,238,116,572,14,2378,5449,914
苏州市,905564,662820,26413,62658,49119,148602,25742,349966,320,242744,41641,14900,4648,4043,8832,1156,99791,50627,17106
  沧浪区,34319,18982,1072,4274,3853,6218,31,3523,11,15337,2888,196,263,559,607,20,8617,1209,978
  平江区,83521,56711,2648,8774,6115,14477,521,24138,38,26810,4915,829,513,859,1428,194,11845,4379,1848
  金阊区,25056,15074,796,2111,2020,4792,66,5285,4,9982,1289,249,159,405,506,23,5703,1121,527
  虎丘区,49589,34674,1613,4400,2562,7781,785,17522,11,14915,4423,778,250,259,623,66,4458,3070,988
  吴中区,99998,73971,3201,4787,6499,15303,5479,38700,2,26027,6776,1556,521,365,821,77,7987,5926,1998
  相城区,59949,45916,1801,3194,1727,11641,1053,26416,84,14033,1853,1555,342,155,924,90,3409,4743,962
  常熟市,133726,105188,4263,6175,6354,23570,4409,60292,125,28538,5254,819,95,78,189,4,18953,1661,1485
  张家港市,107091,75343,2681,8085,4014,15195,4763,40605,,31748,4521,3377,826,311,1009,382,9902,8078,3342
  昆山市,140462,109434,3124,11177,7762,24670,1929,60763,9,31028,4208,988,771,452,1336,42,14230,6799,2202
  吴江市,110071,82120,3301,5476,4824,15214,3834,49471,,27951,3572,3311,528,301,745,173,6289,10801,2231
  太仓巿,61782,45407,1913,4205,3389,9741,2872,23251,36,16375,1942,1242,380,299,644,85,8398,2840,545
南通市,630094,461190,9996,26203,15149,85389,126002,198301,150,168904,32531,38296,3096,2370,2404,1142,40191,42050,6824
  崇川区,73915,44519,1337,6390,5528,12726,1389,17135,14,29396,9250,1634,610,770,742,456,11759,3204,971
  港闸区,23951,15365,510,1033,687,3349,1172,8590,24,8586,1840,1037,199,282,178,135,2542,2090,283
  通州区,101058,80801,1655,3579,1683,11061,25159,37662,2,20257,3601,6503,393,199,239,64,4439,4136,683
  海安县,77496,57859,1817,3148,1409,7648,16936,26890,11,19637,3221,5462,317,225,282,104,4340,4882,804
  如东县,86765,69174,727,2888,1373,14092,20832,29262,,17591,3346,5864,250,181,180,67,3783,3351,569
  启东市,81658,56805,880,2624,1571,9627,17341,24735,27,24853,2807,5150,410,92,262,101,4074,11225,732
  如皋市,110274,79264,1125,3714,1647,13463,23969,35282,64,31010,5435,8331,563,395,318,119,4771,9378,1700
  海门市,74977,57403,1945,2827,1251,13423,19204,18745,8,17574,3031,4315,354,226,203,96,4483,3784,1082
连云港市,331426,228768,3302,15741,7033,49159,84238,69100,195,102658,27419,17889,3397,1677,1896,203,16848,25540,7789
  连云区,18778,10616,471,1374,992,2746,621,4411,1,8162,1012,474,310,161,257,12,2892,2203,841
  新浦区,43331,23811,1283,4482,1979,7236,3809,5021,1,19520,5544,850,700,873,415,41,6479,2740,1878
  海州区,18833,13198,284,794,415,2826,3901,4966,12,5635,1509,769,192,112,442,9,1603,820,179
  赣榆县,73008,52477,363,2403,752,9378,20897,18662,22,20531,7010,4761,456,167,223,17,1274,5466,1157
  东海县,73149,51665,220,3547,1453,13208,19632,13467,138,21484,5489,5059,729,163,169,27,1358,6433,2057
  灌云县,59873,43724,343,1498,641,9627,19544,12056,15,16149,4183,3397,633,149,149,32,2297,4358,951
  灌南县,44454,33277,338,1643,801,4138,15834,10517,6,11177,2672,2579,377,52,241,65,945,3520,726
淮安市,377582,259823,4442,16117,7920,65788,84536,80882,138,117759,33350,25907,2394,1430,1435,197,17077,31806,4163
  清河区,41833,23081,875,3295,1680,7177,1302,8711,41,18752,8241,1260,394,546,342,60,4006,3230,673
  楚州区,76797,53271,696,2472,1158,11615,20029,17295,6,23526,6072,6298,388,57,119,5,2900,6932,755
  淮阴区,61201,43989,693,2628,938,8797,15606,15321,6,17212,5649,4320,318,135,225,50,1735,4316,464
  清浦区,25381,15477,685,1757,892,4750,2873,4519,1,9904,1877,1066,390,319,224,14,3047,2467,500
  涟水县,66486,47582,585,1935,831,13528,18805,11831,67,18904,5730,4790,338,155,135,35,1539,5404,778
  洪泽县,27557,19285,329,1068,374,3815,6921,6776,2,8272,1580,2302,162,49,109,9,1047,2822,192
  盱眙县,51647,37639,372,1947,1088,12908,11853,9456,15,14008,3100,3957,250,123,125,16,1501,4349,587
  金湖县,26680,19499,207,1015,959,3198,7147,6973,,7181,1101,1914,154,46,156,8,1302,2286,214
盐城市,569460,422540,7022,20850,9343,109645,147848,127155,677,146920,26354,33258,4141,2948,2101,849,26058,42314,8897
  亭湖区,72950,47866,1260,4672,1964,17003,7097,15773,97,25084,6838,2788,621,1092,339,217,5854,5672,1663
  盐都区,55421,39950,1081,2232,661,11401,10091,14424,60,15471,3422,3584,473,137,125,131,1555,5285,759
  响水县,37516,27028,261,1192,558,6828,10415,7761,13,10488,1715,2336,490,123,186,16,1673,3181,768
  滨海县,68945,51707,410,2322,1031,12195,22187,13373,189,17238,3039,4161,493,202,421,61,2045,5494,1322
  阜宁县,66272,48373,795,1742,356,11793,20305,13335,47,17899,2456,5251,528,220,263,180,1697,5931,1373
  射阳县,68112,53379,570,1963,855,15046,21604,13125,216,14733,2143,4068,362,332,152,82,2782,4084,728
  建湖县,55704,39046,506,1987,1056,7355,13513,14627,2,16658,2573,4087,354,166,174,42,2308,6151,803
  东台市,84874,66924,1097,2495,1485,15962,24914,20963,8,17950,2470,4500,494,350,218,74,5040,3948,856
  大丰市,59666,48267,1042,2245,1377,12062,17722,13774,45,11399,1698,2483,326,326,223,46,3104,2568,625
扬州市,382482,254939,6676,20052,12317,53476,53768,108035,615,127543,27114,19119,2236,2110,2774,491,27843,39298,6558
  广陵区,29803,16564,225,2156,2047,6052,406,5678,,13239,2667,462,259,657,973,165,6468,1344,244
  邗江区,50199,30803,1350,2771,1601,6112,2458,16389,122,19396,6429,2849,287,79,278,49,2345,5949,1131
  维扬区,40554,24389,1083,3776,2351,6721,1091,9332,35,16165,4736,988,288,408,320,73,5006,3400,946
  宝应县,62154,45472,731,2275,1343,9357,18940,12813,13,16682,2886,3422,285,137,207,35,2784,5684,1242
  仪征市,48993,32152,478,2213,1565,5772,4491,17423,210,16841,3324,2931,379,385,301,75,3237,5218,991
  高邮市,63722,47594,1328,2517,1385,10048,12710,19556,50,16128,3216,3519,271,141,360,26,2912,5295,388
  江都市,87057,57965,1481,4344,2025,9414,13672,26844,185,29092,3856,4948,467,303,335,68,5091,12408,1616
镇江市,261785,177326,4122,16195,10475,42357,23876,80061,240,84459,17518,10276,2096,1979,2050,482,21779,24314,3965
  京口区,50733,30093,891,4520,3056,7473,1451,12696,6,20640,5343,1191,514,833,484,241,7772,3493,769
  润州区,24451,14653,554,2058,1339,5054,635,4959,54,9798,2105,392,200,355,359,27,4780,1246,334
  丹徒区,25887,18392,519,828,413,4139,4086,8310,97,7495,1347,1509,208,77,150,66,1156,2594,388
  丹阳市,82681,59906,1022,4868,2579,14239,6367,30751,80,22775,3668,3464,535,421,572,80,4669,8181,1185
  扬中市,28430,19970,560,1966,1830,5068,1418,9126,2,8460,1351,1315,221,89,195,21,1496,3277,495
  句容市,49603,34312,576,1955,1258,6384,9919,14219,1,15291,3704,2405,418,204,290,47,1906,5523,794
泰州市,390448,277166,7863,16230,11751,52469,77189,111609,55,113282,18497,23423,2884,2300,2390,542,24072,33500,5674
  海陵区,50020,29964,1533,3526,2866,7729,2131,12170,9,20056,4277,1668,437,611,611,252,6324,4842,1034
  高港区,24079,16946,530,1045,632,2884,3764,8089,2,7133,914,1667,154,38,135,52,1048,2725,400
  兴化市,103232,76550,709,2850,2481,15505,29026,25976,3,26682,4057,7809,1044,301,239,27,3836,8136,1233
  靖江市,60098,43878,2296,2971,2304,7110,9345,19851,1,16220,2136,2635,387,627,730,135,4359,4404,807
  泰兴市,90218,64589,1621,3317,1830,12643,20757,24386,35,25629,4621,5877,557,439,334,54,4512,7871,1364
  姜堰市,62801,45239,1174,2521,1638,6598,12166,21137,5,17562,2492,3767,305,284,341,22,3993,5522,836
宿迁市,358879,249393,3455,12418,5507,37276,111843,78690,204,109486,30903,24568,2478,779,1481,358,7941,33970,7008
  宿城区,61879,41216,1003,3335,1474,7273,13309,14691,131,20663,5433,3497,546,248,452,63,2249,6670,1505
  宿豫区,51701,36494,502,1268,431,10367,11056,12826,44,15207,5372,4124,119,63,146,63,583,4225,512
  沭阳县,116424,76473,1128,4701,1553,10422,32335,26306,28,39951,10799,8213,1023,160,459,105,2148,14198,2846
  泗阳县,59185,43474,275,1232,965,3797,26075,11130,,15711,3869,4279,439,221,205,110,1327,4210,1051
  泗洪县,69690,51736,547,1882,1084,5417,29068,13737,1,17954,5430,4455,351,87,219,17,1634,4667,1094
,,,,,,,,,,,,,,,,,,,
浙江省,4611756,3280387,110734,254374,196985,711508,491138,1514820,828,1331369,236720,202313,24990,16653,78137,11829,254097,452118,54512
杭州市,745347,494356,19191,60024,45322,125662,49433,194724,,250991,60808,24964,4229,4831,39379,1993,74230,40557,
  上城区,30562,16692,1061,3794,3001,6303,26,2507,,13870,1203,209,263,636,1985,13,9332,229,
  下城区,45736,28081,1792,6440,4581,10034,39,5195,,17655,2679,173,404,662,2778,25,10377,557,
  江干区,85740,53300,1824,7892,5044,17996,395,20149,,32440,15245,583,399,875,4723,302,8413,1900,
  拱墅区,51134,32231,801,5489,5484,11536,28,8893,,18903,4250,366,364,517,4702,26,8004,674,
  西湖区,68641,37770,2469,10209,5618,11048,1065,7361,,30871,13009,1023,498,553,4041,203,9057,2487,
  滨江区,26240,16962,1308,3623,1857,4536,174,5464,,9278,3873,286,167,82,1614,232,2024,1000,
  萧山区,131042,93717,3848,7393,6321,19511,8162,48482,,37325,5728,4814,814,422,6233,289,9437,9588,
  余杭区,102268,76489,1323,5725,6875,18272,6232,38062,,25779,3887,3218,252,285,2431,571,7850,7285,
  桐庐县,34089,24225,1146,1539,998,4701,3600,12241,,9864,1435,2164,183,155,1595,77,1638,2617,
  淳安县,27851,19809,364,1049,587,2438,11788,3583,,8042,1397,2372,88,88,1150,5,1164,1778,
  建德市,36342,24319,761,1594,1136,4289,6304,10235,,12023,1865,2737,182,168,1490,13,2569,2999,
  富阳市,57666,37672,1435,3164,2277,8684,3631,18481,,19994,2632,4030,396,235,4603,129,2565,5404,
  临安市,48036,33089,1059,2113,1543,6314,7989,14071,,14947,3605,2989,219,153,2034,108,1800,4039,
宁波市,687825,497982,15131,40052,39117,109368,42719,251481,114,189843,32286,23862,2977,2425,6887,1740,47747,63603,8316
  海曙区,31520,19052,275,3682,5053,6884,64,3093,1,12468,2356,215,109,390,478,90,7127,1363,340
  江东区,34141,23566,1251,4362,4740,8961,33,4214,5,10575,1285,229,109,243,751,35,5908,1664,351
  江北区,34676,22679,549,2405,2903,6364,805,9652,1,11997,3470,386,145,173,450,88,4561,2287,437
  北仑区,57267,43049,722,3071,3437,8398,2044,25375,2,14218,1896,1295,206,120,483,192,4144,5092,790
  镇海区,36058,26541,747,2527,1865,5580,1060,14754,8,9517,1114,693,133,154,639,58,3667,2569,490
  鄞州区,134118,98121,4771,7169,5566,20849,5069,54697,,35997,9267,1648,524,374,1386,250,8481,12475,1592
  象山县,42622,27774,1639,2218,1404,5234,5756,11510,13,14848,1453,2775,223,155,593,104,1426,7558,561
  宁海县,51542,38444,567,2741,1722,8674,5939,18791,10,13098,2106,3389,98,46,413,91,1667,4620,668
  余姚市,93871,68804,2280,4547,4298,11813,8537,37274,55,25067,3806,5035,497,289,544,317,4337,8893,1349
  慈溪市,129647,99484,1356,5368,6376,20765,8118,57490,11,30163,3772,5241,804,363,914,364,4722,12613,1370
  奉化市,42363,30468,974,1962,1753,5846,5294,14631,8,11895,1761,2956,129,118,236,151,1707,4469,368
温州市,737868,506799,12413,34332,28943,128046,48792,254132,141,231069,37222,33771,6076,2137,11969,1693,28181,96200,13820
  鹿城区,110256,78529,3045,8017,7732,22938,1073,35724,,31727,4649,1730,621,962,1720,430,10796,7870,2949
  龙湾区,60397,45731,1727,2750,1877,8533,763,30077,4,14666,2172,1857,433,116,783,286,1136,7114,769
