表2-2省自治区直辖市的市按居委会村委会分的人口数,,,,,,,,,
,,,,,,,,,
单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  海口市,    410 050,    218 324,    191 726,    332 750,    179 449,    153 301,    77 300,    38 875,    38 425
    海口市辖区,    326 370,    176 087,    150 283,    326 370,    176 087,    150 283,-,-,-
    海口空缺区,    83 680,    42 237,    41 443,    6 380,    3 362,    3 018,    77 300,    38 875,    38 425
  三亚市,    306 948,    158 468,    148 480,    106 764,    56 308,    50 456,    200 184,    102 160,    98 024
    三亚市辖区,    79 926,    42 046,    37 880,    79 926,    42 046,    37 880,-,-,-
    三亚空缺区,    227 022,    116 422,    110 600,    26 838,    14 262,    12 576,    200 184,    102 160,    98 024
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  省辖行政单位,    86 204,    44 751,    41 453,    44 548,    23 450,    21 098,    41 656,    21 301,    20 355
    通什市,    86 204,    44 751,    41 453,    44 548,    23 450,    21 098,    41 656,    21 301,    20 355
四川省,    20 133 941,    10 442 467,    9 691 474,    8 157 229,    4 354 972,    3 802 257,11 976 712,    6 087 495,    5 889 217
  成都市,    3 483 834,1 811 062,    1 672 772,    1 908 569,    1 025 714,    882 855,    1 575 265,    785 348,    789 917
    东城区,    824 430,    443 749,    380 681,    824 430,    443 749,    380 681,-,-,-
    西城区,    759 228,    400 855,    358 373,    759 228,    400 855,    358 373,-,-,-
    金牛区,    624 393,    312 188,    312 205,    130 381,    74 224,    56 157,    494 012,    237 964,    256 048
    龙泉驿区,    372 955,    190 880,    182 075,    27 107,    14 978,    12 129,    345 848,    175 902,    169 946
    青白江区,    373 866,    195 141,    178 725,    66 877,    38 209,    28 668,    306 989,    156 932,    150 057
    都江堰市,    528 962,    268 249,    260 713,    100 546,    53 699,    46 847,    428 416,    214 550,    213 866
  重庆市,    3 122 704,    1 626 571,    1 496 133,    2 337 117,    1 238 106,    1 099 011,    785 587,    388 465,    397 122
    市中区,    499 687,    258 381,    241 306,    499 687,    258 381,    241 306,-,-,-
    大渡口区,    114 664,    60 115,    54 549,    114 664,    60 115,    54 549,-,-,-
    江北区,    343 951,    178 049,    165 902,    287 622,    149 096,    138 526,    56 329,    28 953,    27 376
    沙坪坝区,    622 178,    330 533,    291 645,    532 758,    287 691,    245 067,    89 420,    42 842,    46 578
    九龙坡区,    515 873,    269 413,    246 460,    364 593,    195 365,    169 228,    151 280,    74 048,    77 232
    南岸区,    337 125,    174 843,    162 282,    253 288,    135 687,    117 601,    83 837,    39 156,    44 681
    北碚区,    387 313,    198 888,    188 425,    183 960,    98 126,    85 834,    203 353,    100 762,    102 591
    南桐矿区,    265 257,    137 099,    128 158,    87 305,    46 383,    40 922,    177 952,    90 716,    87 236
    双桥区,    36 656,    19 250,    17 406,    13 240,    7 262,    5 978,    23 416,    11 988,    11 428
  自贡市,    977 147,    500 878,    476 269,    376 891,    194 486,    182 405,    600 256,    306 392,    293 864
    自流井区,    176 786,    90 728,    86 058,    176 786,    90 728,    86 058,-,-,-
    贡井区,    129 980,    65 342,    64 638,    66 313,    33 559,    32 754,    63 667,    31 783,    31 884
    大安区,    316 292,    161 731,    154 561,    102 824,    53 149,    49 675,    213 468,    108 582,    104 886
    沿滩区,    354 089,    183 077,    171 012,    30 968,    17 050,    13 918,    323 121,    166 027,    157 094
  攀枝花市,    631 752,    351 281,    280 471,    436 001,    250 628,    185 373,    195 751,    100 653,    95 098
    东区,    294 146,    170 682,    123 464,    294 146,    170 682,    123 464,-,-,-
    西区,    130 988,    73 902,    57 086,    130 988,    73 902,    57 086,-,-,-
    仁和区,    206 618,    106 697,    99 921,    10 867,    6 044,    4 823,    195 751,    100 653,    95 098
  泸州市,    412 211,    210 115,    202 096,    272 736,    140 325,    132 411,    139 475,    69 790,    69 685
    市中区,    412 211,    210 115,    202 096,    272 736,    140 325,    132 411,    139 475,    69 790,    69 685
  德阳市,    1 286 664,    661 950,    624 714,    250 909,    134 008,    116 901,1 035 755,    527 942,    507 813
    市中区,    762 215,    396 893,    365 322,    176 414,    95 488,    80 926,    585 801,    301 405,    284 396
    广汉市,    524 449,    265 057,    259 392,    74 495,    38 520,    35 975,    449 954,    226 537,    223 417
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  绵阳市,    1 701 059,    893 233,    807 826,    392 803,    216 132,    176 671,    1 308 256,    677 101,    631 155
    市中区,    875 538,    462 200,    413 338,    232 035,    128 489,    103 546,    643 503,    333 711,    309 792
    江油市,    825 521,    431 033,    394 488,    160 768,    87 643,    73 125,    664 753,    343 390,    321 363
  广元市,    859 913,    447 928,    411 985,    225 401,    123 636,    101 765,    634 512,    324 292,    310 220
    市中区,    445 944,    235 219,    210 725,    217 244,    118 679,    98 565,    228 700,    116 540,    112 160
    元坝区,    225 179,    115 533,    109 646,    5 672,    3 363,    2 309,    219 507,    112 170,    107 337
    朝天区,    188 790,    97 176,    91 614,    2 485,    1 594,    891,    186 305,    95 582,    90 723
  遂宁市,    1 259 604,    644 356,    615 248,    110 609,    56 668,    53 941,    1 148 995,    587 688,    561 307
    市中区,    1 259 604,    644 356,    615 248,    110 609,    56 668,    53 941,    1 148 995,    587 688,    561 307
  内江市,    1 289 184,    662 359,    626 825,    239 654,    124 628,    115 026,    1 049 530,    537 731,    511 799
    市中区,    326 935,    165 732,    161 203,    203 679,    104 644,    99 035,    123 256,    61 088,    62 168
    东兴区,    962 249,    496 627,    465 622,    35 975,    19 984,    15 991,    926 274,    476 643,    449 631
  乐山市,    1 413 036,    722 059,    690 977,    367 190,    193 676,    173 514,    1 045 846,    528 383,    517 463
    市中区,    488 522,    246 032,    242 490,    141 960,    72 759,    69 201,    346 562,    173 273,    173 289
    沙湾区,    210 113,    112 658,    97 455,    64 430,    38 258,    26 172,    145 683,    74 400,    71 283
    五通桥区,    315 674,159 158,    156 516,    91 083,    46 013,    45 070,    224 591,    113 145,    111 446
    金口河区,    55 786,    29 054,    26 732,    15 526,    8 474,    7 052,    40 260,    20 580,    19 680
    峨眉山市,    342 941,    175 157,    167 784,    54 191,    28 172,    26 019,    288 750,    146 985,    141 765
  万县地区,    314 392,    158 586,    155 806,    166 166,    84 583,    81 583,    148 226,    74 003,    74 223
    万县市,    314 392,    158 586,    155 806,    166 166,    84 583,    81 583,    148 226,    74 003,    74 223
  涪陵地区,    1 004 712,    514 780,    489 932,    164 944,    86 697,    78 247,    839 768,    428 083,    411 685
    涪陵市,    1 004 712,    514 780,    489 932,    164 944,    86 697,    78 247,    839 768,    428 083,    411 685
  宜宾地区,    685 192,    352 323,    332 869,    225 670,    116 663,    109 007,    459 522,    235 660,    223 862
    宜宾市,    685 192,    352 323,    332 869,    225 670,    116 663,    109 007,    459 522,    235 660,    223 862
  南充地区,    618 549,    326 094,    292 455,    274 002,    150 936,    123 066,    344 547,    175 158,    169 389
    南充市,    279 178,    144 491,    134 687,    188 908,    101 024,    87 884,    90 270,    43 467,    46 803
    华蓥市,    339 371,    181 603,    157 768,    85 094,    49 912,    35 182,    254 277,    131 691,    122 586
  达县地区,    295 202,    156 301,    138 901,    160 701,    85 854,    74 847,    134 501,    70 447,    64 054
    达县市,    295 202,    156 301,    138 901,    160 701,    85 854,    74 847,    134 501,    70 447,    64 054
  雅安地区,    297 590,    153 507,    144 083,    118 858,    62 451,    56 407,    178 732,    91 056,    87 676
    雅安市,    297 590,    153 507,    144 083,    118 858,    62 451,    56 407,    178 732,    91 056,    87 676
  凉山彝族自治州,    481 196,    249 084,    232 112,    129 008,    69 781,    59 227,    352 188,    179 303,    172 885
    西昌市,    481 196,    249 084,232 112,    129 008,    69 781,    59 227,    352 188,    179 303,    172 885
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
  省、自治区、直辖市的市按居委会、村委会分的人口数(续31),,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
贵州省,    6 235 848,    3 258 639,    2 977 209,    2 394 102,    1 279 363,    1 114 739,    3 841 746,    1 979 276,    1 862 470
  贵阳市,    1 664 709,    880 037,    784 672,    1 079 652,    574 107,    505 545,    585 057,    305 930,    279 127
    南明区,    514 415,    274 527,    239 888,    479 943,    256 308,    223 635,    34 472,    18 219,    16 253
    云岩区,    458 552,    237 951,    220 601,    421 441,    218 402,    203 039,    37 111,    19 549,    17 562
    花溪区,    304 172,    160 431,    143 741,    53 517,    29 027,    24 490,    250 655,    131 404,    119 251
    乌当区,    243 840,    128 571,    115 269,    50 042,    27 666,    22 376,    193 798,    100 905,    92 893
    白云区,    143 730,    78 557,    65 173,    74 709,    42 704,    32 005,    69 021,    35 853,    33 168
  六盘水市,    1 844 471,    963 211,    881 260,    399 277,    219 631,    179 646,    1 445 194,    743 580,    701 614
    钟山区,    350 287,    189 757,    160 530,    227 097,    126 143,    100 954,    123 190,    63 614,    59 576
    盘县特区,    962 394,    496 735,    465 659,    80 353,    44 347,    36 006,    882 041,    452 388,    429 653
  六枝特区,    531 790,    276 719,    255 071,    91 827,    49 141,    42 686,    439 963,    227 578,    212 385
    遵义地区,    391 837,    206 823,    185 014,    249 939,    134 678,    115 261,    141 898,    72 145,    69 753
    遵义市,    391 837,    206 823,    185 014,    249 939,    134 678,    115 261,    141 898,    72 145,    69 753
  铜仁地区,    284 344,    151 482,    132 862,    81 824,    43 741,    38 083,    202 520,    107 741,    94 779
    铜仁市,    284 344,    151 482,    132 862,    81 824,    43 741,    38 083,    202 520,    107 741,    94 779
  黔西南布依族苗族自治州,    593 451,    303 042,    290 409,    120 719,    62 039,    58 680,    472 732,    241 003,    231 729
    兴义市,    593 451,    303 042,    290 409,    120 719,    62 039,    58 680,    472 732,    241 003,    231 729
  安顺地区,    657 856,    335 813,    322 043,    189 149,    98 337,    90 812,    468 707,    237 476,    231 231
    安顺市,    657 856,    335 813,    322 043,    189 149,    98 337,    90 812,    468 707,    237 476,    231 231
  黔东南苗族侗族自治州,    382 026,    202 707,    179 319,    139 445,    75 804,    63 641,    242 581,    126 903,    115 678
    凯里市,    382 026,    202 707,    179 319,    139 445,    75 804,    63 641,    242 581,    126 903,    115 678
  黔南布依族苗族自治州,    417 154,    215 524,    201 630,    134 097,    71 026,    63 071,    283 057,    144 498,    138 559
    都匀市,    417 154,    215 524,    201 630,    134 097,    71 026,    63 071,    283 057,    144 498,    138 559
云南省,    5 864 297,    3 029 925,    2 834 372,    2 215 398,    1 180 803,    1 034 595,    3 648 899,    1 849 122,    1 799 777
  昆明市,    1 611 969,    851 266,    760 703,    1 099 871,    589 316,    510 555,    512 098,    261 950,    250 148
    五华区,    356 546,    184 667,    171 879,    356 546,    184 667,    171 879,-,-,-
    盘龙区,    374 070,    190 421,    183 649,    374 070,    190 421,    183 649,-,-,-
    官渡区,    548 519,    297 666,    250 853,    193 478,    115 470,    78 008,    355 041,    182 196,    172 845
    西山区,    332 834,    178 512,    154 322,    175 777,    98 758,    77 019,    157 057,    79 754,    77 303
  东川市,    279 456,    147 301,    132 155,    63 904,    34 513,    29 391,    215 552,    112 788,    102 764
    市辖区,    279 456,    147 301,    132 155,    63 904,    34 513,    29 391,    215 552,    112 788,    102 764
  昭通地区,    619 521,    319 331,    300 190,    108 544,    55 752,    52 792,    510 977,    263 579,    247 398
    昭通市,    619 521,    319 331,    300 190,    108 544,    55 752,    52 792,    510 977,    263 579,    247 398
  曲靖地区,    824 137,    422 491,    401 646,    165 075,    90 292,    74 783,    659 062,    332 199,    326 863
    曲靖市,    824 137,    422 491,    401 646,    165 075,    90 292,    74 783,    659 062,    332 199,    326 863
  楚雄彝族自治州,    410 530,    213 062,    197 468,    106 521,    57 859,    48 662,    304 009,    155 203,    148 806
    楚雄市,    410 530,    213 062,    197 468,    106 521,    57 859,    48 662,    304 009,    155 203,    148 806
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  玉溪地区,    321 271,    160 174,    161 097,    83 767,    43 474,    40 293,    237 504,    116 700,    120 804
    玉溪市,    321 271,    160 174,    161 097,    83 767,    43 474,    40 293,    237 504,    116 700,    120 804
  红河哈尼族彝族自治州,    632 872,    331 064,301 808,    414 954,    219 661,    195 293,    217 918,    111 403,    106 515
    个旧市,    384 569,    200 622,    183 947,    254 871,    134 069,    120 802,    129 698,    66 553,    63 145
    开远市,    248 303,    130 442,    117 861,    160 083,    85 592,    74 491,    88 220,    44 850,    43 370
  大理白族自治州,    432 235,    216 538,    215 697,    129 188,    67 270,    61 918,    303 047,    149 268,    153 779
    大理市,    432 235,    216 538,    215 697,    129 188,    67 270,    61 918,    303 047,    149 268,    153 779
  保山地区,    722 896,    363 699,    359 197,    39 381,    20 237,    19 144,    683 515,    343 462,    340 053
    保山市,    722 896,    363 699,    359 197,    39 381,    20 237,    19 144,    683 515,    343 462,    340 053
  德宏傣族景颇族自治州,    9 410,    4 999,    4 411,    4 193,    2 429,    1 764,    5 217,    2 570,    2 647
    畹町市,    9 410,    4 999,    4 411,    4 193,    2 429,    1 764,    5 217,    2 570,    2 647
西藏自治区,    219 157,    116 524,    102 633,    122 174,    64 215,    57 959,    96 983,    52 309,    44 674
  拉萨市,    139 822,    76 338,    63 484,    91 968,    48 785,    43 183,    47 854,    27 553,    20 301
    城关区,    139 822,    76 338,    63 484,    91 968,    48 785,    43 183,    47 854,    27 553,    20 301
  日喀则地区,    79 335,    40 186,    39 149,    30 206,    15 430,    14 776,    49 129,    24 756,    24 373
    日喀则市,    79 335,    40 186,    39 149,    30 206,    15 430,    14 776,    49 129,    24 756,    24 373
陕西省,    8 086 340,    4 221 117,    3 865 223,    3 775 866,    2 015 897,    1 759 969,    4 310 474,    2 205 220,    2 105 254
  西安市,    2 872 539,    1 502 620,    1 369 919,    2 156 693,    1 141 514,    1 015 179,    715 846,    361 106,    354 740
    新城区,    446 855,    231 593,    215 262,    446 855,    231 593,    215 262,-,-,-
    碑林区,    510 828,    274 318,    236 510,    510 828,    274 318,    236 510,-,-,-
    莲湖区,    548 072,    285 163,    262 909,    548 072,    285 163,    262 909,-,-,-
    灞桥区,    411 430,    207 875,    203 555,    114 616,    58 101,    56 515,    296 814,    149 774,    147 040
    未央区,    339 335,    175 040,    164 295,    134 297,    71 555,    62 742,    205 038,    103 485,    101 553
    雁塔区,    406 826,    221 435,    185 391,    352 013,    193 464,    158 549,    54 813,    27 971,    26 842
    阎良区,    209 193,    107 196,    101 997,    50 012,    27 320,    22 692,    159 181,    79 876,    79 305
  铜川市,    414 031,    221 477,    192 554,    248 450,    135 593,    112 857,    165 581,    85 884,    79 697
    城区,    184 975,    96 048,    88 927,    126 857,    66 517,    60 340,    58 118,    29 531,    28 587
    郊区,    229 056,    125 429,    103 627,    121 593,    69 076,    52 517,    107 463,    56 353,    51 110
  宝鸡市,    452 286,    237 906,    214 380,    326 547,    173 719,    152 828,    125 739,    64 187,    61 552
    渭滨区,    243 036,    127 005,    116 031,    161 092,    84 919,    76 173,    81 944,    42 086,    39 858
    金台区,    209 250,    110 901,    98 349,    165 455,    88 800,    76 655,    43 795,    22 101,    21 694
  咸阳市,    736 869,    381 686,    355 183,    316 641,    169 298,    147 343,    420 228,    212 388,    207 840
    秦都区,    332 066,    170 320,    161 746,    151 120,    79 248,    71 872,    180 946,    91 072,    89 874
    渭城区,    300 917,    156 264,    144 653,    141 571,    75 353,    66 218,    159 346,    80 911,    78 435
    杨陵区,    103 886,    55 102,    48 784,    23 950,    14 697,    9 253,    79 936,    40 405,    39 531
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  渭南地区,    1 111 770,    567 004,    544 766,    235 768,    133 344,    102 424,    876 002,    433 660,    442 342
    渭南市,    766 268,    386 603,    379 665,    146 824,    81 065,    65 759,    619 444,    305 538,    313 906
    韩城市,    345 502,    180 401,    165 101,    88 944,    52 279,    36 665,    256 558,    128 122,    128 436
  汉中地区,    441 706,    227 833,    213 873,    123 858,    66 519,    57 339,    317 848,    161 314,    156 534
    汉中市,    441 706,    227 833,    213 873,    123 858,    66 519,    57 339,    317 848,    161 314,    156 534
  安康地区,    859 165,    458 570,    400 595,    120 585,    64 146,    56 439,    738 580,    394 424,    344 156
    安康市,    859 165,    458 570,    400 595,    120 585,    64 146,    56 439,    738 580,    394 424,    344 156
  商洛地区,    511 326,    268 280,    243 046,    42 484,    24 931,    17 553,    468 842,    243 349,    225 493
    商州市,511 326,    268 280,    243 046,    42 484,    24 931,    17 553,    468 842,    243 349,    225 493
  延安地区,    317 313,    165 672,    151 641,    117 930,    62 218,    55 712,    199 383,    103 454,    95 929
    延安市,    317 313,    165 672,    151 641,    117 930,    62 218,    55 712,    199 383,    103 454,       95 929
  榆林地区,    369 335,    190 069,    179 266,    86 910,    44 615,    42 295,    282 425,    145 454,    136 971
    榆林市,    369 335,    190 069,    179 266,    86 910,    44 615,    42 295,    282 425,    145 454,    136 971
甘肃省,    5 992 491,    3 121 856,    2 870 635,    2 567 772,    1 374 534,    1 193 238,    3 424 719,    1 747 322,    1 677 397
  兰州市,    1 617 761,    855 948,    761 813,    1 289 756,    688 557,    601 199,    328 005,    167 391,    160 614
    城关区,    669 962,    350 414,    319 548,    614 945,    321 817,    293 128,    55 017,    28 597,    26 420
  七里河区,        393 713,    208 916,    184 797,    292 786,    157 044,    135 742,    100 927,    51 872,    49 055
    西固区,    291 055,    153 513,    137 542,    212 586,    113 619,    98 967,    78 469,    39 894,    38 575
    安宁区,    132 230,    71 151,    61 079,    93 553,    51 491,    42 062,    38 677,    19 660,    19 017
    红古区,    130 801,    71 954,    58 847,    75 886,    44 586,    31 300,    54 915,    27 368,    27 547
  嘉峪关市,    109 987,    60 679,    49 308,    87 232,    49 299,    37 933,    22 755,    11 380,    11 375
    嘉峪关区,    109 987,    60 679,    49 308,    87 232,    49 299,    37 933,    22 755,    11 380,11 375
  金昌市,    156 907,    83 100,    73 807,    110 073,    59 238,    50 835,    46 834,    23 862,    22 972
    金川区,    156 907,    83 100,    73 807,    110 073,    59 238,    50 835,    46 834,    23 862,    22 972
  白银市,    382 654,    206 600,    176 054,    223 638,    126 767,    96 871,    159 016,    79 833,    79 183
    白银区,    224 729,    1 19 265,    105 464,    149 084,    81 339,    67 745,    75 645,    37 926,    37 719
    平川区,    157 925,    87 335,    70 590,    74 554,    45 428,    29 126,    83 371,    41 907,    41 464
  天水市,    1 039 750,    539 661,    500 089,    238 374,    124 920,    113 454,    801 376,    414 741,    386 635
    秦城区,    533 255,    277 164,    256 091,    151 956,    79 349,    72 607,    381 299,    197 815,    183 484
    北道区,    506 495,    262 497,    243 998,    86 418,    45 571,    40 847,    420 077,    216 926,    203 151
  酒泉地区,    565 446,    290 572,    274 874,    181 329,    94 615,    86 714,    384 117,    195 957,    188 160
    玉门市,    158 610,    83 304,    75 306,    91 172,    48 657,    42 515,    67 438,    34 647,    32 791
    酒泉市,    294 080,    150 172,    143 908,    68 941,    35 439,    33 502,    225 139,    114 733,    110 406
    敦煌市,    112 756,    57 096,    55 660,    21 216,    10 519,    10 697,    91 540,    46 577,    44 963
  张掖地区,    430 513,    221 563,    208 950,    85 463,    43 962,    41 501,    345 050,    177 601,    167 449
    张掖市,    430 513,    221 563,    208 950,    85 463,    43 962,    41 501,    345 050,    177 601,    167 449
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
  武威地区,    863 999,    439 402,   424 597,    127 640,    68 546,    59 094,    736 359,    370 856,    365 503
    武威市,    863 999,    439 402,    424 597,    127 640,    68 546,    59 094,    736 359,    370 856,    365 503
  平凉地区,    386 325,    200 025,    186 300,    99 325,    52 610,    46 715,    287 000,    147 415,    139 585
    平凉市,    386 325,    200 025,    186 300,    99 325,    52 610,    46 715,    287 000,    147 415,    139 585
  庆阳地区,    270 435,    139 100,    131 335,    48 333,    27 187,    21 146,    222 102,    111 913,    110 189
    西峰市,    270 435,    139 100,    131 335,    48 333,    27 187,    21 146,    222 102,    111 913,    110 189
  临夏回族自治州,    168 714,    85 206,    83 508,    76 609,    38 833,    37 776,    92 105,    46 373,    45 732
    临夏市,    168 714,    85 206,    83 508,    76 609,    38 833,    37 776,    92 105,    46 373,    45 732
青海省,    785 167,    410 748,    374 419,    657 222,    346 147,    311 075,    127 945,    64 601,    63 344
  西宁市,    697 780,    362 078,    335 702,    592 115,    308 951,    283 164,    105 665,    53 127,    52 538
    城东区,    207 789,    106 676,    101 113,    180 312,    93 066,    87 246,    27 477,    13 610,    13 867
    城中区,    129 468,    66 720,    62 748,    129 468,    66 720,    62 748,-,-,-
    城西区,    179 826,    94 591,    85 235,    154 604,    81 949,    72 655,    25 222,    12 642,    12 580
    城北区,    180 697,    94 091,    86 606,    127 731,    67 216,    60 515,    52 966,    26 875,    26 091
  海西蒙古族藏族自治州,    87 387,    48 670,    38 717,    65 107,    37 196,    27 911,    22 280,    11 474,    10 806
    格尔木市,    47 225,    27 657,    19 568,    38 114,    22 948,    15 166,    9 111,    4 709,    4 402
    德令哈市,    40 162,    21 013,    19 149,    26 993,    14 248,    12 745,    13 169,    6 765,    6 404
宁夏回族自治区,    1 243 206,    643 367,    599 839,    773 057,    406 716,    366 341,    470 149,    236 651,    233 498
  银川市,    502 080,    260 035,    242 045,    383 654,    199 883,    183 771,    118 426,60 152,    58 274
    城区,    192 573,    98 688,    93 885,    192 573,    98 688,    93 885,-,-,-
    新城区,    191 081,    101 195,    89 886,    191 081,    101 195,    89 886,-,-,-
    郊区,    118 426,    60 152,    58 274,-,-,-,    118 426,    60 152,    58 274
  石嘴山市,    282 945,    148 941,    134 004,    278 815,    146 855,    131 960,    4 130,    2 086,    2 044
    大武口区,    96 519,    50 567,    45 952,    92 389,    48 481,    43 908,    4 130,    2 086,    2 044
    石嘴山区,    111 189,    58 042,    53 147,    111 189,    58 042,    53 147,-,-,-
    石炭井区,    75 237,    40 332,    34 905,    75 237,    40 332,    34 905,-,-,-
  银南地区,    458 181,    234 391,    223 790,    110 588,    59 978,    50 610,    347 593,    174 413,    173 180
    吴忠市,    243 141,    122 890,    120 251,    61 088,    31 762,    29 326,    182 053,    91 128,    90 925
    青铜峡市,    215 040,    111 501,    103 539,    49 500,    28 216,    21 284,    165 540,    83 285,    82 255
新疆维吾尔自治区,    3 747 834,    1 927 439,    1 820 395,    2 645 447,    1 362 327,    1 283 120,    1 102 387,    565 112,    537 275
  乌鲁木齐市,    1 160 775,    601 532,    559 243,    1 148 476,    594 921,    553 555,    12 299,    6 611,    5 688
    天山区,    326 452,    166 061,    160 391,    326 452,    166 061,    160 391,-,-,-
    沙衣巴克区,    297 687,    153 551,    144 136,    297 687,    153 551,    144 136,-,-,-
    新市区,    245 223,    129 464,    115 759,    245 223,    129 464,    115 759,-,-,-
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
表2-2单位：人,,,,,,,,,
,,,,,,,,,
,    合计,,,    居委会,,,    村委会,,
    市名,,,,,,,,,
,    合计,    男,    女,    小计,    男,    女,    小计,    男,    女
    水磨沟区,    110 108,    56 509,    53 599,    110 108,    56 509,     53 599,-,-,-
    头屯河区,    70 922,    37 862,    33 060,    70 922,    37 862,    33 060,-,-,-
    南山区,    27 677,    14 797,    12 880,27 677,    14 797,    12 880,-,-,-
    东山区,    82 706,    43 288,39 418,    70 407,    36 677,    33 730,    12 299,    6 611,    5 688
  克拉玛依市,    173 926,    91 667,    82 259,    168 343,    88 622,    79 721,    5 583,    3 045,    2 538
    克拉玛依区,    92 709,    47 743,    44 966,    91 726,    47 273,    44 453,    983,    470,    513
    白碱滩区,    70 948,    38 255,    32 693,    70 948,    38 255,    32 693,-,-,-
    乌尔禾区,    10 269,    5 669,    4 600,    5 669,    3 094,    2 575,    4 600,    2 575,    2 025
  吐鲁番地区,    200 092,    102 215,    97 877,    47 056,    24 658,    22 398,    153 036,    77 557,    75 479
    吐鲁番市,    200 092,    102 215,    97 877,    47 056,    24 658,    22 398,    153 036,    77 557,    75 479
  哈密地区,    212 104,    109 034,    103 070,    109 800,    56 605,    53 195,    102 304,    52 429,    49 875
    哈密市,    212 104,    109 034,    103 070,    109 800,    56 605,    53 195,    102 304,    52 429,    49 875
  昌吉回族自治州,    206 594,    106 293,    100 301,    118 654,    60 741,    57 913,    87 940,    45 552,    42 388
    昌吉市,    206 594,    106 293,    100 301,    118 654,    60 741,    57 913,    87 940,    45 552,    42 388
  博尔塔拉蒙古自治州,    116 470,    59 918,    56 552,    41 340,    21 396,    19 944,    75 130,    38 522,    36 608
    博乐市,    116 470,    59 918,    56 552,    41 340,    21 396,    19 944,    75 130,    38 522,    36 608
  巴音郭楞蒙古自治州,    203 025,    104 868,    98 157,    136 170,    70 663,    65 507,    66 855,    34 205,    32 650
    库尔勒市,    203 025,    104 868,    98 157,    136 170,    70 663,    65 507,    66 855,    34 205,    32 650
  阿克苏地区,    243 448,    125 639,    117 809,    118 471,    60 815,    57 656,    124 977,    64 824,    60 153
    阿克苏市,    243 448,    125 639,    117 809,    118 471,    60 815,    57 656,    124 977,    64 824,    60 153
  克孜勒苏柯尔克孜自治州,    163 710,    83 469,    80 241,    30 307,    15 812,    14 495,    133 403,    67 657,    65 746
    阿图什市,    163 710,    83 469,    80 241,    30 307,    15 812,    14 495,    133 403,    67 657,    65 746
  喀什地区,    214 624,    108 371,    106 253,    154 677,    77 947,    76 730,    59 947,    30 424,    29 523
    喀什市,    214 624,    108 371,    106 253,    154 677,    77 947,    76 730,    59 947,    30 424,    29 523
  和田地区,    137 824,    70 129,    67 695,    78 480,    39 798,    38 682,    59 344,30 331,    29 013
    和田市,    137 824,    70 129,    67 695,    78 480,    39 798,    38 682,    59 344,    30 331,    29 013
  伊犁哈萨克自治州,    61 277,    32 340,    28 937,    61 277,    32 340,    28 937,-,-,-
    奎电市,    61 277,    32 340,    28 937,    61 277,    32 340,    28 937,-,-,-
  伊犁地区,    257 073,    130 550,    126 523,    176 399,    88 870,    87 529,    80 674,    41 680,    38 994
    伊宁市,    257 073,    130 550,    126 523,    176 399,    88 870,    87 529,    80 674,    41 680,    38 994
  塔城地区,    97 635,    49 477,    48 158,    39 193,    19 490,    19 703,    58 442,    29 987,    28 455
    塔城市,    97 635,    49 477,    48 158,    39 193,    19 490,    19 703,    58 442,    29 987,    28 455
  阿勒泰地区,    128 626,    65 645,    62 981,    63 290,    32 196,    31 094,    65 336,    33 449,    31 887
    阿勒泰市,    128 626,    65 645,    62 981,    63 290,    32 196,    31 094,    65 336,    33 449,    31 887
  省直辖行政单位,    170 631,    86 292,    84 339,    153 514,    77 453,    76 061,    17 117,    8 839,    8 278
    石河子市,    170 631,    86 292,    84 339,    153 514,    77 453,    76 061,    17 117,    8 839,    8 278
