表2-4省自治区直辖市的市按非农业户口和农业户口分的人口数,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、％,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    非农业户口,,,    农业户口,,,    户口待定和暂无户口,,,    非农业
    市名,  合计,    男,    女,,,,,,,,,,    户口占
,,,,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,    的比例
    思明区,    120 155,    64 645,    55 510,    102 928,    54 352,    48 576,    15 112,    9 091,    6 021,    2 115,    1 202,    913,    85.66
    开元区,    223 460,    116 774,    106 686,    186 099,    96 238,    89 861,    34 137,    18 889,    15 248,    3 224,    1 647,    1 577,    83.28
    杏林区,    63 171,    32 123,    31 048,    25 590,    14 013,11 577,    36 842,    17 763,    19 079,    739,    347,    392,    40.51
    湖里区,    76 168,    41 073,    35 095,    29 025,    16 572,    12 453,    45 841,    23 879,    21 962,    1 302,    622,    680,    38．11
    集美区,    156 482,    81 075,    75 407,    26 080,    15 651,    10 429,    128 544,    64 565,    63 979,    1 858,    859,    999,    16.67
  莆田市,    311 336,    151 448,    159 888,    85 434,    47 770,    37 664,    220 306,    101 088,    119 218,    5 596,    2 590,    3 006,    27.44
    城厢区,    146 427,    71 314,    75 113,    52 777,    29 119,    23 658,    91 527,    41 208,    50 319,    2 123,    987,    1 136,    36.04
    涵江区,    164 909,    80 134,    84 775,    32 657,    18 651,    14 006,    128 779,    59 880,    68 899,    3 473,    1 603,    1 870,    19.80
  三明市,    585 646,    316 398,    269 248,    268 519,  147 466,  121 053,    305 094,    163 145,    141 949,    12 033,    5 787,    6 246,    45.85
    梅列区,    117 478,    63 578,    53 900,    80 707,    44 077,    36 630,    34 941,    18 628,    16 313,    1 830,    873,    957,    68.70
    三元区,    149 377,    79 772,    69 605,    78 525,    42 364,    36 161,    66 432,35 297,    31 135,    4 420,    2 111,    2 309,    52.57
    永安市,    318 791,    173 048,    145 743,    109 287,    61 025,    48 262,    203 721,    109 220,    94 501,    5 783,    2 803,    2 980,    34.28
  泉州市,    766 489,    391 068,    375 421,    242 123,    132 030, 110 093,    495 519,    245 328,    250 191,    28 847,    13 710,    15 137,    31.59
    鲤城区,    493 442,    250 004,    243 438,    178 395,    97 521,    80 874,    301 745,    146 279,    155 466,    13 302,    6 204,    7 098,    36.15
    石狮市,    273 047,    141 064,    131 983,    63 728,    34 509,    29 219,    193 774,    99 049,    94 725,    15 545,    7 506,    8 039,    23.34
  漳州市,    346 707,    178 231,    168 476,    178 448,    93 770,    84 678,    164 126,    82 449,    81 677,4 133,    2 012,    2 121,     51．47
    芗城区,    346 707,    178 231,    168 476,    178 448,    93 770,    84 678,    164 126,    82 449,    81 677,    4 133,    2 012,    2 121,    51．47
  南平地区,    972 309,    515 097,    457 212,    312 008,  170 383,  141 625,    644 518,    337 534,    306 984,    15 783,    7 180,    8 603,    32.09
    南平市,    466 995,    248 199,    218 796,    187 546,  101 949,    85 597,    273 323,    143 678,    129 645,    6 126,    2 572,    3 554,    40.16
    邵武市,    298 694,    156 983,    141 711,    86 037,    46 479,    39 558,    208 408,    108 458,    99 950,    4 249,    2 046,    2 203,    28.80
