,备注：新疆维吾尔自治区人口数为结合六普数据预估人口，其余均为官网发布人口数,,,,,,
,序号,省,市,县,七普人口.人,,
,2505,甘肃省,酒泉市,肃州区,455611,,
,2506,甘肃省,酒泉市,玉门市,137736,,
,2507,甘肃省,白银市,白银区,337645,,
,2508,甘肃省,白银市,会宁县,401581,,
,2509,甘肃省,白银市,景泰县,198965,,
,2510,甘肃省,白银市,靖远县,373050,,
,2511,甘肃省,白银市,平川区,200869,,
,2512,甘肃省,定西市,安定区,422383,,
,2513,甘肃省,定西市,临洮县,480149,,
,2514,甘肃省,定西市,陇西县,427373,,
,2515,甘肃省,定西市,岷县,425627,,
,2516,甘肃省,定西市,通渭县,323648,,
,2517,甘肃省,定西市,渭源县,277608,,
,2518,甘肃省,定西市,漳县,167309,,
,2519,甘肃省,甘南藏族自治州,迭部县,52192,,
,2520,甘肃省,甘南藏族自治州,合作市,112173,,
,2521,甘肃省,甘南藏族自治州,临潭县,127387,,
,2522,甘肃省,甘南藏族自治州,碌曲县,35871,,
,2523,甘肃省,甘南藏族自治州,玛曲县,57076,,
,2524,甘肃省,甘南藏族自治州,夏河县,86355,,
,2525,甘肃省,甘南藏族自治州,舟曲县,125367,,
,2526,甘肃省,甘南藏族自治州,卓尼县,95387,,
,2527,甘肃省,金昌市,金川区,260385,,
,2528,甘肃省,金昌市,永昌县,177641,,
,2529,甘肃省,兰州市,安宁区,439566,,
,2530,甘肃省,兰州市,城关区,1484016,,
,2531,甘肃省,兰州市,皋兰县,125157,,
,2532,甘肃省,兰州市,红古区,143795,,
,2533,甘肃省,兰州市,七里河区,712271,,
,2534,甘肃省,兰州市,西固区,407010,,
,2535,甘肃省,兰州市,永登县,285549,,
,2536,甘肃省,兰州市,榆中县,473882,,
,2537,甘肃省,临夏回族自治州,东乡族自治县,290034,,
,2538,甘肃省,临夏回族自治州,广河县,260596,,
,2539,甘肃省,临夏回族自治州,和政县,204529,,
,2540,甘肃省,临夏回族自治州,积石山县,239390,,
,2541,甘肃省,临夏回族自治州,康乐县,255955,,
,2542,甘肃省,临夏回族自治州,临夏市,322628,,
,2543,甘肃省,临夏回族自治州,临夏县,355968,,
,2544,甘肃省,临夏回族自治州,永靖县,180650,,
,2545,甘肃省,陇南市,成县,241587,,
,2546,甘肃省,陇南市,宕昌县,254944,,
,2547,甘肃省,陇南市,徽县,189888,,
,2548,甘肃省,陇南市,康县,162418,,
,2549,甘肃省,陇南市,礼县,424135,,
,2550,甘肃省,陇南市,两当县,39709,,
,2551,甘肃省,陇南市,文县,196906,,
,2552,甘肃省,陇南市,武都区,546616,,
,2553,甘肃省,陇南市,西和县,351069,,
,2554,甘肃省,平凉市,崇信县,82138,,
,2555,甘肃省,平凉市,华亭市,182449,,
,2556,甘肃省,平凉市,泾川县,222210,,
,2557,甘肃省,平凉市,静宁县,365637,,
,2558,甘肃省,平凉市,崆峒区,504265,,
,2559,甘肃省,平凉市,灵台县,156224,,
,2560,甘肃省,平凉市,庄浪县,335684,,
,2561,甘肃省,庆阳市,合水县,135908,,
,2562,甘肃省,庆阳市,华池县,119346,,
,2563,甘肃省,庆阳市,环县,304687,,
,2564,甘肃省,庆阳市,宁县,336316,,
,2565,甘肃省,庆阳市,庆城县,235154,,
,2566,甘肃省,庆阳市,西峰区,513856,,
,2567,甘肃省,庆阳市,镇原县,361206,,
,2568,甘肃省,庆阳市,正宁县,173243,,
,2569,甘肃省,天水市,甘谷县,506801,,
,2570,甘肃省,天水市,麦积区,556102,,
,2571,甘肃省,天水市,秦安县,416337,,
,2572,甘肃省,天水市,秦州区,656689,,
,2573,甘肃省,天水市,清水县,240597,,
,2574,甘肃省,天水市,武山县,363727,,
,2575,甘肃省,天水市,张家川回族自治县,244406,,
,2576,甘肃省,武威市,古浪县,250177,,
,2577,甘肃省,武威市,凉州区,885277,,
,2578,甘肃省,武威市,民勤县,178470,,
,2579,甘肃省,武威市,天祝藏族自治县,151031,,
,2580,甘肃省,张掖市,甘州区,519096,,
,2581,甘肃省,张掖市,高台县,125705,,
,2582,甘肃省,张掖市,临泽县,115946,,
,2583,甘肃省,张掖市,民乐县,192476,,
,2584,甘肃省,张掖市,山丹县,150031,,
,2585,甘肃省,张掖市,肃南裕固族自治县,27762,,
,2586,河南省,安阳市,安阳县,821530,,
,2587,河南省,安阳市,北关区,327762,,
,2588,河南省,安阳市,滑县,1169072,,
,2589,河南省,安阳市,林州市,950939,,
,2590,河南省,安阳市,龙安区,272224,,
,2591,河南省,安阳市,内黄县,682070,,
,2592,河南省,安阳市,汤阴县,455136,,
,2593,河南省,安阳市,文峰区,386084,,
,2594,河南省,安阳市,殷都区,219780,,
,2595,河南省,鹤壁市,鹤山区,62713,,
,2596,河南省,鹤壁市,浚县,624728,,
,2597,河南省,鹤壁市,淇滨区,460780,,
,2598,河南省,鹤壁市,淇县,262303,,
,2599,河南省,鹤壁市,山城区,155449,,
,2600,河南省,济源市,济源市,727265,,
,2601,河南省,焦作市,博爱县,350140,,
,2602,河南省,焦作市,解放区,347382,,
,2603,河南省,焦作市,马村区,120560,,
,2604,河南省,焦作市,孟州市,334213,,
,2605,河南省,焦作市,沁阳市,447487,,
,2606,河南省,焦作市,山阳区,303222,,
,2607,河南省,焦作市,温县,393838,,
,2608,河南省,焦作市,武陟县,661341,,
,2609,河南省,焦作市,修武县,248585,,
,2610,河南省,焦作市,中站区,107281,,
,2611,河北省,定州市,定州市,1095986,,
,2612,河北省,雄安新区,雄安新区,1205440,,
,2613,黑龙江省,大庆市,高新技术产业开发区,233779,,
,2614,黑龙江省,大兴安岭地区,新林区,20362,,
,2615,黑龙江省,大兴安岭地区,呼中区,16359,,
,2616,湖南省,株洲市,云龙示范区,115818,,
,2617,湖南省,怀化市,怀化市洪江管理区,57004,,
,2618,湖北省,恩施土家族苗族自治州,利川县,750670,,
,2619,湖北省,恩施土家族苗族自治州,咸丰县,318827,,
,2620,湖北省,荆门市,漳河新区,79780,,
,2621,湖北省,荆门市,屈家岭管理区,52000,,
,2622,湖北省,荆州市,荆州开发区,190084,,
,2623,湖北省,十堰市,丹江口市,409940,,
,2624,湖北省,武汉市,东湖高新,935146,,
,2625,湖北省,武汉市,东湖风景,121161,,
,2626,湖北省,襄阳市,高新区,304552,,
,2627,湖北省,襄阳市,东津新区,127335,,
,2628,湖北省,襄阳市,鱼梁洲开发区,13188,,
,2629,吉林省,白城市,吉林白城经济开发区,118222,,
,2630,吉林省,松原市,扶余市,475017,,
,2631,吉林省,长春市,汽车经济技术开发区,317978,,
,2632,吉林省,长春市,莲花山生态旅游度假区,37513,,
,2633,吉林省,长春市,中韩（长春）国际合作示范区,29966,,
,2634,吉林省,长春市,榆树市,836098,,
,2635,吉林省,长春市,德惠市,691550,,
,2636,吉林省,长春市,公主岭市,862313,,
,2637,吉林省,长白山管委会,长白山管委会,61146,,
,2638,江苏省,常州市,常州经开区,419893,,
,2639,江苏省,淮安市,经开区,416180,,
,2640,江苏省,南通市,海安市,874334,,
,2641,江苏省,苏州市,高新区、虎丘区,832499,,
,2642,江苏省,泰州市,泰兴市,994445,,
,2643,江苏省,无锡市,滨湖区,592984,,
,2644,江苏省,宿迁市,宿迁经济技术开发区,189245,,
,2645,江苏省,宿迁市,沭阳县,1674978,,
,2646,江苏省,徐州市,邳州市,1462563,,
,2647,江苏省,盐城市,滨海县,820084,,
,2648,江苏省,盐城市,盐城经济技术开发区,103004,,
,2649,江苏省,扬州市,宝应县,682219,,
,2650,江苏省,扬州市,仪征市,532571,,
,2651,江苏省,扬州市,高邮市,709572,,
,2652,江苏省,镇江市,新区,263813,,
,2653,江苏省,镇江市,高新区,60064,,
,2654,江西省,抚州市,崇仁县,302181,,
,2655,辽宁省,鞍山市,台安县,300764,,
,2656,辽宁省,鞍山市,岫岩县,413007,,
,2657,辽宁省,本溪市,本溪高新技术产业开发区,61678,,
,2658,辽宁省,大连市,高新区,306888,,
,2659,辽宁省,大连市,长兴岛,86235,,
,2660,辽宁省,抚顺市,抚顺经济开发区,129508,,
,2661,辽宁省,锦州市,凌海市,412513,,
,2662,辽宁省,锦州市,北镇市,422289,,
,2663,辽宁省,铁岭市,开原市,460927,,
,2664,陕西省,铜川市,新区市,173722,,
,2665,陕西省,杨凌区,杨凌区,253871,,
,2666,河南省,安阳市,安阳市高新技术产业开发区,193017,,
,2667,河南省,开封市,鼓楼区,136167,,
,2668,河南省,开封市,兰考县,777278,,
,2669,河南省,开封市,龙亭区,156245,,
,2670,河南省,开封市,顺河回族区,227864,,
,2671,河南省,开封市,通许县,539222,,
,2672,河南省,开封市,尉氏县,839809,,
,2673,河南省,开封市,祥符区,672139,,
,2674,河南省,开封市,禹王台区,124859,,
,2675,河南省,洛阳市,瀍河区,222833,,
,2676,河南省,洛阳市,涧西区,509962,,
,2677,河南省,洛阳市,老城区,252165,,
,2678,河南省,洛阳市,栾川县,327121,,
,2679,河南省,洛阳市,洛龙区,643625,,
,2680,河南省,洛阳市,洛宁县,386124,,
,2681,河南省,洛阳市,孟津区,416845,,
,2682,河南省,洛阳市,汝阳县,434770,,
,2683,河南省,洛阳市,嵩县,543417,,
,2684,河南省,洛阳市,西工区,369165,,
,2685,河南省,洛阳市,新安县,483375,,
,2686,河南省,洛阳市,偃师区,545632,,
,2687,河南省,洛阳市,伊川县,792841,,
,2688,河南省,洛阳市,宜阳县,576104,,
,2689,河南省,平顶山市,汝州市,974541,,
,2690,河南省,濮阳市,濮阳县,968721,,
,2691,河南省,濮阳市,清丰县,592425,,
,2692,河南省,濮阳市,南乐县,476557,,
,2693,河南省,濮阳市,范  县,447760,,
,2694,河南省,濮阳市,台前县,323113,,
,2695,河南省,濮阳市,华龙区,607028,,
,2696,河南省,三门峡市,湖滨区,326682,,
,2697,河南省,三门峡市,灵宝市,656571,,
,2698,河南省,三门峡市,卢氏县,317132,,
,2699,河南省,三门峡市,渑池县,310130,,
,2700,河南省,三门峡市,陕州区,288538,,
,2701,河南省,三门峡市,义马市,135819,,
,2702,河南省,商丘市,梁园区,631325,,
,2703,河南省,新乡市,封丘县,704532,,
,2704,河南省,新乡市,凤泉区,148168,,
,2705,河南省,新乡市,红旗区,429328,,
,2706,河南省,新乡市,辉县市,845588,,
,2707,河南省,新乡市,获嘉县,398137,,
,2708,河南省,新乡市,牧野区,378775,,
,2709,河南省,新乡市,卫滨区,239956,,
,2710,河南省,新乡市,卫辉市,476867,,
,2711,河南省,新乡市,新乡县,354688,,
,2712,河南省,新乡市,延津县,443068,,
,2713,河南省,新乡市,原阳县,542849,,
,2714,河南省,新乡市,长垣市,905436,,
,2715,河南省,郑州市,中原区,962642,,
,2716,河南省,郑州市,二七区,1061263,,
,2717,河南省,郑州市,管城回族区,819439,,
,2718,河南省,郑州市,金水区,1617541,,
,2719,河南省,郑州市,上街区,197399,,
,2720,河南省,郑州市,惠济区,555002,,
,2721,河南省,郑州市,经济技术开发区,328812,,
,2722,河南省,郑州市,高新技术产业开发区,546226,,
,2723,河南省,郑州市,航空港经济综合实验区,621382,,
,2724,河南省,郑州市,郑东新区,945234,,
,2725,河南省,开封市,杞县,932126,,
,2726,河南省,漯河市,临颍县,593673,,
,2727,河南省,漯河市,舞阳县,447130,,
,2728,河南省,漯河市,郾城区,505302,,
,2729,河南省,漯河市,源汇区,322334,,
,2730,河南省,漯河市,召陵区,499051,,
,2731,河南省,南阳市,邓州市,1247807,,
,2732,河南省,南阳市,宛城区,633563,,
,2733,河南省,南阳市,卧龙区,866748,,
,2734,河南省,南阳市,南召县,545475,,
,2735,河南省,南阳市,方城县,873731,,
,2736,河南省,南阳市,西峡县,450418,,
,2737,河南省,南阳市,镇平县,829780,,
,2738,河南省,南阳市,内乡县,549068,,
,2739,河南省,南阳市,淅川县,538569,,
,2740,河南省,南阳市,社旗县,561573,,
,2741,河南省,南阳市,唐河县,1052978,,
,2742,河南省,南阳市,新野县,602827,,
,2743,河南省,南阳市,桐柏县,375206,,
,2744,河南省,平顶山市,宝丰县,498157,,
,2745,河南省,平顶山市,郏县,506377,,
,2746,河南省,平顶山市,鲁山县,787109,,
,2747,河南省,平顶山市,石龙区,43429,,
,2748,河南省,平顶山市,卫东区,315705,,
,2749,河南省,平顶山市,舞钢市,294839,,
,2750,河南省,平顶山市,新华区,336957,,
,2751,河南省,平顶山市,叶县,702345,,
,2752,河南省,平顶山市,湛河区,345928,,
,2753,河南省,商丘市,睢阳区,912971,,
,2754,河南省,商丘市,民权县,746389,,
,2755,河南省,商丘市,睢  县,723771,,
,2756,河南省,商丘市,宁陵县,562657,,
,2757,河南省,商丘市,柘城县,799213,,
,2758,河南省,商丘市,虞城县,972091,,
,2759,河南省,商丘市,夏邑县,896578,,
,2760,河南省,商丘市,豫东综合物流产业聚集区,139093,,
,2761,河南省,信阳市,固始县,1041145,,
,2762,河南省,信阳市,光山县,593515,,
,2763,河南省,信阳市,淮滨县,549874,,
,2764,河南省,信阳市,潢川县,636532,,
,2765,河南省,信阳市,罗山县,493141,,
,2766,河南省,信阳市,平桥区,875310,,
,2767,河南省,信阳市,商城县,459475,,
,2768,河南省,信阳市,浉河区,640273,,
,2769,河南省,信阳市,息县,666457,,
,2770,河南省,信阳市,新县,278679,,
,2771,河南省,许昌市,建安区,578598,,
,2772,河南省,许昌市,魏都区,400974,,
,2773,河南省,许昌市,襄城县,674832,,
,2774,河南省,许昌市,鄢陵县,547411,,
,2775,河南省,许昌市,禹州市,1109782,,
,2776,河南省,许昌市,长葛市,710033,,
,2777,河南省,郑州市,中牟县,702657,,
,2778,河南省,郑州市,巩义市,785242,,
,2779,河南省,周口市,川汇区,698341,,
,2780,河南省,周口市,郸城县,1057093,,
,2781,河南省,周口市,扶沟县,553830,,
,2782,河南省,周口市,淮阳区,1022322,,
,2783,河南省,周口市,鹿邑县,958617,,
,2784,河南省,周口市,商水县,960453,,
,2785,河南省,周口市,沈丘县,956631,,
,2786,河南省,周口市,太康县,1152685,,
,2787,河南省,周口市,西华县,692846,,
,2788,河南省,周口市,项城市,973197,,
,2789,河南省,驻马店市,泌阳县,695239,,
,2790,河南省,驻马店市,平舆县,728672,,
,2791,河南省,驻马店市,确山县,403044,,
,2792,河南省,驻马店市,汝南县,612551,,
,2793,河南省,驻马店市,上蔡县,1005745,,
,2794,河南省,驻马店市,遂平县,441370,,
,2795,河南省,驻马店市,西平县,647311,,
,2796,河南省,驻马店市,新蔡县,823829,,
,2797,河南省,驻马店市,驿城区,756859,,
,2798,河南省,驻马店市,正阳县,625123,,
,2799,河南省,焦作市,城乡一体化示范区,207029,,
,2800,河南省,开封市,城乡一体化示范区,418307,,
,2801,河南省,洛阳市,吉利区,69142,,
,2802,河南省,洛阳市,高新区,208845,,
,2803,河南省,洛阳市,伊滨区,274733,,
,2804,河南省,南阳市,高新技术开发区,226911,,
,2805,河南省,南阳市,城乡一体化示范区,225116,,
,2806,河南省,南阳市,官庄工区,133342,,
,2807,河南省,平顶山市,高新区,53555,,
,2808,河南省,平顶山市,示范区,128195,,
,2809,河南省,濮阳市,经济技术开发区,260477,,
,2810,河南省,濮阳市,工业园区,27299,,
,2811,河南省,濮阳市,城乡一体化示范区,68708,,
,2812,河南省,商丘市,河南商丘经济开发区,176334,,
,2813,河南省,商丘市,永城市,1256409,,
,2814,河南省,许昌市,经济技术开发区,69498,,
,2815,河南省,许昌市,城乡一体化示范区,62785,,
,2816,河南省,许昌市,东城区,226085,,
,2817,河南省,郑州市,荥阳市,730135,,
,2818,河南省,郑州市,新密市,826031,,
,2819,河南省,郑州市,新郑市,1172237,,
,2820,河南省,郑州市,登封市,729332,,
,2821,河南省,驻马店市,经济开发区,268684,,
,2822,河南省,新乡市,平原示范区,206350,,
,2823,河南省,新乡市,经开区,41270,,
,2824,河南省,新乡市,高新区,136917,,
,2825,新疆维吾尔自治区,阿克苏地区,阿克苏市,610459,,
,2826,新疆维吾尔自治区,阿克苏地区,阿瓦提县,271442,,
,2827,新疆维吾尔自治区,阿克苏地区,拜城县,262299,,
,2828,新疆维吾尔自治区,阿克苏地区,柯坪县,51146,,
,2829,新疆维吾尔自治区,阿克苏地区,库车市,529312,,
,2830,新疆维吾尔自治区,阿克苏地区,沙雅县,295872,,
,2831,新疆维吾尔自治区,阿克苏地区,温宿县,268728,,
,2832,新疆维吾尔自治区,阿克苏地区,乌什县,228011,,
,2833,新疆维吾尔自治区,阿克苏地区,新和县,197153,,
,2834,新疆维吾尔自治区,阿拉尔市,阿拉尔市,158593,,
,2835,新疆维吾尔自治区,阿勒泰地区,阿勒泰市,210605,,
,2836,新疆维吾尔自治区,阿勒泰地区,布尔津县,73946,,
,2837,新疆维吾尔自治区,阿勒泰地区,福海县,90727,,
,2838,新疆维吾尔自治区,阿勒泰地区,富蕴县,97413,,
,2839,新疆维吾尔自治区,阿勒泰地区,哈巴河县,91463,,
,2840,新疆维吾尔自治区,阿勒泰地区,吉木乃县,39179,,
,2841,新疆维吾尔自治区,阿勒泰地区,青河县,65254,,
,2842,新疆维吾尔自治区,巴音郭楞蒙古自治州,博湖县,69078,,
,2843,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,203039,,
,2844,新疆维吾尔自治区,巴音郭楞蒙古自治州,和硕县,91674,,
,2845,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市,693526,,
,2846,新疆维吾尔自治区,巴音郭楞蒙古自治州,轮台县,146711,,
,2847,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县,82797,,
,2848,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县,44869,,
,2849,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县,121210,,
,2850,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县,161075,,
,2851,新疆维吾尔自治区,北屯市,北屯市,76300,,
,2852,新疆维吾尔自治区,博尔塔拉蒙古自治州,阿拉山口市,12104,,
,2853,新疆维吾尔自治区,博尔塔拉蒙古自治州,博乐市,259223,,
,2854,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,155800,,
,2855,新疆维吾尔自治区,博尔塔拉蒙古自治州,温泉县,61071,,
,2856,新疆维吾尔自治区,昌吉回族自治州,昌吉市,426253,,
,2857,新疆维吾尔自治区,昌吉回族自治州,阜康市,165006,,
,2858,新疆维吾尔自治区,昌吉回族自治州,呼图壁县,210201,,
,2859,新疆维吾尔自治区,昌吉回族自治州,吉木萨尔县,113284,,
,2860,新疆维吾尔自治区,昌吉回族自治州,玛纳斯县,237558,,
,2861,新疆维吾尔自治区,昌吉回族自治州,木垒哈萨克自治县,65719,,
,2862,新疆维吾尔自治区,昌吉回族自治州,奇台县,210566,,
,2863,新疆维吾尔自治区,哈密市,巴里坤哈萨克自治县,75442,,
,2864,新疆维吾尔自治区,哈密市,伊吾县,24783,,
,2865,新疆维吾尔自治区,哈密市,伊州区,404400,,
,2866,新疆维吾尔自治区,和田地区,策勒县,147050,,
,2867,新疆维吾尔自治区,和田地区,和田市,322300,,
,2868,新疆维吾尔自治区,和田地区,和田县,269941,,
,2869,新疆维吾尔自治区,和田地区,洛浦县,232916,,
,2870,新疆维吾尔自治区,和田地区,民丰县,33932,,
,2871,新疆维吾尔自治区,和田地区,墨玉县,500114,,
,2872,新疆维吾尔自治区,和田地区,皮山县,258210,,
,2873,新疆维吾尔自治区,和田地区,于田县,249899,,
,2874,新疆维吾尔自治区,胡杨河市,胡杨河市,117000,,
,2875,新疆维吾尔自治区,喀什地区,巴楚县,336274,,
,2876,新疆维吾尔自治区,喀什地区,伽师县,381767,,
,2877,新疆维吾尔自治区,喀什地区,喀什市,506640,,
,2878,新疆维吾尔自治区,喀什地区,麦盖提县,258978,,
,2879,新疆维吾尔自治区,喀什地区,莎车县,762385,,
,2880,新疆维吾尔自治区,喀什地区,疏附县,311960,,
,2881,新疆维吾尔自治区,喀什地区,疏勒县,312455,,
,2882,新疆维吾尔自治区,喀什地区,塔什库尔干塔吉克自治县,37843,,
,2883,新疆维吾尔自治区,喀什地区,叶城县,454328,,
,2884,新疆维吾尔自治区,喀什地区,英吉沙县,262067,,
,2885,新疆维吾尔自治区,喀什地区,岳普湖县,147688,,
,2886,新疆维吾尔自治区,喀什地区,泽普县,206936,,
,2887,新疆维吾尔自治区,可克达拉市,可克达拉市,251200,,
,2888,新疆维吾尔自治区,克拉玛依市,白碱滩区,50422,,
,2889,新疆维吾尔自治区,克拉玛依市,独山子区,69361,,
,2890,新疆维吾尔自治区,克拉玛依市,克拉玛依区,261445,,
,2891,新疆维吾尔自治区,克拉玛依市,乌尔禾区,9780,,
,2892,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿合奇县,38876,,
,2893,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿克陶县,199065,,
,2894,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿图什市,240368,,
,2895,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,乌恰县,47261,,
,2896,新疆维吾尔自治区,昆玉市,昆玉市,57028,,
,2897,新疆维吾尔自治区,石河子市,石河子市,380130,,
,2898,新疆维吾尔自治区,双河市,双河市,53800,,
,2899,新疆维吾尔自治区,塔城地区,额敏县,187112,,
,2900,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县,62100,,
,2901,新疆维吾尔自治区,塔城地区,沙湾市,390000,,
,2902,新疆维吾尔自治区,塔城地区,塔城市,161037,,
,2903,新疆维吾尔自治区,塔城地区,托里县,93098,,
,2904,新疆维吾尔自治区,塔城地区,乌苏市,298907,,
,2905,新疆维吾尔自治区,塔城地区,裕民县,51919,,
,2906,新疆维吾尔自治区,铁门关市,铁门关市,49783,,
,2907,新疆维吾尔自治区,图木舒克市,图木舒克市,135727,,
,2908,新疆维吾尔自治区,吐鲁番市,高昌区,278700,,
,2909,新疆维吾尔自治区,吐鲁番市,鄯善县,231297,,
,2910,新疆维吾尔自治区,吐鲁番市,托克逊县,118221,,
,2911,新疆维吾尔自治区,乌鲁木齐市,达坂城区,40657,,
,2912,新疆维吾尔自治区,乌鲁木齐市,米东区,333676,,
,2913,新疆维吾尔自治区,乌鲁木齐市,沙依巴克区,664716,,
,2914,新疆维吾尔自治区,乌鲁木齐市,水磨沟区,390943,,
,2915,新疆维吾尔自治区,乌鲁木齐市,天山区,696277,,
,2916,新疆维吾尔自治区,乌鲁木齐市,头屯河区,172796,,
,2917,新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,83187,,
,2918,新疆维吾尔自治区,乌鲁木齐市,新市区,730307,,
,2919,新疆维吾尔自治区,五家渠市,五家渠市,87934,,
,2920,新疆维吾尔自治区,伊犁哈萨克自治州,察布查尔锡伯自治县,2748393,,
,2921,新疆维吾尔自治区,伊犁哈萨克自治州,巩留县,164860,,
,2922,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,352689,,
,2923,新疆维吾尔自治区,伊犁哈萨克自治州,霍尔果斯市,120000,,
,2924,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市,166261,,
,2925,新疆维吾尔自治区,伊犁哈萨克自治州,尼勒克县,157743,,
,2926,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县,142718,,
,2927,新疆维吾尔自治区,伊犁哈萨克自治州,新源县,282718,,
,2928,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁市,515082,,
,2929,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县,372590,,
,2930,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县,148187,,
,2931,广东省,湛江市,雷州市,1321091,,
,2932,吉林省,梅河口市,梅河口市,509336,,
,2933,福建省,莆田市,湄洲湾北岸,83977,,
,2934,福建省,莆田市,湄洲岛,33994,,
,2935,福建省,泉州市,德化县,332148,,
,2936,福建省,三明市,梅列区,220115,,
,2937,广东省,珠海市,横琴新区,43618,,
,2938,广东省,珠海市,高新区,207151,,
,2939,广东省,珠海市,保税区,4493,,
,2940,广东省,珠海市,万山区,4929,,
,2941,广东省,珠海市,高栏港区,144862,,
,2942,广东省,深圳市,大鹏新区,156236,,
,2943,广东省,深圳市,深圳特别合作区,65663,,
,2944,广东省,惠州市,大亚湾区,444387,,
,2945,广东省,惠州市,仲恺区,531785,,
,2946,广东省,汕尾市,红海湾,56366,,
,2947,广东省,揭阳市,揭阳空港经济区,394656,,
,2948,广东省,阳江市,高新区,62328,,
,2949,广东省,阳江市,海陵区,78376,,
,2950,广东省,肇庆市,肇庆高新区,114453,,
,2951,广东省,潮州市,枫溪区,158114,,
,2952,安徽省,蚌埠市,高新区,61850,,
,2953,安徽省,蚌埠市,经开区,276637,,
,2954,安徽省,亳州市,谯城区,1537231,,
,2955,安徽省,安庆市,安庆市经开区,140015,,
,2956,安徽省,滁州市,滁州经开区,141870,,
,2957,安徽省,滁州市,苏滁高新区,23609,,
,2958,安徽省,合肥市,庐江县,888238,,
,2959,安徽省,合肥市,巢湖市,727162,,（含巢开区）
,2960,安徽省,合肥市,肥西县,967508,,
,2961,安徽省,芜湖市,经济技术开发区,181034,,
,2962,安徽省,芜湖市,三山经济开发区,184553,,
,2963,安徽省,宣城市,市经开区,106576,,
,2964,甘肃省,兰州市,兰州新区,288200,,
,2965,贵州省,安顺市,关岭县,283497,,
,2966,贵州省,安顺市,平坝区,347060,,
,2967,贵州省,安顺市,普定县,376285,,
,2968,贵州省,安顺市,西秀区,870441,,
,2969,贵州省,安顺市,镇宁县,299696,,
,2970,贵州省,安顺市,紫云县,293651,,
,2971,贵州省,毕节市,大方县,857578,,
,2972,贵州省,毕节市,赫章县,648471,,
,2973,贵州省,毕节市,金沙县,544033,,
,2974,贵州省,毕节市,纳雍县,716703,,
,2975,贵州省,毕节市,七星关区,1305066,,
,2976,贵州省,毕节市,黔西县,732008,,
,2977,贵州省,毕节市,威宁县,1280116,,
,2978,贵州省,毕节市,织金县,815661,,
,2979,贵州省,贵阳市,白云区,456250,,
,2980,贵州省,贵阳市,观山湖区,642634,,
,2981,贵州省,贵阳市,花溪区,966276,,
,2982,贵州省,贵阳市,开阳县,343871,,
,2983,贵州省,贵阳市,南明区,1047792,,
,2984,贵州省,贵阳市,清镇市,629088,,
,2985,贵州省,贵阳市,乌当区,336363,,
,2986,贵州省,贵阳市,息烽县,219835,,
,2987,贵州省,贵阳市,修文县,288090,,
,2988,贵州省,贵阳市,云岩区,1056819,,
,2989,贵州省,六盘水市,六枝特区,536873,,
,2990,贵州省,六盘水市,盘州市,1074073,,
,2991,贵州省,六盘水市,水城区,746407,,
,2992,贵州省,六盘水市,钟山区,674249,,
,2993,贵州省,黔东南苗族侗族自治州,岑巩县,168441,,
,2994,贵州省,黔东南苗族侗族自治州,从江县,313887,,
,2995,贵州省,黔东南苗族侗族自治州,丹寨县,138642,,
,2996,贵州省,黔东南苗族侗族自治州,黄平县,244125,,
,2997,贵州省,黔东南苗族侗族自治州,剑河县,188507,,
,2998,贵州省,黔东南苗族侗族自治州,锦屏县,155182,,
,2999,贵州省,黔东南苗族侗族自治州,凯里市,709057,,
,3000,贵州省,黔东南苗族侗族自治州,雷山县,124835,,
,3001,贵州省,黔东南苗族侗族自治州,黎平县,412813,,
,3002,贵州省,黔东南苗族侗族自治州,麻江县,131081,,
,3003,贵州省,黔东南苗族侗族自治州,榕江县,297572,,
,3004,贵州省,黔东南苗族侗族自治州,三穗县,162798,,
,3005,贵州省,黔东南苗族侗族自治州,施秉县,125518,,
,3006,贵州省,黔东南苗族侗族自治州,台江县,122861,,
,3007,贵州省,黔东南苗族侗族自治州,天柱县,273588,,
,3008,贵州省,黔东南苗族侗族自治州,镇远县,189715,,
,3009,贵州省,黔南布依族苗族自治州,都匀市,529688,,
,3010,贵州省,黔南布依族苗族自治州,独山县,264266,,
,3011,贵州省,黔南布依族苗族自治州,福泉市,297899,,
