表5    各职业大类人口和未工作人口（长表数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,单位：人
县市名,,,,,,,,,,,,,,,,,
,15岁及以上人口,各种职业人口,国家机关、党群组织、,专业技术人员,办事人员和有关人员,商业、服务业人员,农林牧渔水利业,生产、运输设备操作,不便分类的其他,各种未工作人口,在校学生,料理家务,离退休,丧失劳动能力,从未工作,失去工作,其他
,总        计,总        计,企业、事业单位负责人,,,,生  产  人  员,人 员 及 有 关 人 员,从  业  人  员,总        计,,,,,正在寻找工作,正在寻找工作,
,,,,,,,,,,,,,,,,,
平顺县,11725,9702,109,322,126,248,8586,309,2,2023,256,1001,146,429,41,24,126
黎城县,11607,9543,212,479,182,457,7264,948,1,2064,326,997,215,387,50,22,67
壶关县,20302,15979,95,477,215,643,12485,2063,1,4323,435,1931,280,915,175,201,386
长子县,24870,20193,207,610,156,827,17018,1327,48,4677,1057,1582,330,1058,141,50,459
武乡县,14255,9914,196,731,82,378,8117,403,7,4341,506,2533,239,561,136,81,285
沁县,12228,9409,73,435,115,446,7818,519,3,2819,599,1024,282,494,105,65,250
沁源县,11067,7031,170,629,182,399,4585,1066,,4036,482,2461,190,499,158,65,181
潞城市,16063,10886,249,759,320,944,5849,2735,30,5177,572,2918,399,651,258,72,307
晋城市,160973,116426,2320,7517,4483,10582,65105,26157,262,44547,4126,22307,3874,8029,2754,992,2465
城区,23039,14837,535,2230,2355,3388,1773,4542,14,8202,1292,3741,1259,386,555,293,676
沁水县,16002,11959,229,668,286,745,7973,1849,209,4043,306,1912,313,920,216,116,260
阳城县,30344,22901,474,1400,598,1729,13372,5321,7,7443,558,3606,597,1857,327,112,386
陵川县,19085,14455,205,691,234,840,10400,2085,,4630,403,2392,278,978,286,65,228
泽州县,37691,27522,414,1204,433,1722,17844,5900,5,10169,839,5360,655,1935,863,162,355
高平市,34812,24752,463,1324,577,2158,13743,6460,27,10060,728,5296,772,1953,507,244,560
朔州市,101828,64358,1001,4648,2556,5231,41144,9754,24,37470,5354,18752,2133,4620,3640,820,2151
朔城区,27341,17988,311,1652,1102,1896,9767,3255,5,9353,1805,3597,729,1165,1339,325,393
平鲁区,11549,7459,109,447,248,371,5501,781,2,4090,642,1951,144,455,412,109,377
山阴县,15619,9160,121,651,269,691,6195,1233,,6459,772,3616,335,794,503,77,362
应县,19883,13458,129,628,174,609,11025,888,5,6425,843,3534,296,935,381,71,365
右玉县,7498,5276,106,315,129,337,3862,522,5,2222,368,1023,119,342,155,68,147
怀仁县,19938,11017,225,955,634,1327,4794,3075,7,8921,924,5031,510,929,850,170,507
晋中市,227004,158198,2912,10724,6096,14649,90917,32865,35,68806,8726,31731,8981,10797,3658,2294,2619
榆次区,41444,26924,839,2971,2022,3974,10200,6893,25,14520,2188,5352,3348,1490,894,739,509
榆社县,9287,6154,116,425,255,432,4275,650,1,3133,316,1886,217,330,142,83,159
左权县,11644,8639,125,455,186,546,6253,1074,,3005,306,1689,208,452,106,45,199
和顺县,10480,7761,199,428,140,619,5193,1182,,2719,305,1200,233,502,258,70,151
昔阳县,17692,13321,155,632,307,699,9707,1821,,4371,359,2320,380,792,182,172,166
寿阳县,16834,12157,128,590,402,754,8681,1599,3,4677,388,2425,503,803,253,122,183
太谷县,21860,15439,199,1094,354,1352,8883,3557,,6421,1709,2259,879,1023,212,174,165
祁县,18888,14521,164,718,477,1142,9491,2525,4,4367,536,1787,517,1079,120,135,193
平遥县,33872,23682,223,1097,402,1358,17454,3146,2,10190,1252,4648,908,2170,517,247,448
灵石县,17585,11598,454,896,574,1381,4482,3811,,5987,532,3063,638,842,529,234,149
介休市,27418,18002,310,1418,977,2392,6298,6607,,9416,835,5102,1150,1314,445,273,297
运城市,334488,256586,3116,11743,5930,13267,199671,22635,224,77902,14997,27871,7363,16644,3259,1268,6500
盐湖区,43014,29614,697,2195,1667,3147,18284,3617,7,13400,3805,3922,1519,2014,684,311,1145
临猗县,36692,29742,216,894,315,984,25952,1370,11,6950,1302,2495,560,2194,166,42,191
万荣县,28549,22233,117,658,273,439,19862,880,4,6316,1465,2076,396,1826,234,21,298
闻喜县,26902,21312,215,795,521,776,16482,2523,,5590,964,1999,690,1313,268,127,229
稷山县,21992,16289,168,744,189,765,12262,2112,49,5703,1080,2241,308,1148,182,42,702
新绛县,21767,17149,161,638,301,941,13393,1696,19,4618,554,1900,439,987,136,119,483
绛县,19164,14407,229,796,255,892,10707,1517,11,4757,610,2025,590,947,210,120,255
垣曲县,15836,11941,324,794,331,853,8232,1394,13,3895,614,1377,659,585,305,94,261
夏县,24360,20347,129,788,204,708,17807,694,17,4013,876,1278,343,1197,176,28,115
平陆县,16919,14646,102,490,212,376,13037,428,1,2273,557,597,197,651,56,40,175
芮城县,25944,21305,160,798,282,792,18688,573,12,4639,917,1395,374,1297,123,68,465
永济市,28880,22217,296,1068,564,1267,17137,1834,51,6663,1063,1901,803,1229,155,136,1376
河津市,24469,15384,302,1085,816,1327,7828,3997,29,9085,1190,4665,485,1256,564,120,805
忻州市,214070,145234,2275,8973,4795,9315,102466,17304,106,68836,9720,32871,5962,11539,4866,1347,2531
忻府区,36741,26272,466,2127,1394,2698,15527,4047,13,10469,2408,3509,1447,1750,661,418,276
定襄县,15730,9601,190,552,266,694,6078,1818,3,6129,408,3471,560,1018,414,122,136
五台县,23305,13570,272,803,254,750,10286,1203,2,9735,985,5769,603,1543,475,44,316
代县,14862,10605,92,509,244,502,8379,879,,4257,531,1936,431,876,286,63,134
繁峙县,17483,10272,100,539,232,454,8153,791,3,7211,822,4586,254,775,493,51,230
宁武县,10902,6381,161,582,283,473,3955,924,3,4521,455,2270,289,559,531,136,281
静乐县,10960,7935,77,299,161,251,6772,351,24,3025,441,1264,158,557,294,38,273
神池县,7792,5585,70,240,162,213,4616,284,,2207,485,808,120,443,181,6,164
五寨县,7954,5898,107,312,161,313,4657,348,,2056,580,702,177,320,145,62,70
岢岚县,5793,4612,68,211,142,213,3734,244,,1181,228,475,125,218,91,35,9
河曲县,9981,7433,123,479,246,390,5195,996,4,2548,363,1099,232,531,189,43,91
保德县,9758,8036,129,452,166,401,5849,999,40,1722,430,543,160,399,103,34,53
偏关县,7923,5756,89,424,297,319,3689,927,11,2167,283,866,152,519,185,82,80
原平市,34886,23278,331,1444,787,1644,15576,3493,3,11608,1301,5573,1254,2031,818,213,418
临汾市,280260,197009,3656,13194,7329,15755,125256,31707,112,83251,14059,37175,7554,12824,5607,1558,4474
尧都区,53015,34752,1119,3681,1933,4867,15513,7620,19,18263,4558,6593,2428,1914,1154,399,1217
曲沃县,15735,11549,152,707,262,731,8323,1368,6,4186,467,1990,259,924,252,95,199
翼城县,22858,15536,243,882,557,1178,8826,3831,19,7322,737,3750,553,1372,400,181,329
襄汾县,33121,25498,242,1003,383,1126,20293,2447,4,7623,1141,3552,453,1781,294,73,329
洪洞县,47528,35437,316,1641,747,1998,26078,4655,2,12091,2180,5374,764,2577,699,47,450
古县,5894,4588,123,306,153,239,3273,493,1,1306,169,537,89,288,145,28,50
安泽县,5490,4650,101,252,169,310,3486,332,,840,86,376,84,213,50,16,15
浮山县,9157,6966,102,314,239,430,5037,844,,2191,244,929,225,476,131,63,123
吉县,6519,5244,88,292,177,300,4053,334,,1275,279,580,79,220,74,22,21
乡宁县,14256,10537,151,509,298,474,7931,1174,,3719,706,1670,156,665,352,43,127
大宁县,3839,2635,53,255,194,185,1736,212,,1204,146,643,66,166,137,15,31
隰县,6930,4868,90,435,181,240,3634,288,,2062,541,914,120,217,142,19,109
永和县,4070,2722,60,204,108,119,2086,145,,1348,163,763,58,221,62,23,58
蒲县,6476,4373,132,333,261,234,2645,767,1,2103,272,1041,109,257,200,32,192
汾西县,9186,5265,138,373,169,390,2948,1204,43,3921,579,2221,135,474,366,54,92
侯马市,16840,11206,201,1094,1025,1981,3842,3063,,5634,715,2222,1244,502,377,334,240
霍州市,19346,11183,345,913,473,953,5552,2930,17,8163,1076,4020,732,557,772,114,892
吕梁地区,226489,152886,2618,9533,3903,8761,107148,20741,182,73603,11827,37892,4461,10463,5155,853,2952
孝义市,28210,15675,508,1634,678,1853,5827,5145,30,12535,1551,6949,1068,1563,914,167,323
离石市,16324,8441,285,1253,868,927,3216,1890,2,7883,1844,3893,472,549,634,94,397
汾阳市,27244,18847,233,1212,425,1305,12738,2834,100,8397,1543,3892,645,1399,298,132,488
文水县,26634,20246,325,1066,250,1077,14946,2557,25,6388,1285,2640,488,1472,270,73,160
交城县,14066,8245,250,617,218,668,4556,1927,9,5821,735,3346,366,741,332,93,208
兴县,16356,11610,65,511,266,360,9748,659,1,4746,977,2147,236,680,450,39,217
临县,36708,31344,255,975,242,755,27822,1295,,5364,1106,2057,368,1355,306,23,149
柳林县,18489,11087,209,722,200,572,7810,1571,3,7402,895,4444,256,926,588,74,219
石楼县,6318,4687,67,249,82,117,4053,119,,1631,311,923,71,173,96,9,48
岚县,10780,7734,52,313,166,159,6774,270,,3046,461,1406,149,526,301,21,182
方山县,8939,5745,104,294,154,308,4563,321,1,3194,295,1963,90,284,311,22,229
中阳县,8918,4930,123,343,168,302,2791,1203,,3988,371,2380,157,440,386,61,193
交口县,7503,4295,142,344,186,358,2304,950,11,3208,453,1852,95,355,269,45,139
,,,,,,,,,,,,,,,,,
内蒙古自治区,1776388,1247959,28586,87295,46527,127600,768837,188092,1022,528429,91229,193578,83280,67005,37080,29824,26433
呼和浩特市,184893,116236,3528,12558,8111,17634,51489,22871,45,68657,18768,20984,11844,5890,3687,4653,2831
新城区,32852,17880,1118,3508,2693,4238,1172,5149,2,14972,4987,3899,3376,456,596,949,709
回民区,22723,11816,291,1743,1359,3537,485,4400,1,10907,2305,3102,2699,293,765,1399,344
玉泉区,20687,11664,491,1493,744,3276,1815,3840,5,9023,1957,3054,1768,440,624,743,437
赛罕区,36413,20816,828,3355,2167,3856,5836,4743,31,15597,6124,3583,2742,756,651,1084,657
土默特左旗,25607,18443,285,796,461,1109,13893,1895,4,7164,1199,3289,434,1412,422,187,221
托克托县,13479,9973,205,543,168,540,7461,1055,1,3506,667,1352,217,780,247,116,127
和林格尔县,12637,10298,96,391,193,281,8839,498,,2339,583,694,161,594,117,60,130
清水河县,8622,6370,107,312,149,322,4665,815,,2252,350,860,226,477,151,64,124
武川县,11873,8976,107,417,177,475,7323,476,1,2897,596,1151,221,682,114,51,82
包头市,179973,114164,4455,11053,6128,18197,38475,35802,54,65809,10446,19291,18497,5231,4663,5395,2286
东河区,34551,18284,1154,2116,1267,5306,519,7921,1,16267,2205,4320,4824,805,1412,2326,375
昆都伦区,40798,24063,1184,3372,2410,4722,506,11847,22,16735,2782,4651,6488,417,1138,791,468
青山区,31325,17789,1149,2974,1420,4091,400,7728,27,13536,2751,2577,5035,313,835,1376,649
石拐区,4108,2094,113,271,132,319,510,746,3,2014,102,768,508,179,144,220,93
白云矿区,1996,1179,54,138,74,206,18,689,,817,43,413,242,20,51,31,17
九原区,21291,15264,277,675,384,1679,7988,4261,,6027,836,2717,503,976,340,319,336
土默特右旗,24527,18947,254,655,213,902,15498,1425,,5580,1038,2087,464,1313,372,143,163
固阳县,13495,10585,136,489,105,647,8570,637,1,2910,472,985,253,741,225,104,130
达尔罕茂明安联合旗,7882,5959,134,363,123,325,4466,548,,1923,217,773,180,467,146,85,55
乌海市,32992,19025,1044,2000,1711,3631,2068,8560,11,13967,1598,5240,3146,604,1429,1430,520
海勃湾区,15264,9280,634,1115,923,2137,649,3813,9,5984,917,2186,1382,269,495,472,263
海南区,7733,4576,232,335,317,626,948,2116,2,3157,246,1226,627,181,310,421,146
乌达区,9995,5169,178,550,471,868,471,2631,,4826,435,1828,1137,154,624,537,111
赤峰市,332193,264389,4327,13630,5320,18349,193869,28695,199,67804,13719,22987,8744,13102,3955,3080,2217
红山区,24903,15106,1032,2544,1238,4893,1374,4023,2,9797,1963,2304,2917,432,659,1153,369
元宝山区,22514,14367,376,1363,698,2172,4415,5335,8,8147,1000,3577,1653,552,645,474,246
松山区,39784,31764,454,1562,345,1972,23853,3576,2,8020,1952,2656,682,1478,683,346,223
阿鲁科尔沁旗,22828,18796,306,819,255,926,15025,1462,3,4032,624,1508,392,1090,192,77,149
巴林左旗,25041,21087,263,886,241,1078,16600,1871,148,3954,971,1069,378,1002,203,133,198
巴林右旗,13115,10129,200,575,304,590,7491,969,,2986,475,1174,243,639,234,106,115
林西县,17564,14397,206,703,232,850,11371,1025,10,3167,555,1227,304,676,160,99,146
克什克腾旗,17439,13936,184,649,291,801,10958,1045,8,3503,501,1533,289,735,190,152,103
翁牛特旗,35568,29271,344,1048,323,1216,24506,1834,,6297,1421,2242,489,1598,267,132,148
喀喇沁旗,27269,22495,251,730,403,1106,17280,2725,,4774,1053,1648,370,1113,234,172,184
宁城县,43791,36826,467,1409,544,1506,29637,3257,6,6965,1660,2204,550,1922,306,126,197
敖汉旗,42377,36215,244,1342,446,1239,31359,1573,12,6162,1544,1845,477,1865,182,110,139
通辽市,228783,172707,2592,9053,3165,10229,136708,10885,75,56076,10034,21766,5616,9743,3742,2323,2852
科尔沁区,60599,43555,1022,3440,1291,4831,27758,5173,40,17044,3445,5048,2948,2261,1362,1142,838
科尔沁左翼中旗,37372,27605,293,1035,305,845,24391,731,5,9767,1389,4698,469,1682,618,269,642
科尔沁左翼后旗,29993,21087,157,1021,375,939,17743,852,,8906,1200,4659,447,1629,397,162,412
开鲁县,29136,24020,219,831,245,780,21086,847,12,5116,945,1780,402,1115,280,306,288
库伦旗,13229,10693,115,564,177,421,8891,523,2,2536,458,824,224,565,284,83,98
奈曼旗,31717,25823,412,950,244,994,22346,876,1,5894,1423,1996,375,1419,316,218,147
扎鲁特旗,21664,17254,252,869,337,873,13967,955,1,4410,824,1657,355,947,239,87,301
霍林郭勒市,5073,2670,122,343,191,546,526,928,14,2403,350,1104,396,125,246,56,126
呼伦贝尔盟,206663,119681,3570,11360,7352,18485,53963,24816,135,86982,8759,37148,15792,6238,7704,5158,6183
海拉尔市,21070,12123,528,1852,1211,3557,1259,3710,6,8947,1827,2755,2263,378,733,787,204
满洲里市,14303,7634,251,1029,766,2483,265,2832,8,6669,560,2699,1752,207,419,708,324
扎兰屯市,31103,19615,347,1204,654,1896,13298,2215,1,11488,1088,4987,1323,1205,1267,632,986
牙克石市,31720,14982,646,1922,1497,3096,2219,5601,1,16738,1372,7004,3794,698,1454,1006,1410
根河市,12187,6146,354,836,598,1240,1212,1905,1,6041,519,2443,1624,212,582,418,243
额尔古纳市,6890,4107,174,485,269,674,1301,1202,2,2783,230,1228,608,127,262,213,115
阿荣旗,22420,16213,215,823,233,871,13115,952,4,6207,718,2990,396,991,475,194,443
莫力达瓦达斡尔族自治旗,21698,14334,318,865,393,852,11120,781,5,7364,621,3990,430,1128,469,117,609
鄂伦春自治旗,23034,11957,289,1031,1020,1891,5135,2508,83,11077,919,4870,1762,640,983,647,1256
鄂温克族自治旗,11077,5792,157,643,378,1148,1538,1924,4,5285,625,2029,1323,270,504,285,249
新巴尔虎右旗,2788,1595,57,180,89,249,768,241,11,1193,69,654,83,101,122,54,110
新巴尔虎左旗,3153,1956,97,189,73,162,1184,245,6,1197,62,565,121,123,150,49,127
陈巴尔虎旗,5220,3227,137,301,171,366,1549,700,3,1993,149,934,313,158,284,48,107
兴安盟,118803,84441,1750,5390,2504,7075,59447,8264,11,34362,3961,15085,3726,5554,2484,1826,1726
乌兰浩特市,21387,13175,522,1658,1135,2960,3438,3457,5,8212,1526,2398,1617,620,798,914,339
阿尔山市,3662,2032,81,202,195,408,555,590,1,1630,104,868,356,75,98,79,50
科尔沁右翼前旗,25517,19079,236,796,201,716,16097,1033,,6438,462,3464,285,1410,344,114,359
科尔沁右翼中旗,18564,12710,294,863,266,886,9396,1005,,5854,669,2898,431,841,398,308,309
扎赉特旗,28070,20521,425,1157,407,1071,16501,960,,7549,702,3666,640,1327,541,223,450
突泉县,21603,16924,192,714,300,1034,13460,1219,5,4679,498,1791,397,1281,305,188,219
锡林郭勒盟,75606,49324,1386,3664,2116,6229,28903,6974,52,26282,3259,11896,2983,2555,2377,1252,1960
二连浩特市,3592,2097,55,205,165,1251,14,404,3,1495,111,913,142,32,65,40,192
锡林浩特市,13829,6944,384,1151,763,1509,1217,1913,7,6885,1120,2607,1069,220,718,464,687
阿巴嘎旗,3693,2051,86,159,93,246,1193,273,1,1642,70,892,107,173,162,69,169
苏尼特左旗,2845,1740,63,169,94,205,1044,165,,1105,60,641,110,92,71,26,105
苏尼特右旗,5946,3654,130,295,116,494,1752,867,,2292,144,1201,334,171,214,110,118
东乌珠穆沁旗,6569,4043,181,270,153,628,2075,731,5,2526,195,1473,198,237,240,141,42
西乌珠穆沁旗,5481,3050,87,223,91,337,1926,386,,2431,171,1362,166,231,199,81,221
太仆寺旗,12789,9727,124,400,159,397,8087,558,2,3062,478,1196,306,576,183,91,232
镶黄旗,2138,1585,47,135,73,117,1069,144,,553,65,232,65,65,61,37,28
正镶白旗,5076,3773,60,178,121,235,2841,338,,1303,188,511,120,227,114,69,74
正蓝旗,5605,4313,80,215,107,277,3375,225,34,1292,187,464,175,227,89,61,89
多伦县,8043,6347,89,264,181,533,4310,970,,1696,470,404,191,304,261,63,3
乌兰察布盟,170670,125035,1783,6254,3288,8631,92229,12608,242,45635,8316,17315,4865,8010,3155,1813,2161
集宁市,21688,10950,466,1649,1266,2613,604,4350,2,10738,2584,3340,2126,420,911,893,464
丰镇市,19115,13460,186,726,350,1236,9227,1734,1,5655,758,2491,522,1058,435,158,233
卓资县,12750,9715,84,393,171,562,7634,871,,3035,504,1191,251,666,241,82,100
化德县,9871,8108,108,336,183,589,6319,513,60,1763,353,605,156,390,106,61,92
商都县,20469,16137,221,610,204,692,13151,1249,10,4332,668,1765,260,1045,325,75,194
兴和县,17965,13857,106,515,191,482,11534,1018,11,4108,493,1892,212,889,319,98,205
凉城县,14752,11282,179,395,224,498,9311,673,2,3470,554,1421,254,780,181,103,177
察哈尔右翼前旗,16068,12514,107,445,200,532,10337,832,61,3554,729,1190,355,771,164,86,259
察哈尔右翼中旗,12357,9644,135,373,118,385,8202,420,11,2713,618,934,199,698,113,82,69
察哈尔右翼后旗,11853,9023,73,346,187,472,7268,599,78,2830,365,1237,266,528,188,79,167
四子王旗,13782,10345,118,466,194,570,8642,349,6,3437,690,1249,264,765,172,96,201
伊克昭盟,104843,78624,1635,5337,3058,7587,45421,15438,148,26219,4981,9561,2980,4716,1513,1231,1237
东胜市,19621,13511,430,1589,1244,2462,2598,5171,17,6110,1312,2082,1086,404,375,506,345
达拉特旗,24026,18782,190,890,407,1278,13670,2341,6,5244,1100,1761,439,1246,283,178,237
准格尔旗,20539,14702,298,955,475,1134,8691,3101,48,5837,815,2490,528,1157,354,174,319
鄂托克前旗,4989,3916,83,256,109,309,2770,383,6,1073,188,405,97,243,47,45,48
鄂托克旗,7552,5617,158,358,284,642,2944,1230,1,1935,275,830,226,266,151,123,64
杭锦旗,9635,7617,132,453,193,530,5246,996,67,2018,391,656,180,561,108,40,82
乌审旗,7249,5764,138,325,134,361,4132,672,2,1485,379,513,159,250,67,44,73
伊金霍洛旗,11232,8715,206,511,212,871,5370,1544,1,2517,521,824,265,589,128,121,69
巴彦淖尔盟,126401,94281,1922,5799,3131,10163,62253,10963,50,32120,6781,10590,4162,4917,1947,1397,2326
临河市,38860,27535,718,2274,1435,4382,14567,4158,1,11325,2767,3581,1620,1226,688,561,882
五原县,20034,15912,206,705,313,1436,12064,1184,4,4122,1002,1222,444,937,202,159,156
磴口县,9035,6807,156,423,213,743,4227,1045,,2228,361,717,430,276,170,85,189
乌拉特前旗,24149,17904,305,922,481,1478,12492,2226,,6245,1025,2378,722,1082,333,190,515
乌拉特中旗,10079,7622,201,447,218,528,5614,582,32,2457,335,965,255,461,156,119,166
乌拉特后旗,3636,2502,72,231,100,279,1310,499,11,1134,162,437,136,115,109,66,109
杭锦后旗,20608,15999,264,797,371,1317,11979,1269,2,4609,1129,1290,555,820,289,217,309
阿拉善盟,14568,10052,594,1197,643,1390,4012,2216,,4516,607,1715,925,445,424,266,134
阿拉善左旗,10968,7608,482,882,476,971,3054,1743,,3360,433,1224,717,329,323,236,98
阿拉善右旗,1964,1395,71,169,83,176,595,301,,569,91,230,99,76,44,14,15
额济纳旗,1636,1049,41,146,84,243,363,172,,587,83,261,109,40,57,16,21
,,,,,,,,,,,,,,,,,
辽宁省,3358380,2178888,60832,175796,94536,269723,1129492,448048,461,1179492,169656,285774,322699,131648,90512,137485,41718
沈阳市,593863,351835,15704,42046,20523,63804,130611,79054,93,242028,44060,39311,84079,19029,17587,29702,8260
和平区,52600,25437,2458,6756,3366,6663,32,6139,23,27163,6226,1947,11679,506,1740,3659,1406
沈河区,50982,25105,2881,5816,2640,7815,31,5920,2,25877,5095,1955,11118,688,1652,3987,1382
大东区,53957,25404,1848,4542,2416,7036,51,9509,2,28553,5025,2160,12822,717,2130,4865,834
皇姑区,60408,29345,1540,6661,3502,7802,66,9765,9,31063,8343,2487,13092,674,1911,4037,519
铁西区,63631,29367,1809,5098,2949,8363,58,11089,1,34264,5692,2862,15845,802,2400,6084,579
苏家屯区,35815,22342,539,1745,730,3300,9546,6469,13,13473,1526,3416,3714,1561,1334,1574,348
东陵区,49802,31065,1142,2697,1268,6231,10566,9160,1,18737,4219,4451,4683,1629,1537,1787,431
新城子区,25371,16653,332,1035,578,2223,8748,3703,34,8718,1564,2396,1957,1342,649,749,61
于洪区,49661,28996,1375,2909,1079,5535,9391,8701,6,20665,2918,6017,4646,1697,1772,1733,1882
辽中县,40463,29677,597,1349,500,3237,20803,3189,2,10786,964,4380,1047,2703,965,347,380
康平县,25223,20065,249,846,476,1019,16235,1240,,5158,651,1654,859,1368,326,268,32
法库县,33741,27132,338,1063,481,1460,22182,1608,,6609,652,1987,921,2207,387,214,241
新民市,52209,41247,596,1529,538,3120,32902,2562,,10962,1185,3599,1696,3135,784,398,165
大连市,479415,303588,9226,28544,17016,43485,128941,76373,3,175827,30810,45615,49824,14704,7464,24085,3325
中山区,32087,16924,1639,3281,2235,4852,95,4822,,15163,2812,1518,6960,336,702,2770,65
西岗区,29312,15290,1668,2950,2077,4041,272,4280,2,14022,2401,1333,6417,452,619,2528,272
沙河口区,53021,25085,1785,6341,3080,5688,154,8036,1,27936,6745,2882,11248,601,1208,5098,154
甘井子区,65126,35933,749,4246,3108,7939,3121,16770,,29193,6925,6248,8449,1193,1456,4908,14
旅顺口区,21148,13712,350,1272,806,2682,4036,4566,,7436,1045,3031,1984,243,330,777,26
金州区,67202,45198,948,3317,2506,7286,14697,16444,,22004,4195,6641,4628,2616,842,2416,666
长海县,7357,4372,97,659,249,597,2174,596,,2985,205,1959,268,333,43,123,54
瓦房店市,77244,55239,962,2684,1384,4492,36164,9553,,22005,2612,7276,5077,1217,1096,2950,1777
普兰店市,59966,41301,470,1677,682,2586,30153,5733,,18665,1863,8827,2662,3335,573,1277,128
庄河市,66952,50534,558,2117,889,3322,38075,5573,,16418,2007,5900,2131,4378,595,1238,169
鞍山市,290229,183276,4882,14782,8722,25550,76540,52800,,106953,13192,23390,31107,11053,8728,12814,6669
铁东区,38573,19646,2015,4774,3337,2665,21,6834,,18927,3382,1109,8446,376,1441,3036,1137
