表3    各年龄组人口比重、有老年人口的户数、人口自然变动、迁入人口（全部数据）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
县市名,各种年龄组人口占总人口比重(%) ,,,,有65岁及以上老年人口的户数(户),,,,人口自然变动(‰),,,总和生育率,迁入人口（人） ,,
,0-14岁,15-64岁,65岁及以上,15-49岁育龄妇女,合计,有一个老人,有二个老人,有二个以上老人,出生率,死亡率,自然增长率,（长表数据）,本县(市)/本市市区,本省其他县(市)、市区,外省
,,,,,,,,,,,,,,,
富阳市,19.62 ,71.23 ,9.15 ,28.81 ,45072,33511,11424,137,9.55 ,6.06 ,3.48 ,0.92 ,42288,10877,31472
余杭市,16.23 ,74.08 ,9.69 ,28.89 ,65413,52759,12472,182,8.18 ,6.91 ,1.27 ,1.05 ,23724,23580,39835
临安市,18.55 ,72.49 ,8.96 ,29.17 ,36304,27093,9115,96,8.60 ,6.91 ,1.69 ,1.05 ,29351,7101,19602
宁波市,16.17 ,75.08 ,8.75 ,30.64 ,396478,281491,113886,1101,8.59 ,5.69 ,2.90 ,0.88 ,417265,326437,612047
海曙区,12.80 ,79.27 ,7.93 ,32.28 ,20336,13588,6683,65,8.22 ,3.78 ,4.44 ,0.87 ,48714,56151,36402
江东区,13.62 ,79.67 ,6.70 ,33.20 ,14596,9931,4614,51,9.20 ,3.22 ,5.99 ,0.74 ,42209,45276,33602
江北区,13.24 ,78.64 ,8.13 ,31.83 ,16613,11945,4618,50,6.74 ,5.09 ,1.65 ,0.69 ,24382,28066,29016
北仑区,14.82 ,76.36 ,8.82 ,30.54 ,25317,17684,7546,87,6.79 ,5.65 ,1.14 ,0.78 ,24249,20129,57738
镇海区,14.58 ,77.85 ,7.57 ,31.01 ,15522,11200,4278,44,8.47 ,4.78 ,3.69 ,0.87 ,18850,21558,38061
象山县,17.43 ,73.06 ,9.51 ,29.93 ,35661,25966,9605,90,10.29 ,6.07 ,4.22 ,1.10 ,39378,5042,14298
宁海县,18.90 ,71.79 ,9.31 ,29.57 ,37574,27468,10024,82,11.49 ,6.34 ,5.15 ,1.28 ,50406,9137,22189
鄞县,15.77 ,75.91 ,8.32 ,31.31 ,54115,38888,15127,100,6.91 ,5.63 ,1.28 ,0.66 ,41482,96485,100638
余姚市,17.59 ,72.30 ,10.11 ,28.97 ,66180,47563,18398,219,8.00 ,6.78 ,1.22 ,0.91 ,42463,11456,51140
慈溪市,16.27 ,75.32 ,8.41 ,31.01 ,76702,52937,23532,233,8.73 ,5.67 ,3.06 ,0.87 ,40792,24766,210412
奉化市,17.62 ,73.01 ,9.36 ,29.80 ,33862,24321,9461,80,9.96 ,6.62 ,3.34 ,1.03 ,44340,8371,18551
温州市,19.77 ,72.84 ,7.39 ,30.00 ,426268,304933,119540,1795,12.43 ,5.58 ,6.85 ,1.01 ,676199,333536,1021193
鹿城区,12.14 ,82.20 ,5.66 ,33.26 ,36532,25508,10862,162,8.70 ,4.30 ,4.41 ,0.76 ,172981,121392,227507
龙湾区,11.82 ,84.76 ,3.41 ,36.52 ,5346,3940,1392,14,10.34 ,2.48 ,7.86 ,0.68 ,10997,19577,94239
瓯海区,15.56 ,78.63 ,5.81 ,32.19 ,36585,25551,10836,198,12.11 ,3.72 ,8.39 ,0.94 ,65485,72270,224495
洞头县,20.67 ,70.17 ,9.16 ,28.23 ,7004,5293,1688,23,13.96 ,7.96 ,6.00 ,1.40 ,7993,1230,3417
永嘉县,22.60 ,68.46 ,8.95 ,27.86 ,49061,34133,14763,165,15.60 ,7.37 ,8.23 ,1.22 ,61134,14283,67834
平阳县,21.51 ,69.85 ,8.64 ,28.57 ,48740,34683,13797,260,12.19 ,5.98 ,6.21 ,0.98 ,61453,9387,23447
苍南县,23.50 ,69.46 ,7.03 ,29.10 ,63007,45420,17334,253,10.80 ,6.10 ,4.70 ,1.04 ,103150,12383,30164
文成县,22.72 ,65.32 ,11.96 ,25.64 ,24606,17932,6598,76,15.58 ,8.89 ,6.69 ,1.18 ,19955,2767,2638
泰顺县,23.92 ,65.47 ,10.61 ,25.58 ,23786,18206,5514,66,16.22 ,8.75 ,7.47 ,1.41 ,17141,1739,4771
瑞安市,19.59 ,73.13 ,7.27 ,30.41 ,67950,49804,17844,302,13.35 ,5.23 ,8.12 ,1.11 ,86168,35115,149762
乐清市,21.77 ,70.96 ,7.28 ,29.73 ,63651,44463,18912,276,12.93 ,5.18 ,7.75 ,1.03 ,69742,43393,192919
嘉兴市,17.80 ,72.61 ,9.59 ,28.67 ,275133,211326,62985,822,8.83 ,6.51 ,2.32 ,1.06 ,141616,62183,257262
秀城区,16.27 ,74.59 ,9.14 ,29.50 ,35659,26239,9321,99,8.45 ,5.43 ,3.01 ,0.99 ,47380,13974,42366
秀洲区,18.25 ,72.68 ,9.07 ,28.78 ,27961,21751,6151,59,10.16 ,6.56 ,3.60 ,1.08 ,14201,8176,42316
嘉善县,17.43 ,72.82 ,9.74 ,28.47 ,32094,23410,8585,99,7.89 ,6.16 ,1.72 ,0.95 ,12156,7966,46519
海盐县,18.19 ,72.66 ,9.14 ,28.38 ,28137,21150,6892,95,8.39 ,6.09 ,2.30 ,1.17 ,10919,4051,26508
海宁市,17.65 ,72.15 ,10.19 ,28.56 ,54716,42382,12175,159,8.28 ,6.83 ,1.45 ,1.01 ,22894,10836,30125
平湖市,18.00 ,72.27 ,9.73 ,28.71 ,40283,31605,8577,101,8.16 ,6.89 ,1.27 ,1.08 ,14293,5483,24444
桐乡市,18.65 ,71.69 ,9.66 ,28.37 ,56283,44789,11284,210,10.18 ,7.11 ,3.07 ,1.16 ,19773,11697,44984
湖州市,18.50 ,71.56 ,9.94 ,28.39 ,210936,164048,46220,668,8.69 ,6.57 ,2.12 ,1.11 ,123788,41343,144964
市辖区,17.32 ,71.96 ,10.72 ,29.03 ,99401,77675,21367,359,8.07 ,6.79 ,1.28 ,1.07 ,73431,21882,94904
德清县,18.87 ,70.68 ,10.45 ,28.25 ,37554,30116,7301,137,9.21 ,6.62 ,2.59 ,1.29 ,12392,6892,19282
长兴县,19.85 ,71.38 ,8.78 ,27.73 ,43055,32916,10037,102,9.57 ,6.19 ,3.38 ,1.09 ,24116,8171,23020
安吉县,19.36 ,71.63 ,9.01 ,27.76 ,30926,23341,7515,70,8.59 ,6.48 ,2.11 ,1.05 ,13849,4398,7758
绍兴市,18.42 ,71.89 ,9.69 ,29.55 ,328368,244707,82864,797,9.98 ,6.87 ,3.10 ,1.06 ,307418,104042,226685
越城区,17.39 ,73.68 ,8.93 ,31.30 ,43960,32305,11537,118,9.01 ,5.80 ,3.20 ,0.92 ,77106,35080,36340
绍兴县,19.48 ,71.63 ,8.89 ,30.11 ,56586,43868,12578,140,9.66 ,6.16 ,3.50 ,0.97 ,21750,35933,85502
新昌县,17.28 ,73.08 ,9.64 ,28.88 ,31438,23219,8172,47,10.55 ,7.87 ,2.67 ,1.24 ,53143,4856,6304
诸暨市,17.90 ,72.39 ,9.71 ,30.23 ,81709,60778,20682,249,10.48 ,6.93 ,3.55 ,1.07 ,82539,17149,73311
上虞市,20.03 ,69.53 ,10.44 ,28.39 ,59526,44404,14971,151,9.66 ,6.88 ,2.79 ,1.14 ,23086,6608,13817
嵊州市,17.96 ,71.49 ,10.55 ,27.82 ,55149,40133,14924,92,10.45 ,8.00 ,2.45 ,1.17 ,49794,4416,11411
金华市,18.32 ,72.87 ,8.81 ,29.87 ,313109,228221,84367,521,10.32 ,6.43 ,3.88 ,1.03 ,317547,182740,387828
婺城区,14.59 ,78.56 ,6.86 ,33.29 ,22413,16251,6110,52,9.03 ,3.91 ,5.13 ,0.91 ,53213,64124,24217
金华县,17.93 ,71.87 ,10.19 ,26.63 ,38413,28834,9524,55,9.01 ,7.79 ,1.21 ,1.17 ,9349,7105,8599
武义县,19.51 ,69.91 ,10.58 ,27.30 ,24284,17028,7204,52,10.05 ,7.48 ,2.57 ,1.19 ,24425,3404,4835
浦江县,19.87 ,71.26 ,8.86 ,28.95 ,24945,17917,6985,43,10.42 ,7.14 ,3.28 ,1.16 ,31594,4264,26511
磐安县,19.66 ,70.23 ,10.11 ,28.03 ,13769,9825,3931,13,13.11 ,8.09 ,5.02 ,1.50 ,9134,3186,1473
兰溪市,20.31 ,69.80 ,9.89 ,27.39 ,47845,36548,11216,81,9.58 ,7.67 ,1.91 ,1.22 ,32786,4351,6602
义乌市,16.07 ,77.31 ,6.62 ,34.37 ,46737,34042,12628,67,9.31 ,4.82 ,4.49 ,0.79 ,84361,67763,215192
东阳市,19.75 ,70.21 ,10.04 ,29.23 ,58600,42347,16149,104,11.46 ,6.92 ,4.54 ,0.96 ,35616,13243,46363
永康市,18.97 ,72.52 ,8.51 ,28.82 ,36103,25429,10620,54,12.51 ,6.29 ,6.22 ,1.20 ,37069,15300,54036
衢州市,19.86 ,70.29 ,9.85 ,27.49 ,167331,127088,39867,376,12.98 ,6.86 ,6.12 ,1.53 ,97599,43255,19216
柯城区,16.54 ,75.42 ,8.04 ,30.19 ,17915,13190,4667,58,10.77 ,4.13 ,6.64 ,1.13 ,16581,25652,4241
衢县,19.14 ,70.82 ,10.03 ,26.34 ,37724,29284,8369,71,12.00 ,6.97 ,5.03 ,1.58 ,9097,6530,3623
常山县,21.44 ,69.24 ,9.32 ,27.28 ,19987,15471,4485,31,15.31 ,7.63 ,7.68 ,1.64 ,12269,2618,2207
开化县,21.72 ,68.05 ,10.23 ,27.97 ,21800,16078,5683,39,14.72 ,7.96 ,6.75 ,1.94 ,13780,1519,1196
龙游县,18.97 ,71.14 ,9.89 ,26.97 ,28785,21571,7148,66,10.72 ,6.60 ,4.12 ,1.31 ,15080,4321,3336
江山市,21.31 ,67.86 ,10.83 ,27.21 ,41120,31494,9515,111,14.72 ,7.54 ,7.18 ,1.65 ,30792,2615,4613
舟山市,15.28 ,75.40 ,9.33 ,29.93 ,71321,50562,20527,232,7.36 ,6.42 ,0.94 ,0.97 ,119970,31762,45638
定海区,14.95 ,75.54 ,9.51 ,30.50 ,26623,18662,7846,115,8.41 ,5.90 ,2.50 ,1.00 ,61575,12115,16672
普陀区,14.53 ,76.60 ,8.87 ,30.31 ,23249,16241,6937,71,6.85 ,6.18 ,0.67 ,0.87 ,38113,12492,20955
岱山县,16.62 ,73.27 ,10.10 ,28.72 ,15506,11313,4161,32,6.62 ,7.65 ,-1.03 ,1.10 ,15320,2492,3835
嵊泗县,16.57 ,74.80 ,8.63 ,28.71 ,5943,4346,1583,14,6.59 ,6.76 ,-0.17 ,1.08 ,4962,4663,4176
台州市,18.06 ,72.88 ,9.05 ,29.44 ,354737,249342,104432,963,12.03 ,6.19 ,5.84 ,1.17 ,286474,100474,445811
椒江区,17.66 ,73.79 ,8.54 ,29.92 ,29670,20561,9033,76,10.81 ,5.28 ,5.53 ,1.13 ,40248,20330,32123
黄岩区,16.49 ,73.47 ,10.04 ,29.76 ,42952,30048,12768,136,10.63 ,5.99 ,4.63 ,1.13 ,29155,9823,43506
路桥区,16.10 ,75.79 ,8.11 ,30.61 ,27865,19108,8665,92,11.08 ,5.19 ,5.89 ,1.06 ,32935,18311,67353
玉环县,15.55 ,77.30 ,7.15 ,31.09 ,24791,17415,7264,112,10.13 ,4.88 ,5.24 ,0.99 ,16677,7120,85869
三门县,19.95 ,70.87 ,9.17 ,28.50 ,22538,16322,6177,39,12.00 ,6.76 ,5.25 ,1.28 ,16156,3181,3347
天台县,22.85 ,67.00 ,10.15 ,26.93 ,32955,24819,8081,55,15.08 ,7.84 ,7.24 ,1.45 ,26677,3045,4100
仙居县,21.95 ,68.25 ,9.81 ,27.01 ,27815,19824,7952,39,17.97 ,8.07 ,9.90 ,1.65 ,24686,2340,6938
温岭市,16.87 ,74.19 ,8.94 ,29.77 ,77996,53742,24008,246,9.02 ,5.95 ,3.06 ,0.89 ,48585,22142,180715
临海市,18.65 ,71.92 ,9.43 ,29.58 ,68155,47503,20484,168,14.97 ,6.56 ,8.41 ,1.44 ,51355,14182,21860
丽水市,20.45 ,69.53 ,10.02 ,27.66 ,168025,121170,46422,433,12.92 ,6.96 ,5.96 ,1.36 ,161145,53252,25492
莲都区,19.05 ,71.66 ,9.28 ,29.51 ,24397,16833,7475,89,12.43 ,5.81 ,6.61 ,1.30 ,31341,26720,5494
青田县,24.00 ,65.62 ,10.39 ,25.78 ,29233,21209,7957,67,11.89 ,7.37 ,4.52 ,1.25 ,37225,5019,7395
缙云县,20.87 ,68.67 ,10.46 ,26.45 ,29188,20698,8428,62,14.24 ,7.26 ,6.98 ,1.42 ,20107,4260,3561
遂昌县,18.72 ,70.03 ,11.25 ,27.25 ,18047,13033,4955,59,12.16 ,7.41 ,4.76 ,1.52 ,9105,2580,1315
松阳县,20.76 ,68.72 ,10.52 ,27.04 ,16116,11594,4499,23,13.86 ,8.24 ,5.62 ,1.41 ,9084,1900,1052
云和县,18.15 ,71.37 ,10.48 ,28.08 ,8390,6032,2323,35,11.66 ,6.60 ,5.06 ,1.12 ,7413,4110,970
庆元县,20.65 ,71.64 ,7.72 ,30.16 ,11097,8432,2650,15,13.78 ,6.30 ,7.47 ,1.29 ,14887,2075,1888
景宁畲族自治县,18.30 ,71.70 ,10.01 ,28.32 ,12161,9111,3020,30,13.12 ,7.47 ,5.65 ,1.25 ,18815,3351,1398
龙泉市,20.00 ,70.11 ,9.89 ,27.98 ,19396,14228,5115,53,12.81 ,6.44 ,6.37 ,1.52 ,13168,3237,2419
,,,,,,,,,,,,0.00 ,,,
安徽省,25.49 ,66.91 ,7.59 ,26.73 ,3419411,2408787,997274,13350,11.79 ,5.79 ,6.00 ,1.33 ,2374887,953527,230116
合肥市,22.44 ,70.45 ,7.12 ,27.78 ,240814,168109,71879,826,11.35 ,4.33 ,7.03 ,1.19 ,340868,300033,39103
东市区,15.72 ,75.22 ,9.06 ,29.99 ,16557,11058,5457,42,9.14 ,4.10 ,5.04 ,1.00 ,47135,27526,5019
中市区,15.29 ,76.52 ,8.19 ,30.75 ,14767,9860,4856,51,8.21 ,3.53 ,4.68 ,0.73 ,40454,30976,5704
西市区,12.40 ,81.25 ,6.35 ,31.02 ,18147,12021,6053,73,7.79 ,2.55 ,5.24 ,0.76 ,56835,34390,6512
郊区,18.52 ,76.52 ,4.95 ,30.34 ,29533,21308,8151,74,11.30 ,2.86 ,8.44 ,1.03 ,112853,179705,16062
长丰县,28.50 ,63.71 ,7.79 ,25.46 ,52793,36745,15817,231,11.56 ,4.88 ,6.68 ,1.34 ,17234,4973,1083
肥东县,25.99 ,66.05 ,7.96 ,25.91 ,60745,42026,18522,197,12.92 ,5.20 ,7.72 ,1.54 ,35204,13172,2662
肥西县,23.92 ,69.19 ,6.89 ,27.15 ,48272,35091,13023,158,12.43 ,5.10 ,7.33 ,1.36 ,31153,9291,2061
芜湖市,21.13 ,71.27 ,7.60 ,27.74 ,127021,95477,31288,256,9.37 ,6.16 ,3.21 ,1.08 ,159356,67819,20368
镜湖区,14.87 ,75.72 ,9.41 ,30.82 ,12917,9111,3755,51,6.37 ,4.60 ,1.77 ,0.60 ,44594,14758,4175
马塘区,17.94 ,74.15 ,7.91 ,29.67 ,7368,5385,1969,14,7.82 ,4.33 ,3.49 ,0.91 ,29461,9244,1506
新芜区,14.59 ,77.11 ,8.30 ,30.13 ,14694,10377,4273,44,6.67 ,4.88 ,1.80 ,0.82 ,44879,19987,5760
鸠江区,16.83 ,75.97 ,7.19 ,28.52 ,9282,6925,2340,17,7.40 ,4.86 ,2.55 ,0.92 ,9689,10736,2799
芜湖县,23.64 ,69.13 ,7.22 ,26.35 ,28740,21925,6765,50,10.23 ,6.74 ,3.49 ,1.10 ,11016,7066,3414
繁昌县,24.23 ,68.67 ,7.11 ,26.69 ,24363,18684,5645,34,10.06 ,6.68 ,3.38 ,1.18 ,9956,2342,825
南陵县,23.48 ,69.05 ,7.47 ,27.06 ,29657,23070,6541,46,11.31 ,7.17 ,4.14 ,1.46 ,9761,3686,1889
蚌埠市,26.17 ,65.94 ,7.89 ,26.65 ,192258,128410,62939,909,12.17 ,5.28 ,6.89 ,1.37 ,170674,57834,15710
东市区,15.17 ,77.25 ,7.58 ,31.13 ,13667,9200,4430,37,7.86 ,4.04 ,3.82 ,0.89 ,39206,16302,3956
中市区,16.36 ,72.98 ,10.66 ,29.83 ,9306,6141,3144,21,8.18 ,5.19 ,2.98 ,0.74 ,20961,5513,2046
西市区,16.75 ,75.63 ,7.63 ,31.28 ,12731,8573,4110,48,10.03 ,4.40 ,5.63 ,0.98 ,47394,16019,2988
郊区,26.03 ,66.43 ,7.54 ,26.56 ,12543,8554,3936,53,12.12 ,5.60 ,6.52 ,1.36 ,13238,10646,2307
怀远县,29.09 ,63.46 ,7.45 ,25.47 ,68601,46482,21746,373,14.80 ,5.71 ,9.10 ,1.60 ,22864,4681,1748
五河县,28.09 ,63.67 ,8.25 ,25.65 ,39340,25697,13454,189,11.21 ,5.27 ,5.93 ,1.36 ,12696,1506,1315
固镇县,28.08 ,63.68 ,8.24 ,25.98 ,36070,23763,12119,188,11.15 ,5.17 ,5.98 ,1.47 ,14315,3167,1350
淮南市,24.09 ,68.62 ,7.28 ,27.89 ,111564,76906,34211,447,12.89 ,5.57 ,7.32 ,1.28 ,154217,77966,9592
大通区,23.38 ,67.40 ,9.22 ,27.21 ,8766,6009,2729,28,14.10 ,5.67 ,8.43 ,1.32 ,10898,6329,579
田家庵区,18.18 ,75.26 ,6.56 ,30.98 ,19503,13132,6303,68,11.24 ,3.97 ,7.27 ,0.98 ,58313,18363,3197
谢家集区,20.29 ,71.88 ,7.83 ,28.95 ,15436,10906,4496,34,12.16 ,5.23 ,6.93 ,1.05 ,19322,16039,1080
八公山区,19.96 ,72.62 ,7.41 ,29.20 ,9461,6647,2796,18,12.13 ,5.15 ,6.98 ,1.07 ,15045,10759,729
潘集区,28.55 ,65.03 ,6.42 ,26.80 ,19489,13644,5753,92,12.99 ,5.69 ,7.30 ,1.33 ,28960,5886,614
凤台县,27.56 ,64.83 ,7.61 ,26.11 ,38909,26568,12134,207,14.03 ,6.64 ,7.39 ,1.58 ,21679,20590,3393
马鞍山市,21.80 ,70.67 ,7.53 ,27.65 ,70649,52404,18075,170,10.57 ,5.22 ,5.35 ,1.17 ,89568,54371,12778
金家庄区,17.89 ,74.58 ,7.53 ,29.21 ,4953,3484,1456,13,11.24 ,4.06 ,7.18 ,1.14 ,15653,9916,1236
花山区,15.88 ,77.84 ,6.28 ,30.17 ,8541,5917,2606,18,10.19 ,3.08 ,7.11 ,0.98 ,21925,10454,2851
雨山区,17.36 ,75.83 ,6.81 ,29.63 ,6882,4777,2083,22,10.74 ,3.94 ,6.80 ,1.18 ,17729,14242,2599
向山区,20.31 ,72.35 ,7.34 ,28.06 ,9707,7260,2420,27,10.80 ,4.71 ,6.09 ,1.08 ,19176,14907,2298
当涂县,25.36 ,66.55 ,8.09 ,26.19 ,40566,30966,9510,90,10.49 ,6.40 ,4.09 ,1.26 ,15085,4852,3794
淮北市,25.73 ,67.29 ,6.98 ,27.48 ,94661,60170,33896,595,11.34 ,4.32 ,7.02 ,1.10 ,64470,37725,6765
杜集区,23.55 ,70.09 ,6.36 ,28.05 ,13565,8913,4544,108,9.71 ,4.23 ,5.49 ,0.91 ,5595,5067,571
相山区,20.16 ,74.99 ,4.85 ,31.99 ,10606,7073,3470,63,10.47 ,3.26 ,7.21 ,0.90 ,33078,15504,4173
烈山区,21.64 ,73.45 ,4.91 ,29.36 ,5390,3682,1685,23,9.33 ,3.78 ,5.55 ,0.94 ,10048,7905,562
濉溪县,28.29 ,63.74 ,7.96 ,25.90 ,65100,40502,24197,401,12.25 ,4.69 ,7.56 ,1.24 ,15749,9249,1459
铜陵市,20.31 ,72.88 ,6.81 ,28.66 ,36685,27439,9166,80,10.93 ,5.46 ,5.47 ,1.09 ,41015,38394,4595
铜官山区,17.64 ,76.21 ,6.15 ,30.69 ,11658,8332,3290,36,10.62 ,3.25 ,7.37 ,0.93 ,27862,20501,3055
狮子山区,16.32 ,78.34 ,5.34 ,29.30 ,2165,1610,551,4,13.09 ,3.98 ,9.11 ,1.25 ,3190,4430,396
郊区,20.38 ,71.56 ,8.06 ,27.31 ,4049,3087,956,6,11.17 ,5.29 ,5.88 ,1.26 ,5101,7883,543
铜陵县,22.98 ,69.72 ,7.30 ,27.27 ,18813,14410,4369,34,10.77 ,7.41 ,3.36 ,1.18 ,4862,5580,601
安庆市,27.45 ,65.02 ,7.53 ,26.43 ,321012,254912,65578,522,12.69 ,7.18 ,5.51 ,1.47 ,213474,56194,13930
迎江区,17.01 ,75.57 ,7.42 ,31.60 ,8690,6386,2280,24,11.06 ,3.97 ,7.08 ,0.94 ,30792,9393,2728
大观区,16.72 ,76.24 ,7.05 ,31.39 ,9257,6791,2441,25,12.61 ,4.18 ,8.43 ,0.80 ,32112,13583,1635
郊区,24.03 ,69.39 ,6.58 ,27.76 ,14067,10947,3085,35,12.25 ,6.40 ,5.85 ,1.34 ,28880,17493,2207
怀宁县,28.17 ,64.02 ,7.81 ,26.14 ,43228,34042,9130,56,12.38 ,6.56 ,5.82 ,1.44 ,18601,3101,1287
枞阳县,29.69 ,62.76 ,7.55 ,25.89 ,47272,37585,9627,60,16.40 ,7.99 ,8.41 ,1.85 ,19975,4582,1460
潜山县,26.39 ,66.27 ,7.34 ,26.80 ,31386,25288,6050,48,11.01 ,7.04 ,3.97 ,1.47 ,13733,1743,637
太湖县,28.15 ,63.72 ,8.13 ,25.47 ,33835,27364,6423,48,9.39 ,7.74 ,1.65 ,1.38 ,5781,669,461
宿松县,31.07 ,61.50 ,7.43 ,23.98 ,38847,29875,8899,73,12.76 ,7.03 ,5.73 ,1.72 ,16858,998,1149
望江县,29.75 ,62.65 ,7.59 ,25.75 ,29922,23691,6186,45,13.98 ,6.91 ,7.07 ,1.72 ,11051,1233,627
岳西县,26.20 ,66.72 ,7.09 ,26.91 ,21719,17944,3733,42,11.41 ,8.55 ,2.86 ,1.25 ,9501,677,348
桐城市,26.36 ,65.91 ,7.73 ,27.44 ,42789,34999,7724,66,12.81 ,7.94 ,4.87 ,1.36 ,26190,2722,1391
黄山市,21.80 ,69.43 ,8.77 ,27.35 ,95750,72257,23274,219,9.17 ,7.05 ,2.11 ,1.17 ,74153,24252,8254
屯溪区,17.56 ,74.94 ,7.51 ,31.29 ,9028,6536,2460,32,9.37 ,3.95 ,5.41 ,0.90 ,23880,9449,2656
黄山区,20.84 ,70.43 ,8.72 ,27.19 ,11313,8788,2503,22,7.76 ,7.52 ,0.24 ,0.93 ,9483,5331,897
徽州区,21.68 ,70.61 ,7.71 ,27.37 ,5652,4309,1337,6,8.51 ,6.26 ,2.25 ,1.06 ,3661,3041,448
歙县,23.15 ,67.50 ,9.35 ,26.24 ,33643,25165,8395,83,8.93 ,8.12 ,0.81 ,1.28 ,15405,2776,1771
休宁县,22.51 ,68.33 ,9.16 ,26.60 ,17863,13646,4185,32,9.00 ,7.23 ,1.76 ,1.50 ,10450,1529,928
黟县,20.53 ,70.46 ,9.01 ,27.92 ,6741,5131,1595,15,8.78 ,6.75 ,2.04 ,0.89 ,4119,673,418
祁门县,22.71 ,68.95 ,8.34 ,27.60 ,11510,8682,2799,29,11.71 ,6.93 ,4.78 ,1.24 ,7155,1453,1136
滁州市,26.27 ,65.87 ,7.87 ,26.56 ,237740,163812,72993,935,11.90 ,5.09 ,6.80 ,1.34 ,146709,45612,20893
琅琊区,20.27 ,73.33 ,6.40 ,31.45 ,11754,7935,3772,47,11.12 ,2.72 ,8.39 ,0.96 ,36549,23092,4790
南谯区,26.08 ,65.62 ,8.30 ,26.21 ,15582,10951,4590,41,10.84 ,5.18 ,5.66 ,1.34 ,10009,5622,1412
来安县,26.44 ,65.96 ,7.59 ,26.66 ,25961,18118,7743,100,11.56 ,5.54 ,6.02 ,1.43 ,15002,1509,2274
全椒县,26.54 ,65.11 ,8.36 ,25.80 ,26620,19165,7379,76,11.38 ,5.79 ,5.60 ,1.31 ,17659,3178,1335
定远县,30.24 ,62.01 ,7.75 ,24.55 ,46282,30875,15212,195,12.11 ,4.45 ,7.65 ,1.40 ,8698,1316,560
凤阳县,27.76 ,64.69 ,7.56 ,25.94 ,38293,25417,12730,146,12.20 ,5.01 ,7.18 ,1.32 ,20176,5151,1502
天长市,22.78 ,68.68 ,8.54 ,27.99 ,39123,28203,10756,164,12.05 ,6.15 ,5.90 ,1.38 ,29843,3288,7239
明光市,24.84 ,67.16 ,8.00 ,27.18 ,34125,23148,10811,166,12.54 ,5.13 ,7.40 ,1.39 ,8773,2456,1781
阜阳市,28.03 ,64.50 ,7.47 ,26.03 ,438081,284779,151054,2248,12.94 ,5.64 ,7.29 ,1.49 ,147696,36911,11396
颍州区,24.89 ,68.35 ,6.75 ,28.63 ,28876,19043,9697,136,11.08 ,4.27 ,6.80 ,1.08 ,35623,15538,2429
颍东区,26.72 ,65.43 ,7.85 ,26.19 ,31177,20038,10965,174,11.30 ,5.42 ,5.88 ,1.20 ,22386,5576,1658
颍泉区,26.70 ,65.57 ,7.73 ,26.78 ,32967,21140,11647,180,11.21 ,5.60 ,5.61 ,1.34 ,17702,8025,1730
临泉县,29.74 ,63.54 ,6.73 ,25.35 ,83632,54382,28823,427,14.36 ,5.26 ,9.10 ,1.75 ,15836,951,964
太和县,27.53 ,64.35 ,8.13 ,25.86 ,80933,51559,28898,476,12.91 ,5.64 ,7.27 ,1.45 ,19025,1918,1327
阜南县,29.82 ,63.16 ,7.02 ,25.22 ,66023,43408,22389,226,14.30 ,6.02 ,8.28 ,1.67 ,9440,780,766
颍上县,27.79 ,64.13 ,8.09 ,26.08 ,77921,51351,26120,450,13.15 ,6.38 ,6.77 ,1.55 ,13860,2719,1032
界首市,26.77 ,65.48 ,7.75 ,26.45 ,36552,23858,12515,179,10.78 ,5.87 ,4.91 ,1.33 ,13824,1404,1490
宿州市,28.28 ,63.63 ,8.09 ,25.82 ,323644,206279,115035,2330,10.86 ,5.35 ,5.51 ,1.21 ,175397,38314,13665
埇桥区,27.24 ,64.97 ,7.79 ,26.75 ,91151,58936,31709,506,10.99 ,5.19 ,5.81 ,1.23 ,112600,30246,6085
砀山县,29.12 ,62.80 ,8.08 ,25.24 ,48881,28990,19370,521,10.31 ,5.22 ,5.09 ,1.19 ,12549,1056,1371
萧县,28.65 ,62.99 ,8.36 ,25.25 ,71128,43606,26899,623,10.60 ,5.02 ,5.58 ,1.23 ,15787,3856,2776
灵璧县,29.56 ,62.25 ,8.18 ,25.42 ,63507,41954,21163,390,10.93 ,5.70 ,5.23 ,1.23 ,19156,1945,1931
泗县,27.23 ,64.60 ,8.17 ,25.96 ,48977,32793,15894,290,11.46 ,5.83 ,5.62 ,1.16 ,15305,1211,1502
巢湖市,24.72 ,67.66 ,7.62 ,26.18 ,249954,185367,63993,594,11.45 ,6.57 ,4.88 ,1.40 ,148959,35633,12679
居巢区,23.18 ,68.45 ,8.36 ,26.82 ,49832,35387,14314,131,11.20 ,5.90 ,5.31 ,1.32 ,74988,12104,2693
庐江县,24.15 ,69.25 ,6.60 ,26.89 ,61436,48145,13166,125,11.84 ,6.79 ,5.05 ,1.40 ,22370,8001,2170
无为县,25.74 ,67.05 ,7.20 ,25.79 ,71625,53757,17712,156,11.36 ,6.52 ,4.85 ,1.29 ,28472,5529,2849
含山县,26.00 ,65.99 ,8.01 ,25.89 ,25144,18205,6870,69,11.10 ,6.33 ,4.77 ,1.40 ,5366,2116,831
和县,24.81 ,65.95 ,9.24 ,25.00 ,41917,29873,11931,113,11.45 ,7.33 ,4.12 ,1.73 ,17763,7883,4136
六安市,25.19 ,67.51 ,7.30 ,26.81 ,341751,253016,87709,1026,12.13 ,6.34 ,5.79 ,1.45 ,155677,23657,7405
