表6    各行业门类人口及三次产业人口比重（长表数据）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,单位：人、%,
县市名,15岁及以上人口,各行业人口合计,,,,,,,,,,,,,,,,,三次产业人口占行业人口比重（%）,,,
,总        计,,农林牧渔业,采掘业,制造业,电力、煤气及,建筑业,地质勘查业、,交通运输、仓储,批发和零售,金融保险业,房地产业,社会服务业,卫生、体育和,教育、文化艺术及,科学研究和,国家机关、政党,其他行业,第一产业,第二产业,第三产业,
,,,,,,水的生产和供应业,,水利管理业,及邮电通信业,贸易、餐饮业,,,,社会福利业,广播电影电视业,综合技术服务业,机关和社会团体,,,,,
,,,,,,,,,,,,,,,,,,,,,,
河间市,58068,46466,37458,497,2947,127,837,8,558,1626,104,105,261,266,787,4,806,75,80.61,9.49,9.90,
廊坊市,287947,208278,135572,1121,26341,857,7315,343,4837,13425,1199,415,2957,1811,5345,328,6063,349,65.09,17.11,17.80,
安次区,26411,18648,13443,3,1765,37,361,6,354,1191,39,27,208,120,586,7,425,76,72.09,11.62,16.30,
广阳区,29363,18838,7869,585,2459,234,830,145,775,1919,347,293,625,402,833,191,1252,79,41.77,21.81,36.42,
固安县,30600,23980,20846,3,777,50,145,1,215,613,93,1,129,145,503,3,451,5,86.93,4.07,9.00,
永清县,27718,22182,18183,1,1378,54,304,3,207,768,95,4,110,131,469,4,447,24,81.97,7.83,10.20,
香河县,23834,17537,11157,18,2543,53,920,5,392,1121,115,5,198,127,401,10,439,33,63.62,20.15,16.23,
大城县,31786,23674,20102,2,853,51,525,12,188,634,70,3,136,112,472,14,488,12,84.91,6.04,9.04,
文安县,32759,23853,15598,3,4113,89,389,7,502,1681,80,7,206,143,423,9,589,14,65.39,19.26,15.35,
大厂回族自治县,8667,6465,2908,1,1419,29,396,1,300,644,40,6,76,61,215,,366,3,44.98,28.54,26.48,
霸州市,41376,29046,14326,235,6889,114,940,28,791,2870,186,37,742,319,662,40,814,53,49.32,28.16,22.52,
三河市,35433,24055,11140,270,4145,146,2505,135,1113,1984,134,32,527,251,781,50,792,50,46.31,29.37,24.32,
衡水市,323392,258519,213098,36,16268,835,2320,114,2245,8270,1251,140,1715,1595,4720,183,5125,604,82.43,7.53,10.04,
桃城区,33794,23165,9609,3,4544,387,857,47,969,2745,384,104,742,436,967,96,1157,118,41.48,25.00,33.52,
枣强县,30061,24233,20710,3,1433,57,114,3,163,611,83,2,145,119,370,9,378,33,85.46,6.63,7.91,
武邑县,24466,20471,18379,6,629,42,85,,71,389,76,,74,88,298,8,302,24,89.78,3.72,6.50,
武强县,16559,12795,10860,5,551,33,134,,69,325,63,,36,64,242,,334,79,84.88,5.65,9.47,
饶阳县,22521,18473,16793,3,426,36,35,8,66,278,73,,60,64,255,7,319,50,90.91,2.71,6.39,
安平县,25266,19599,13608,4,3547,60,269,7,205,867,81,6,100,112,329,19,303,82,69.43,19.80,10.77,
故城县,34413,28050,24903,,933,49,147,8,161,663,91,12,63,149,446,7,395,23,88.78,4.02,7.19,
景县,38133,31850,28027,2,1025,30,278,29,209,743,115,3,148,163,459,16,540,63,88.00,4.19,7.81,
阜城县,25125,21181,19495,,276,39,24,,48,266,83,7,64,107,328,13,375,56,92.04,1.60,6.36,
冀州市,28703,22710,18507,3,1872,44,186,,92,676,90,5,114,121,472,6,496,26,81.49,9.27,9.24,
深州市,44351,35992,32207,7,1032,58,191,12,192,707,112,1,169,172,554,2,526,50,89.48,3.58,6.94,
,,,,,,,,,,,,,,,,,,,,,,
山西省,2356519,1608093,954636,78829,162953,16993,39388,2586,63494,100258,12008,2157,29957,22074,54435,4038,56576,7711,59.36,18.54,22.09,
太原市,259235,151384,30190,7565,36770,3189,7568,559,9860,19374,2402,787,7144,4243,9439,2343,8539,1412,19.94,36.39,43.67,
小店区,39036,20990,3737,75,4953,206,1887,92,1378,2716,311,82,1110,537,1921,690,1115,180,17.80,33.93,48.27,
迎泽区,38106,22332,228,132,3667,558,1205,170,2231,5370,796,169,1882,1094,1892,752,1874,312,1.02,24.91,74.07,
杏花岭区,42022,24385,427,579,7886,730,1391,62,1953,3916,518,239,1572,1024,1570,380,1910,228,1.75,43.41,54.84,
尖草坪区,27088,15022,2233,296,5179,518,929,22,1059,1625,130,103,549,424,877,137,814,127,14.86,46.08,39.06,
万柏林区,43745,23091,548,2492,7626,465,1491,136,1300,3433,358,175,1237,658,1601,306,897,368,2.37,52.29,45.34,
晋源区,13430,7415,1530,279,2368,413,206,21,519,580,63,2,293,114,416,30,551,30,20.63,44.05,35.32,
清徐县,23102,17718,10724,331,3675,101,136,12,662,706,77,11,147,117,402,20,523,74,60.53,23.95,15.53,
阳曲县,10315,7668,5810,47,518,50,83,2,229,312,50,1,81,52,173,4,253,3,75.77,9.10,15.13,
娄烦县,7519,4593,2842,475,270,30,59,41,180,181,30,1,46,43,180,17,179,19,61.88,18.16,19.97,
古交市,14872,8170,2111,2859,628,118,181,1,349,535,69,4,227,180,407,7,423,71,25.84,46.34,27.82,
大同市,221953,139177,68274,13739,11885,2955,3204,330,8242,10978,1134,502,3203,2371,5394,336,5208,1422,49.06,22.84,28.11,
城区,43002,24344,158,746,5272,1546,1224,113,3436,4289,635,288,1364,988,1719,227,1846,493,0.65,36.10,63.25,
矿区,36704,16406,104,7152,1976,906,561,121,779,1102,147,150,548,588,1030,71,401,770,0.63,64.58,34.79,
南郊区,30233,18162,6119,2634,1707,115,721,15,2044,2864,35,31,834,134,459,4,422,24,33.69,28.50,37.80,
新荣区,7899,6036,4019,688,263,10,20,,305,253,18,3,48,33,168,,193,15,66.58,16.25,17.16,
阳高县,18484,14573,12127,18,602,53,114,20,208,446,50,7,76,93,382,9,363,5,83.22,5.40,11.38,
天镇县,13334,9634,8288,10,224,33,98,5,154,199,33,3,35,77,242,,221,12,86.03,3.79,10.18,
广灵县,11431,8247,6542,64,460,82,74,7,105,270,42,3,38,65,225,7,224,39,79.33,8.25,12.43,
灵丘县,15116,9513,7704,150,241,49,47,10,266,297,43,3,57,102,271,2,261,10,80.98,5.12,13.90,
浑源县,22427,17154,14414,135,447,94,145,6,188,535,43,1,107,113,382,2,531,11,84.03,4.79,11.19,
左云县,11599,7391,3286,2121,253,38,46,1,278,439,51,10,55,93,274,11,428,7,44.46,33.26,22.28,
大同县,11724,7717,5513,21,440,29,154,32,479,284,37,3,41,85,242,3,318,36,71.44,8.35,20.22,
阳泉市,96847,57260,15954,9872,9494,1455,2031,49,3930,5412,662,116,1664,1168,2384,68,2560,441,27.86,39.91,32.23,
城区,12881,8054,31,617,1919,542,310,4,810,1399,243,63,404,331,441,25,760,155,0.38,42.07,57.55,
矿区,17874,10024,33,4302,1394,434,990,8,321,898,125,28,409,270,500,19,256,37,0.33,71.03,28.64,
郊区,20370,11351,1694,2507,2722,150,285,13,1014,1193,83,7,391,231,453,9,510,89,14.92,49.90,35.18,
平定县,24597,14147,5953,1343,2177,193,299,20,1154,1184,121,10,314,195,554,9,533,88,42.08,28.36,29.56,
盂县,21125,13684,8243,1103,1282,136,147,4,631,738,90,8,146,141,436,6,501,72,60.24,19.50,20.26,
长治市,233372,169575,110130,6994,15014,1338,3774,177,6299,9026,1056,135,2860,1947,5019,193,4981,632,64.94,15.99,19.06,
城区,27988,15898,827,51,4955,331,602,92,1282,2864,407,54,773,657,1180,110,1638,75,5.20,37.36,57.44,
郊区,21619,14797,5651,1367,3226,441,527,20,1015,1015,69,66,362,176,507,34,272,49,38.19,37.58,24.23,
长治县,24428,16966,9771,1362,1180,81,946,,1003,983,63,2,461,152,483,1,445,33,57.59,21.04,21.37,
襄垣县,18810,13613,8910,1237,668,148,96,6,460,685,73,,257,166,407,10,321,169,65.45,15.79,18.76,
屯留县,18410,15644,13363,405,353,33,102,2,200,389,49,1,117,81,284,3,238,24,85.42,5.71,8.87,
平顺县,11725,9702,8587,40,150,31,46,2,124,170,36,,31,50,163,3,228,41,88.51,2.75,8.74,
黎城县,11607,9543,7257,258,427,35,101,24,340,348,58,3,43,125,240,1,240,43,76.05,8.60,15.35,
壶关县,20302,15979,12401,459,632,58,619,2,389,551,38,,102,90,320,,316,2,77.61,11.06,11.33,
长子县,24870,20193,17006,425,439,29,211,6,455,507,54,1,272,104,400,9,215,60,84.22,5.47,10.32,
武乡县,14255,9914,8124,266,207,14,31,8,143,271,45,1,136,97,244,1,239,87,81.94,5.22,12.83,
沁县,12228,9409,7835,38,272,25,117,10,187,315,40,4,76,72,230,6,158,24,83.27,4.80,11.92,
沁源县,11067,7031,4617,669,296,60,80,2,195,328,41,1,53,86,283,5,312,3,65.67,15.72,18.62,
潞城市,16063,10886,5781,417,2209,52,296,3,506,600,83,2,177,91,278,10,359,22,53.10,27.32,19.58,
晋城市,160973,116426,64637,11844,9953,943,3171,63,5495,7435,784,88,2356,1495,3241,88,3815,1018,55.52,22.26,22.23,
城区,23039,14837,1790,2079,1933,365,583,15,852,2738,363,67,890,473,769,37,1425,458,12.06,33.43,54.51,
沁水县,16002,11959,7973,929,429,112,191,2,471,484,70,,144,130,332,,424,268,66.67,13.89,19.44,
阳城县,30344,22901,13372,1706,2735,210,750,19,845,1136,148,10,364,297,578,30,564,137,58.39,23.58,18.03,
陵川县,19085,14455,10405,658,833,56,271,3,487,608,37,3,160,124,338,4,428,40,71.98,12.58,15.44,
泽州县,37691,27522,17337,3660,1917,123,328,14,1552,966,33,1,343,231,571,2,399,45,62.99,21.90,15.10,
高平市,34812,24752,13760,2812,2106,77,1048,10,1288,1503,133,7,455,240,653,15,575,70,55.59,24.41,19.99,
朔州市,101828,64358,41130,2899,3744,1137,1138,104,2755,3788,523,77,996,819,2372,66,2562,248,63.91,13.86,22.23,
朔城区,27341,17988,9761,745,1084,927,523,9,849,1379,238,54,409,329,683,25,894,79,54.26,18.23,27.51,
平鲁区,11549,7459,5470,415,152,46,54,41,99,294,43,,80,64,295,4,388,14,73.33,8.94,17.72,
山阴县,15619,9160,6219,249,530,45,170,26,418,511,52,7,97,119,350,13,349,5,67.89,10.85,21.26,
应县,19883,13458,11028,20,590,34,146,11,241,457,77,2,91,84,394,3,244,36,81.94,5.87,12.19,
右玉县,7498,5276,3843,80,232,17,67,9,156,237,34,1,82,39,182,3,232,62,72.84,7.51,19.66,
怀仁县,19938,11017,4809,1390,1156,68,178,8,992,910,79,13,237,184,468,18,455,52,43.65,25.34,31.01,
晋中市,227004,158198,90631,6840,21689,1162,4446,385,6181,10198,1137,155,2671,2012,5180,251,4997,263,57.29,21.58,21.13,
榆次区,41444,26924,10180,271,6147,398,1185,225,1420,2775,383,95,733,469,1122,67,1410,44,37.81,29.72,32.47,
榆社县,9287,6154,4286,5,458,127,90,2,154,256,57,2,90,52,239,3,331,2,69.65,11.05,19.30,
左权县,11644,8639,6265,403,503,81,135,8,263,323,43,2,95,60,217,4,222,15,72.52,12.99,14.49,
和顺县,10480,7761,5206,479,490,40,118,2,230,436,31,5,70,78,211,3,288,74,67.08,14.52,18.40,
昔阳县,17692,13321,9678,659,737,36,124,7,470,544,67,7,140,112,351,12,333,44,72.65,11.68,15.67,
寿阳县,16834,12157,8701,619,559,68,145,,461,589,54,4,129,141,327,6,319,35,71.57,11.44,16.99,
太谷县,21860,15439,8866,4,3129,35,413,12,552,925,121,10,186,213,567,97,307,2,57.43,23.19,19.38,
祁县,18888,14521,9427,3,2156,34,331,60,441,842,86,4,137,134,400,20,438,8,64.92,17.38,17.70,
平遥县,33872,23682,17407,300,2242,65,520,19,544,876,94,8,260,220,673,14,437,3,73.50,13.20,13.29,
灵石县,17585,11598,4491,2742,981,179,195,15,532,1064,79,4,232,180,458,11,405,30,38.72,35.33,25.95,
介休市,27418,18002,6124,1355,4287,99,1190,35,1114,1568,122,14,599,353,615,14,507,6,34.02,38.50,27.48,
运城市,334488,256586,199692,1424,18531,1166,3045,237,4747,9478,1278,82,2372,2344,5618,243,5565,764,77.83,9.42,12.76,
盐湖区,43014,29614,18280,83,2847,275,324,45,1213,2491,337,17,559,481,1016,111,1264,271,61.73,11.92,26.36,
临猗县,36692,29742,25945,19,1313,35,83,32,244,776,98,5,156,173,497,15,344,7,87.23,4.88,7.89,
万荣县,28549,22233,19859,23,505,21,187,1,251,305,104,,118,125,401,,328,5,89.32,3.31,7.37,
闻喜县,26902,21312,16496,11,2379,51,273,13,287,561,108,2,139,193,377,37,384,1,77.40,12.73,9.86,
稷山县,21992,16289,12246,67,1409,58,397,13,447,644,52,3,113,170,366,,254,50,75.18,11.85,12.97,
新绛县,21767,17149,13431,11,1565,32,110,14,240,604,69,1,255,119,330,,353,15,78.32,10.02,11.66,
绛县,19164,14407,10687,37,1425,187,164,21,297,541,79,5,151,143,312,15,283,60,74.18,12.58,13.24,
垣曲县,15836,11941,8244,758,612,73,166,18,252,465,73,32,116,187,380,28,407,130,69.04,13.47,17.49,
夏县,24360,20347,17788,19,528,21,164,1,179,599,63,1,94,144,400,12,255,79,87.42,3.60,8.98,
平陆县,16919,14646,13027,41,309,40,27,21,115,256,43,,75,82,280,4,247,79,88.95,2.85,8.21,
芮城县,25944,21305,18673,18,554,37,45,23,171,567,81,6,164,174,428,10,334,20,87.65,3.07,9.28,
永济市,28880,22217,17193,46,2054,223,174,26,303,773,75,7,174,188,431,9,510,31,77.39,11.24,11.37,
河津市,24469,15384,7823,291,3031,113,931,9,748,896,96,3,258,165,400,2,602,16,50.85,28.38,20.77,
忻州市,214070,145234,101999,3897,8195,1008,4221,203,4006,7023,957,55,1776,1595,4375,125,5414,385,70.23,11.93,17.84,
忻府区,36741,26272,14942,89,2205,296,1561,81,1022,2048,305,32,549,453,928,56,1627,78,56.87,15.80,27.33,
定襄县,15730,9601,6049,105,1376,53,415,13,223,489,69,2,137,90,282,1,290,7,63.00,20.30,16.70,
五台县,23305,13570,10315,203,415,63,565,12,187,501,100,3,230,98,353,9,503,13,76.01,9.18,14.80,
代县,14862,10605,8377,652,223,34,114,23,119,351,47,,58,69,269,8,252,9,78.99,9.65,11.36,
繁峙县,17483,10272,8204,294,337,38,86,11,214,308,34,1,115,95,257,,267,11,79.87,7.35,12.78,
宁武县,10902,6381,3996,482,188,30,92,14,285,468,53,7,63,106,275,19,278,25,62.62,12.41,24.96,
静乐县,10960,7935,6769,40,136,63,49,2,102,206,28,,46,49,182,4,244,15,85.31,3.63,11.06,
神池县,7792,5585,4628,13,82,10,146,,86,143,32,2,23,41,123,,244,12,82.86,4.49,12.64,
五寨县,7954,5898,4677,8,142,21,40,4,182,251,31,,69,56,193,2,220,2,79.30,3.58,17.12,
岢岚县,5793,4612,3735,5,76,18,69,5,113,180,31,,40,31,109,4,184,12,80.98,3.64,15.37,
河曲县,9981,7433,5202,169,546,100,122,6,175,316,55,2,51,107,262,6,293,21,69.99,12.61,17.41,
保德县,9758,8036,5865,127,352,79,64,3,346,345,39,1,80,86,251,1,250,147,72.98,7.74,19.28,
偏关县,7923,5756,3679,152,332,63,465,6,136,240,29,,60,76,206,3,300,9,63.92,17.58,18.50,
原平市,34886,23278,15561,1558,1785,140,433,23,816,1177,104,5,255,238,685,12,462,24,66.85,16.82,16.33,
临汾市,280260,197009,124960,7800,17310,1687,4207,324,7686,11238,1236,99,2967,2398,6016,206,8133,742,63.43,15.74,20.83,
尧都区,53015,34752,15379,1218,4624,680,1017,97,2610,3256,424,49,1176,713,1450,109,1799,151,44.25,21.69,34.05,
曲沃县,15735,11549,8330,195,733,34,186,20,409,548,55,5,132,108,302,10,455,27,72.13,9.94,17.93,
翼城县,22858,15536,8815,724,2457,71,328,12,699,868,71,3,173,159,439,1,692,24,56.74,23.04,20.22,
襄汾县,33121,25498,20234,341,1728,54,246,21,534,783,71,3,143,187,538,6,519,90,79.36,9.29,11.35,
洪洞县,47528,35437,25887,923,3203,88,647,74,929,1434,130,1,326,245,762,20,746,22,73.05,13.72,13.23,
古县,5894,4588,3297,205,202,21,27,1,103,200,24,,48,26,126,1,303,4,71.86,9.92,18.22,
安泽县,5490,4650,3482,96,150,12,48,,85,239,26,,46,51,124,1,286,4,74.88,6.58,18.54,
浮山县,9157,6966,5044,463,215,19,77,1,135,353,35,1,55,83,167,2,314,2,72.41,11.11,16.48,
吉县,6519,5244,4053,17,77,6,145,1,78,173,16,,75,81,144,1,256,121,77.29,4.67,18.04,
乡宁县,14256,10537,7918,756,277,35,75,1,219,343,36,,91,81,259,,379,67,75.14,10.85,14.01,
大宁县,3839,2635,1733,8,103,16,92,5,79,125,25,,42,50,117,5,235,,65.77,8.31,25.92,
隰县,6930,4868,3685,13,102,52,72,14,77,183,40,1,55,75,225,4,267,3,75.70,4.91,19.39,
永和县,4070,2722,2085,3,39,17,50,1,42,105,20,,15,31,116,2,193,3,76.60,4.00,19.40,
蒲县,6476,4373,2640,296,227,46,54,3,183,198,34,5,38,65,175,1,368,40,60.37,14.25,25.38,
汾西县,9186,5265,2939,697,254,31,86,,193,313,24,1,65,64,248,3,321,26,55.82,20.28,23.89,
侯马市,16840,11206,3855,42,2169,187,791,59,936,1508,128,26,327,169,363,30,581,35,34.40,28.46,37.14,
霍州市,19346,11183,5584,1803,750,318,266,14,375,609,77,4,160,210,461,10,419,123,49.93,28.05,22.02,
吕梁地区,226489,152886,107039,5955,10368,953,2583,155,4293,6308,839,61,1948,1682,5397,119,4802,384,70.01,12.99,17.00,
孝义市,28210,15675,5838,2967,1730,195,501,58,889,1252,114,10,421,267,744,20,519,150,37.24,34.41,28.35,
离石市,16324,8441,3232,300,730,143,390,17,586,774,199,13,230,278,659,51,821,18,38.29,18.52,43.19,
汾阳市,27244,18847,12750,495,1664,84,402,6,714,959,78,21,217,255,693,23,469,17,67.65,14.03,18.32,
文水县,26634,20246,14941,90,1908,82,338,17,555,825,67,3,195,155,627,3,422,18,73.80,11.94,14.26,
交城县,14066,8245,4562,196,1501,40,170,34,349,432,77,3,145,96,463,3,146,28,55.33,23.13,21.54,
兴县,16356,11610,9697,100,317,51,111,,171,281,36,,69,97,314,2,349,15,83.52,4.99,11.49,
临县,36708,31344,27826,198,621,84,267,14,204,668,87,3,99,198,593,7,468,7,88.78,3.73,7.49,
柳林县,18489,11087,7819,713,417,153,175,5,295,401,51,5,133,97,415,6,383,19,70.52,13.15,16.33,
石楼县,6318,4687,4069,7,52,13,27,,37,94,26,,20,30,123,,181,8,86.81,2.11,11.07,
岚县,10780,7734,6624,75,167,18,30,,70,136,17,1,31,26,195,3,331,10,85.65,3.75,10.60,
方山县,8939,5745,4561,36,140,21,31,,76,108,26,,169,58,194,,269,56,79.39,3.97,16.64,
中阳县,8918,4930,2810,381,617,51,108,3,177,125,36,2,139,63,199,,218,1,57.00,23.47,19.53,
交口县,7503,4295,2310,397,504,18,33,1,170,253,25,,80,62,178,1,226,37,53.78,22.17,24.05,
,,,,,,,,,,,,,,,,,,,,,,
内蒙古自治区,1776388,1247959,771530,23849,96585,13411,41683,2599,51054,94012,10265,2479,31388,16819,42842,3258,41820,4365,61.82,14.07,24.11,
呼和浩特市,184893,116236,51660,272,13727,1618,7618,483,5356,13413,1621,583,4603,2069,6099,1084,5575,455,44.44,19.99,35.57,
新城区,32852,17880,1201,69,2400,266,2372,66,1661,3403,605,217,1212,522,1647,390,1584,265,6.72,28.56,64.72,
回民区,22723,11816,464,12,2505,432,1165,40,1156,2674,242,113,1021,428,770,89,642,63,3.93,34.82,61.26,
玉泉区,20687,11664,1868,3,2615,284,1288,21,564,2366,126,74,938,223,552,105,598,39,16.02,35.92,48.06,
赛罕区,36413,20816,5952,60,3279,400,1495,246,869,2974,402,165,940,531,1676,477,1279,71,28.59,25.14,46.26,
土默特左旗,25607,18443,13882,42,1379,66,510,34,350,807,63,6,203,98,493,1,509,,75.27,10.83,13.90,
托克托县,13479,9973,7464,2,564,65,449,53,205,382,57,,103,102,303,1,217,6,74.84,10.83,14.33,
和林格尔县,12637,10298,8843,9,273,25,114,17,140,216,54,3,52,47,240,11,247,7,85.87,4.09,10.04,
清水河县,8622,6370,4657,36,477,47,130,4,268,221,33,4,60,45,178,,209,1,73.11,10.83,16.06,
武川县,11873,8976,7329,39,235,33,95,2,143,370,39,1,74,73,240,10,290,3,81.65,4.48,13.87,
包头市,179973,114164,38562,2230,23220,2494,8087,368,7435,13376,1318,552,5340,2259,4064,818,3362,679,33.78,31.56,34.66,
东河区,34551,18284,536,175,5562,262,1300,78,2645,3900,242,69,1698,505,681,42,553,36,2.93,39.92,57.15,
昆都伦区,40798,24063,510,419,7699,854,2894,101,2025,3709,399,356,1269,669,1237,501,907,514,2.12,49.31,48.57,
青山区,31325,17789,377,58,6336,1085,2033,44,761,2737,387,100,1449,544,913,228,690,47,2.12,53.47,44.41,
石拐区,4108,2094,507,511,274,19,43,1,102,195,19,,74,100,93,13,112,31,24.21,40.45,35.34,
白云矿区,1996,1179,18,239,166,68,71,9,274,112,17,1,45,24,65,11,47,12,1.53,46.14,52.33,
九原区,21291,15264,8046,231,2122,111,1173,20,984,1331,93,11,368,143,310,9,288,24,52.71,23.83,23.46,
土默特右旗,24527,18947,15507,144,677,48,366,86,378,657,73,5,187,107,351,2,357,2,81.84,6.52,11.64,
固阳县,13495,10585,8582,189,264,34,120,17,158,475,54,9,146,86,237,7,207,,81.08,5.73,13.19,
达尔罕茂明安联合旗,7882,5959,4479,264,120,13,87,12,108,260,34,1,104,81,177,5,201,13,75.16,8.12,16.71,
乌海市,32992,19025,2069,2567,4004,648,1568,53,1622,2577,257,96,1160,405,854,48,892,205,10.88,46.19,42.94,
海勃湾区,15264,9280,606,525,2056,226,1002,41,948,1568,174,47,675,203,457,43,602,107,6.53,41.05,52.42,
海南区,7733,4576,977,756,1140,168,221,5,293,400,34,46,172,57,172,3,128,4,21.35,49.93,28.72,
乌达区,9995,5169,486,1286,808,254,345,7,381,609,49,3,313,145,225,2,162,94,9.40,52.10,38.50,
赤峰市,332193,264389,194536,5627,12669,1903,7647,276,7421,13137,1258,267,3445,2616,7303,180,5775,329,73.58,10.53,15.89,
红山区,24903,15106,1433,60,3006,517,816,69,2376,2874,386,169,820,548,965,83,942,42,9.49,29.12,61.39,
元宝山区,22514,14367,4452,2564,1671,571,765,28,973,1460,125,16,407,303,579,13,423,17,30.99,38.78,30.24,
松山区,39784,31764,23905,470,1114,104,1561,72,562,1656,83,21,398,238,997,12,513,58,75.26,10.23,14.51,
阿鲁科尔沁旗,22828,18796,15123,85,625,64,445,7,389,779,61,16,181,130,438,6,432,15,80.46,6.49,13.06,
巴林左旗,25041,21087,16638,510,663,85,576,9,393,771,70,5,180,169,500,1,425,92,78.90,8.70,12.40,
巴林右旗,13115,10129,7588,80,271,68,134,5,518,483,53,4,173,92,296,2,360,2,74.91,5.46,19.63,
林西县,17564,14397,11386,239,499,43,205,3,257,662,64,4,158,138,364,11,353,11,79.09,6.85,14.07,
克什克腾旗,17439,13936,11025,123,417,106,192,11,350,567,69,5,198,135,376,9,346,7,79.11,6.01,14.88,
翁牛特旗,35568,29271,24708,243,698,59,661,18,374,959,72,6,166,191,648,7,459,2,84.41,5.67,9.91,
喀喇沁旗,27269,22495,17213,456,1137,50,985,5,486,820,61,7,205,165,470,8,376,51,76.52,11.68,11.80,
宁城县,43791,36826,29669,407,1851,127,980,27,413,1164,119,13,340,254,858,19,569,16,80.57,9.14,10.30,
敖汉旗,42377,36215,31396,390,717,109,327,22,330,942,95,1,219,253,812,9,577,16,86.69,4.26,9.05,
通辽市,228783,172707,137345,552,4622,1310,1817,288,4653,7260,905,207,2422,1597,5069,122,4087,451,79.52,4.81,15.67,
科尔沁区,60599,43555,28027,117,2523,795,972,124,2309,3106,408,141,1078,650,1629,95,1187,394,64.35,10.12,25.53,
科尔沁左翼中旗,37372,27605,24427,29,262,67,47,16,354,592,106,8,317,164,692,4,515,5,88.49,1.47,10.05,
科尔沁左翼后旗,29993,21087,17829,55,257,64,82,11,430,813,87,1,141,196,640,3,463,15,84.55,2.17,13.28,
开鲁县,29136,24020,21139,9,324,90,163,16,393,623,76,4,113,141,501,3,424,1,88.01,2.44,9.55,
库伦旗,13229,10693,8911,1,238,52,135,12,88,333,51,3,153,65,363,2,281,5,83.33,3.98,12.68,
奈曼旗,31717,25823,22387,15,432,73,196,79,284,702,82,14,317,149,579,8,492,14,86.69,2.77,10.53,
扎鲁特旗,21664,17254,14061,91,335,41,115,11,420,792,58,1,147,149,503,,527,3,81.49,3.37,15.13,
霍林郭勒市,5073,2670,564,235,251,128,107,19,375,299,37,35,156,83,162,7,198,14,21.12,27.00,51.87,
呼伦贝尔盟,206663,119681,53969,6777,10832,2008,3583,181,8022,13368,1227,404,4722,2509,5364,246,5397,1072,45.09,19.38,35.52,
海拉尔市,21070,12123,1408,64,1921,275,637,55,1451,2741,279,129,895,351,766,93,915,143,11.61,23.90,64.49,
满洲里市,14303,7634,349,875,729,452,271,12,987,1965,139,55,789,220,322,12,422,35,4.57,30.48,64.95,
扎兰屯市,31103,19615,13455,85,1242,101,429,54,639,1521,128,30,432,285,616,33,544,21,68.60,9.47,21.94,
牙克石市,31720,14982,1864,2228,2669,336,814,17,1714,2109,158,93,789,458,868,45,640,180,12.44,40.36,47.20,
根河市,12187,6146,765,1100,1035,180,179,1,625,686,94,7,356,191,402,8,288,229,12.45,40.58,46.97,
额尔古纳市,6890,4107,1453,484,408,43,131,6,335,411,64,11,196,112,208,7,179,59,35.38,25.96,38.67,
阿荣旗,22420,16213,13227,26,479,48,200,,369,680,75,1,138,149,450,5,353,13,81.58,4.64,13.77,
莫力达瓦达斡尔族自治旗,21698,14334,11284,42,383,46,84,5,254,727,54,7,176,164,577,10,516,5,78.72,3.87,17.41,
鄂伦春自治旗,23034,11957,4901,1008,1280,146,220,1,790,1341,94,40,483,268,544,7,688,146,40.99,22.20,36.82,
鄂温克族自治旗,11077,5792,1643,527,396,293,475,19,529,632,68,28,251,153,281,19,308,170,28.37,29.20,42.44,
新巴尔虎右旗,2788,1595,780,23,97,15,43,3,76,158,17,1,77,38,86,7,159,15,48.90,11.16,39.94,
新巴尔虎左旗,3153,1956,1227,1,83,15,23,6,82,139,16,1,53,53,95,,158,4,62.73,6.24,31.03,
陈巴尔虎旗,5220,3227,1613,314,110,58,77,2,171,258,41,1,87,67,149,,227,52,49.98,17.32,32.69,
兴安盟,118803,84441,59633,782,4238,475,1306,71,2269,5978,559,96,1690,1049,3147,147,2955,46,70.62,8.05,21.32,
乌兰浩特市,21387,13175,3410,44,2180,192,636,41,802,2444,288,60,896,350,785,112,922,13,25.88,23.17,50.95,
阿尔山市,3662,2032,474,304,247,47,26,,295,236,36,14,87,44,84,2,136,,23.33,30.71,45.96,
科尔沁右翼前旗,25517,19079,16194,58,586,44,121,11,181,712,28,8,79,147,609,4,292,5,84.88,4.24,10.88,
科尔沁右翼中旗,18564,12710,9489,143,406,80,164,10,241,798,71,3,230,155,467,4,439,10,74.66,6.24,19.10,
扎赉特旗,28070,20521,16523,33,327,58,153,7,312,975,80,7,233,201,766,9,835,2,80.52,2.78,16.70,
突泉县,21603,16924,13543,200,492,54,206,2,438,813,56,4,165,152,436,16,331,16,80.02,5.63,14.35,
锡林郭勒盟,75606,49324,29232,738,2557,439,1518,143,2583,4745,564,32,1398,755,1815,119,2479,207,59.27,10.65,30.09,
二连浩特市,3592,2097,18,8,94,24,68,19,461,930,33,9,158,44,66,8,153,4,0.86,9.25,89.89,
锡林浩特市,13829,6944,1281,413,621,199,412,77,609,1127,219,2,435,223,492,74,681,79,18.45,23.69,57.86,
阿巴嘎旗,3693,2051,1210,26,77,15,55,4,126,202,17,2,40,40,78,3,156,,59.00,8.43,32.57,
苏尼特左旗,2845,1740,1066,7,81,10,32,1,49,174,22,2,36,44,73,2,140,1,61.26,7.47,31.26,
