表7    人口婚姻状况和妇女生育状况（长表数据）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,单位：人,,
县市名,15岁及以上人口,,,未婚,,,初婚有配偶,,,再婚有配偶,,,离婚,,,丧偶,,,15—50岁妇女,,,
,合计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,小计,男,女,平均活产子女数,平均存活子女数,,
,,,,,,,,,,,,,,,,,,,,,,
孟村回族自治县,13118,6590,6528,2652,1432,1220,9572,4752,4820,157,76,81,65,47,18,672,283,389,1.51,1.50,,
泊头市,42416,21356,21060,9262,5201,4061,30080,14976,15104,637,290,347,273,197,76,2164,692,1472,1.26,1.25,,
任丘市,58500,29392,29108,11704,6464,5240,42411,21233,21178,1320,576,744,430,283,147,2635,836,1799,1.32,1.31,,
黄骅市,35223,17626,17597,5337,2978,2359,27290,13611,13679,732,349,383,180,131,49,1684,557,1127,1.45,1.44,,
河间市,58068,29268,28800,12183,6796,5387,41448,20676,20772,995,433,562,357,292,65,3085,1071,2014,1.35,1.35,,
廊坊市,287947,144235,143712,59186,32672,26514,208246,104024,104222,4456,1855,2601,1646,1110,536,14413,4574,9839,1.32,1.31,,
安次区,26411,13219,13192,6522,3505,3017,18078,9030,9048,374,143,231,142,92,50,1295,449,846,1.15,1.15,,
广阳区,29363,14682,14681,6310,3438,2872,21294,10572,10722,470,214,256,230,114,116,1059,344,715,1.03,1.02,,
固安县,30600,15421,15179,6743,3787,2956,21457,10739,10718,409,160,249,169,121,48,1822,614,1208,1.34,1.33,,
永清县,27718,13984,13734,5971,3390,2581,19765,9865,9900,359,129,230,131,105,26,1492,495,997,1.34,1.33,,
香河县,23834,11703,12131,4071,2227,1844,17751,8853,8898,524,184,340,110,73,37,1378,366,1012,1.32,1.31,,
大城县,31786,15890,15896,6520,3513,3007,23126,11519,11607,376,182,194,183,138,45,1581,538,1043,1.55,1.54,,
文安县,32759,16452,16307,5844,3256,2588,24657,12348,12309,492,212,280,161,124,37,1605,512,1093,1.51,1.50,,
大厂回族自治县,8667,4312,4355,1444,821,623,6495,3245,3250,188,80,108,64,41,23,476,125,351,1.30,1.29,,
霸州市,41376,20909,20467,8019,4549,3470,30427,15266,15161,627,282,345,260,171,89,2043,641,1402,1.41,1.40,,
三河市,35433,17663,17770,7742,4186,3556,25196,12587,12609,637,269,368,196,131,65,1662,490,1172,1.22,1.22,,
衡水市,323392,161567,161825,70194,39128,31066,229111,113697,115414,3810,1559,2251,1751,1323,428,18526,5860,12666,1.28,1.27,,
桃城区,33794,16683,17111,7953,4111,3842,23732,11837,11895,480,235,245,155,91,64,1474,409,1065,1.04,1.03,,
枣强县,30061,14897,15164,6901,3729,3172,20926,10433,10493,282,107,175,153,126,27,1799,502,1297,1.25,1.24,,
武邑县,24466,12288,12178,5233,2997,2236,17512,8658,8854,221,91,130,120,93,27,1380,449,931,1.34,1.32,,
武强县,16559,8213,8346,3471,1937,1534,11863,5875,5988,194,82,112,86,55,31,945,264,681,1.29,1.28,,
饶阳县,22521,11355,11166,4697,2713,1984,16072,7962,8110,310,114,196,127,95,32,1315,471,844,1.27,1.26,,
安平县,25266,12641,12625,5550,3107,2443,17664,8757,8907,385,159,226,217,145,72,1450,473,977,1.27,1.26,,
故城县,34413,17109,17304,7906,4201,3705,24186,12015,12171,304,126,178,135,106,29,1882,661,1221,1.34,1.33,,
景县,38133,19156,18977,8293,4620,3673,27078,13471,13607,398,160,238,217,173,44,2147,732,1415,1.37,1.36,,
阜城县,25125,12682,12443,5553,3128,2425,17884,8882,9002,263,112,151,129,114,15,1296,446,850,1.31,1.30,,
冀州市,28703,14196,14507,5343,3124,2219,20707,10236,10471,425,174,251,172,136,36,2056,526,1530,1.29,1.28,,
深州市,44351,22347,22004,9294,5461,3833,31487,15571,15916,548,199,349,240,189,51,2782,927,1855,1.34,1.33,,
,,,,,,,,,,,,,,,,,,,,,,
山西省,2356519,1205493,1151026,449438,273135,176303,1709295,854244,855051,58584,25404,33180,20250,15008,5242,118952,37702,81250,1.49,1.47,,
太原市,259235,132766,126469,59859,34792,25067,181229,90975,90254,5357,2596,2761,2619,1532,1087,10171,2871,7300,1.07,1.06,,
小店区,39036,19617,19419,12002,6330,5672,24775,12428,12347,742,380,362,337,175,162,1180,304,876,0.88,0.87,,
迎泽区,38106,18514,19592,8675,4381,4294,26772,13157,13615,743,398,345,425,207,218,1491,371,1120,0.79,0.79,,
杏花岭区,42022,21191,20831,8081,4703,3378,30818,15278,15540,811,432,379,558,298,260,1754,480,1274,0.89,0.88,,
尖草坪区,27088,14030,13058,6494,3842,2652,18636,9382,9254,616,307,309,305,188,117,1037,311,726,0.98,0.98,,
万柏林区,43745,22955,20790,11166,6780,4386,29758,15041,14717,892,450,442,449,251,198,1480,433,1047,0.96,0.95,,
晋源区,13430,6732,6698,2548,1422,1126,9821,4928,4893,319,143,176,107,62,45,635,177,458,1.28,1.27,,
清徐县,23102,12362,10740,4402,3038,1364,17013,8777,8236,453,164,289,146,117,29,1088,266,822,1.60,1.59,,
阳曲县,10315,5442,4873,2054,1401,653,7230,3630,3600,288,94,194,118,98,20,625,219,406,1.65,1.63,,
娄烦县,7519,4022,3497,1548,1064,484,5298,2655,2643,232,107,125,69,60,9,372,136,236,1.96,1.93,,
古交市,14872,7901,6971,2889,1831,1058,11108,5699,5409,261,121,140,105,76,29,509,174,335,1.52,1.51,,
大同市,221953,113823,108130,42075,25309,16766,164702,82778,81924,4068,1633,2435,1713,1156,557,9395,2947,6448,1.42,1.41,,
城区,43002,21048,21954,7530,3852,3678,32969,16346,16623,719,384,335,403,163,240,1381,303,1078,0.94,0.94,,
矿区,36704,18693,18011,7058,4130,2928,27510,13769,13741,627,318,309,315,167,148,1194,309,885,1.13,1.12,,
南郊区,30233,15796,14437,5646,3481,2165,22972,11750,11222,506,200,306,161,114,47,948,251,697,1.50,1.49,,
新荣区,7899,4245,3654,1538,1009,529,5894,3034,2860,119,37,82,42,39,3,306,126,180,1.59,1.57,,
阳高县,18484,9455,9029,3442,2153,1289,13448,6735,6713,370,101,269,151,136,15,1073,330,743,1.73,1.72,,
天镇县,13334,6756,6578,2390,1436,954,9951,4933,5018,278,96,182,61,54,7,654,237,417,1.76,1.75,,
广灵县,11431,6075,5356,2201,1507,694,8063,4048,4015,353,125,228,147,124,23,667,271,396,1.73,1.71,,
灵丘县,15116,7952,7164,2900,1916,984,10950,5481,5469,304,114,190,139,115,24,823,326,497,1.72,1.69,,
浑源县,22427,11423,11004,5249,3135,2114,15335,7619,7716,298,96,202,175,145,30,1370,428,942,1.69,1.66,,
左云县,11599,6334,5265,2092,1431,661,8850,4649,4201,223,76,147,55,43,12,379,135,244,1.66,1.64,,
大同县,11724,6046,5678,2029,1259,770,8760,4414,4346,271,86,185,64,56,8,600,231,369,1.67,1.64,,
阳泉市,96847,49864,46983,17904,11168,6736,70508,35429,35079,2101,942,1159,889,620,269,5445,1705,3740,1.29,1.28,,
城区,12881,6481,6400,2274,1290,984,9737,4858,4879,279,153,126,129,61,68,462,119,343,0.92,0.92,,
矿区,17874,9337,8537,3447,2054,1393,13191,6746,6445,433,216,217,188,114,74,615,207,408,1.10,1.09,,
郊区,20370,10550,9820,3834,2432,1402,14646,7417,7229,509,223,286,196,150,46,1185,328,857,1.29,1.27,,
平定县,24597,12559,12038,4718,2997,1721,17440,8679,8761,440,192,248,192,148,44,1807,543,1264,1.39,1.37,,
盂县,21125,10937,10188,3631,2395,1236,15494,7729,7765,440,158,282,184,147,37,1376,508,868,1.59,1.57,,
长治市,233372,119588,113784,46471,28524,17947,164865,82142,82723,6604,2788,3816,2097,1595,502,13335,4539,8796,1.47,1.44,,
城区,27988,13841,14147,6740,3465,3275,19426,9673,9753,636,345,291,258,127,131,928,231,697,0.96,0.95,,
郊区,21619,11119,10500,4126,2359,1767,15766,8068,7698,615,312,303,154,98,56,958,282,676,1.29,1.26,,
长治县,24428,12169,12259,4222,2513,1709,18008,8901,9107,526,206,320,156,111,45,1516,438,1078,1.42,1.41,,
襄垣县,18810,9720,9090,3525,2207,1318,13277,6685,6592,699,278,421,190,153,37,1119,397,722,1.51,1.48,,
屯留县,18410,9465,8945,3797,2321,1476,12918,6465,6453,466,177,289,126,102,24,1103,400,703,1.58,1.56,,
平顺县,11725,6059,5666,2230,1474,756,8340,4082,4258,313,123,190,106,93,13,736,287,449,1.64,1.61,,
黎城县,11607,6073,5534,2027,1319,708,8262,4124,4138,455,194,261,178,149,29,685,287,398,1.48,1.45,,
壶关县,20302,10227,10075,3603,2299,1304,14846,7255,7591,457,161,296,150,119,31,1246,393,853,1.64,1.62,,
长子县,24870,12646,12224,4612,2830,1782,17773,8796,8977,687,272,415,216,172,44,1582,576,1006,1.59,1.57,,
武乡县,14255,7646,6609,3346,2310,1036,9320,4636,4684,462,179,283,174,152,22,953,369,584,1.80,1.74,,
沁县,12228,6439,5789,2782,1853,929,8083,4011,4072,368,154,214,132,120,12,863,301,562,1.62,1.59,,
沁源县,11067,5981,5086,2535,1803,732,7428,3735,3693,282,118,164,85,77,8,737,248,489,1.70,1.67,,
潞城市,16063,8203,7860,2926,1771,1155,11418,5711,5707,638,269,369,172,122,50,909,330,579,1.46,1.44,,
晋城市,160973,82695,78278,24897,15877,9020,118785,59946,58839,6258,2684,3574,1295,981,314,9738,3207,6531,1.47,1.44,,
城区,23039,11897,11142,4210,2426,1784,17503,8979,8524,490,263,227,135,56,79,701,173,528,1.22,1.21,,
沁水县,16002,8409,7593,2488,1658,830,11611,5898,5713,675,287,388,143,121,22,1085,445,640,1.50,1.46,,
阳城县,30344,15612,14732,4051,2660,1391,22223,11176,11047,1758,805,953,303,242,61,2009,729,1280,1.47,1.43,,
陵川县,19085,9896,9189,3479,2288,1191,13258,6644,6614,835,333,502,215,180,35,1298,451,847,1.58,1.54,,
泽州县,37691,19474,18217,6189,4009,2180,27524,13964,13560,1355,555,800,260,206,54,2363,740,1623,1.60,1.57,,
高平市,34812,17407,17405,4480,2836,1644,26666,13285,13381,1145,441,704,239,176,63,2282,669,1613,1.45,1.44,,
朔州市,101828,52258,49570,19634,11686,7948,75279,37806,37473,1740,664,1076,604,505,99,4571,1597,2974,1.72,1.70,,
朔城区,27341,13912,13429,5474,3100,2374,20320,10222,10098,351,147,204,146,119,27,1050,324,726,1.65,1.63,,
平鲁区,11549,5999,5550,2269,1394,875,8421,4238,4183,229,94,135,89,84,5,541,189,352,2.08,2.05,,
山阴县,15619,7963,7656,2973,1731,1242,11489,5755,5734,287,107,180,109,95,14,761,275,486,1.75,1.73,,
应县,19883,10217,9666,3742,2244,1498,14704,7366,7338,337,120,217,122,105,17,978,382,596,1.70,1.67,,
右玉县,7498,3890,3608,1534,962,572,5347,2700,2647,231,75,156,38,31,7,348,122,226,1.77,1.73,,
怀仁县,19938,10277,9661,3642,2255,1387,14998,7525,7473,305,121,184,100,71,29,893,305,588,1.62,1.59,,
晋中市,227004,116340,110664,44773,27807,16966,162190,80894,81296,5361,2184,3177,2001,1505,496,12679,3950,8729,1.43,1.42,,
榆次区,41444,20823,20621,7635,4423,3212,30502,15140,15362,1011,466,545,437,265,172,1859,529,1330,1.15,1.14,,
榆社县,9287,4873,4414,1908,1278,630,6505,3225,3280,241,94,147,76,62,14,557,214,343,1.77,1.73,,
左权县,11644,6131,5513,2368,1550,818,8246,4110,4136,221,86,135,87,72,15,722,313,409,1.47,1.45,,
和顺县,10480,5580,4900,2197,1481,716,7350,3671,3679,225,95,130,80,70,10,628,263,365,1.47,1.46,,
昔阳县,17692,9242,8450,3447,2392,1055,12344,6120,6224,468,177,291,181,148,33,1252,405,847,1.47,1.44,,
寿阳县,16834,9026,7808,3535,2411,1124,11508,5806,5702,511,178,333,205,166,39,1075,465,610,1.42,1.40,,
太谷县,21860,10976,10884,4792,2687,2105,15497,7727,7770,400,176,224,123,86,37,1048,300,748,1.26,1.25,,
祁县,18888,9620,9268,3612,2231,1381,13654,6812,6842,455,173,282,160,124,36,1007,280,727,1.49,1.47,,
平遥县,33872,17049,16823,7068,4311,2757,23807,11766,12041,615,228,387,265,222,43,2117,522,1595,1.62,1.61,,
灵石县,17585,9192,8393,3276,2099,1177,12605,6422,6183,568,245,323,191,143,48,945,283,662,1.57,1.55,,
介休市,27418,13828,13590,4935,2944,1991,20172,10095,10077,646,266,380,196,147,49,1469,376,1093,1.51,1.49,,
运城市,334488,166780,167708,51281,29900,21381,253262,125225,128037,10212,4760,5452,2621,1945,676,17112,4950,12162,1.57,1.55,,
盐湖区,43014,20999,22015,8349,4277,4072,31352,15505,15847,1100,536,564,333,204,129,1880,477,1403,1.35,1.34,,
临猗县,36692,18112,18580,4837,2875,1962,28162,13864,14298,1309,570,739,312,245,67,2072,558,1514,1.60,1.58,,
万荣县,28549,14147,14402,4301,2578,1723,21382,10430,10952,1027,476,551,248,208,40,1591,455,1136,1.71,1.69,,
闻喜县,26902,13541,13361,3602,2201,1401,20916,10379,10537,815,378,437,208,154,54,1361,429,932,1.59,1.58,,
稷山县,21992,10824,11168,3176,1789,1387,17036,8389,8647,504,240,264,130,102,28,1146,304,842,1.64,1.62,,
新绛县,21767,10790,10977,2771,1641,1130,16941,8364,8577,722,334,388,169,131,38,1164,320,844,1.60,1.59,,
绛县,19164,9584,9580,3152,1831,1321,14053,6996,7057,645,290,355,211,156,55,1103,311,792,1.50,1.48,,
垣曲县,15836,8167,7669,2877,1765,1112,11404,5719,5685,554,263,291,150,112,38,851,308,543,1.55,1.53,,
夏县,24360,12204,12156,3855,2280,1575,18232,9003,9229,785,372,413,196,158,38,1292,391,901,1.63,1.61,,
平陆县,16919,8638,8281,2656,1652,1004,12887,6387,6500,379,178,201,127,96,31,870,325,545,1.57,1.56,,
芮城县,25944,12973,12971,3610,2131,1479,19939,9847,10092,943,453,490,196,149,47,1256,393,863,1.64,1.62,,
永济市,28880,14302,14578,4119,2393,1726,22135,10951,11184,878,408,470,197,135,62,1551,415,1136,1.49,1.45,,
河津市,24469,12499,11970,3976,2487,1489,18823,9391,9432,551,262,289,144,95,49,975,264,711,1.72,1.70,,
忻州市,214070,111871,102199,44522,29014,15508,150198,75315,74883,5338,1894,3444,2341,1951,390,11671,3697,7974,1.58,1.55,,
忻府区,36741,18376,18365,7451,4317,3134,25956,12931,13025,989,345,644,319,253,66,2026,530,1496,1.34,1.32,,
定襄县,15730,8054,7676,2791,1854,937,11383,5684,5699,444,164,280,109,92,17,1003,260,743,1.50,1.48,,
五台县,23305,12224,11081,5484,3576,1908,15695,7830,7865,462,151,311,241,203,38,1423,464,959,1.58,1.56,,
代县,14862,7773,7089,3086,2037,1049,10265,5173,5092,404,120,284,205,167,38,902,276,626,1.52,1.49,,
繁峙县,17483,9292,8191,3894,2513,1381,12224,6131,6093,299,110,189,222,187,35,844,351,493,1.60,1.58,,
宁武县,10902,5958,4944,2619,1832,787,7436,3782,3654,216,71,145,114,97,17,517,176,341,1.74,1.72,,
静乐县,10960,6043,4917,3082,2183,899,7044,3502,3542,162,55,107,90,78,12,582,225,357,1.75,1.70,,
神池县,7792,4191,3601,1792,1222,570,5393,2712,2681,122,44,78,99,78,21,386,135,251,1.54,1.52,,
五寨县,7954,4116,3838,1549,937,612,5742,2884,2858,241,87,154,92,78,14,330,130,200,1.60,1.58,,
岢岚县,5793,3154,2639,1234,876,358,4093,2060,2033,149,57,92,78,62,16,239,99,140,1.88,1.85,,
河曲县,9981,5202,4779,1676,1093,583,7395,3690,3705,289,115,174,123,114,9,498,190,308,1.79,1.72,,
保德县,9758,5113,4645,1876,1211,665,7237,3607,3630,125,63,62,86,77,9,434,155,279,2.03,2.01,,
偏关县,7923,4253,3670,1483,1005,478,5732,2953,2779,237,79,158,72,67,5,399,149,250,1.95,1.86,,
原平市,34886,18122,16764,6505,4358,2147,24603,12376,12227,1199,433,766,491,398,93,2088,557,1531,1.48,1.46,,
临汾市,280260,142197,138063,51573,30242,21331,206282,103009,103273,6505,3023,3482,2053,1508,545,13847,4415,9432,1.60,1.58,,
尧都区,53015,26352,26663,11082,5979,5103,38004,18891,19113,1356,652,704,411,252,159,2162,578,1584,1.33,1.31,,
曲沃县,15735,7914,7821,2417,1417,1000,11898,5902,5996,509,250,259,107,79,28,804,266,538,1.54,1.52,,
翼城县,22858,11610,11248,3606,2217,1389,17043,8530,8513,634,272,362,209,174,35,1366,417,949,1.47,1.45,,
襄汾县,33121,16485,16636,4719,2794,1925,25461,12613,12848,818,370,448,276,213,63,1847,495,1352,1.62,1.60,,
洪洞县,47528,24055,23473,8984,5274,3710,34887,17398,17489,899,400,499,308,255,53,2450,728,1722,1.71,1.68,,
古县,5894,3081,2813,1218,767,451,4189,2096,2093,80,30,50,30,26,4,377,162,215,1.72,1.70,,
安泽县,5490,2912,2578,996,669,327,4003,2024,1979,97,38,59,35,27,8,359,154,205,1.61,1.57,,
浮山县,9157,4758,4399,1461,946,515,6738,3386,3352,270,118,152,98,80,18,590,228,362,1.63,1.61,,
吉县,6519,3350,3169,1087,673,414,4916,2440,2476,170,87,83,36,30,6,310,120,190,1.84,1.81,,
乡宁县,14256,7386,6870,2743,1709,1034,10540,5292,5248,223,103,120,80,57,23,670,225,445,1.98,1.96,,
大宁县,3839,1989,1850,702,430,272,2856,1420,1436,80,41,39,22,18,4,179,80,99,2.06,2.05,,
隰县,6930,3560,3370,1675,954,721,4846,2420,2426,79,37,42,37,25,12,293,124,169,1.59,1.58,,
永和县,4070,2107,1963,728,437,291,3009,1504,1505,103,53,50,38,30,8,192,83,109,1.92,1.90,,
蒲县,6476,3422,3054,1489,903,586,4582,2335,2247,90,42,48,42,31,11,273,111,162,1.85,1.83,,
汾西县,9186,4788,4398,2096,1260,836,6312,3174,3138,265,121,144,63,55,8,450,178,272,2.03,2.01,,
侯马市,16840,8423,8417,2583,1463,1120,13029,6500,6529,412,204,208,147,75,72,669,181,488,1.31,1.30,,
霍州市,19346,10005,9341,3987,2350,1637,13969,7084,6885,420,205,215,114,81,33,856,285,571,1.66,1.63,,
吕梁地区,226489,117311,109178,46449,28816,17633,161995,80725,81270,5040,2236,2804,2017,1710,307,10988,3824,7164,1.80,1.78,,
孝义市,28210,14521,13689,5456,3341,2115,20547,10337,10210,692,307,385,227,172,55,1288,364,924,1.74,1.72,,
离石市,16324,8213,8111,3869,2039,1830,11296,5661,5635,441,206,235,145,105,40,573,202,371,1.54,1.52,,
汾阳市,27244,13792,13452,5181,3170,2011,19847,9849,9998,579,217,362,226,190,36,1411,366,1045,1.59,1.55,,
文水县,26634,13459,13175,4877,3004,1873,19487,9662,9825,570,225,345,196,162,34,1504,406,1098,1.64,1.62,,
交城县,14066,7272,6794,2892,1852,1040,10093,5036,5057,279,105,174,71,60,11,731,219,512,1.77,1.75,,
兴县,16356,8510,7846,3704,2223,1481,11617,5777,5840,231,109,122,107,95,12,697,306,391,1.96,1.91,,
临县,36708,19249,17459,7565,4848,2717,26021,12896,13125,879,416,463,420,370,50,1823,719,1104,1.95,1.94,,
柳林县,18489,9681,8808,3854,2415,1439,13022,6470,6552,448,226,222,181,158,23,984,412,572,2.02,2.00,,
石楼县,6318,3301,3017,1240,761,479,4651,2320,2331,103,47,56,52,43,9,272,130,142,1.86,1.84,,
岚县,10780,5849,4931,2480,1744,736,7454,3701,3753,170,78,92,119,110,9,557,216,341,1.85,1.82,,
方山县,8939,4725,4214,1952,1239,713,6227,3106,3121,232,100,132,131,116,15,397,164,233,1.99,1.97,,
中阳县,8918,4697,4221,1707,1084,623,6467,3238,3229,249,121,128,74,71,3,421,183,238,2.02,2.01,,
交口县,7503,4042,3461,1672,1096,576,5266,2672,2594,167,79,88,68,58,10,330,137,193,1.78,1.76,,
,,,,,,,,,,,,,,,,,,,,,,
内蒙古自治区,1776388,910931,865457,363779,216644,147135,1275338,638017,637321,40493,18092,22401,17864,11222,6642,78914,26956,51958,1.30,1.28,,
呼和浩特市,184893,94581,90312,42814,24642,18172,129895,64968,64927,3594,1532,2062,1854,1071,783,6736,2368,4368,1.16,1.14,,
新城区,32852,16388,16464,8807,4745,4062,22088,10880,11208,630,324,306,425,185,240,902,254,648,0.83,0.82,,
回民区,22723,11493,11230,5145,2885,2260,16184,8083,8101,432,215,217,273,127,146,689,183,506,0.93,0.92,,
玉泉区,20687,10542,10145,4553,2652,1901,14857,7441,7416,351,163,188,240,116,124,686,170,516,1.00,0.99,,
赛罕区,36413,18327,18086,10459,5614,4845,23980,11930,12050,651,307,344,353,168,185,970,308,662,0.89,0.88,,
土默特左旗,25607,13375,12232,5034,3148,1886,18442,9302,9140,651,230,421,217,177,40,1263,518,745,1.53,1.50,,
托克托县,13479,7058,6421,2494,1574,920,9972,5043,4929,288,118,170,102,83,19,623,240,383,1.61,1.59,,
和林格尔县,12637,6619,6018,2628,1604,1024,9104,4608,4496,199,58,141,73,65,8,633,284,349,1.61,1.57,,
清水河县,8622,4449,4173,1474,894,580,6529,3269,3260,178,62,116,65,59,6,376,165,211,1.86,1.83,,
武川县,11873,6330,5543,2220,1526,694,8739,4412,4327,214,55,159,106,91,15,594,246,348,1.49,1.46,,
包头市,179973,92814,87159,34354,20981,13373,131588,66082,65506,4621,2115,2506,2558,1468,1090,6852,2168,4684,1.13,1.12,,
东河区,34551,17409,17142,6395,3660,2735,25183,12598,12585,921,461,460,566,300,266,1486,390,1096,0.98,0.97,,
昆都伦区,40798,20764,20034,7641,4520,3121,30070,15001,15069,1004,507,497,784,363,421,1299,373,926,0.93,0.92,,
青山区,31325,15995,15330,6464,3770,2694,22727,11370,11357,755,396,359,476,233,243,903,226,677,0.89,0.89,,
石拐区,4108,2203,1905,577,440,137,3059,1572,1487,179,83,96,57,36,21,236,72,164,1.30,1.26,,
白云矿区,1996,1028,968,238,168,70,1612,797,815,55,29,26,26,13,13,65,21,44,1.08,1.07,,
九原区,21291,11287,10004,3941,2570,1371,15879,8080,7799,522,211,311,212,167,45,737,259,478,1.37,1.35,,
土默特右旗,24527,12766,11761,4922,3055,1867,17698,8886,8812,580,216,364,217,185,32,1110,424,686,1.52,1.49,,
固阳县,13495,7147,6348,2680,1769,911,9641,4872,4769,374,131,243,140,110,30,660,265,395,1.44,1.41,,
达尔罕茂明安联合旗,7882,4215,3667,1496,1029,467,5719,2906,2813,231,81,150,80,61,19,356,138,218,1.44,1.42,,
乌海市,32992,17062,15930,5689,3550,2139,24714,12459,12255,964,462,502,512,291,221,1113,300,813,1.19,1.17,,
海勃湾区,15264,7894,7370,2775,1674,1101,11432,5792,5640,412,196,216,228,118,110,417,114,303,1.12,1.11,,
海南区,7733,4066,3667,1251,830,421,5886,2981,2905,200,97,103,99,62,37,297,96,201,1.33,1.30,,
乌达区,9995,5102,4893,1663,1046,617,7396,3686,3710,352,169,183,185,111,74,399,90,309,1.18,1.16,,
赤峰市,332193,168662,163531,65397,38202,27195,240635,120099,120536,7186,3236,3950,2369,1555,814,16606,5570,11036,1.35,1.33,,
红山区,24903,12082,12821,4702,2376,2326,18218,9018,9200,668,370,298,361,137,224,954,181,773,0.93,0.92,,
元宝山区,22514,11282,11232,3404,1958,1446,17264,8610,8654,710,364,346,241,119,122,895,231,664,1.23,1.21,,
松山区,39784,20059,19725,7340,4247,3093,29581,14666,14915,817,379,438,200,139,61,1846,628,1218,1.43,1.41,,
阿鲁科尔沁旗,22828,11669,11159,4632,2728,1904,16394,8215,8179,494,210,284,156,115,41,1152,401,751,1.36,1.32,,
巴林左旗,25041,12654,12387,5142,2967,2175,17972,8948,9024,492,197,295,156,124,32,1279,418,861,1.41,1.38,,
巴林右旗,13115,6682,6433,2613,1579,1034,9521,4750,4771,215,100,115,103,57,46,663,196,467,1.36,1.34,,
林西县,17564,8952,8612,3035,1910,1125,13061,6475,6586,353,149,204,134,103,31,981,315,666,1.28,1.25,,
克什克腾旗,17439,8956,8483,2892,1775,1117,13092,6576,6516,412,172,240,122,100,22,921,333,588,1.44,1.40,,
翁牛特旗,35568,18063,17505,7283,4220,3063,25552,12782,12770,695,314,381,230,168,62,1808,579,1229,1.41,1.38,,
喀喇沁旗,27269,14027,13242,6009,3607,2402,19007,9527,9480,600,259,341,180,140,40,1473,494,979,1.47,1.44,,
宁城县,43791,22473,21318,9480,5591,3889,30710,15378,15332,936,402,534,258,189,69,2407,913,1494,1.40,1.37,,
敖汉旗,42377,21763,20614,8865,5244,3621,30263,15154,15109,794,320,474,228,164,64,2227,881,1346,1.38,1.35,,
通辽市,228783,116362,112421,51037,29385,21652,161587,80577,81010,3482,1555,1927,1523,979,544,11154,3866,7288,1.36,1.34,,
科尔沁区,60599,30552,30047,12224,6932,5292,44001,21879,22122,1042,498,544,550,320,230,2782,923,1859,1.17,1.15,,
科尔沁左翼中旗,37372,19155,18217,9102,5258,3844,25745,12847,12898,435,188,247,203,135,68,1887,727,1160,1.53,1.51,,
科尔沁左翼后旗,29993,15442,14551,7475,4427,3048,20460,10206,10254,288,125,163,171,105,66,1599,579,1020,1.39,1.37,,
开鲁县,29136,14718,14418,5916,3383,2533,21024,10501,10523,554,233,321,205,154,51,1437,447,990,1.38,1.37,,
库伦旗,13229,6762,6467,3144,1814,1330,9199,4613,4586,174,67,107,56,40,16,656,228,428,1.36,1.34,,
奈曼旗,31717,16120,15597,7189,4145,3044,22241,11081,11160,463,204,259,144,106,38,1680,584,1096,1.41,1.39,,
扎鲁特旗,21664,11069,10595,5010,2879,2131,15152,7585,7567,382,167,215,142,95,47,978,343,635,1.44,1.41,,
霍林郭勒市,5073,2544,2529,977,547,430,3765,1865,1900,144,73,71,52,24,28,135,35,100,1.12,1.11,,
呼伦贝尔盟,206663,105986,100677,41210,24622,16588,146321,73019,73302,6571,3236,3335,3322,2003,1319,9239,3106,6133,1.23,1.21,,
海拉尔市,21070,10456,10614,4287,2342,1945,15032,7467,7565,554,282,272,340,169,171,857,196,661,0.94,0.93,,
满洲里市,14303,7237,7066,2157,1284,873,10816,5398,5418,474,244,230,285,157,128,571,154,417,1.03,1.02,,
扎兰屯市,31103,16192,14911,7340,4433,2907,20922,10426,10496,884,443,441,442,302,140,1515,588,927,1.32,1.29,,
牙克石市,31720,16101,15619,5136,3104,2032,23442,11686,11756,1017,506,511,609,330,279,1516,475,1041,1.05,1.04,,
根河市,12187,6194,5993,1820,1130,690,9122,4543,4579,421,218,203,278,165,113,546,138,408,1.03,1.01,,
