表2    分年龄、性别的人口（全部数据）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位：人
县市名,0岁,,1-4岁,,5-9岁,,10-14岁,,15-19岁,,20-24岁,,25-29岁,,30-34岁,,35-39岁,,40-44岁,,45-49岁,,50-54岁,,55-59岁,,60-64岁,,65-69岁,,70-74岁,,75-79岁,,80-84岁,,85岁及以上,
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天台县,3466,2589,10893,8689,15059,12743,20990,18645,15022,15208,10527,13168,13246,15841,15477,17507,15868,17182,16682,16132,15762,14637,13442,12146,9299,8283,9178,8254,8582,8407,5426,5784,3416,4264,1429,2295,586,1146
仙居县,3460,3040,10600,9187,15266,13221,13444,12455,10275,9362,9596,10603,16706,17743,18889,18724,16576,16328,14815,13631,13271,12882,11523,9801,7883,6342,8365,7549,7336,7159,5151,4917,2967,3445,1464,1949,610,1050
温岭市,5497,4847,21004,18184,29847,24048,49857,42874,51160,47092,57761,49138,64813,60121,68466,63976,55111,52019,43096,39675,36368,34172,29350,27465,21831,19999,21397,19607,20161,20669,13052,14118,8051,9848,4728,6603,2481,4297
临海市,7629,6375,23027,19702,28422,24796,36232,30713,43380,42098,29438,32409,42235,45195,47634,48629,42690,43134,38067,36919,32628,32183,27462,26397,19064,17447,18428,16785,17264,16951,12013,12284,7960,8874,4117,5244,1935,2858
丽水市,14627,12886,52532,47853,69790,64733,92658,87094,80679,74245,75821,74495,102207,99473,113875,107076,100552,96028,77961,71665,81103,74982,61504,52139,41570,31594,48670,37738,45661,36885,34181,29133,20020,19762,9526,11478,4068,5849
莲都区,2281,1996,7206,6773,10206,9309,14821,13761,16234,18524,10934,11143,14187,14110,18542,17299,18193,17116,13714,12201,13104,12387,9574,8631,6129,4929,7009,5599,6751,5675,4972,4312,2963,2917,1458,1746,630,905
青田县,2329,1895,10222,8707,15588,13946,17512,16438,14943,13150,13901,13766,15746,15551,15271,14409,13333,13282,12147,11465,12093,11456,9562,8270,7391,5915,8461,6804,7474,6342,5602,4893,3538,3632,1791,2145,811,1281
缙云县,2664,2419,8118,7574,11862,10905,16615,15433,13399,11587,12499,12745,15837,15506,17791,16958,15237,14598,13290,12075,13410,12345,11040,10053,7872,6719,8512,7288,7414,6638,5278,5050,3486,3728,1872,2298,901,1236
遂昌县,1267,1213,4593,4325,5851,5655,8277,7586,6033,4550,5673,5728,9477,9121,11773,10914,11001,9948,9025,8099,8843,8080,6267,5176,3893,2810,4845,3757,5119,3940,3811,3334,2019,2077,888,1245,359,515
松阳县,1434,1255,4617,4116,6182,5694,9150,8518,6066,5449,5547,5660,8710,8753,10655,10187,9270,9198,7788,6904,7879,7201,6204,5152,3875,2863,4628,3620,4405,3602,3458,3135,1812,1914,736,963,272,468
云和县,608,585,2277,2099,2947,2695,3851,3683,3590,2928,3813,3626,5350,4996,6229,5650,5489,4866,3669,3305,4015,3625,2960,2347,1855,1232,2420,1738,2397,1862,1878,1405,1019,870,442,519,182,251
庆元县,1334,1101,5144,4597,5654,5500,7007,6712,7016,6612,7738,7728,10819,10479,9886,9634,7819,7997,5163,5442,6523,6223,4819,3710,3128,2037,3432,2347,3132,2401,2367,1874,1291,1190,486,664,172,271
景宁畲族自治县,1061,908,3534,3247,4005,3728,5893,5618,5533,4619,6880,6352,8441,8096,8727,7835,7509,6859,5254,4618,5939,4955,4216,3060,2815,1933,3604,2462,3580,2338,2733,2026,1512,1269,646,649,246,311
龙泉市,1649,1514,6821,6415,7495,7301,9532,9345,7865,6826,8836,7747,13640,12861,15001,14190,12701,12164,7911,7556,9297,8710,6862,5740,4612,3156,5759,4123,5389,4087,4082,3104,2380,2165,1207,1249,495,611
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽省,380953,294325,1470522,1132383,2841959,2374783,3427107,3118165,2300178,2076084,2062715,2022520,2726415,2728547,3228594,3258255,2641751,2604841,1346733,1234054,1953481,1844591,1594372,1439189,1281585,1116456,1087299,932119,890269,833664,644102,687880,365541,485422,144444,260445,49800,118405
合肥市,28062,21426,112178,84469,190424,153333,214783,197650,222508,188768,201103,170977,220495,212924,244447,238292,200369,190565,102165,93725,149024,145740,122171,106864,100508,84515,84074,67826,67234,59019,47538,47511,25568,32840,9572,17414,3311,7992
东市区,1175,1088,4423,3941,6753,6063,8342,7378,9404,8198,8317,8545,11207,12129,13866,13953,15218,13729,10694,9526,9428,8645,6111,5987,5348,5723,5623,5748,5118,4805,3558,3122,1704,1822,752,915,219,548
中市区,1054,941,4127,3745,6643,5662,7897,7151,10662,8934,9797,9571,11536,11745,13444,13316,13730,12897,9706,8996,9312,9388,6501,6030,5341,5357,5054,4945,4346,4072,2951,2725,1549,1849,660,957,263,576
西市区,1587,1415,5710,5039,8216,7311,9736,8965,32635,26328,36552,21110,17432,16307,18774,17678,18538,16169,11647,10940,11527,11532,8202,8390,7311,7869,7906,7593,6106,5314,3942,3067,1780,1787,685,994,291,624
郊区,4708,3996,18498,14954,26581,21093,29131,25430,49534,43613,47606,37254,49520,42324,49520,42844,36178,31195,17922,15159,24334,24116,20094,17484,15364,12077,11626,8745,8683,7248,5523,5515,2890,3958,1163,2147,464,1020
长丰县,5701,4261,24108,17288,49003,40239,57268,56962,36793,32948,30557,29216,40018,41014,46001,47381,35586,35133,15673,14902,28544,27072,24297,19664,21000,16139,16667,11102,13672,11293,10890,11039,6062,7514,2395,4176,787,1839
肥东县,7422,5199,32205,21941,55552,42626,51374,45372,38882,30763,36322,33690,47103,47656,52816,54515,41619,42567,18957,18411,32923,33247,28353,25264,23957,20685,20348,16984,15766,15060,11288,12596,6479,8842,2370,4920,693,2119
肥西县,6415,4526,23107,17561,37676,30339,51035,46392,44598,37984,31952,31591,43679,41749,50026,48605,39500,38875,17566,15791,32956,31740,28613,24045,22187,16665,16850,12709,13543,11227,9386,9447,5104,7068,1547,3305,594,1266
芜湖市,10165,9226,43751,38455,88576,76037,94700,86078,69431,61497,78714,73873,99898,100318,126855,122133,105227,101657,62447,54341,81835,72899,63326,53540,52741,46052,43317,37602,34052,31691,22576,24441,12469,17612,4687,8587,1322,3293
镜湖区,569,550,2618,2496,4721,4199,5923,5745,8159,9256,5553,5722,6446,6940,9402,9581,10434,10422,7685,6875,7284,6796,5065,4579,4264,4174,3968,3975,3491,3230,2419,2602,1407,1764,580,909,187,392
马塘区,507,426,2221,1939,4077,3533,4612,4218,3697,3249,3954,3909,5056,5414,7083,7107,6826,6869,4639,4270,5064,4796,3659,3077,3062,2666,2423,2183,1849,1775,1352,1456,799,1063,321,559,99,219
新芜区,807,727,3492,3276,5846,5604,7346,6810,10960,9696,11313,9976,9200,9066,12968,12491,13432,12435,9235,8006,9218,8332,6371,5721,5342,5221,5106,5074,4283,3804,2795,2707,1557,1866,678,918,227,441
鸠江区,646,553,2932,2542,5186,4704,5681,5432,7777,5787,10796,6674,7744,6803,10297,9555,8679,8178,5341,4729,6159,5175,4626,3847,3720,3188,3087,2771,2330,2477,1577,1831,909,1372,322,649,100,264
芜湖县,2602,2386,11873,10068,24890,20081,24375,21369,13871,11570,17559,17158,25907,25227,31125,29659,23383,22235,10844,9523,17885,15719,15657,12665,13749,11442,10335,8467,7461,7112,4818,5798,2568,4304,900,2031,214,734
繁昌县,2238,1988,9225,8016,22275,18444,22300,19819,9505,8247,13615,13280,21430,21365,27089,26402,20749,21033,11546,10048,16644,14524,13010,11004,10954,9845,8352,6984,6581,6017,4471,4561,2341,3394,821,1643,211,559
南陵县,2796,2596,11390,10118,21581,19472,24463,22685,15462,13692,15924,17154,24115,25503,28891,27338,21724,20485,13157,10890,19581,17557,14938,12647,11650,9516,10046,8148,8057,7276,5144,5486,2888,3849,1065,1878,284,684
蚌埠市,21181,17317,79612,60912,161770,133739,200814,185144,138016,125057,124096,115448,157779,149814,175553,178609,143049,140912,70118,67083,101584,99276,77033,67077,71464,59656,59064,47601,49643,44062,37572,37666,23553,28992,10063,16658,3502,7840
东市区,968,925,4134,3720,6088,5682,7916,7306,12671,12316,12773,10658,10932,10751,13494,12600,13359,12197,9286,8459,9106,8439,5690,5473,5279,4760,4566,4328,3593,3633,2828,2626,1553,1861,662,895,239,474
中市区,498,460,1887,1766,3150,2936,4432,4201,4108,4104,3592,3418,4566,4940,6104,6437,6778,6772,5191,4892,4938,4691,2955,2886,2615,2532,2303,2428,2146,2468,1798,1979,1130,1352,526,674,193,332
西市区,1095,1150,4184,4059,6177,5873,8030,7331,9242,9173,8894,8988,10411,11337,12639,12800,12128,11848,8531,7935,8534,8715,6048,5597,5055,4700,4359,4231,3444,3508,2632,2409,1465,1607,603,895,241,454
郊区,1445,1146,5447,4308,10335,8796,13895,12586,8929,7194,8342,7113,10908,9877,11846,12220,9188,9478,5494,4747,7774,8517,5633,4844,5119,4337,3568,2786,2979,2699,2307,2545,1581,2151,691,1132,204,498
怀远县,9693,7654,33363,23416,68159,55290,84181,77333,54684,47358,51152,46047,61893,55544,63226,64320,48059,47246,20231,20574,33305,33368,28756,23910,26228,20526,21381,15698,18345,14800,13461,13114,8513,10189,3581,6052,1211,2700
五河县,3939,3114,17099,12767,38763,31807,39016,35741,23528,21424,19680,19335,30421,30445,35651,36516,29458,28652,12304,11196,20598,18867,13817,12042,14199,12860,12004,10111,9642,8824,7509,7765,4967,6284,2195,3643,802,1871
固镇县,3543,2868,13498,10876,29098,23355,43344,40646,24854,23488,19663,19889,28648,26920,32593,33716,24079,24719,9081,9280,17329,16679,14134,12325,12969,9941,10883,8019,9494,8130,7037,7228,4344,5548,1805,3367,612,1511
淮南市,14113,11144,46171,34857,89766,73622,117416,104571,88296,76220,77526,69237,94828,92553,116224,116452,96950,93709,58574,55449,64131,65552,48517,42249,40570,36673,36150,30514,31017,26097,23110,20966,13806,14814,5672,7799,1804,3530
大通区,844,920,3346,2731,5581,4740,6336,5666,5250,3997,4524,4169,5939,5712,6993,6926,5741,5724,4004,3746,4279,4840,3027,2737,2622,2451,2275,2018,1886,2007,1848,1881,1166,1362,565,731,190,265
田家庵区,2391,2102,7668,6854,12879,11145,16197,14346,21511,18982,19706,15670,17945,18448,22011,22436,20892,20423,14689,14534,14417,14884,10058,9052,7764,7338,6976,6861,5727,5355,4267,3746,2276,2306,878,1128,286,565
谢家集区,1594,1466,4803,4292,8868,7695,12344,11047,9134,7730,8001,7622,11188,11717,16216,16137,14623,14126,9168,8514,8687,8531,5976,5581,4721,5954,5338,5687,4759,4211,3336,2886,1619,1581,524,722,156,319
八公山区,1046,939,3406,2866,5244,4608,7916,7203,5245,4329,5191,5058,7850,7837,11126,11076,9950,9278,5714,5339,5944,5687,4090,3682,3129,3816,3260,3284,2862,2516,1995,1719,1029,1046,360,501,112,199
潘集区,2702,2100,9301,6859,21909,18860,27530,24974,17625,15636,15139,14292,19501,18549,21741,21241,17651,16647,9372,9273,11014,11593,8968,7263,7630,6127,6436,4516,5349,3891,3708,3505,2661,2816,1113,1594,377,688
凤台县,5536,3617,17647,11255,35285,26574,47093,41335,29531,25546,24965,22426,32405,30290,38137,38636,28093,27511,15627,14043,19790,20017,16398,13934,14704,10987,11865,8148,10434,8117,7956,7229,5055,5703,2232,3123,683,1494
马鞍山市,6667,5758,27714,23099,53168,44567,52425,47490,34531,29281,40561,38869,55333,56084,72992,71530,62644,59843,34799,32440,44383,42896,34216,30848,29451,26629,25896,22653,19437,17397,13331,13203,6906,9580,2467,4959,712,2157
金家庄区,521,441,2284,2014,2842,2534,2482,2313,1934,1601,2859,2657,4809,4989,6807,6132,5464,4636,2787,2369,3092,2812,2441,2157,1885,1611,1591,1701,1336,1392,1111,939,566,536,202,254,50,110
花山区,907,906,3403,3149,5024,4562,5387,5167,6515,5310,7884,6227,7902,8251,10519,10373,10947,10098,6598,6373,7598,7533,5330,5245,4404,4488,4205,3956,3063,2432,1824,1427,718,791,270,428,69,259
雨山区,733,687,2669,2510,4232,3732,4474,4039,3248,2916,3983,4242,6505,6562,8944,8573,8756,8091,5132,4348,4952,4658,3519,3579,3042,3306,3290,3162,2386,1944,1511,1097,647,632,216,338,73,215
向山区,964,832,3812,3275,6390,5635,7084,6295,5124,4354,6400,6025,8167,7788,11473,10703,8866,8211,4739,4216,5881,6085,4809,4684,3912,3814,3699,3201,2607,2442,1758,1817,918,1411,330,670,119,320
当涂县,3542,2892,15546,12151,34680,28104,32998,29676,17710,15100,19435,19718,27950,28494,35249,35749,28611,28807,15543,15134,22860,21808,18117,15183,16208,13410,13111,10633,10045,9187,7127,7923,4057,6210,1449,3269,401,1253
淮北市,11811,9164,50053,35940,91317,74093,111540,99360,75375,71495,75594,74406,97761,98529,108922,108084,84183,80001,37029,33389,52346,50186,44152,43141,34729,32953,32631,28977,25319,24812,18632,19587,10597,13368,4638,8058,1819,4173
杜集区,1628,1216,6653,5249,12568,10660,16226,15027,10561,10170,12692,12592,15343,15197,16747,16534,13194,11876,7617,6414,10818,9661,8007,7166,5713,5734,5367,4591,4009,3577,2559,2536,1502,1773,650,1063,317,703
相山区,1653,1470,7280,6033,10512,9020,12696,11747,16553,15529,15382,15100,16538,17924,17719,17816,14433,13646,7861,7129,9107,8725,6188,6073,5034,5098,4726,4134,3251,2905,2175,1910,1091,1240,453,766,223,523
烈山区,719,651,3417,2966,5447,4654,7525,6571,4537,4113,6830,6027,8778,8497,9642,9245,8008,7096,4479,3554,5573,4813,3941,3513,2559,2728,2420,2076,1640,1500,1043,985,532,595,217,377,91,263
濉溪县,7811,5827,32703,21692,62790,49759,75093,66015,43724,41683,40690,40687,57102,56911,64814,64489,48548,47383,17072,16292,26848,26987,26016,26389,21423,19393,20118,18176,16419,16830,12855,14156,7472,9760,3318,5852,1188,2684
铜陵市,3896,3509,15357,14031,25094,23003,28126,26051,20907,18405,23730,22240,35668,34241,44441,42294,39066,36249,22471,19796,24930,22989,18522,17284,16160,14382,13162,12100,11028,9553,7000,6682,3532,4356,1136,2097,324,904
铜官山区,1355,1251,5261,4728,8019,7251,8197,7486,7673,7520,9463,8823,12828,12982,16901,16130,16242,14570,8759,7691,8755,8051,6172,6067,5210,4991,4590,4746,3844,3323,2424,2047,1133,1165,335,491,107,306
狮子山区,333,333,1110,1078,1519,1334,1393,1267,1314,1065,2372,2113,3478,3008,3269,3003,2497,2203,1220,1364,2033,2271,1893,1873,1725,1290,1194,990,854,588,438,311,154,179,51,91,20,52
郊区,389,323,1442,1305,2413,2121,2654,2457,1577,1290,2218,1961,3524,3362,4282,4034,3755,3243,1916,1605,2126,2066,1770,1627,1645,1371,1434,1215,1286,979,870,646,478,428,172,201,44,81
铜陵县,1819,1602,7544,6920,13143,12297,15882,14841,10343,8530,9677,9343,15838,14889,19989,19127,16572,16233,10576,9136,12016,10601,8687,7717,7580,6730,5944,5149,5044,4663,3268,3678,1767,2584,578,1314,153,465
安庆市,35290,28293,137332,113257,267181,235524,313734,291188,159605,137700,117740,145317,207236,249801,251028,291227,223376,249577,129878,122939,184791,172419,152494,135606,126207,111384,107544,92326,83834,78020,56729,61660,28572,41913,9365,19617,2735,7561
迎江区,917,735,3048,2644,4440,4130,4931,4709,5906,7238,4755,5299,6959,7755,8389,8781,8242,8308,5507,5027,5343,5058,3973,3824,3643,3486,3054,2969,2448,2214,1691,1530,861,1069,321,577,146,294
大观区,1083,1017,3280,3106,4739,4351,5414,5070,6853,6994,6121,6310,7836,8821,10048,9680,8951,8749,6099,5837,7002,6300,4612,4146,3768,3583,3207,3056,2564,2302,1757,1557,925,1246,372,626,159,319
郊区,1661,1530,6305,5838,11780,11048,13090,12346,8174,7435,8103,8428,13966,13779,15994,16120,12680,12523,7333,6565,9106,8632,7059,6687,6503,5640,4953,3966,3576,3313,2306,2766,1282,2059,514,1018,135,457
怀宁县,4561,3504,18999,15010,35680,30939,42053,39017,21160,18310,15676,19250,27681,32591,31866,37393,26680,32048,14114,14395,23027,22116,20956,17969,16606,14468,13541,11450,10834,10319,7307,8540,3971,6081,1220,2868,360,1117
枞阳县,6733,5250,21966,18321,41756,36981,48513,45507,22291,18412,14443,19745,25414,35395,30964,40378,31127,36679,20826,20247,26875,25405,21777,19524,18146,17320,16432,14292,12305,11867,7918,8962,4079,6122,1441,3030,404,1104
潜山县,3005,2536,12714,11333,25601,23186,29695,27885,13894,12749,12484,15515,22115,24897,27675,30362,23949,24954,14156,12638,19085,16950,14735,12218,12728,10819,10521,9020,8541,7504,5617,6087,2728,3948,824,1697,241,655
太湖县,2454,2048,12817,10429,27433,24440,31610,29204,15984,13186,10325,12218,19953,22424,24666,27541,22220,24145,11626,10615,18718,16930,14423,12141,11648,9602,10855,8686,8705,7727,6374,6360,3217,4441,931,1904,225,657
宿松县,5058,2805,21147,13808,42371,33644,43656,39464,20588,14423,14697,15390,26638,29607,30560,33997,25395,28762,14311,13565,21376,20109,19115,17930,15702,13672,12910,10982,10226,9406,7102,7516,3586,5235,1249,2601,378,994
望江县,3420,3077,12755,11141,28197,25821,30600,27541,12948,9925,8548,13010,16714,24374,19445,26337,18319,22634,10226,10108,17646,16995,15697,14748,12752,11328,9706,8715,7105,6880,5279,6229,2640,4367,848,2072,192,760
岳西县,2120,1873,8831,7776,14807,13407,23701,22215,11223,10246,8906,10256,16475,17171,20532,20095,18590,17546,11758,10136,13556,11874,7878,6556,7709,6625,7570,6565,6168,5438,4094,3963,1784,2313,533,899,158,285
桐城市,4278,3918,15470,13851,30377,27577,40471,38230,20584,18782,13682,19896,23485,32987,30889,40543,27223,33229,13922,13806,23057,22050,22269,19863,17002,14841,14795,12625,11362,11050,7284,8150,3499,5032,1112,2325,337,919
黄山市,6347,5965,26222,24682,53987,51561,66803,63187,41260,37248,39227,38971,59421,59293,78832,76544,69380,65859,46742,42557,59454,54334,42017,36772,26382,22631,28571,25892,24369,25047,16227,19187,8617,12691,3424,6432,1249,2993
屯溪区,731,704,2978,2797,4313,4325,5751,5655,6492,7909,5923,5960,6969,7437,8702,8577,8331,7813,5109,4803,5869,6076,4383,4134,3030,2861,3136,2813,2454,2366,1623,1725,867,1153,379,595,166,324
黄山区,630,581,2878,2830,6080,5832,7312,7175,4554,3996,4701,4371,7330,6953,10669,9834,8839,8085,5542,4523,6921,5706,4547,3571,3299,2611,3522,3009,3037,2619,2117,1943,1203,1391,472,679,167,316
徽州区,399,365,1510,1500,3550,3407,4674,4347,2710,2161,2805,2569,4155,3883,5649,4999,4718,4509,3281,3069,4252,3752,2795,2499,1723,1443,1761,1610,1390,1509,866,1151,488,794,182,391,70,186
歙县,2071,1912,8603,7946,19609,18596,24139,22349,12702,11003,11913,12036,18576,18790,24376,23869,21607,20286,16557,15099,19950,18224,14411,12602,8847,8008,9313,8701,8160,9110,5365,7047,2908,4772,1138,2452,402,1144
休宁县,1106,1038,4783,4514,9616,9119,12453,11913,6798,5389,5929,5864,9287,9390,13640,13542,12254,12257,7611,7341,11505,10648,8120,7263,4656,3841,5391,4806,4583,4787,3035,3601,1538,2137,625,1152,219,509
黟县,421,386,1668,1539,3605,3501,4153,4013,2962,2535,2810,2931,4323,4167,5500,5428,4842,4472,3408,2942,4182,3748,2816,2380,1881,1358,1796,1690,1594,1599,1120,1397,623,1031,271,504,97,226
祁门县,989,979,3802,3556,7214,6781,8321,7735,5042,4255,5146,5240,8781,8673,10296,10295,8789,8437,5234,4780,6775,6180,4945,4323,2946,2509,3652,3263,3151,3057,2101,2323,990,1413,357,659,128,288
滁州市,26161,20116,110429,87492,206032,175809,219704,205311,119829,109550,122283,125319,190839,194230,231700,236828,188275,182027,91027,81463,144409,133442,101064,88851,86138,76812,70038,61555,60009,58497,45485,49679,25581,34372,10329,18571,4132,8100
琅琊区,1498,1221,5990,5335,8912,7812,10005,9185,9578,11094,9965,10415,13622,13942,15493,15372,12913,12378,6841,6233,8574,8070,5756,5197,4202,4029,3574,3445,3196,3209,2463,2280,1277,1469,474,785,179,441
南谯区,1454,1161,6205,5176,11895,10498,14565,13547,6820,6165,6074,6431,10949,11245,14892,15093,12416,11957,5897,5110,9659,8828,6472,5816,5446,4932,4338,3738,3987,3872,2881,3182,1731,2275,676,1190,248,490
来安县,2818,2259,10844,9183,22642,20097,26265,24667,12333,11316,11380,13297,18823,20165,26562,26770,22829,21227,12224,10986,17775,15971,11435,10645,8999,8843,7712,7008,6193,6374,4967,5691,2652,3877,1072,1894,522,871
全椒县,2645,1944,11736,8784,23110,18238,22508,20699,11073,9345,8854,9750,16537,17548,24301,25423,21181,21200,9222,8050,15892,15312,11453,10565,8991,8438,8402,7490,6818,6809,4960,5461,2643,3868,899,1943,290,838
定远县,5828,3500,24502,16891,54325,43867,48298,45299,23923,20211,22977,22076,38732,39131,44692,46628,34089,33060,12886,12141,24887,23656,19881,17292,18354,15265,15083,12307,12877,11266,9489,9599,4913,6427,1846,3509,783,1476
凤阳县,4516,3505,20621,15102,36611,30244,40823,38172,26787,23712,25953,23480,33035,31776,35780,36662,29149,29018,13150,11944,22268,20561,17288,13985,15025,12385,11038,8854,9242,8479,7795,7930,4773,5811,2083,3300,807,1385
天长市,3668,3322,15672,13719,23544,21287,27733,25634,11979,11797,17475,19974,30243,31635,37575,38124,29515,28331,15842,13831,24061,21633,16026,14096,12669,11404,9891,9635,9546,10546,6507,8588,3532,5468,1469,2917,603,1254
