表8    家庭户住房状况（全部数据、长表数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
县市名,全 部 数 据,,,长    表    数    据  （户）,,,,,,,,,,,,,
,家庭户（户）,平均每户住房间数,人均住房建筑面积,家庭户,住房中有无厨房,,是否饮用自来水,,住房中有无洗澡设施,,住房中有无厕所,,住房来源,,,,
,,（间/户）,（平方米/人）,,有,    无    ,    是    ,    否    ,有,    无    ,有,    无    ,自建,购买,租用,其他,
,,,,,,,,,,,,,,,,,
安吉县,132338,2.67,38.40,13040,12190,850,4035,9005,6230,6810,9734,3306,11010,870,809,351,
绍兴市,1410009,2.94,38.93,141295,130545,10750,87360,53935,46525,94770,69592,71703,104970,19003,9036,8286,
越城区,204029,2.21,33.60,20242,18669,1573,16972,3270,10331,9911,12336,7906,10219,6086,2469,1468,
绍兴县,241919,3.05,42.33,24365,22176,2189,19139,5226,9086,15279,9772,14593,18951,1935,2044,1435,
新昌县,145929,3.02,31.81,14695,13588,1107,11714,2981,3088,11607,9704,4991,11193,1904,933,665,
诸暨市,339663,3.19,43.94,33927,31410,2517,12376,21551,11642,22285,21038,12889,27245,3400,2089,1193,
上虞市,237697,2.82,40.10,23924,22507,1417,13217,10707,6660,17264,8931,14993,18225,3134,494,2071,
嵊州市,240772,3.17,35.24,24142,22195,1947,13942,10200,5718,18424,7811,16331,19137,2544,1007,1454,
金华市,1490627,2.97,36.34,147879,127391,20488,95668,52211,41536,106343,91175,56704,106144,15352,13131,13252,
婺城区,137621,2.32,27.51,13167,11360,1807,11823,1344,7361,5806,10708,2459,4550,5312,2412,893,
金华县,168322,2.51,40.17,17059,14152,2907,8455,8604,2706,14353,7531,9528,14476,582,735,1266,
武义县,107397,3.57,34.87,10858,8635,2223,5328,5530,2333,8525,4506,6352,8168,1008,688,994,
浦江县,118700,2.07,36.46,11575,10519,1056,6442,5133,2744,8831,8123,3452,9148,670,651,1106,
磐安县,68659,2.66,41.62,6836,6514,322,6317,519,1678,5158,6088,748,5786,310,529,211,
兰溪市,200973,2.32,34.08,20051,16073,3978,12561,7490,3575,16476,6260,13791,14356,2643,952,2100,
义乌市,259711,3.06,32.14,25589,22445,3144,21158,4431,9451,16138,20045,5544,16501,2097,4526,2465,
东阳市,251829,4.47,49.80,25454,23836,1618,14828,10626,7445,18009,20670,4784,21178,1217,1424,1635,
永康市,177415,2.77,28.04,17290,13857,3433,8756,8534,4243,13047,7244,10046,11981,1513,1214,2582,
衢州市,704533,2.87,36.97,70701,59401,11300,27751,42950,15826,54875,27757,42944,54369,9010,3925,3397,
柯城区,92920,2.60,32.26,9155,7769,1386,6327,2828,4168,4987,5916,3239,3505,3844,1468,338,
衢县,144404,2.75,35.78,14608,10971,3637,1226,13382,1061,13547,2594,12014,13238,297,263,810,
常山县,88701,2.97,35.88,8943,7623,1320,1950,6993,1368,7575,3019,5924,7112,952,316,563,
开化县,95366,2.16,39.13,9719,8717,1002,6367,3352,2086,7633,4218,5501,7711,1000,548,460,
龙游县,119114,2.86,35.09,11960,9937,2023,4102,7858,2227,9733,4212,7748,9538,1408,577,437,
江山市,164028,3.49,41.60,16316,14384,1932,7779,8537,4916,11400,7798,8518,13265,1509,753,789,
舟山市,351086,2.45,30.63,34790,32188,2602,22981,11809,15762,19028,28200,6590,19495,8365,4121,2809,
定海区,128477,2.51,33.15,12691,12033,658,9063,3628,6666,6025,11457,1234,6761,3544,1494,892,
普陀区,119724,2.38,27.74,11865,10789,1076,7846,4019,5205,6660,9642,2223,5961,3317,1714,873,
岱山县,72401,2.50,31.77,7225,6837,388,4720,2505,2806,4419,5593,1632,4797,1078,564,786,
嵊泗县,30484,2.34,29.03,3009,2529,480,1352,1657,1085,1924,1508,1501,1976,426,349,258,
台州市,1617400,2.97,37.58,161301,145290,16011,106039,55262,60326,100975,106167,55134,130204,11380,10739,8978,
椒江区,144065,2.42,34.02,14253,13564,689,12953,1300,8973,5280,12514,1739,9894,2345,1237,777,
黄岩区,180462,3.00,40.48,17992,16068,1924,12342,5650,5902,12090,8492,9500,14272,1673,946,1101,
路桥区,124533,2.84,33.73,12440,10033,2407,9915,2525,6137,6303,7978,4462,10171,791,823,655,
玉环县,135336,2.71,29.09,13384,11309,2075,9284,4100,5341,8043,7535,5849,9226,813,2596,749,
三门县,107974,2.89,35.04,10851,10024,827,5556,5295,2144,8707,6820,4031,9269,542,504,536,
天台县,142325,3.88,38.58,14202,11724,2478,3958,10244,1997,12205,3415,10787,12260,705,504,733,
仙居县,128621,2.92,39.70,12941,10686,2255,7850,5091,2024,10917,4000,8941,10600,576,753,1012,
温岭市,351550,2.39,37.51,34948,32826,2122,24281,10667,18113,16835,30140,4808,29472,1533,1687,2256,
临海市,302534,3.70,42.87,30290,29056,1234,19900,10390,9695,20595,25273,5017,25040,2402,1689,1159,
丽水市,704829,2.88,27.70,70233,61679,8554,32815,37418,17162,53071,33613,36620,52191,6416,5853,5773,
莲都区,115937,2.36,26.64,11368,9741,1627,5117,6251,4191,7177,6239,5129,6558,2463,1669,678,
青田县,114440,2.43,23.94,11423,10236,1187,7524,3899,3822,7601,5737,5686,8268,840,957,1358,
缙云县,128687,3.07,30.80,12840,10789,2051,5006,7834,2059,10781,3439,9401,10414,552,692,1182,
遂昌县,69111,2.49,30.35,6969,6430,539,2904,4065,1889,5080,6511,458,5451,575,536,407,
松阳县,67213,2.44,30.57,6733,6201,532,1569,5164,1158,5575,5739,994,5653,341,299,440,
云和县,31353,2.80,26.58,3181,2784,397,1810,1371,739,2442,1236,1945,2194,372,228,387,
庆元县,54433,4.38,25.68,5469,4860,609,2853,2616,865,4604,1635,3834,4195,379,466,429,
景宁畲族自治县,47808,3.58,26.77,4709,4066,643,2472,2237,841,3868,1259,3450,3506,321,512,370,
龙泉市,75847,3.26,28.09,7541,6572,969,3560,3981,1598,5943,1818,5723,5952,573,494,522,
,,,,,,,,,,,,,,,,,
安徽省,16313885,2.53,20.45,1598760,1388628,210132,343582,1255178,273757,1325003,1132094,466666,1296678,172823,86042,43217,
合肥市,1234075,2.39,18.30,121155,105082,16073,47581,73574,28330,92825,101620,19535,74057,28777,14574,3747,
东市区,84248,1.93,17.97,8085,6835,1250,8052,33,4115,3970,6332,1753,250,4924,2663,248,
中市区,79461,2.03,19.76,7653,6869,784,7596,57,4842,2811,6716,937,103,5508,1730,312,
西市区,104461,2.23,21.48,10209,9306,903,10159,50,7284,2925,9026,1183,37,7708,1962,502,
郊区,227714,2.07,20.29,22008,16731,5277,14875,7133,6512,15496,14761,7247,8810,6459,5775,964,
长丰县,230237,2.48,14.74,22780,20929,1851,1527,21253,1106,21674,20560,2220,20549,1088,702,441,
肥东县,268323,2.65,17.81,26736,25788,948,2531,24205,3081,23655,24591,2145,23731,1374,793,838,
肥西县,239631,2.65,19.59,23684,18624,5060,2841,20843,1390,22294,19634,4050,20577,1716,949,442,
芜湖市,631945,2.18,21.82,61523,54080,7443,27126,34397,18094,43429,44916,16607,40205,13480,5606,2232,
镜湖区,56119,2.03,18.85,5381,4679,702,5361,20,2825,2556,3515,1866,729,3275,1098,279,
马塘区,38755,2.16,19.46,3783,3212,571,3332,451,1469,2314,2429,1354,1256,1670,731,126,
新芜区,70515,1.93,18.13,6866,5888,978,6848,18,3695,3171,4898,1968,658,4409,1398,401,
鸠江区,48552,2.32,26.28,4698,4343,355,3403,1295,2302,2396,3734,964,2730,1045,724,199,
芜湖县,144212,2.05,21.19,14046,12038,2008,3211,10835,3580,10466,10771,3275,12182,856,602,406,
繁昌县,128846,2.37,22.41,12508,10714,1794,3323,9185,2375,10133,8058,4450,10211,1268,646,383,
南陵县,144946,2.28,23.77,14241,13206,1035,1648,12593,1848,12393,11511,2730,12439,957,407,438,
蚌埠市,857725,2.70,15.66,83776,72876,10900,20684,63092,10966,72810,64191,19585,64008,11908,5710,2150,
东市区,70997,1.97,15.75,6446,5244,1202,5949,497,2715,3731,4414,2032,805,3827,1517,297,
中市区,37519,2.02,16.50,3629,3095,534,3470,159,1665,1964,2578,1051,583,2060,791,195,
西市区,70011,2.06,15.47,6753,5508,1245,6104,649,2602,4151,4152,2601,1195,3439,1702,417,
郊区,60119,1.93,17.38,5948,4751,1197,528,5420,99,5849,3333,2615,5576,105,189,78,
怀远县,300425,3.25,14.43,29674,28160,1514,2071,27603,2038,27636,27871,1803,27674,970,577,453,
五河县,168232,3.00,15.53,16434,12459,3975,1447,14987,841,15593,8954,7480,14815,649,558,412,
固镇县,150422,2.35,17.60,14892,13659,1233,1115,13777,1006,13886,12889,2003,13360,858,376,298,
淮南市,554490,2.30,16.42,54152,49309,4843,25256,28896,7361,46791,40363,13789,29293,18472,4244,2143,
大通区,36978,2.25,16.46,3663,3291,372,1541,2122,301,3362,1703,1960,1819,1106,554,184,
田家庵区,115817,2.28,17.92,11111,9783,1328,10080,1031,4378,6733,8194,2917,2004,7088,1334,685,
谢家集区,73601,2.09,13.59,7206,6154,1052,5916,1290,636,6570,3584,3622,1690,4565,697,254,
八公山区,48751,2.07,14.16,4796,4038,758,4266,530,275,4521,2018,2778,1443,2579,616,158,
潘集区,102408,2.02,15.90,10035,9377,658,1360,8675,579,9456,8673,1362,7789,1482,291,473,
凤台县,176935,2.62,17.51,17341,16666,675,2093,15248,1192,16149,16191,1150,14548,1652,752,389,
马鞍山市,360503,2.16,19.03,34943,29412,5531,22755,12188,13497,21446,22805,12138,18890,9832,4842,1379,
金家庄区,29293,1.75,14.96,2795,2385,410,2763,32,751,2044,1511,1284,236,964,1373,222,
花山区,56565,2.11,19.78,5532,5308,224,5499,33,4307,1225,5149,383,42,4490,723,277,
雨山区,44933,1.97,17.38,4299,3725,574,4239,60,2550,1749,3318,981,279,2730,1054,236,
向山区,50202,2.44,22.22,4927,4295,632,3839,1088,1402,3525,3414,1513,3437,552,707,231,
当涂县,179510,2.22,18.89,17390,13699,3691,6415,10975,4487,12903,9413,7977,14896,1096,985,413,
淮北市,503697,2.76,20.03,49373,38994,10379,15134,34239,7686,41687,18189,31184,35299,8842,3972,1260,
杜集区,76841,3.28,19.77,7558,6601,957,4184,3374,1766,5792,5603,1955,4187,1845,1297,229,
相山区,83180,2.36,19.72,8008,6595,1413,5823,2185,3887,4121,5246,2762,1985,4269,1300,454,
烈山区,42029,2.60,18.42,4019,3415,604,2995,1024,1151,2868,2426,1593,1152,1917,803,147,
濉溪县,301647,2.77,20.37,29788,22383,7405,2132,27656,882,28906,4914,24874,27975,811,572,430,
铜陵市,210717,2.23,20.68,20557,18088,2469,13229,7328,6107,14450,12514,8043,9404,6374,3896,883,
铜官山区,78046,2.15,18.61,7469,6940,529,7402,67,4059,3410,5867,1602,227,4959,2028,255,
狮子山区,16579,2.13,17.59,1647,1393,254,1554,93,371,1276,872,775,254,666,651,76,
郊区,20350,2.11,20.32,2002,1555,447,1320,682,290,1712,599,1403,944,165,749,144,
铜陵县,95742,2.35,22.74,9439,8200,1239,2953,6486,1387,8052,5176,4263,7979,584,468,408,
安庆市,1484647,2.93,25.73,145901,133164,12737,31642,114259,56061,89840,107019,38882,122810,11190,7704,4197,
迎江区,47193,2.21,20.62,4504,4201,303,4493,11,3290,1214,3963,541,251,2395,1420,438,
大观区,53589,2.07,20.47,5121,4750,371,5107,14,3416,1705,4492,629,170,2875,1769,307,
郊区,75639,2.83,29.22,7274,6833,441,3242,4032,1677,5597,6252,1022,5369,1039,680,186,
怀宁县,186626,3.36,28.82,18307,16340,1967,2078,16229,2377,15930,12605,5702,16785,546,711,265,
枞阳县,225796,2.94,27.62,22257,20896,1361,4976,17281,9289,12968,19338,2919,20273,689,558,737,
潜山县,143098,3.12,25.29,14114,13772,342,1344,12770,10658,3456,13203,911,13041,416,331,326,
太湖县,136574,2.20,23.91,13472,13078,394,1395,12077,11970,1502,12186,1286,12303,537,418,214,
宿松县,184791,2.58,22.75,17969,15958,2011,1815,16154,3110,14859,10942,7027,16080,832,567,490,
望江县,140948,2.70,27.46,14013,11461,2552,2131,11882,1421,12592,3279,10734,12812,472,346,383,
岳西县,100316,3.50,22.22,10048,9249,799,2691,7357,3962,6086,7039,3009,8823,427,343,455,
桐城市,190077,3.56,26.66,18822,16626,2196,2370,16452,4891,13931,13720,5102,16903,962,561,396,
黄山市,429808,2.54,24.53,42440,36855,5585,11913,30527,7027,35413,14286,28154,32449,4338,3137,2516,
屯溪区,47856,2.45,25.43,4634,4239,395,3003,1631,2002,2632,2706,1928,1769,1890,768,207,
黄山区,50914,2.21,24.91,4961,4496,465,1220,3741,936,4025,3568,1393,3500,558,468,435,
徽州区,28507,2.75,23.71,2834,2466,368,792,2042,393,2441,588,2246,2263,235,171,165,
歙县,143800,2.66,23.15,14322,11369,2953,1542,12780,1261,13061,2284,12038,12440,522,649,711,
休宁县,75482,2.59,26.34,7518,6851,667,1119,6399,802,6716,1684,5834,6344,393,453,328,
黟县,29052,2.53,25.95,2859,2721,138,1737,1122,743,2116,1624,1235,2127,274,135,323,
祁门县,54197,2.42,24.10,5312,4713,599,2500,2812,890,4422,1832,3480,4006,466,493,347,
滁州市,1106321,2.27,18.96,108495,82617,25878,21862,86633,8997,99498,42729,65766,88603,10247,6209,3436,
琅琊区,73849,2.18,19.91,7030,5300,1730,5784,1246,2434,4596,3759,3271,2171,3072,1422,365,
南谯区,73912,1.94,20.73,7316,5155,2161,872,6444,293,7023,1540,5776,6184,477,360,295,
来安县,126361,2.23,19.57,12415,11659,756,1654,10761,924,11491,6040,6375,10703,906,403,403,
全椒县,123034,1.79,20.24,12024,7715,4309,2681,9343,1051,10973,1687,10337,9366,1460,723,475,
定远县,212774,2.81,16.08,20963,11923,9040,2371,18592,1049,19914,6671,14292,18359,980,1010,614,
凤阳县,172873,2.36,15.06,17010,14359,2651,2040,14970,804,16206,12434,4576,14878,858,879,395,
天长市,164368,2.24,27.13,16301,15160,1141,3833,12468,1730,14571,8693,7608,13957,1232,647,465,
明光市,159150,2.07,16.71,15436,11346,4090,2627,12809,712,14724,1905,13531,12985,1262,765,424,
阜阳市,2146768,2.40,18.78,211998,192942,19056,14815,197183,15511,196487,184433,27565,194863,9358,4562,3215,
颍州区,160266,2.28,20.46,15594,13872,1722,3708,11886,2687,12907,12880,2714,11489,2554,1170,381,
颍东区,144181,2.36,18.35,14179,11892,2287,1442,12737,935,13244,9896,4283,12121,1080,684,294,
颍泉区,160210,2.73,19.78,15814,14574,1240,2007,13807,1545,14269,14505,1309,13881,1230,455,248,
临泉县,432001,2.53,19.92,42825,39809,3016,1484,41341,2108,40717,39784,3041,40980,775,553,517,
太和县,384267,2.33,18.66,38290,36466,1824,1626,36664,3703,34587,36566,1724,36320,1057,501,412,
阜南县,330238,2.16,19.12,32765,29445,3320,1056,31709,997,31768,26291,6474,31212,680,352,521,
颍上县,346925,2.59,15.79,34242,30198,4044,1509,32733,2344,31898,28293,5949,32075,1124,404,639,
界首市,188680,2.14,19.49,18289,16686,1603,1983,16306,1192,17097,16218,2071,16785,858,443,203,
宿州市,1458256,3.17,20.27,144674,128460,16214,14990,129684,8222,136452,109074,35600,131820,7264,3025,2565,
埇桥区,436292,2.95,20.44,43170,36687,6483,8717,34453,4221,38949,27630,15540,35108,4971,1992,1099,
砀山县,227322,3.11,16.92,22517,21745,772,2426,20091,1216,21301,21538,979,21585,567,176,189,
萧县,322173,3.71,20.92,31995,26634,5361,2087,29908,1599,30396,25565,6430,30703,603,370,319,
灵璧县,261686,2.84,20.00,25979,24002,1977,1116,24863,648,25331,23387,2592,24625,629,302,423,
泗县,210783,3.25,22.89,21013,19392,1621,644,20369,538,20475,10954,10059,19799,494,185,535,
巢湖市,1150864,2.17,19.79,109830,82272,27558,23657,86173,15341,94489,48303,61527,93500,8644,4781,2905,
居巢区,225908,2.34,20.04,21679,15204,6475,5667,16012,3944,17735,8258,13421,16391,3367,1265,656,
庐江县,298547,2.46,20.23,29129,21727,7402,3400,25729,3591,25538,9622,19507,25352,1507,1531,739,
无为县,338952,2.11,18.61,32041,26004,6037,9724,22317,4664,27377,19865,12176,28752,1660,914,715,
含山县,115034,1.98,20.19,10975,9602,1373,2178,8797,1678,9297,8588,2387,9123,1111,440,301,
和县,172423,1.71,20.84,16006,9735,6271,2688,13318,1464,14542,1970,14036,13882,999,631,494,
六安市,1660462,2.62,21.92,161373,137602,23771,23219,138154,31729,129644,116738,44635,142773,9800,4923,3877,
金安区,209501,2.57,24.50,19997,18631,1366,3840,16157,2328,17669,18005,1992,15916,2366,1002,713,
裕安区,228233,2.77,23.38,22116,16785,5331,2840,19276,1947,20169,13571,8545,19339,1342,777,658,
寿县,301575,2.56,20.21,29281,26194,3087,2395,26886,1235,28046,23935,5346,26075,1998,670,538,
霍邱县,399845,2.62,19.35,39034,28670,10364,2551,36483,4358,34676,16101,22933,36753,1280,471,530,
舒城县,255408,2.53,22.72,24787,22107,2680,2534,22253,4224,20563,21755,3032,21879,1477,847,584,
金寨县,166950,2.95,23.22,16407,16303,104,7856,8551,16390,17,16225,182,14624,669,593,521,
霍山县,98950,2.27,25.27,9751,8912,839,1203,8548,1247,8504,7146,2605,8187,668,563,333,
亳州市,1330745,2.36,19.76,131645,122409,9236,6622,125023,7115,124530,117919,13726,124065,3915,2304,1361,
谯城区,375566,2.56,20.16,36782,32411,4371,2522,34260,1902,34880,29996,6786,34271,1137,882,492,
涡阳县,341817,2.08,20.34,33940,31199,2741,1598,32342,1813,32127,29362,4578,32052,1007,570,311,
蒙城县,284154,2.28,18.76,28194,27030,1164,1545,26649,1896,26298,26475,1719,26456,946,454,338,
利辛县,329208,2.48,19.62,32729,31769,960,957,31772,1504,31225,32086,643,31286,825,398,220,
贵池市,407852,2.56,26.90,40166,37038,3128,8615,31551,6742,33424,34111,6055,33122,3190,2020,1834,
贵池区,162103,2.51,26.06,15952,14541,1411,3815,12137,1984,13968,12982,2970,12541,1667,932,812,
东至县,136138,2.66,27.69,13413,12352,1061,2273,11140,2140,11273,11498,1915,11484,736,630,563,
石台县,30630,2.59,22.99,3069,2840,229,1354,1715,1472,1597,2480,589,2453,257,202,157,
青阳县,78981,2.49,28.93,7732,7305,427,1173,6559,1146,6586,7151,581,6644,530,256,302,
宣城市,785010,2.42,23.84,76759,67428,9331,14482,62277,24971,51788,52884,23875,61517,7192,4533,3517,
宣州区,240250,2.09,22.15,23398,20623,2775,5009,18389,10397,13001,18518,4880,18261,2682,1519,936,
郎溪县,93758,2.11,22.63,9196,7377,1819,1786,7410,1605,7591,4210,4986,7472,798,615,311,
广德县,138809,3.32,26.01,13506,11420,2086,1848,11658,5119,8387,7466,6040,12106,797,287,316,
泾县,105594,2.16,22.81,10437,9426,1011,1289,9148,1818,8619,7229,3208,7557,1131,669,1080,
绩溪县,53488,2.68,27.14,5298,4917,381,1091,4207,1239,4059,4036,1262,4355,347,378,218,
旌德县,41280,2.48,25.68,4042,3731,311,919,3123,857,3185,2899,1143,3231,374,238,199,
宁国市,111831,2.37,24.40,10882,9934,948,2540,8342,3936,6946,8526,2356,8535,1063,827,457,
,,,,,,,,,,,,,,,,,
福建省,8743252,3.08,24.97,832442,704070,128372,401233,431209,346851,485591,364531,467911,596569,91534,83538,60801,
福州市,1668974,3.03,24.39,155677,136665,19012,104072,51605,86890,68787,87541,68136,100916,26823,17680,10258,
鼓楼区,152505,2.47,23.84,14057,13308,749,13986,71,12453,1604,12619,1438,804,8246,3487,1520,
台江区,107900,2.24,19.45,10082,9553,529,10038,44,8034,2048,7943,2139,1575,4805,3078,624,
仓山区,111321,3.29,22.52,10423,9570,853,10106,317,7554,2869,7498,2925,5474,2081,2108,760,
马尾区,50441,2.54,23.05,4771,4301,470,4542,229,3437,1334,3580,1191,2995,634,806,336,
晋安区,143732,2.38,20.77,12886,11040,1846,12305,581,9329,3557,10096,2790,3262,4765,3758,1101,
闽侯县,153673,3.10,23.68,14948,13118,1830,10016,4932,8607,6341,7989,6959,12586,588,818,956,
连江县,154655,2.73,20.02,14436,13505,931,11611,2825,7053,7383,6573,7863,12326,920,383,807,
罗源县,63474,2.29,18.42,5920,5569,351,3471,2449,1735,4185,1775,4145,4039,602,382,897,
闽清县,75908,3.93,25.03,7359,6033,1326,2649,4710,3087,4272,2854,4505,6369,313,304,373,
永泰县,83963,4.21,21.56,7894,6463,1431,1796,6098,2076,5818,1501,6393,7239,236,176,243,
平潭县,95990,2.92,24.74,8867,7081,1786,2994,5873,2810,6057,3303,5564,7783,513,308,263,
福清市,287222,4.06,33.95,27178,22461,4717,9493,17685,12579,14599,13281,13897,23445,1949,703,1081,
长乐市,188190,2.42,22.31,16856,14663,2193,11065,5791,8136,8720,8529,8327,13019,1171,1369,1297,
厦门市,547540,2.42,26.44,48558,38085,10473,34682,13876,32185,16373,34028,14530,18930,11196,14068,4364,
鼓浪屿区,5760,1.89,18.00,561,470,91,561,,455,106,451,110,65,122,315,59,
思明区,34715,1.88,18.80,3215,2838,377,3123,92,2679,536,2776,439,579,1015,1331,290,
开元区,161389,1.85,21.37,13676,11255,2421,13391,285,11447,2229,12126,1550,737,6184,4932,1823,
杏林区,54715,2.86,31.59,5012,3936,1076,3469,1543,3100,1912,3407,1605,2604,615,1423,370,
湖里区,107930,1.71,16.71,8566,5750,2816,8268,298,6034,2532,7061,1505,1053,1831,4952,730,
集美区,35297,3.19,34.50,3247,2446,801,1404,1843,1885,1362,2058,1189,1890,389,608,360,
同安区,147734,3.36,33.83,14281,11390,2891,4466,9815,6585,7696,6149,8132,12002,1040,507,732,
莆田市,663845,3.71,29.99,64651,54839,9812,25075,39576,21619,43032,28019,36632,56325,3130,2865,2331,
城厢区,57043,3.35,30.74,5254,4663,591,4896,358,3333,1921,3694,1560,2722,1402,896,234,
涵江区,50740,3.49,28.66,4963,4450,513,4021,942,2866,2097,3012,1951,3671,615,469,208,
莆田县,331509,4.25,34.18,32553,29613,2940,8696,23857,10275,22278,16194,16359,30882,318,844,509,
仙游县,224553,3.07,23.31,21881,16113,5768,7462,14419,5145,16736,5119,16762,19050,795,656,1380,
三明市,711373,3.45,26.14,69530,62315,7215,34084,35446,29490,40040,31057,38473,45695,10507,9436,3892,
梅列区,49910,2.17,21.77,4658,4148,510,4191,467,3482,1176,3533,1125,601,2522,1300,235,
三元区,52958,2.49,21.07,4940,4539,401,3958,982,3749,1191,3439,1501,1219,2089,1314,318,
明溪县,29704,3.48,24.72,2911,2677,234,1434,1477,1806,1105,1693,1218,1968,337,410,196,
清流县,37523,2.95,27.52,3713,3157,556,722,2991,1754,1959,832,2881,2647,328,614,124,
宁化县,81331,3.87,30.18,8085,6885,1200,3292,4793,1926,6159,1620,6465,6696,310,819,260,
大田县,86559,3.42,21.95,8561,7550,1011,2231,6330,2705,5856,4790,3771,6637,443,725,756,
尤溪县,99990,4.36,24.89,9841,9170,671,2115,7726,2660,7181,2676,7165,8465,581,431,364,
沙县,64928,3.53,28.85,6335,5932,403,3386,2949,2914,3421,2752,3583,4489,709,734,403,
将乐县,41885,4.20,33.02,4114,3780,334,3453,661,1728,2386,1543,2571,3089,282,506,237,
泰宁县,31150,3.80,27.93,3102,2614,488,1039,2063,1245,1857,1124,1978,2327,353,313,109,
建宁县,37541,3.55,30.81,3689,3127,562,1467,2222,1004,2685,689,3000,2965,277,332,115,
永安市,97894,3.03,24.91,9581,8736,845,6796,2785,4517,5064,6366,3215,4592,2276,1938,775,
泉州市,1671139,3.42,27.32,159048,129366,29682,40447,118601,64530,94518,61289,97759,121776,10576,10188,16508,
