表4    各种受教育程度人口、平均受教育年限、文盲人口（全部数据）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
县市名,6岁及以上各种受教育程度人口（人）,,,,,,,,,,,,,,,,,,平均受教育年限（年）,,,15岁及以上文盲人口,,, 文盲率（%） ,,
,未上过学,,扫盲班,,小学,,初中,,高中,,中专,,大学专科,,大学本科,,研究生,,合计,男,女,合计,男,女, 合计 , 男 , 女 
,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
天宁区,1848,7019,343,1547,20898,24152,47312,47203,26535,24901,14281,17385,13704,10501,7376,3344,298,64,9.98,10.43,9.55,8694,1600,7094,3.56,1.33,5.72
钟楼区,1985,7186,320,1218,19623,21675,42047,38041,23937,21228,9744,10329,12570,8449,9438,3997,338,80,9.95,10.48,9.37,8915,1766,7149,4.23,1.62,7.03
戚墅堰区,847,3712,180,543,9037,9127,17940,15397,7807,6467,4354,3386,2588,1498,1615,523,39,7,9.09,9.67,8.46,4415,762,3653,5.74,1.90,9.94
郊区,3975,14950,567,2300,52576,51788,101321,88294,31392,24429,16397,17962,13332,10531,9614,5645,221,65,9.08,9.47,8.68,18355,3624,14731,4.54,1.75,7.50
溧阳市,17537,43017,3475,6229,118879,120339,147309,133005,46293,31404,7474,6913,8359,3795,2856,948,63,16,7.62,8.13,7.10,60744,17334,43410,10.22,5.84,14.59
金坛市,13325,40401,1935,3729,83370,88331,98709,98998,29094,20347,7855,8391,7181,3389,1877,674,31,13,7.50,8.12,6.93,55417,13582,41835,12.77,6.61,18.32
武进市,14001,62184,2480,9973,219744,231082,334500,286325,78672,53889,15486,14502,12680,7295,3957,1540,54,22,7.90,8.40,7.39,74315,12512,61803,6.27,2.09,10.50
苏州市,59815,279753,47439,147186,1051638,1147218,1326929,1171859,414491,301796,111885,115934,122698,80521,73927,39970,3705,1447,8.03,8.65,7.42,333575,57005,276570,5.74,1.99,9.37
沧浪区,2015,8451,500,1821,23786,27199,47108,42602,32364,30227,10293,11871,16438,13471,18440,12179,1655,818,10.42,10.90,9.93,9860,1713,8147,3.57,1.23,5.98
平江区,3603,17093,1875,6357,52052,57049,77340,63207,34703,27434,13360,11766,12065,7767,9342,4551,585,214,8.79,9.45,8.09,20217,3353,16864,5.60,1.81,9.57
金阊区,3145,13819,955,3041,37846,39927,69645,58325,37226,33738,13152,16207,15170,11548,12248,5800,617,202,9.53,10.04,9.01,16486,2908,13578,4.85,1.68,8.16
虎丘区,1749,8698,1340,4715,32279,32232,49570,40439,14468,8275,4241,4445,3433,2435,3314,3449,77,28,8.26,8.81,7.68,9860,1592,8268,5.04,1.59,8.67
常熟市,13294,62487,10576,33570,206648,227459,241438,222577,61068,40479,15475,15194,14185,8756,5937,3329,166,39,7.51,8.19,6.89,75092,12983,62109,7.03,2.54,11.15
张家港市,8188,39803,4147,13869,142938,161179,196020,187175,60602,43929,11457,12409,15452,9666,6165,2374,144,32,8.03,8.62,7.48,47712,8013,39699,5.97,2.08,9.57
昆山市,4671,20333,7744,21969,113367,120796,149456,130488,49231,37739,15735,15509,14873,8636,6128,2393,149,33,8.15,8.70,7.59,24478,4401,20077,3.79,1.36,6.24
吴江市,9899,36484,8459,20904,167783,176201,162973,138818,37826,25014,7992,8355,8901,5094,2833,1040,62,13,7.35,7.90,6.81,44826,9225,35601,6.17,2.56,9.71
太仓市,3291,20530,4370,16308,79944,84885,103844,95831,29375,21206,8039,8110,7451,5024,2891,1193,77,22,7.83,8.48,7.20,23544,3165,20379,5.26,1.46,8.82
吴县市,9960,52055,7473,24632,194995,220291,229535,192397,57628,33755,12141,12068,14730,8124,6629,3662,173,46,7.60,8.28,6.93,61500,9652,51848,6.45,2.06,10.68
南通市,101773,391606,46781,150959,1289274,1406026,1319175,1287321,438878,348812,83371,78890,86270,56752,38409,17564,1102,303,7.59,8.19,7.05,499008,100291,398717,8.03,3.42,12.14
崇川区,4255,16317,2503,8078,52596,54015,86219,85232,48162,44128,19048,21428,25854,21217,20707,10993,830,245,9.68,10.21,9.16,19881,3823,16058,4.21,1.63,6.77
港闸区,3480,14987,1303,4293,36521,33999,42721,36160,15345,11643,4407,3619,3164,1653,885,282,17,6,7.69,8.40,6.97,18510,3330,15180,9.61,3.45,15.83
海安县,10685,44573,6479,23340,133604,151876,171414,180147,67351,49491,10077,7953,10379,5247,3173,1085,47,6,7.77,8.45,7.17,55134,10436,44698,7.24,2.95,10.96
如东县,26088,80708,9588,22113,212134,201412,177283,162093,62371,48996,9536,8610,8676,4917,2498,926,39,4,7.09,7.69,6.52,108011,26173,81838,11.89,5.91,17.57
启东市,15174,55494,5971,18885,189080,206474,184852,189164,55532,51186,8734,8634,8393,5425,2687,1102,39,13,7.46,7.97,7.02,75178,16127,59051,8.58,3.99,12.51
如皋市,10375,47300,7936,29680,245239,299442,252145,224445,81094,52565,11447,8848,11015,6397,3057,1126,48,12,7.55,8.16,6.98,57960,10153,47807,5.28,1.95,8.26
通州市,15479,62342,7795,28140,264002,293786,238764,229006,66774,52764,12148,10934,10716,6784,3057,1154,49,10,7.38,7.92,6.88,74913,13900,61013,6.62,2.61,10.18
海门市,16237,69885,5206,16430,156098,165022,165777,181074,42249,38039,7974,8864,8073,5112,2345,896,33,7,7.28,7.92,6.76,89421,16349,73072,11.59,4.75,17.11
连云港市,100415,241246,29855,75668,786511,922335,908647,635324,227084,121450,54619,47767,55999,28896,21727,8223,692,170,7.36,8.02,6.67,340255,98473,241782,10.17,5.82,14.62
连云区,2111,6126,463,1442,13388,13684,23279,19353,13634,10336,4785,3876,5292,2824,2257,638,60,6,9.02,9.69,8.28,8542,2140,6402,7.99,3.81,12.64
云台区,3751,8876,1102,2815,22138,24878,29749,23060,10378,5954,3105,2422,1840,838,522,157,11,,7.58,8.27,6.86,13085,3852,9233,11.45,6.65,16.39
新浦区,2761,9756,474,1282,18538,20383,35477,35547,25286,23528,11081,12627,18934,11518,11610,5487,468,109,10.26,10.94,9.56,12295,2569,9726,5.66,2.33,9.08
海州区,3128,8137,747,1934,18400,19635,27932,23877,11265,7996,3113,2874,2897,2183,875,304,10,4,8.11,8.70,7.51,11368,3120,8248,10.33,5.65,15.03
赣榆县,27548,58321,7679,14118,184799,210530,217494,162889,42639,18792,8363,6712,6635,3050,1779,527,39,18,7.11,7.67,6.51,85787,27032,58755,11.59,7.30,15.88
东海县,29741,60781,10555,19969,204803,237233,217227,156792,44525,21864,8931,8127,8079,3795,2086,554,40,11,7.01,7.58,6.41,89745,29261,60484,11.29,7.32,15.31
灌云县,20259,54639,4908,18381,189586,231620,213918,130613,47241,19756,9650,7049,7470,2798,1519,367,31,17,7.11,7.86,6.31,73918,19682,54236,9.96,5.20,14.90
灌南县,11116,34610,3927,15727,134859,164372,143571,83193,32116,13224,5591,4080,4852,1890,1079,189,33,5,7.07,7.86,6.23,45515,10817,34698,8.76,4.09,13.60
淮阴市,60382,203367,22363,82423,762996,972311,1101693,834024,318251,150576,60335,52855,58140,25761,20541,7880,553,90,7.74,8.44,7.01,265190,59508,205682,6.81,3.04,10.63
清河区,2007,6857,678,2533,22799,24584,35458,35636,22160,18993,11717,14506,14492,8429,8865,4936,303,62,9.90,10.47,9.31,8587,1828,6759,4.18,1.78,6.58
清浦区,3997,12668,2141,7058,46545,54004,57338,44621,20886,14139,5797,5122,5968,2795,2234,712,59,5,7.90,8.61,7.18,16524,3882,12642,6.96,3.25,10.72
淮阴县,12339,37995,4122,12687,131280,163942,190852,141767,46924,19855,6914,5601,6693,3015,1690,536,50,10,7.51,8.20,6.80,49861,12113,37748,7.91,3.81,12.09
涟水县,9075,33839,3847,15254,155979,196738,234548,178066,61289,30550,8382,5899,6799,2455,1486,261,21,,7.71,8.34,7.05,42655,8725,33930,5.68,2.30,9.11
洪泽县,7102,22620,764,3840,54555,75253,75669,53349,24855,11403,4101,3169,4118,1484,1237,267,24,2,7.49,8.36,6.62,29623,7009,22614,10.00,4.75,15.20
盱眙县,9852,26905,2043,5747,105272,155980,158809,114999,47519,17443,7485,5838,6595,2184,1701,363,27,6,7.69,8.41,6.95,36491,9734,26757,6.63,3.51,9.81
金湖县,5351,23940,2355,11077,51707,60200,74821,58287,26398,11039,5917,4807,5437,1986,1330,315,21,2,7.52,8.54,6.48,32348,5738,26610,10.88,3.85,17.93
淮安市,10659,38543,6413,24227,194859,241610,274198,207299,68220,27154,10022,7913,8038,3413,1998,490,48,3,7.59,8.25,6.90,49101,10479,38622,5.32,2.26,8.41
盐城市,125420,430659,35640,111929,1203679,1361245,1678789,1381919,572068,290161,95395,80967,94162,42770,31949,11544,763,197,7.72,8.43,6.99,572016,127770,444246,8.98,3.99,14.02
城区,7745,30265,1809,5760,75680,80207,114304,111150,64157,45066,20273,23172,24314,14924,16626,7485,464,102,9.04,9.71,8.36,38712,7535,31177,6.94,2.71,11.16
响水县,13245,39118,3063,10929,97458,115245,109777,71385,34279,14076,6557,5218,5506,2110,1149,256,26,12,7.13,8.00,6.21,53480,13450,40030,12.62,6.26,19.17
滨海县,16081,45491,3511,9327,166168,197744,245270,190241,65658,31014,7969,6488,8005,3188,1505,338,31,6,7.66,8.25,7.04,62132,16114,46018,7.69,3.90,11.64
阜宁县,12602,46363,2846,10114,155197,178335,249822,204991,64573,29258,8302,7360,7954,3054,1942,469,74,24,7.75,8.37,7.11,59517,12602,46915,7.16,2.99,11.43
射阳县,13987,53092,3239,11485,163326,200124,223358,177902,77352,36910,11096,8287,12706,5360,2575,701,51,14,7.73,8.46,6.97,69501,14366,55135,8.16,3.36,13.01
建湖县,7896,33365,4801,14830,121292,136027,168344,146719,54072,26094,11795,8715,8710,3407,2011,591,27,14,7.78,8.46,7.08,43308,8162,35146,6.90,2.61,11.15
盐都县,10183,37728,4342,13888,125967,135518,195357,174931,68108,25785,6130,3806,5658,1745,983,264,12,5,7.76,8.43,7.05,49017,10378,38639,7.22,3.04,11.43
东台市,26129,90205,8459,25463,188754,201944,220751,178361,84621,46900,12740,9540,11431,4557,2688,742,33,13,7.27,8.12,6.42,121747,27297,94450,12.70,5.78,19.43
大丰市,17552,55032,3570,10133,109837,116101,151806,126239,59248,35058,10533,8381,9878,4425,2470,698,45,7,7.62,8.39,6.84,74602,17866,56736,11.84,5.61,18.22
扬州市,58449,283858,25984,124294,714803,761959,883690,730624,289183,169860,66130,62139,74165,40348,41330,17754,1669,544,7.65,8.53,6.79,349582,57964,291618,9.21,3.11,15.10
广陵区,4094,15843,958,3218,42829,47542,75791,76292,54770,48642,20218,22653,30459,19992,24635,11851,1049,376,10.14,10.74,9.51,19504,3672,15832,4.31,1.60,7.09
郊区,2067,9162,1024,4510,24630,24318,36465,31643,12645,8288,4371,4101,3445,2054,4122,2160,272,80,8.29,9.05,7.51,11159,1964,9195,7.11,2.47,11.84
宝应县,14922,67387,5463,28311,147142,156331,172331,130037,49006,20722,8280,6599,8800,3250,2144,493,43,13,7.05,8.08,6.04,83548,14600,68948,11.87,4.23,19.23
邗江县,7374,38452,3444,15954,92670,94304,112357,92140,29639,15503,5389,4370,4108,1838,1276,405,31,10,7.21,8.09,6.35,47066,7410,39656,10.40,3.36,17.07
仪征市,6486,27931,2723,11327,86501,99966,128235,105745,49997,27466,8427,6706,8285,4290,4084,1291,119,30,7.98,8.73,7.20,34902,6500,28402,6.97,2.56,11.48
高邮市,12096,60034,4955,25512,138357,150639,155688,118140,41275,19001,8359,6567,7791,3204,1877,519,72,20,7.05,8.05,6.08,74661,12274,62387,11.36,3.82,18.57
江都市,11410,65049,7417,35462,182674,188859,202823,176627,51851,30238,11086,11143,11277,5720,3192,1035,83,15,7.27,8.11,6.47,78742,11544,67198,9.03,2.78,14.74
镇江市,29365,131602,11929,43024,386644,442443,598210,489916,201665,126716,53761,49220,57346,32917,36260,14855,1668,451,8.21,8.93,7.47,159511,28287,131224,6.73,2.35,11.24
京口区,3570,13755,726,2371,36658,37894,74123,62130,38853,32600,15845,16180,21836,14786,23542,9971,1331,380,10.00,10.58,9.33,16758,3246,13512,4.56,1.65,7.90
润州区,2931,11058,770,2623,26172,28032,52087,46138,25713,20683,8221,8593,9995,5734,3933,1425,136,41,9.08,9.68,8.45,13982,2808,11174,6.15,2.42,10.05
丹徒县,3214,19221,1347,6739,56666,69905,92365,70381,19936,10003,3167,2238,2091,908,437,123,5,2,7.54,8.31,6.78,22369,3077,19292,7.12,1.97,12.22
丹阳市,6558,39436,2533,13602,127588,148898,195986,161476,60478,33655,12473,10741,11099,6098,3645,1310,102,20,7.95,8.66,7.22,45519,5988,39531,6.28,1.65,10.90
扬中市,2840,18097,1077,6236,47704,50900,58360,50257,20250,10482,5690,5463,5029,2254,1818,511,53,2,7.76,8.63,6.89,20018,2603,17415,8.00,2.10,13.77
句容市,10252,30035,5476,11453,91856,106814,125289,99534,36435,19293,8365,6005,7296,3137,2885,1515,41,6,7.59,8.27,6.89,40865,10565,30300,8.41,4.28,12.69
泰州市,57133,249367,24979,96987,790751,877055,944658,800645,304708,163338,59811,50305,60580,29208,18330,5247,414,91,7.60,8.35,6.86,330240,60670,269570,8.51,3.19,13.60
海陵区,5180,21765,1844,6481,55242,59353,69125,61154,29318,22149,11469,11649,13294,8290,5206,1472,177,28,8.38,9.13,7.64,26856,4972,21884,7.92,2.97,12.74
高港区,1230,7260,677,3987,30986,36393,45527,41322,12786,7004,2098,1513,2199,945,702,242,15,4,7.86,8.53,7.21,9331,1280,8051,5.54,1.57,9.26
兴化市,18028,73374,7942,27796,251944,283480,296975,230871,101984,38488,13399,8952,11829,3637,2688,540,75,23,7.45,8.23,6.62,95025,18470,76555,8.27,3.20,13.38
靖江市,6040,32736,2036,10523,97814,104754,128596,114890,40238,26841,10056,9949,11524,6643,3055,1138,53,16,7.93,8.62,7.25,43487,6516,36971,8.33,2.56,13.82
泰兴市,11221,50417,3319,15655,198734,236520,252970,221011,79103,44760,13861,11019,12476,5721,3890,1109,54,10,7.78,8.42,7.14,64826,11723,53103,6.52,2.43,10.36
姜堰市,15434,63815,9161,32545,156031,156555,151465,131397,41279,24096,8928,7223,9258,3972,2789,746,40,10,6.96,7.85,6.12,90715,17709,73006,12.78,5.23,19.67
宿迁市,109729,298884,25343,79469,879896,1106474,1101046,689671,217792,91262,38836,29267,35978,15053,7864,1910,198,44,7.09,7.85,6.30,415064,109844,305220,11.11,5.81,16.56
宿城区,3525,12088,425,1422,33075,38754,43671,37714,19579,12565,5393,5621,7610,3930,2470,704,103,18,8.39,9.10,7.66,15442,3416,12026,8.26,3.65,12.89
宿豫县,18015,54061,3609,10993,172491,220117,203867,122970,33900,11456,5264,3753,3775,1310,476,77,8,2,6.97,7.72,6.20,72137,17716,54421,10.76,5.25,16.34
沭阳县,32189,97117,9101,26685,310894,384863,365144,230072,69145,27862,10961,7782,8769,4151,1761,430,31,16,7.03,7.77,6.27,132075,32311,99764,10.67,5.17,16.27
泗阳县,16289,53708,6153,24684,186039,249018,280125,172504,52232,21501,8348,5268,7508,2602,1619,357,27,3,7.29,8.08,6.45,69395,15775,53620,7.98,3.58,12.51
泗洪县,39711,81910,6055,15685,177397,213722,208239,126411,42936,17878,8870,6843,8316,3060,1538,342,29,5,6.77,7.54,5.95,126015,40626,85389,16.38,10.32,22.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,
浙江省,852021,2360501,409988,923162,8528053,8305303,8580840,6738583,2251487,1597126,541693,563320,576482,379473,322433,159246,22774,7453,7.46,8.00,6.90,3218493,835434,2383059,8.55,4.35,12.92
杭州市,90524,275836,45298,113646,1111022,1126570,1268746,1020187,407985,307429,113891,117054,152145,107980,138511,74320,16648,6055,8.21,8.75,7.64,361344,85901,275443,6.29,2.90,9.88
上城区,2243,9579,703,2303,27926,30584,66602,55817,31641,29735,9311,10392,16138,11831,10667,5847,1066,366,9.79,10.25,9.31,11321,1909,9412,3.84,1.26,6.59
下城区,2787,9344,679,2422,31799,34080,76218,63099,35941,32315,11376,14370,22618,17675,24781,12689,2609,995,10.31,10.75,9.81,11594,2391,9203,3.18,1.24,5.35
江干区,6121,14408,3744,6495,70601,64132,126432,96021,43163,32704,12649,12502,17705,11910,12869,6060,1802,706,8.96,9.32,8.53,20092,5854,14238,4.00,2.12,6.27
拱墅区,3468,10720,1221,3220,40157,41266,90038,71710,38633,29975,14711,14864,18253,13351,11641,6223,915,310,9.58,9.97,9.13,13646,3073,10573,3.59,1.51,5.98
西湖区,3782,12640,1811,5258,55964,57707,83317,69741,36419,32578,19176,23124,30511,28421,60190,35382,9692,3531,10.68,11.16,10.13,16260,3454,12806,3.09,1.24,5.18
滨江区,2260,7583,958,2429,21363,19121,20529,15029,5481,4034,1294,1286,2439,1152,1822,1413,113,51,7.57,8.25,6.83,9679,2154,7525,10.10,4.31,16.40
桐庐县,7053,21309,2083,5028,73563,70341,68882,59716,18967,13612,3590,3236,3434,1648,1023,360,25,6,7.34,7.86,6.81,27995,6553,21442,9.34,4.35,14.37
淳安县,6149,18748,3118,11635,73804,88360,64375,46081,20574,9683,4356,2609,3879,1406,1015,255,8,2,7.07,7.90,6.26,23519,5400,18119,7.92,3.67,12.07
萧山市,16664,58765,10401,29996,234580,244606,220381,182175,59645,42745,11852,11992,11360,6588,4891,2009,129,21,7.32,7.92,6.74,77965,17078,60887,7.72,3.42,11.92
建德市,7991,22799,4639,11589,95174,92189,79905,64381,24328,16301,6586,5491,5275,2507,1709,598,49,10,7.29,7.86,6.69,30152,7527,22625,8.20,4.05,12.44
富阳市,9548,28175,3805,7868,121092,120131,120915,96814,32089,21406,5849,5369,6041,3793,2278,926,89,14,7.50,7.97,6.99,35568,8326,27242,7.04,3.21,11.08
余杭市,15924,42351,9124,18109,169341,165582,147864,113170,36203,25240,7826,6793,8860,4470,2427,892,53,12,7.15,7.69,6.59,59411,16573,42838,8.67,4.71,12.87
临安市,6534,19415,3012,7294,95658,98471,103288,86433,24901,17101,5315,5026,5632,3228,3198,1666,98,31,7.65,8.11,7.18,24142,5609,18533,5.76,2.63,9.02
宁波市,87934,248292,45311,90255,1088194,1103297,1119449,936010,315903,236170,72353,79674,80553,55995,45020,21965,1892,434,7.71,8.16,7.25,348696,90577,258119,6.98,3.58,10.45
海曙区,2734,8838,838,2508,34629,38074,61451,52752,31783,27257,11474,14848,17289,13344,9940,4862,671,168,9.68,10.11,9.24,10907,2335,8572,3.58,1.50,5.75
江东区,2350,6985,649,1598,30725,34308,53061,47644,25454,23214,8777,10911,12113,8665,7471,3423,384,90,9.47,9.87,9.05,9118,2123,6995,3.61,1.66,5.61
江北区,2964,8243,1950,3847,40216,39076,50698,40824,16163,13636,7531,9316,5398,4660,8584,5751,335,89,8.70,9.05,8.33,10852,2696,8156,4.61,2.22,7.16
北仑区,5883,16784,3485,4894,70126,64160,74661,66167,19163,15295,5038,4607,6263,4043,2670,903,104,6,7.76,8.15,7.34,21737,5253,16484,6.68,3.13,10.43
镇海区,3802,9715,996,1868,45811,44304,51190,45642,16905,13373,5252,5007,5005,3292,3385,1330,114,15,8.21,8.59,7.80,13342,3623,9719,5.75,3.03,8.65
象山县,15711,34375,7214,10748,90042,86705,84738,68804,22294,17000,4511,4612,4005,2494,1437,707,29,5,6.94,7.44,6.43,50208,15640,34568,12.56,7.81,17.32
宁海县,10023,26617,6150,13833,98542,97371,95919,78083,25484,16455,4787,4574,4362,2528,1837,727,34,12,7.20,7.76,6.63,35774,9467,26307,8.51,4.51,12.51
鄞县,13110,37525,5706,10178,170341,176741,167419,138490,36659,24944,5641,5478,7860,5629,2326,1094,71,16,7.39,7.82,6.95,65792,19016,46776,9.14,5.24,13.10
余姚市,11473,35409,8410,17372,166923,167344,156014,133737,44375,32413,7124,6660,6752,4118,2701,1104,56,10,7.40,7.86,6.93,47733,11452,36281,6.79,3.25,10.37
慈溪市,14812,46267,7117,16534,242955,257478,241702,194253,53518,36301,7176,7092,7146,4292,2945,1275,54,14,7.39,7.83,6.93,60867,14118,46749,5.99,2.75,9.29
奉化市,5072,17534,2796,6875,97884,97736,82596,69614,24105,16282,5042,6569,4360,2930,1724,789,40,9,7.52,7.95,7.08,22366,4854,17512,5.76,2.48,9.07
温州市,154985,375277,68149,174826,1510954,1418794,1477869,1035497,337266,230640,60848,66424,78781,51917,28099,14239,977,233,7.24,7.76,6.67,529765,150861,378904,8.74,4.77,13.07
鹿城区,9333,27321,1441,3745,108882,111850,207888,151136,69126,53944,13678,16539,23513,17156,12265,7330,597,157,8.82,9.18,8.41,35036,8206,26830,4.56,2.00,7.50
龙湾区,1922,5942,575,1626,29593,31350,55551,40980,11777,6149,2251,1916,2757,1999,646,232,14,2,8.14,8.57,7.64,7579,1729,5850,4.19,1.78,7.00
瓯海区,11456,32931,6022,20946,155553,147293,196060,128475,40215,24946,6409,6638,5625,3212,1663,655,51,13,7.43,7.98,6.80,44428,11155,33273,6.30,2.95,10.16
洞头县,2882,8304,524,4993,17873,14464,16813,11552,4531,2809,1219,1225,1332,543,262,60,2,1,6.73,7.77,5.66,11902,2811,9091,15.56,7.34,23.79
永嘉县,15413,41813,5775,13187,151240,143376,137798,96846,24895,15622,4205,4392,5830,3408,1340,580,29,2,6.98,7.54,6.38,56160,14594,41566,10.04,5.07,15.33
平阳县,20068,45423,6615,14031,171810,159428,124924,85891,26006,17738,4952,5752,6108,3967,1749,840,32,3,6.82,7.32,6.27,65219,19655,45564,11.22,6.54,16.24
苍南县,21212,47690,15249,37606,268072,268921,199374,127168,44489,25416,7147,6654,9581,4995,2595,1052,48,12,6.86,7.43,6.24,67989,20384,47605,7.61,4.41,11.04
文成县,9540,15763,4202,6452,66056,51525,40798,33689,6683,4615,2216,2290,1816,1001,380,143,10,,6.55,6.88,6.18,26881,10017,16864,13.13,9.21,17.57
泰顺县,13080,19649,5204,6315,71286,60731,37578,24809,7950,4357,2752,2122,1787,857,300,92,5,,6.21,6.63,5.72,32065,12670,19395,15.06,10.94,19.98
瑞安市,27232,64477,13833,40469,250023,226687,230423,166940,45306,32299,6244,7359,9497,6546,3172,1549,81,14,6.95,7.51,6.35,91818,26965,64853,9.45,5.41,13.73
乐清市,22847,65964,8709,25456,220566,203169,230662,168011,56288,42745,9775,11537,10935,8233,3727,1706,108,29,7.31,7.86,6.72,90688,22675,68013,9.97,4.88,15.30
嘉兴市,71614,216386,31554,71816,691988,703166,641218,519767,151466,96457,46148,44770,36255,21412,16079,5657,378,68,7.18,7.79,6.56,284029,67029,217000,9.64,4.55,14.74
秀城区,10574,30494,2539,6140,78002,75017,88712,74208,27129,21920,12074,14579,13085,8889,6548,2642,229,52,8.03,8.60,7.44,42371,10437,31934,10.12,4.94,15.40
秀洲区,8241,23140,2821,6764,82993,83552,68285,53354,11532,6032,3736,2978,1906,1069,757,287,24,4,6.85,7.43,6.27,30698,7670,23028,9.84,4.88,14.89
嘉善县,9495,28697,2978,6271,83890,81441,81643,65652,14329,9569,5265,5205,3205,1643,1275,407,18,,7.07,7.65,6.48,39703,9834,29869,11.29,5.55,17.11
海盐县,7410,25369,2903,6275,60766,68837,69556,58665,29205,15165,5541,4176,4036,2337,2589,727,36,5,7.53,8.32,6.73,31088,6455,24633,9.80,4.07,15.55
海宁市,10844,42631,3606,11571,131528,137907,122886,96128,29504,18334,6826,6152,5246,2610,1846,598,28,3,7.14,7.83,6.45,53718,10061,43657,9.79,3.70,15.77
平湖市,10886,31803,3424,8555,99287,104135,94124,79587,15351,10024,6414,6113,4019,2220,1479,469,18,3,7.05,7.63,6.50,40269,9670,30599,9.67,4.74,14.40
桐乡市,14164,34252,13283,26240,155522,152277,116012,92173,24416,15413,6292,5567,4758,2644,1585,527,25,1,6.76,7.28,6.22,46182,12902,33280,7.96,4.41,11.57
湖州市,55213,130022,21447,39543,532547,539289,478650,384801,104314,73249,27453,29737,24262,15283,9862,4458,334,72,7.24,7.68,6.78,179166,51694,127472,8.37,4.76,12.09
市辖区,26747,64079,9736,17820,223204,224147,205152,173531,46108,35430,13207,15356,12216,8618,6187,3264,232,48,7.28,7.73,6.84,88164,25121,63043,9.31,5.31,13.30
德清县,7767,17522,2419,5212,99433,103038,70715,57649,16564,11874,4608,5013,3939,2414,1176,420,42,12,7.21,7.60,6.82,24138,7060,17078,6.82,3.96,9.71
长兴县,12981,30487,5590,9604,121994,123693,119486,89401,22548,13897,5278,5194,4606,2584,1512,491,37,7,7.14,7.62,6.63,42398,12377,30021,8.65,4.89,12.67
安吉县,7718,17934,3702,6907,87916,88411,83297,64220,19094,12048,4360,4174,3501,1667,987,283,23,5,7.30,7.74,6.82,24466,7136,17330,7.02,3.94,10.36
绍兴市,55377,188003,40448,95065,775245,783940,811584,712613,218192,152086,47850,49292,43093,25906,19427,8325,513,96,7.51,8.03,6.99,238373,51199,187174,6.79,2.94,10.59
越城区,10756,34870,6995,17495,93649,96311,103882,91897,37346,29349,13624,18136,15493,10531,8336,4342,312,63,7.93,8.59,7.31,47054,10816,36238,9.00,4.25,13.49
绍兴县,13077,43127,13836,30864,151933,152036,144238,121008,29802,17665,5397,4683,4139,2151,1301,404,21,4,6.84,7.48,6.21,53940,11776,42164,8.46,3.76,13.00
新昌县,6435,19312,3234,7132,72802,70284,80456,64431,27598,18884,6247,4952,4190,2242,1961,521,50,3,7.67,8.21,7.09,24999,5848,19151,7.28,3.29,11.56
