表1    总人口、户籍人口、少数民族人口比重、非农业户口人口比重、城乡人口、家庭户人口、家庭户类别（全部数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
县市名,总人口（人）,,,总人口,户籍人口（人）,少数民族人口比重,非农业户口人口比重,城乡人口（人）,,家庭户,,,,家庭户类别（户）,,,
,合计,男,女,性别比,,（%）,（%）,城镇,乡村,户数（户）,人口数（人）,户规模（人/户）,其中：一人户(户),一代户,二代户,三代户,四代以上户
,,,,,,,,,,,,,,,,,
海门市,942952,431066,511886,84.21,1036055,0.18,17.42,303543,639409,349954,904261,2.58,52169,132368,172174,43054,2358
连云港市,4569913,2371943,2197970,107.92,4461962,0.21,23.13,1280345,3289568,1191434,4420361,3.71,64414,201102,767740,213973,8619
连云区,131429,69606,61823,112.59,113818,0.33,77.16,110245,21184,39472,121721,3.08,2957,9481,25451,4407,133
云台区,150426,77808,72618,107.15,135846,0.12,47.39,87206,63220,41775,147041,3.52,2616,8799,25153,7535,288
新浦区,260628,133142,127486,104.44,209051,0.41,91.50,260628,,76405,231023,3.02,6345,18847,48303,9025,230
海州区,144759,73794,70965,103.99,130193,0.19,49.42,118398,26361,39990,139606,3.49,2395,7729,25701,6366,194
赣榆县,1043940,543238,500702,108.50,1042741,0.09,16.97,204654,839286,280911,1030009,3.67,16666,50746,185413,43537,1215
东海县,1110952,571891,539061,106.09,1117375,0.20,14.98,206815,904137,291073,1097902,3.77,16683,47904,181663,58833,2673
灌云县,1030069,538121,491948,109.39,1022482,0.25,14.74,197305,832764,247294,962658,3.89,9941,36005,163285,46097,1907
灌南县,697710,364343,333367,109.29,690456,0.27,11.35,95094,602616,174514,690401,3.96,6811,21591,112771,38173,1979
淮阴市,5038231,2576525,2461706,104.66,5099629,0.20,22.12,1448492,3589739,1315573,4939495,3.75,63339,182799,746422,364894,21458
清河区,248794,125968,122826,102.56,232263,0.70,79.50,248794,,66174,215611,3.26,4579,13839,40603,11318,414
清浦区,306258,156218,150040,104.12,300756,0.37,43.64,152613,153645,82465,297741,3.61,4026,12264,47717,21274,1210
淮阴县,838184,430244,407940,105.47,849933,0.32,18.85,190519,647665,208281,822766,3.95,8938,23566,120053,61165,3497
涟水县,1003294,515134,488160,105.53,1027219,0.14,12.80,150299,852995,247410,993889,4.02,10142,27105,148252,67797,4256
洪泽县,365146,183602,181544,101.13,377811,0.13,29.00,142979,222167,104409,360523,3.45,6068,17864,56453,28246,1846
盱眙县,712499,362913,349586,103.81,726869,0.11,19.71,215196,497303,189862,706005,3.72,7374,24924,111393,50465,3080
金湖县,363377,182905,180472,101.35,358404,0.14,22.88,97390,265987,111401,354243,3.18,9257,27534,56408,25598,1861
淮安市,1200679,619541,581138,106.61,1226374,0.11,13.93,250702,949977,305571,1188717,3.89,12955,35703,165543,99031,5294
盐城市,7946544,4059913,3886631,104.46,7952597,0.17,23.67,2829848,5116696,2395872,7760956,3.24,194260,583497,1378830,416241,17304
城区,683663,347576,336087,103.42,628094,0.12,56.60,683663,,201331,631458,3.14,19093,50685,119882,29639,1125
响水县,562411,291030,271381,107.24,560885,0.25,19.94,137174,425237,152468,557195,3.65,8250,25631,99914,25703,1220
滨海县,1050251,545055,505196,107.89,1071411,0.14,18.23,241928,808323,292051,1034331,3.54,20713,57290,182910,50020,1831
阜宁县,1035035,532122,502913,105.81,1052445,0.13,19.77,268176,766859,278530,1013144,3.64,15922,42807,166041,67001,2681
射阳县,1053680,535543,518137,103.36,1051708,0.13,17.28,364209,689471,335124,1036811,3.09,26781,83291,204498,45771,1564
建湖县,789566,402159,387407,103.81,805740,0.09,26.82,269089,520477,235595,769410,3.27,18737,54418,131466,47948,1763
盐都县,850519,439915,410604,107.14,860874,0.11,21.43,250169,600350,250134,839621,3.36,20200,57437,134420,55927,2350
东台市,1164653,583122,581531,100.27,1176405,0.28,20.48,354827,809826,387242,1142127,2.95,38845,122622,195707,65364,3549
大丰市,756766,383391,373375,102.68,745035,0.29,22.89,260613,496153,263397,736859,2.80,25719,89316,143992,28868,1221
扬州市,4588554,2283655,2304899,99.08,4514253,0.43,29.38,1959025,2629529,1342103,4191509,3.12,123789,352842,640513,328042,20706
广陵区,527038,268331,258707,103.72,429202,1.00,85.53,527038,,135424,395254,2.92,15255,41938,72109,20833,544
郊区,184955,94094,90861,103.56,126957,0.34,34.64,184955,,50036,162753,3.25,4571,12466,24871,12111,588
宝应县,869972,434842,435130,99.93,914225,0.19,19.45,230087,639885,256452,810311,3.16,21899,63113,126223,63488,3628
邗江县,545458,270230,275228,98.18,543487,0.18,17.77,153124,392334,158133,527774,3.34,12684,37226,70460,47172,3275
仪征市,610356,311144,299212,103.99,587159,0.31,31.73,254666,355690,176111,552685,3.14,15802,43836,89132,40786,2357
高邮市,797752,392863,404889,97.03,823973,0.82,19.08,225160,572592,241884,771368,3.19,19338,61321,110913,64770,4880
江都市,1053023,512151,540872,94.69,1089250,0.25,20.98,383995,669028,324063,971364,3.00,34240,92942,146805,78882,5434
镇江市,2844856,1448120,1396736,103.68,2665094,0.57,32.89,1434466,1410390,874022,2667613,3.05,85657,252738,438110,175091,8083
京口区,427272,227256,200016,113.62,386856,1.50,74.90,427272,,122143,355143,2.91,13096,37107,66665,17807,564
润州区,268391,137173,131218,104.54,228878,1.65,74.77,268391,,86618,254032,2.93,9493,25317,47845,13064,392
丹徒县,375973,188144,187829,100.17,371041,0.21,11.86,68442,307531,115896,366240,3.16,9917,31259,54552,28531,1554
丹阳市,877232,442296,434936,101.69,819492,0.24,21.12,339123,538109,275248,839324,3.05,28474,84124,132613,55944,2567
扬中市,301672,150538,151134,99.61,278041,0.10,20.01,131431,170241,91780,290598,3.17,9102,25969,41610,22966,1235
句容市,594316,302713,291603,103.81,580786,0.38,21.20,199807,394509,182337,562276,3.08,15575,48962,94825,36779,1771
泰州市,4785759,2403310,2382449,100.88,5009608,0.13,24.73,1886081,2899678,1495752,4702058,3.14,137731,393013,743432,339978,19329
海陵区,402355,201180,201175,100.00,387451,0.15,54.92,402355,,124078,384711,3.10,11868,32957,62631,27191,1299
高港区,205305,101898,103407,98.54,209816,0.10,33.98,155415,49890,60848,198422,3.26,5428,14406,27109,18117,1216
兴化市,1441659,745856,695803,107.19,1549030,0.10,15.59,412891,1028768,465347,1427103,3.07,45438,133128,251389,77593,3237
靖江市,639665,316885,322780,98.17,662722,0.11,31.00,252903,386762,192580,626934,3.26,15721,47665,91834,49622,3459
泰兴市,1235454,618158,617296,100.14,1283440,0.15,25.04,404306,831148,374005,1214571,3.25,31723,85039,182116,100787,6063
姜堰市,861321,419333,441988,94.87,917149,0.14,18.67,258211,603110,278894,850317,3.05,27553,79818,128353,66668,4055
宿迁市,5061576,2607175,2454401,106.22,5043430,0.32,22.78,1289682,3771894,1253271,4983453,3.98,56053,155434,772138,308519,17180
宿城区,244651,124719,119932,103.99,244827,0.20,73.50,244651,,63223,232329,3.67,3487,9522,38394,14561,746
宿豫县,926482,476712,449770,105.99,952193,0.17,18.41,169757,756725,238175,914157,3.84,13903,34037,141559,59615,2964
沭阳县,1705303,874577,830726,105.28,1694441,0.20,20.30,400027,1305276,409105,1689008,4.13,15025,45692,258915,99016,5482
泗阳县,1162470,603223,559247,107.86,1145154,0.79,20.03,242411,920059,279214,1141978,4.09,11120,29261,167993,77215,4745
泗洪县,1022670,527944,494726,106.71,1006815,0.14,21.93,232836,789834,263554,1005981,3.82,12518,36922,165277,58112,3243
,,,,,,,,,,,,,,,,,
浙江省,45930651,23581512,22349139,105.51,45017207,0.86,21.27,22356574,23574077,14136916,42437464,3.00,1912503,4596843,7337845,2098680,103548
杭州市,6878722,3545062,3333660,106.34,6216093,0.65,34.13,4033397,2845325,2082829,6208735,2.98,273519,657189,1029428,378741,17471
上城区,335050,172635,162415,106.29,318250,0.44,84.38,335050,,114425,308084,2.69,17336,40881,59578,13793,173
下城区,412406,217574,194832,111.67,315409,0.42,76.01,412406,,136907,360016,2.63,24378,54397,66861,15291,358
江干区,565360,308513,256847,120.12,312726,0.48,44.49,565360,,170222,448978,2.64,34820,76158,68946,23956,1162
拱墅区,429292,228865,200427,114.19,281230,0.42,66.12,429292,,141317,366500,2.59,27549,60961,64357,15534,465
西湖区,593324,313454,279870,112.00,462477,0.58,64.26,593324,,145821,431251,2.96,18853,46354,70012,28034,1421
滨江区,115887,60062,55825,107.59,102127,0.56,26.27,115887,,30263,100629,3.33,2643,7209,15174,7546,334
桐庐县,378060,191283,186777,102.41,394378,1.56,20.41,136267,241793,121070,364560,3.01,14948,36280,65808,18365,617
淳安县,382347,190940,191407,99.76,450237,0.17,13.20,68359,313988,136951,376318,2.75,23647,50115,68568,17723,545
萧山市,1233348,613229,620119,98.89,1143905,0.67,19.06,496516,736832,369398,1141599,3.09,39751,108629,183561,73789,3419
建德市,473062,242606,230456,105.27,511722,0.88,21.09,166717,306345,152710,466530,3.06,18302,44969,80343,26561,837
富阳市,628633,324172,304461,106.47,620336,0.88,15.84,267427,361206,184710,594272,3.22,19155,45758,103910,33625,1417
余杭市,817715,419877,397838,105.54,790554,0.46,21.06,293112,524603,224471,760686,3.39,16965,44352,98164,76277,5678
临安市,514238,261852,252386,103.75,512742,0.96,14.37,153680,360558,154564,489312,3.17,15172,41126,84146,28247,1045
宁波市,5963362,3031634,2931728,103.41,5406680,0.57,23.90,3323736,2639626,2010181,5518399,2.75,281839,764693,1058980,181368,5140
海曙区,349739,179327,170412,105.23,265047,0.34,73.12,349739,,119952,305312,2.55,18900,48742,63845,7265,100
江东区,292552,148756,143796,103.45,208378,0.31,68.99,292552,,101165,261435,2.58,15009,39431,55242,6398,94
江北区,271223,140086,131137,106.82,222338,0.41,48.78,236854,34369,89795,232101,2.58,14354,37205,46444,6038,108
北仑区,382278,196659,185619,105.95,330202,0.71,25.57,265700,116578,128059,335545,2.62,19733,55606,61473,10690,290
镇海区,271707,140022,131685,106.33,211747,0.59,40.69,189548,82159,98946,251309,2.54,14883,43035,50760,5097,54
象山县,484236,245253,238983,102.62,532526,0.12,16.38,184868,299368,166735,467681,2.80,26123,59373,91366,15618,378
宁海县,518186,264413,253773,104.19,583080,0.30,11.49,208712,309474,176912,499027,2.82,28283,62012,98803,15735,362
鄞县,854627,432752,421875,102.58,721638,0.62,13.76,362418,492209,303992,790759,2.60,45432,128835,160346,14599,212
余姚市,852719,429835,422884,101.64,827164,0.71,17.05,348812,503907,278937,822161,2.95,33078,91783,142487,42769,1898
慈溪市,1214537,615279,599258,102.67,1014667,0.90,11.84,675727,538810,378363,1100979,2.91,41905,136112,196062,44779,1410
奉化市,471558,239252,232306,102.99,489893,0.39,17.31,208806,262752,167325,452090,2.70,24139,62559,92152,12380,234
温州市,7557640,3986631,3571009,111.64,7404507,1.50,16.36,3891314,3666326,1998828,6705950,3.35,236539,574247,1117497,293873,13211
鹿城区,875006,467579,407427,114.76,526081,1.10,52.47,875006,,214763,624139,2.91,30102,73655,117874,22658,576
龙湾区,204935,110429,94506,116.85,94337,2.55,16.78,204935,,39100,133121,3.40,4535,15060,19076,4773,191
瓯海区,835607,449993,385614,116.70,596413,1.61,9.49,503446,332161,198394,681913,3.44,19787,60825,106702,29326,1541
洞头县,96435,49416,47019,105.10,125775,1.56,13.25,24417,72018,31110,94099,3.02,3967,9029,18385,3556,140
永嘉县,722390,379334,343056,110.57,909870,0.68,9.23,277649,444741,203199,666683,3.28,30318,68067,105957,27875,1300
平阳县,740448,388020,352428,110.10,830686,1.75,13.67,371296,369152,212480,717169,3.38,21955,53639,128868,28969,1004
苍南县,1167589,615972,551617,111.67,1228474,1.94,15.83,522369,645220,315503,1144967,3.63,27715,65919,197741,49641,2202
文成县,264878,141399,123479,114.51,372940,3.64,9.04,79282,185596,84688,261156,3.08,16312,28620,43035,12633,400
泰顺县,279799,151402,128397,117.92,357723,5.03,7.55,78704,201095,84340,275279,3.26,13855,23737,44278,15553,772
瑞安市,1207788,627593,580195,108.17,1197207,0.95,12.86,465230,742558,310201,1081799,3.49,32310,77875,170963,58090,3273
乐清市,1162765,605494,557271,108.65,1165001,0.66,8.48,488980,673785,305050,1025625,3.36,35683,97821,164618,40799,1812
嘉兴市,3582996,1796646,1786350,100.58,3321366,0.43,22.15,1360825,2222171,1015166,3433700,3.38,92790,247658,421520,318642,27346
秀城区,500298,253080,247218,102.37,455613,0.49,47.01,328337,171961,159060,468280,2.94,19976,51972,75122,30365,1601
秀洲区,381625,192566,189059,101.85,337738,0.61,13.90,123106,258519,105858,360632,3.41,10198,27741,42598,32950,2569
嘉善县,425972,214896,211076,101.81,381655,0.37,20.12,137112,288860,129109,408332,3.16,14106,39283,55836,31978,2012
海盐县,387723,194340,193383,100.49,365853,0.18,20.49,119420,268303,107995,371284,3.44,7879,24140,46277,34948,2630
海宁市,666080,331349,334731,98.99,640474,0.35,19.44,231629,434451,185638,645421,3.48,16469,41151,74111,64089,6287
平湖市,507899,249848,258051,96.82,482250,0.20,18.99,171529,336370,138580,488884,3.53,10186,27302,55040,51572,4666
桐乡市,713399,360567,352832,102.19,657783,0.70,16.05,249692,463707,188926,690867,3.66,13976,36069,72536,72740,7581
湖州市,2625595,1333340,1292255,103.18,2551671,0.45,23.82,1016669,1608926,751428,2522341,3.36,70638,180433,348864,204331,17800
市辖区,1145414,573421,571993,100.25,1066108,0.34,26.66,560743,584671,311244,1081124,3.47,29432,75339,128396,97056,10453
德清县,436524,220492,216032,102.06,421368,0.54,24.27,146845,289679,122176,423401,3.47,10179,26612,50764,40733,4067
长兴县,611518,315743,295775,106.75,616919,0.48,24.81,170928,440590,185670,599568,3.23,18211,46031,97349,40010,2280
安吉县,432139,223684,208455,107.31,447276,0.63,14.50,138153,293986,132338,418248,3.16,12816,32451,72355,26532,1000
绍兴市,4304241,2155557,2148684,100.32,4331890,0.39,18.41,2095350,2208891,1410009,4054908,2.88,204972,471990,742782,189022,6215
越城区,633118,310860,322258,96.46,597051,0.34,45.58,633118,,204029,580700,2.85,25066,65104,113751,24534,640
绍兴县,791797,392804,398993,98.45,725937,0.70,12.64,223180,568617,241919,732067,3.03,29295,76432,121675,42266,1546
新昌县,414907,215542,199365,108.11,432921,0.21,15.14,176142,238765,145929,395730,2.71,26739,55056,78706,11944,223
诸暨市,1070675,535820,534855,100.18,1062712,0.37,12.22,469031,601644,339663,993626,2.93,49472,113080,179573,45461,1549
上虞市,722523,354917,367606,96.55,775456,0.37,17.23,297118,425405,237697,709317,2.98,30245,70095,123525,42315,1762
嵊州市,671221,345614,325607,106.14,737813,0.25,12.95,296761,374460,240772,643468,2.67,44155,92223,125552,22502,495
金华市,4571881,2345303,2226578,105.33,4451984,0.80,16.05,2073217,2498664,1490627,4118859,2.76,262303,576638,780681,130203,3105
婺城区,424859,216773,208086,104.17,349462,0.82,50.58,361200,63659,137621,357954,2.60,25779,56167,73381,7972,101
金华县,475800,251729,224071,112.34,545022,0.57,7.70,80904,394896,168322,449046,2.67,30594,68677,86554,12811,280
武义县,301223,156180,145043,107.68,325984,2.66,13.72,87819,213404,107397,293946,2.74,17791,41509,56603,9017,268
浦江县,364138,189737,174401,108.79,378195,0.65,11.87,116973,247165,118700,335195,2.82,19422,43459,65648,9342,251
磐安县,175834,89180,86654,102.92,205195,0.20,9.77,42313,133521,68659,174020,2.53,14578,29514,35314,3750,81
兰溪市,607196,314090,293106,107.16,657740,0.70,17.83,193856,413340,200973,588066,2.93,28911,63425,109353,27533,662
义乌市,912670,461103,451567,102.11,673357,0.72,12.93,560317,352353,259711,706158,2.72,47831,114556,125326,19386,443
东阳市,753094,375565,377529,99.48,790595,0.51,12.11,364412,388682,251829,702105,2.79,46640,94296,130193,26625,715
永康市,557067,290946,266121,109.33,526434,0.92,11.40,265423,291644,177415,512369,2.89,30757,65035,98309,13767,304
衢州市,2128856,1105195,1023661,107.96,2421837,0.98,17.79,629671,1499185,704533,2064693,2.93,90394,213711,382643,105228,2951
柯城区,286271,148054,138217,107.12,270104,0.50,53.64,175879,110392,92920,265078,2.85,11477,28420,54298,9983,219
衢县,464128,247200,216928,113.95,523557,1.18,6.23,53739,410389,144404,448789,3.11,16421,37016,78279,28328,781
常山县,265467,137470,127997,107.40,317989,0.38,14.10,57692,207775,88701,260725,2.94,10495,25916,50640,11832,313
开化县,271611,136977,134634,101.74,338535,0.45,13.22,63803,207808,95366,266709,2.80,13957,33693,48107,13195,371
龙游县,368157,194193,173964,111.63,402337,2.65,15.89,84672,283485,119114,356453,2.99,13984,34977,64214,19349,574
江山市,473222,241301,231921,104.04,569315,0.42,13.69,193886,279336,164028,466939,2.85,24060,53689,87105,22541,693
舟山市,1001530,506171,495359,102.18,980703,0.24,28.08,561170,440360,351086,957852,2.73,51699,129720,185536,34626,1204
定海区,369448,185625,183823,100.98,362646,0.18,34.39,220894,148554,128477,345659,2.69,20417,48491,66847,12719,420
普陀区,346237,176801,169436,104.35,321567,0.40,27.82,227893,118344,119724,331611,2.77,16914,43654,62429,13114,527
岱山县,197483,98280,99203,99.07,211584,0.07,19.32,69274,128209,72401,194931,2.69,10341,26982,39626,5652,141
嵊泗县,88362,45465,42897,105.99,84906,0.20,22.35,43109,45253,30484,85651,2.81,4027,10593,16634,3141,116
台州市,5153715,2648968,2504747,105.76,5454808,0.44,16.02,2655840,2497875,1617400,4740696,2.93,236325,558773,884278,169036,5313
椒江区,462846,237257,225589,105.17,451558,0.21,24.18,462846,,144065,428353,2.97,18284,45810,83159,14651,445
黄岩区,564120,285633,278487,102.57,568483,0.35,16.96,272966,291154,180462,521341,2.89,25774,62167,97959,19656,680
路桥区,464997,243607,221390,110.04,404834,0.43,11.46,464997,,124533,404218,3.25,13178,36464,69634,17762,673
玉环县,460091,243731,216360,112.65,387661,0.93,34.85,276488,183603,135336,415976,3.07,15096,46247,74220,14327,542
三门县,315405,162537,152868,106.33,399948,0.18,10.46,79360,236045,107974,311217,2.88,16713,35323,63863,8590,198
天台县,407270,204350,202920,100.70,552146,0.08,12.02,111192,296078,142325,399608,2.81,27600,55049,73198,13726,352
仙居县,367585,188197,179388,104.91,455202,0.37,10.47,105989,261596,128621,359797,2.80,23774,47252,68873,12247,249
温岭市,1162783,604031,558752,108.10,1138110,0.76,13.21,533810,628973,351550,996788,2.84,55427,138359,182064,30205,922
临海市,948618,479625,468993,102.27,1096866,0.26,13.75,348192,600426,302534,903398,2.99,40479,92102,171308,37872,1252
丽水市,2162113,1127005,1035108,108.88,2475668,3.55,15.17,715385,1446728,704829,2111331,3.00,111485,221791,385636,93610,3792
莲都区,348241,178908,169333,105.65,350141,5.77,29.08,199016,149225,115937,324718,2.80,20002,42442,61984,11121,390
青田县,361062,187715,173347,108.29,484213,0.57,12.62,125848,235214,114440,353844,3.09,20169,37843,60327,15724,546
缙云县,362252,187097,175155,106.82,435688,0.21,9.52,81507,280745,128687,354438,2.75,25967,48563,68532,11319,273
遂昌县,207087,109014,98073,111.16,225285,6.84,15.46,48582,158505,69111,205724,2.98,9863,20937,37024,10739,411
松阳县,197340,102688,94652,108.49,230161,2.52,12.82,45996,151344,67213,194225,2.89,9833,21560,37924,7506,223
云和县,103273,54991,48282,113.90,108700,8.80,16.07,31782,71491,31353,101945,3.25,3808,7688,17306,5984,375
庆元县,179449,92930,86519,107.41,196046,0.70,10.75,48590,130859,54433,177264,3.26,6125,12321,33124,8680,308
景宁畲族自治县,153011,82128,70883,115.86,176584,10.79,12.01,38876,114135,47808,151458,3.17,7105,13112,26325,7970,401
龙泉市,250398,131534,118864,110.66,268850,3.15,14.13,95188,155210,75847,247715,3.27,8613,17325,43090,14567,865
,,,,,,,,,,,,,,,,,
安徽省,58999948,30437820,28562128,106.57,62452638,0.67,18.28,15766389,43233559,16313885,57683856,3.54,1152054,3162256,10046495,2976536,128598
合肥市,4467384,2345534,2121850,110.54,4311952,0.87,31.74,1964008,2503376,1234075,4190753,3.40,113091,285406,742438,198812,7419
东市区,249125,127260,121865,104.43,231752,1.04,88.23,249125,,84248,235457,2.79,10827,27490,47536,9094,128
中市区,243430,124573,118857,104.81,250269,1.04,87.64,243430,,79461,224137,2.82,9450,24908,45957,8472,124
西市区,387009,208577,178432,116.89,335193,1.25,92.37,387009,,104461,289632,2.77,12299,34301,60081,9900,179
郊区,779511,419339,360172,116.43,503653,0.62,45.70,669912,109599,227714,671090,2.95,33108,75446,129864,21790,614
长丰县,894204,465022,429182,108.35,953047,0.86,7.37,80878,813326,230237,886773,3.85,14337,37668,145168,45180,2221
肥东县,1006886,524429,482457,108.70,1092347,0.73,10.64,166073,840813,268323,994907,3.71,17410,45478,164493,56061,2291
肥西县,907219,476334,430885,110.55,945691,1.01,10.88,167581,739638,239631,888757,3.71,15660,40115,149339,48315,1862
芜湖市,2115421,1096089,1019332,107.53,2170166,0.45,32.87,904872,1210549,631945,2029189,3.21,56192,148551,373365,106679,3350
镜湖区,180382,90175,90207,99.96,173627,1.31,87.62,180382,,56119,165077,2.94,6030,16410,31216,8307,186
马塘区,120028,61300,58728,104.38,103965,0.68,66.08,120028,,38755,118234,3.05,3643,9669,23248,5678,160
新芜区,232347,120176,112171,107.14,216594,0.98,86.79,232347,,70515,205119,2.91,7311,21094,39514,9737,170
鸠江区,164440,87909,76531,114.87,149119,0.47,44.45,108502,55938,48552,144023,2.97,5718,13738,28060,6568,186
芜湖县,497564,260016,237548,109.46,535953,0.25,11.61,106072,391492,144212,490525,3.40,10899,28821,86791,27508,1092
繁昌县,430530,223357,207173,107.81,454038,0.22,16.73,71145,359385,128846,422712,3.28,10220,28179,78913,21162,592
南陵县,490130,253156,236974,106.83,536870,0.22,10.88,86396,403734,144946,483499,3.34,12371,30640,85623,27719,964
蚌埠市,3288329,1705466,1582863,107.75,3346710,1.07,23.65,1010127,2278202,857725,3209112,3.74,48859,140398,540055,169119,8153
东市区,242240,125137,117103,106.86,209230,3.35,88.79,242240,0,70997,212267,2.99,7453,19606,41797,9402,192
中市区,118178,58910,59268,99.40,140743,4.91,91.95,118178,0,37519,113049,3.01,3588,9977,21488,5952,102
西市区,226322,113712,112610,100.98,185670,2.71,86.94,226322,0,70011,213406,3.05,6833,17972,42173,9641,225
郊区,222659,115685,106974,108.14,217374,0.23,8.73,110071,112588,60119,219670,3.65,3164,9812,38853,10951,503
怀远县,1234561,649422,585139,110.99,1269951,0.12,8.62,138808,1095753,300425,1223841,4.07,12876,36978,194742,65293,3412
五河县,648856,335592,313264,107.13,692378,1.59,10.39,76945,571911,168232,644462,3.83,7742,24293,106460,35615,1864
固镇县,595513,307008,288505,106.41,631364,0.48,11.00,97563,497950,150422,582417,3.87,7203,21760,94542,32265,1855
淮南市,2040649,1064641,976008,109.08,2020245,1.58,43.14,1155063,885586,554490,1983355,3.58,37110,97305,354741,98676,3768
大通区,129039,66416,62623,106.06,128474,0.38,48.66,110985,18054,36978,124894,3.38,3566,8589,22196,5955,238
田家庵区,404713,208538,196175,106.30,395410,1.30,81.85,404713,,115817,367830,3.18,8923,26125,74053,15233,406
谢家集区,256873,131055,125818,104.16,258817,2.35,79.45,256873,,73601,251900,3.42,5412,13564,45506,14225,306
八公山区,166452,85469,80983,105.54,162708,2.42,76.95,166452,,48751,164823,3.38,3381,9030,30744,8791,186
潘集区,400151,209727,190424,110.14,409310,1.83,19.28,123407,276744,102408,397349,3.88,5626,14189,69212,18111,896
凤台县,683421,363436,319985,113.58,665526,1.33,11.65,92633,590788,176935,676559,3.82,10202,25808,113030,36361,1736
马鞍山市,1196916,617633,579283,106.62,1189713,0.65,41.84,602528,594388,360503,1167058,3.24,30734,86203,209967,62081,2252
金家庄区,86261,45063,41198,109.38,74329,1.39,86.30,86261,,29293,83959,2.87,3361,8483,17438,3323,49
花山区,179542,92567,86975,106.43,171518,1.41,92.96,179542,,56565,167034,2.95,4298,14727,34694,7018,126
雨山区,132943,68312,64631,105.70,123997,1.36,86.87,132943,,44933,129538,2.88,4946,13331,26251,5245,106
向山区,168830,87052,81778,106.45,149480,0.31,33.19,105957,62873,50202,162879,3.24,4195,11859,29366,8655,322
当涂县,629340,324639,304701,106.54,670389,0.28,13.94,97825,531515,179510,623648,3.47,13934,37803,102218,37840,1649
淮北市,1878164,968448,909716,106.46,1929894,0.18,34.01,776583,1101581,503697,1802442,3.58,30051,94488,333665,71980,3564
杜集区,293910,152171,141739,107.36,314858,0.26,60.53,185307,108603,76841,270636,3.52,4878,15256,50248,10860,477
相山区,299663,152875,146788,104.15,320226,0.39,78.90,299663,,83180,265469,3.19,6705,19561,54433,8790,396
烈山区,147622,77398,70224,110.22,152613,0.44,80.30,147622,,42029,137815,3.28,2770,9062,28273,4558,136
濉溪县,1136969,586004,550965,106.36,1142197,0.06,9.65,143991,992978,301647,1128522,3.74,15698,50609,200711,47772,2555
铜陵市,684716,354550,330166,107.39,678888,0.41,50.38,393246,291470,210717,659735,3.13,17557,50544,131218,28439,516
铜官山区,246887,127268,119619,106.39,221922,0.69,90.94,246887,,78046,230925,2.96,7073,20717,48487,8717,125
狮子山区,51280,26867,24413,110.05,52873,0.55,82.54,51280,,16579,50121,3.02,1397,4359,10584,1620,16
郊区,64310,33995,30315,112.14,61644,0.58,45.92,47055,17255,20350,62031,3.05,2357,5874,11743,2669,64
铜陵县,322239,166420,155819,106.80,342449,0.14,15.12,48024,274215,95742,316658,3.31,6730,19594,60404,15433,311
安庆市,5180000,2594671,2585329,100.36,6017368,0.33,15.83,1157013,4022987,1484647,5028467,3.39,115544,305194,830652,335989,12812
迎江区,150221,74574,75647,98.58,154127,2.66,87.55,150221,,47193,139025,2.95,4845,13299,27540,6249,105
大观区,167860,84790,83070,102.07,163464,2.29,91.27,167860,,53589,153005,2.86,5962,15954,31334,6188,113
郊区,264670,134520,130150,103.36,255673,1.08,24.30,125727,138943,75639,255525,3.38,5495,15930,44809,14375,525
怀宁县,673677,336292,337385,99.68,782427,0.22,9.79,69388,604289,186626,658156,3.53,12732,35044,101487,47902,2193
枞阳县,757951,373410,384541,97.11,958135,0.08,9.65,119824,638127,225796,752774,3.33,19273,49036,132561,43040,1159
潜山县,515261,260308,254953,102.10,569746,0.09,8.51,75470,439791,143098,500440,3.50,8716,24505,77863,39099,1631
太湖县,498882,254184,244698,103.88,564505,0.06,9.09,64038,434844,136574,482869,3.54,10296,25213,72328,37458,1575
宿松县,649975,336065,313910,107.06,795373,0.13,10.88,89546,560429,184791,629674,3.41,15748,39675,106291,37324,1501
望江县,479099,233037,246062,94.71,595726,0.33,10.02,70395,408704,140948,469782,3.33,9389,28447,78862,32071,1568
岳西县,361632,186393,175239,106.37,400217,0.10,10.14,54456,307176,100316,351380,3.50,7452,18095,56399,24935,887
桐城市,660772,321098,339674,94.53,777975,0.08,13.41,170088,490684,190077,635837,3.35,15636,39996,101178,47348,1555
黄山市,1370377,698531,671846,103.97,1458108,0.08,20.60,389462,980915,429808,1333594,3.10,50999,114581,241867,70614,2746
屯溪区,155233,77206,78027,98.95,144539,0.31,58.64,108820,46413,47856,142728,2.98,5069,13252,27781,6630,193
黄山区,159845,83820,76025,110.25,161167,0.08,18.61,59962,99883,50914,154849,3.04,6909,14419,28075,8187,233
徽州区,91122,46978,44144,106.42,95980,0.04,22.91,36061,55061,28507,89783,3.15,3157,7059,16704,4572,172
歙县,454593,230647,223946,102.99,501644,0.05,12.75,73308,381285,143800,443598,3.08,19509,40079,79563,23167,991
休宁县,242260,123149,119111,103.39,272623,0.04,12.30,46963,195297,75482,239836,3.18,7772,19368,40038,15370,706
黟县,93919,48072,45847,104.85,97854,0.03,17.75,21783,72136,29052,92293,3.18,2891,7024,17576,4275,177
祁门县,173405,88659,84746,104.62,184301,0.08,20.96,42565,130840,54197,170507,3.15,5692,13380,32130,8413,274
